Date,LOAR
2025-01-29,78.61000061035156
2025-01-30,80.11000061035156
2025-01-31,79.4800033569336
2025-02-03,78.88999938964844
2025-02-04,77.23999786376953
2025-02-05,76.62000274658203
2025-02-06,76.20999908447266
2025-02-07,77.47000122070312
2025-02-10,77.83999633789062
2025-02-11,75.66000366210938
2025-02-12,74.06999969482422
2025-02-13,69.86000061035156
2025-02-14,68.13999938964844
2025-02-18,69.33999633789062
2025-02-19,70.3499984741211
2025-02-20,69.4000015258789
2025-02-21,68.61000061035156
2025-02-24,67.80000305175781
2025-02-25,67.95999908447266
2025-02-26,69.5
2025-02-27,68.1500015258789
2025-02-28,72.66999816894531
2025-03-03,69.72000122070312
2025-03-04,69.26000213623047
2025-03-05,71.73999786376953
2025-03-06,68.37999725341797
2025-03-07,67.83000183105469
2025-03-10,64.97000122070312
2025-03-11,64.44000244140625
2025-03-12,63.619998931884766
2025-03-13,63.45000076293945
2025-03-14,65.8499984741211
2025-03-17,67.08000183105469
2025-03-18,63.9900016784668
2025-03-19,66.43000030517578
2025-03-20,65.41000366210938
2025-03-21,64.97000122070312
2025-03-24,67.0199966430664
2025-03-25,68.56999969482422
2025-03-26,66.58999633789062
2025-03-27,67.73999786376953
2025-03-28,65.97000122070312
2025-03-31,70.6500015258789
2025-04-01,71.33000183105469
2025-04-02,76.8499984741211
2025-04-03,75.75
2025-04-04,69.44000244140625
2025-04-07,71.8499984741211
2025-04-08,75.29000091552734
2025-04-09,85.45999908447266
2025-04-10,85.88999938964844
2025-04-11,88.33000183105469
2025-04-14,87.55000305175781
2025-04-15,88.54000091552734
2025-04-16,86.1500015258789
2025-04-17,85.06999969482422
2025-04-21,81.69000244140625
2025-04-22,82.87000274658203
2025-04-23,85.94000244140625
2025-04-24,91.8499984741211
2025-04-25,96.88999938964844
2025-04-28,95.5999984741211
2025-04-29,96.55000305175781
2025-04-30,94.58000183105469
2025-05-01,94.83999633789062
2025-05-02,94.5999984741211
2025-05-05,96.79000091552734
2025-05-06,97.2300033569336
2025-05-07,97.51000213623047
2025-05-08,96.77999877929688
2025-05-09,95.87999725341797
2025-05-12,99.48999786376953
2025-05-13,93.13999938964844
2025-05-14,83.41000366210938
2025-05-15,83.66999816894531
2025-05-16,85.58999633789062
2025-05-19,84.94000244140625
2025-05-20,83.0
2025-05-21,82.55999755859375
2025-05-22,84.31999969482422
2025-05-23,85.38999938964844
2025-05-27,86.83000183105469
2025-05-28,86.58999633789062
2025-05-29,86.38999938964844
2025-05-30,87.05000305175781
2025-06-02,88.08000183105469
2025-06-03,88.0199966430664
2025-06-04,90.45999908447266
2025-06-05,89.36000061035156
2025-06-06,89.91999816894531
2025-06-09,89.20999908447266
2025-06-10,82.91999816894531
2025-06-11,83.91999816894531
2025-06-12,84.38999938964844
2025-06-13,83.41000366210938
2025-06-16,82.05999755859375
2025-06-17,81.04000091552734
2025-06-18,82.37999725341797
2025-06-20,81.19999694824219
2025-06-23,82.44000244140625
2025-06-24,83.58999633789062
2025-06-25,83.80999755859375
2025-06-26,86.13999938964844
2025-06-27,87.9800033569336
2025-06-30,86.16999816894531
2025-07-01,82.33000183105469
2025-07-02,81.66000366210938
2025-07-03,81.97000122070312
2025-07-07,80.44000244140625
2025-07-08,78.83999633789062
2025-07-09,78.48999786376953
2025-07-10,78.70999908447266
2025-07-11,79.58000183105469
2025-07-14,80.1500015258789
2025-07-15,76.41999816894531
2025-07-16,75.83999633789062
2025-07-17,78.05000305175781
2025-07-18,76.1500015258789
2025-07-21,75.33999633789062
2025-07-22,74.06999969482422
2025-07-23,73.44000244140625
2025-07-24,73.08999633789062
2025-07-25,73.5999984741211
2025-07-28,72.56999969482422
2025-07-29,71.6500015258789
2025-07-30,72.2699966430664
2025-07-31,73.91000366210938
2025-08-01,71.4000015258789
2025-08-04,72.68000030517578
2025-08-05,71.0
2025-08-06,70.6500015258789
2025-08-07,71.12999725341797
2025-08-08,67.62000274658203
2025-08-11,68.11000061035156
2025-08-12,69.7699966430664
2025-08-13,68.2300033569336
2025-08-14,69.63999938964844
2025-08-15,70.06999969482422
2025-08-18,70.1500015258789
2025-08-19,71.41999816894531
2025-08-20,72.41000366210938
2025-08-21,73.01000213623047
2025-08-22,72.41999816894531
2025-08-25,70.83000183105469
2025-08-26,72.44999694824219
2025-08-27,73.41999816894531
2025-08-28,72.83999633789062
2025-08-29,70.66000366210938
2025-09-02,71.4800033569336
2025-09-03,73.69999694824219
2025-09-04,73.7300033569336
2025-09-05,76.4800033569336
2025-09-08,78.25
2025-09-09,78.55999755859375
2025-09-10,79.33999633789062
2025-09-11,79.44999694824219
2025-09-12,76.4800033569336
2025-09-15,77.72000122070312
2025-09-16,78.48999786376953
2025-09-17,78.72000122070312
2025-09-18,81.31999969482422
2025-09-19,80.01000213623047
