Date,FAST
2010-01-04,2.9475595951080322
2010-01-05,3.0085723400115967
2010-01-06,3.207041025161743
2010-01-07,3.2617416381835938
2010-01-08,3.2947044372558594
2010-01-11,3.230184316635132
2010-01-12,3.2294843196868896
2010-01-13,3.2743654251098633
2010-01-14,3.2470169067382812
2010-01-15,3.216158151626587
2010-01-19,3.1432228088378906
2010-01-20,3.1039516925811768
2010-01-21,3.0513529777526855
2010-01-22,2.9840285778045654
2010-01-25,2.9903404712677
2010-01-26,2.955976724624634
2010-01-27,2.962989330291748
2010-01-28,2.9096908569335938
2010-01-29,2.9089884757995605
2010-02-01,2.9124956130981445
2010-02-02,3.0120797157287598
2010-02-03,3.016989231109619
2010-02-04,2.9552736282348633
2010-02-05,2.944755792617798
2010-02-08,2.8900532722473145
2010-02-09,2.969301462173462
2010-02-10,2.9402730464935303
2010-02-11,2.983459949493408
2010-02-12,2.9615139961242676
2010-02-16,3.0429306030273438
2010-02-17,3.052842617034912
2010-02-18,3.0896573066711426
2010-02-19,3.105942487716675
2010-02-22,3.1193954944610596
2010-02-23,3.1101906299591064
2010-02-24,3.127890110015869
2010-02-25,3.1413421630859375
2010-02-26,3.1413421630859375
2010-03-01,3.180281400680542
2010-03-02,3.1732003688812256
2010-03-03,3.1873602867126465
2010-03-04,3.192316770553589
2010-03-05,3.2355048656463623
2010-03-08,3.217803716659546
2010-03-09,3.206477642059326
2010-03-10,3.205061197280884
2010-03-11,3.2015204429626465
2010-03-12,3.205061197280884
2010-03-15,3.2482481002807617
2010-03-16,3.2815237045288086
2010-03-17,3.358694553375244
2010-03-18,3.3516149520874023
2010-03-19,3.326127529144287
2010-03-22,3.4252450466156006
2010-03-23,3.469139814376831
2010-03-24,3.4224138259887695
2010-03-25,3.4004642963409424
2010-03-26,3.4181644916534424
2010-03-29,3.4287853240966797
2010-03-30,3.4337408542633057
2010-03-31,3.3976330757141113
2010-04-01,3.4394044876098633
2010-04-05,3.5186986923217773
2010-04-06,3.545602560043335
2010-04-07,3.6617136001586914
2010-04-08,3.5972845554351807
2010-04-09,3.6213576793670654
2010-04-12,3.6744585037231445
2010-04-13,3.7523343563079834
2010-04-14,3.782778263092041
2010-04-15,3.893932819366455
2010-04-16,3.8457906246185303
2010-04-19,3.8847270011901855
2010-04-20,3.8415424823760986
2010-04-21,3.850036382675171
2010-04-22,3.9441983699798584
2010-04-23,3.978891611099243
2010-04-26,3.9718105792999268
2010-04-27,3.8429572582244873
2010-04-28,3.8620729446411133
2010-04-29,3.967561721801758
2010-04-30,3.87198543548584
2010-05-03,3.998715400695801
2010-05-04,3.8295068740844727
2010-05-05,3.774282455444336
2010-05-06,3.635517120361328
2010-05-07,3.5555155277252197
2010-05-10,3.7863190174102783
2010-05-11,3.840833902359009
2010-05-12,3.9257917404174805
2010-05-13,3.8925185203552246
2010-05-14,3.799062490463257
2010-05-17,3.7983548641204834
2010-05-18,3.721891403198242
2010-05-19,3.699944496154785
2010-05-20,3.4840080738067627
2010-05-21,3.564718008041382
2010-05-24,3.509493350982666
2010-05-25,3.5151593685150146
2010-05-26,3.4988763332366943
2010-05-27,3.636225938796997
2010-05-28,3.5710902214050293
2010-06-01,3.516576051712036
2010-06-02,3.666668176651001
2010-06-03,3.679410696029663
2010-06-04,3.4981689453125
2010-06-07,3.421706438064575
2010-06-08,3.471264362335205
2010-06-09,3.4804677963256836
2010-06-10,3.6461381912231445
2010-06-11,3.661004066467285
2010-06-14,3.6815357208251953
2010-06-15,3.7849020957946777
2010-06-16,3.800478935241699
2010-06-17,3.837293863296509
2010-06-18,3.870568037033081
2010-06-21,3.8741090297698975
2010-06-22,3.7395904064178467
2010-06-23,3.7792391777038574
2010-06-24,3.682953119277954
2010-06-25,3.6992359161376953
2010-06-28,3.694279432296753
2010-06-29,3.5746304988861084
2010-06-30,3.55338978767395
2010-07-01,3.5271947383880615
2010-07-02,3.484715700149536
2010-07-06,3.4571049213409424
2010-07-07,3.554806709289551
2010-07-08,3.6248972415924072
2010-07-09,3.6864922046661377
2010-07-12,3.725432872772217
2010-07-13,3.5710902214050293
2010-07-14,3.5965781211853027
2010-07-15,3.5243637561798096
2010-07-16,3.3742685317993164
2010-07-19,3.3763937950134277
2010-07-20,3.4160408973693848
2010-07-21,3.362234354019165
2010-07-22,3.4599363803863525
2010-07-23,3.4946279525756836
2010-07-26,3.5363991260528564
2010-07-27,3.4783437252044678
2010-07-28,3.4606449604034424
2010-07-29,3.4670166969299316
2010-07-30,3.474803924560547
2010-08-02,3.540647268295288
2010-08-03,3.549851179122925
2010-08-04,3.618525266647339
2010-08-05,3.6263129711151123
2010-08-06,3.6220650672912598
2010-08-09,3.636932611465454
2010-08-10,3.586665630340576
2010-08-11,3.4294931888580322
2010-08-12,3.430908679962158
2010-08-13,3.4096696376800537
2010-08-16,3.407543420791626
2010-08-17,3.534982204437256
2010-08-18,3.574589729309082
2010-08-19,3.443530321121216
2010-08-20,3.4572126865386963
2010-08-23,3.421205520629883
2010-08-24,3.3319146633148193
2010-08-25,3.3052711486816406
2010-08-26,3.2757458686828613
2010-08-27,3.3095896244049072
2010-08-30,3.246941328048706
2010-08-31,3.259904146194458
2010-09-01,3.397444009780884
2010-09-02,3.526341438293457
2010-09-03,3.5544252395629883
2010-09-07,3.512659788131714
2010-09-08,3.578909397125244
2010-09-09,3.6235568523406982
2010-09-10,3.666759490966797
2010-09-13,3.717167854309082
2010-09-14,3.717888355255127
2010-09-15,3.722209930419922
2010-09-16,3.6847660541534424
2010-09-17,3.711409330368042
2010-09-20,3.759655714035034
2010-09-21,3.7445316314697266
2010-09-22,3.7574949264526367
2010-09-23,3.7402117252349854
2010-09-24,3.8460679054260254
2010-09-27,3.806461811065674
2010-09-28,3.8741509914398193
2010-09-29,3.8633501529693604
2010-09-30,3.830225706100464
2010-10-01,3.8439059257507324
2010-10-04,3.7906200885772705
2010-10-05,3.887834072113037
2010-10-06,3.8856730461120605
2010-10-07,3.8662304878234863
2010-10-08,3.925997495651245
2010-10-11,3.9425606727600098
2010-10-12,3.7474122047424316
2010-10-13,3.7985410690307617
2010-10-14,3.7956602573394775
2010-10-15,3.7517337799072266
2010-10-18,3.7366113662719727
2010-10-19,3.7207703590393066
2010-10-20,3.77333664894104
2010-10-21,3.809342622756958
2010-10-22,3.809342622756958
2010-10-25,3.7891788482666016
2010-10-26,3.7805373668670654
2010-10-27,3.694845676422119
2010-10-28,3.698446750640869
2010-10-29,3.707087278366089
2010-11-01,3.7272496223449707
2010-11-02,3.8237438201904297
2010-11-03,3.8323850631713867
2010-11-04,3.870551347732544
2010-11-05,3.86983060836792
2010-11-08,3.8295035362243652
2010-11-09,3.8165435791015625
2010-11-10,3.848226308822632
2010-11-11,3.842466354370117
2010-11-12,3.768296957015991
2010-11-15,3.7906200885772705
2010-11-16,3.6883633136749268
2010-11-17,3.712127923965454
2010-11-18,3.7466917037963867
2010-11-19,3.778377056121826
2010-11-22,3.837902545928955
2010-11-23,3.821931838989258
2010-11-24,3.9192049503326416
2010-11-26,3.9213826656341553
2010-11-29,3.918478488922119
2010-11-30,3.885087490081787
2010-12-01,3.9881672859191895
2010-12-02,4.131896495819092
2010-12-03,4.1943278312683105
2010-12-06,4.200132846832275
2010-12-07,4.250946044921875
2010-12-08,4.248042583465576
2010-12-09,4.229896545410156
2010-12-10,4.295225620269775
2010-12-13,4.274176597595215
2010-12-14,4.282161712646484
2010-12-15,4.293050765991211
2010-12-16,4.29595422744751
2010-12-17,4.322085380554199
2010-12-20,4.325715065002441
2010-12-21,4.346041679382324
2010-12-22,4.326441287994385
2010-12-23,4.3170037269592285
2010-12-27,4.335877895355225
2010-12-28,4.330798149108887
2010-12-29,4.354025840759277
2010-12-30,4.363462448120117
2010-12-31,4.348944664001465
2011-01-03,4.41718053817749
2011-01-04,4.342411041259766
2011-01-05,4.361286163330078
2011-01-06,4.3097453117370605
2011-01-07,4.303213596343994
2011-01-10,4.298857688903809
2011-01-11,4.311923980712891
2011-01-12,4.266915321350098
2011-01-13,4.269094467163086
2011-01-14,4.3474931716918945
2011-01-18,4.424439907073975
2011-01-19,4.3380560874938965
2011-01-20,4.346767902374268
2011-01-21,4.319908618927002
2011-01-24,4.355478763580322
2011-01-25,4.300309181213379
2011-01-26,4.3170037269592285
2011-01-27,4.356204509735107
2011-01-28,4.192873954772949
2011-01-31,4.214650630950928
2011-02-01,4.317731857299805
2011-02-02,4.279257774353027
2011-02-03,4.3837890625
2011-02-04,4.470172882080078
2011-02-07,4.499209403991699
2011-02-08,4.539861679077148
2011-02-09,4.550022125244141
2011-02-10,4.60301399230957
2011-02-11,4.635939598083496
2011-02-14,4.616184711456299
2011-02-15,4.598625659942627
2011-02-16,4.621306896209717
2011-02-17,4.616184711456299
2011-02-18,4.660819053649902
2011-02-22,4.549602031707764
2011-02-23,4.460336208343506
2011-02-24,4.45228910446167
2011-02-25,4.500578880310059
2011-02-28,4.5459418296813965
2011-03-01,4.431802749633789
2011-03-02,4.433264255523682
2011-03-03,4.56204080581665
2011-03-04,4.525456428527832
2011-03-07,4.482287406921387
2011-03-08,4.5686235427856445
2011-03-09,4.592771053314209
2011-03-10,4.506432056427002
2011-03-11,4.523260593414307
2011-03-14,4.481554985046387
2011-03-15,4.427408695220947
2011-03-16,4.356437683105469
2011-03-17,4.425216197967529
2011-03-18,4.458142280578613
2011-03-21,4.534236907958984
2011-03-22,4.51740837097168
2011-03-23,4.556918621063232
2011-03-24,4.603747367858887
2011-03-25,4.624965190887451
2011-03-28,4.621306896209717
2011-03-29,4.680572986602783
2011-03-30,4.718620300292969
2011-03-31,4.743497371673584
2011-04-01,4.818130016326904
2011-04-04,4.837884902954102
2011-04-05,4.883249282836914
2011-04-06,5.020073890686035
2011-04-07,4.962271690368652
2011-04-08,4.926417350769043
