Date,KTB
2019-05-28,28.987829208374023
2019-05-29,26.3431339263916
2019-05-30,24.888944625854492
2019-05-31,23.410789489746094
2019-06-03,23.211040496826172
2019-06-04,24.569347381591797
2019-06-05,25.07271957397461
2019-06-06,24.36959457397461
2019-06-07,22.707670211791992
2019-06-10,24.3056697845459
2019-06-11,22.595809936523438
2019-06-12,21.700923919677734
2019-06-13,23.035255432128906
2019-06-14,22.611787796020508
2019-06-17,22.324148178100586
2019-06-18,21.868717193603516
2019-06-19,21.8767032623291
2019-06-20,22.172340393066406
2019-06-21,21.980573654174805
2019-06-24,22.11640167236328
2019-06-25,20.877944946289062
2019-06-26,21.309412002563477
2019-06-27,22.6677188873291
2019-06-28,22.38806915283203
2019-07-01,23.43475914001465
2019-07-02,23.30691909790039
2019-07-03,23.458728790283203
2019-07-05,23.83426284790039
2019-07-08,24.609294891357422
2019-07-09,24.7611026763916
2019-07-10,25.80780029296875
2019-07-11,26.73464012145996
2019-07-12,26.766605377197266
2019-07-15,25.38433074951172
2019-07-16,25.584074020385742
2019-07-17,24.449495315551758
2019-07-18,23.43475914001465
2019-07-19,23.56260108947754
2019-07-22,24.4095401763916
2019-07-23,24.769088745117188
2019-07-24,25.200557708740234
2019-07-25,23.970094680786133
2019-07-26,23.906169891357422
2019-07-29,24.801055908203125
2019-07-30,24.74512481689453
2019-07-31,23.43475914001465
2019-08-01,23.298933029174805
2019-08-02,24.02602195739746
2019-08-05,22.74761199951172
2019-08-06,23.3548583984375
2019-08-07,23.650493621826172
2019-08-08,27.022287368774414
2019-08-09,27.437767028808594
2019-08-12,25.77583885192871
2019-08-13,25.80780029296875
2019-08-14,24.561351776123047
2019-08-15,24.0579833984375
2019-08-16,25.983579635620117
2019-08-19,25.440256118774414
2019-08-20,25.79181671142578
2019-08-21,26.766605377197266
2019-08-22,26.44700050354004
2019-08-23,25.72789764404297
2019-08-26,26.870473861694336
2019-08-27,26.30318260192871
2019-08-28,26.638765335083008
2019-08-29,27.08620834350586
2019-08-30,27.357864379882812
2019-09-03,27.349872589111328
2019-09-04,27.509674072265625
2019-09-05,28.27672004699707
2019-09-06,28.740142822265625
2019-09-09,28.780717849731445
2019-09-10,28.155763626098633
2019-09-11,29.243356704711914
2019-09-12,29.21900749206543
2019-09-13,28.796955108642578
2019-09-16,28.074596405029297
2019-09-17,27.595727920532227
2019-09-18,27.814876556396484
2019-09-19,28.2044620513916
2019-09-20,27.47398567199707
2019-09-23,28.845659255981445
2019-09-24,27.936613082885742
2019-09-25,27.579498291015625
2019-09-26,27.839221954345703
2019-09-27,28.017780303955078
2019-09-30,28.488529205322266
2019-10-01,28.228809356689453
2019-10-02,27.717477798461914
2019-10-03,28.245038986206055
2019-10-04,27.685014724731445
2019-10-07,27.985321044921875
2019-10-08,28.1232967376709
2019-10-09,28.1232967376709
2019-10-10,27.92850112915039
2019-10-11,29.787151336669922
2019-10-14,29.965721130371094
2019-10-15,30.688077926635742
2019-10-16,31.118240356445312
2019-10-17,31.223756790161133
2019-10-18,31.04520034790039
2019-10-21,31.726961135864258
2019-10-22,32.57919692993164
2019-10-23,32.66847610473633
2019-10-24,31.929882049560547
2019-10-25,32.603546142578125
2019-10-28,32.10844421386719
2019-10-29,32.3519401550293
2019-10-30,31.962350845336914
2019-10-31,30.8422908782959
2019-11-01,30.8422908782959
2019-11-04,31.166948318481445
2019-11-05,31.921770095825195
2019-11-06,31.037076950073242
2019-11-07,28.415485382080078
2019-11-08,29.227127075195312
2019-11-11,29.34075355529785
2019-11-12,29.27581787109375
2019-11-13,29.624828338623047
2019-11-14,29.227127075195312
2019-11-15,29.243356704711914
2019-11-18,28.780717849731445
2019-11-19,28.78883934020996
2019-11-20,28.529115676879883
2019-11-21,28.407371520996094
2019-11-22,28.82942008972168
2019-11-25,29.235240936279297
2019-11-26,29.121612548828125
2019-11-27,29.243356704711914
2019-11-29,29.097259521484375
2019-12-02,29.722217559814453
2019-12-03,29.876441955566406
2019-12-04,30.45270538330078
2019-12-05,31.3049259185791
2019-12-06,31.215641021728516
2019-12-09,31.46272850036621
2019-12-10,31.528621673583984
2019-12-11,31.627460479736328
2019-12-12,32.30284118652344
2019-12-13,32.0969352722168
2019-12-16,31.88277816772461
2019-12-17,32.113407135009766
2019-12-18,33.15940856933594
2019-12-19,33.126461029052734
2019-12-20,33.571231842041016
2019-12-23,34.33720397949219
2019-12-24,34.18071746826172
2019-12-26,34.83961868286133
2019-12-27,34.99610900878906
2019-12-30,34.79020690917969
2019-12-31,34.584293365478516
2020-01-02,34.33720397949219
2020-01-03,35.243202209472656
2020-01-06,34.80666732788086
2020-01-07,35.16083908081055
2020-01-08,35.23495864868164
2020-01-09,34.62547302246094
2020-01-10,33.66182327270508
2020-01-13,34.32897186279297
2020-01-14,33.933631896972656
2020-01-15,33.571231842041016
2020-01-16,34.55134963989258
2020-01-17,34.370140075683594
2020-01-21,34.27955627441406
2020-01-22,34.164241790771484
2020-01-23,34.584293365478516
2020-01-24,34.51839065551758
2020-01-27,33.69477462768555
2020-01-28,32.780540466308594
2020-01-29,33.414737701416016
2020-01-30,33.077049255371094
2020-01-31,31.413314819335938
2020-02-03,31.750991821289062
2020-02-04,32.3604850769043
2020-02-05,33.18411636352539
2020-02-06,33.4229736328125
2020-02-07,32.3604850769043
2020-02-10,31.99809455871582
2020-02-11,31.841604232788086
2020-02-12,32.40166473388672
2020-02-13,33.69477462768555
2020-02-14,34.4854621887207
2020-02-18,32.08869171142578
2020-02-19,32.269893646240234
2020-02-20,32.1298713684082
2020-02-21,31.9404354095459
2020-02-24,31.10857582092285
2020-02-25,29.214216232299805
2020-02-26,29.247156143188477
2020-02-27,28.0117130279541
2020-02-28,27.789331436157227
2020-03-02,28.217620849609375
2020-03-03,27.822275161743164
2020-03-04,28.45647621154785
2020-03-05,26.784503936767578
2020-03-06,27.5257625579834
2020-03-09,25.222183227539062
2020-03-10,27.02316665649414
2020-03-11,24.736339569091797
2020-03-12,22.340606689453125
2020-03-13,23.17827606201172
2020-03-16,22.164695739746094
2020-03-17,24.90386962890625
2020-03-18,24.64419174194336
2020-03-19,24.761465072631836
2020-03-20,22.164695739746094
2020-03-23,19.953250885009766
2020-03-24,21.653717041015625
2020-03-25,19.961624145507812
2020-03-26,19.182598114013672
2020-03-27,17.004661560058594
2020-03-30,16.543943405151367
2020-03-31,16.05809211730957
2020-04-01,12.992231369018555
2020-04-02,13.05086898803711
2020-04-03,11.559818267822266
2020-04-06,12.632033348083496
2020-04-07,13.369180679321289
2020-04-08,14.89373779296875
2020-04-09,16.99628257751465
2020-04-13,16.753360748291016
2020-04-14,17.842327117919922
2020-04-15,15.421468734741211
2020-04-16,14.709449768066406
2020-04-17,16.652841567993164
2020-04-20,15.873806953430176
2020-04-21,15.203676223754883
2020-04-22,15.480104446411133
2020-04-23,15.530362129211426
2020-04-24,16.40154266357422
2020-04-27,17.465375900268555
2020-04-28,17.859081268310547
2020-04-29,17.70829963684082
2020-04-30,16.25913429260254
2020-05-01,16.426671981811523
2020-05-04,15.521984100341797
2020-05-05,16.099977493286133
2020-05-06,16.46855354309082
2020-05-07,15.647638320922852
2020-05-08,15.128284454345703
2020-05-11,13.888535499572754
2020-05-12,13.042490005493164
2020-05-13,12.0372896194458
2020-05-14,12.623658180236816
2020-05-15,11.593323707580566
2020-05-18,13.176517486572266
2020-05-19,11.894886016845703
2020-05-20,11.936767578125
2020-05-21,12.17131519317627
2020-05-22,11.760859489440918
2020-05-26,12.565021514892578
