Date,ATGE
2010-01-04,52.384334564208984
2010-01-05,51.84381866455078
2010-01-06,52.59868240356445
2010-01-07,53.33491516113281
2010-01-08,52.44025802612305
2010-01-11,52.5614128112793
2010-01-12,52.29114532470703
2010-01-13,52.78507614135742
2010-01-14,53.38151931762695
2010-01-15,52.943511962890625
2010-01-19,52.58004379272461
2010-01-20,52.365699768066406
2010-01-21,52.61732482910156
2010-01-22,53.00874328613281
2010-01-25,52.49617385864258
2010-01-26,52.34706497192383
2010-01-27,59.01042938232422
2010-01-28,57.96665954589844
2010-01-29,56.90425109863281
2010-02-01,56.63398742675781
2010-02-02,58.181007385253906
2010-02-03,58.358070373535156
2010-02-04,57.66844940185547
2010-02-05,57.957340240478516
2010-02-08,55.879112243652344
2010-02-09,54.872623443603516
2010-02-10,55.7765998840332
2010-02-11,56.2146110534668
2010-02-12,55.860477447509766
2010-02-16,56.326446533203125
2010-02-17,56.91357421875
2010-02-18,57.08131790161133
2010-02-19,56.6432991027832
2010-02-22,56.820377349853516
2010-02-23,57.09996032714844
2010-02-24,58.31147766113281
2010-02-25,59.08499526977539
2010-02-26,58.85200119018555
2010-03-01,58.87064743041992
2010-03-02,59.1315803527832
2010-03-03,59.87713623046875
2010-03-04,60.81840133666992
2010-03-05,62.2442741394043
2010-03-08,61.44279098510742
2010-03-09,61.30299758911133
2010-03-10,61.32166290283203
2010-03-11,62.216312408447266
2010-03-12,61.90876770019531
2010-03-15,61.5919075012207
2010-03-16,62.46794128417969
2010-03-17,62.43997573852539
2010-03-18,62.68228530883789
2010-03-19,62.70090866088867
2010-03-22,62.68228530883789
2010-03-23,62.98982620239258
2010-03-24,61.65713882446289
2010-03-25,61.90876770019531
2010-03-26,61.750343322753906
2010-03-29,61.619873046875
2010-03-30,61.55462646484375
2010-03-31,60.762481689453125
2010-04-01,60.38038635253906
2010-04-05,60.38970947265625
2010-04-06,60.68792724609375
2010-04-07,60.641334533691406
2010-04-08,60.18468475341797
2010-04-09,60.44562530517578
2010-04-12,60.63200378417969
2010-04-13,66.8480453491211
2010-04-14,65.64584350585938
2010-04-15,65.841552734375
2010-04-16,66.03726196289062
2010-04-19,67.19287109375
2010-04-20,66.97852325439453
2010-04-21,67.8731689453125
2010-04-22,69.19654083251953
2010-04-23,64.73255157470703
2010-04-26,60.99546432495117
2010-04-27,62.14174270629883
2010-04-28,62.160377502441406
2010-04-29,59.187503814697266
2010-04-30,58.14372634887695
2010-05-03,58.57242202758789
2010-05-04,57.17451095581055
2010-05-05,57.4541015625
2010-05-06,55.944358825683594
2010-05-07,55.515655517578125
2010-05-10,57.30499267578125
2010-05-11,56.4848747253418
2010-05-12,56.75514221191406
2010-05-13,56.20529556274414
2010-05-14,55.1335563659668
2010-05-17,57.80821990966797
2010-05-18,57.70572280883789
2010-05-19,58.20896911621094
2010-05-20,57.351585388183594
2010-05-21,57.80821990966797
2010-05-24,57.239749908447266
2010-05-25,56.382362365722656
2010-05-26,55.50634002685547
2010-05-27,54.108436584472656
2010-05-28,53.57722473144531
2010-06-01,52.747798919677734
2010-06-02,53.511985778808594
2010-06-03,53.77293014526367
2010-06-04,52.552093505859375
2010-06-07,51.06098937988281
2010-06-08,52.207271575927734
2010-06-09,51.73197555541992
2010-06-10,51.78789520263672
2010-06-11,53.3096923828125
2010-06-14,51.5264892578125
2010-06-15,52.60014343261719
2010-06-16,53.263023376464844
2010-06-17,53.06696319580078
2010-06-18,53.431068420410156
2010-06-21,52.824214935302734
2010-06-22,51.787899017333984
2010-06-23,52.142677307128906
2010-06-24,52.833560943603516
2010-06-25,51.657188415527344
2010-06-28,51.153045654296875
2010-06-29,49.3418083190918
2010-06-30,49.005714416503906
2010-07-01,47.06378173828125
2010-07-02,45.9714469909668
2010-07-06,46.24219512939453
2010-07-07,46.94240951538086
2010-07-08,47.6519660949707
2010-07-09,48.09077072143555
2010-07-12,47.6146125793457
2010-07-13,48.42686462402344
2010-07-14,48.8563346862793
2010-07-15,49.2017707824707
2010-07-16,49.3418083190918
2010-07-19,49.948665618896484
2010-07-20,50.05137252807617
2010-07-21,47.857364654541016
2010-07-22,48.09077072143555
2010-07-23,55.35432815551758
2010-07-26,51.80657196044922
2010-07-27,51.797237396240234
2010-07-28,50.975650787353516
2010-07-29,50.57419204711914
2010-07-30,50.228755950927734
2010-08-02,50.882286071777344
2010-08-03,48.77231216430664
2010-08-04,48.95903396606445
2010-08-05,47.577274322509766
2010-08-06,44.655052185058594
2010-08-09,45.121856689453125
2010-08-10,43.796112060546875
2010-08-11,42.75046157836914
2010-08-12,42.30232238769531
2010-08-13,39.874908447265625
2010-08-16,36.38317108154297
2010-08-17,35.860347747802734
2010-08-18,36.1124267578125
2010-08-19,36.24311828613281
2010-08-20,35.458885192871094
2010-08-23,35.49623489379883
2010-08-24,35.0107536315918
2010-08-25,35.88834762573242
2010-08-26,35.76698303222656
2010-08-27,36.14042663574219
2010-08-30,36.43918228149414
2010-08-31,35.580257415771484
2010-09-01,36.91532897949219
2010-09-02,37.47550582885742
2010-09-03,38.558509826660156
2010-09-07,37.400814056396484
2010-09-08,38.362449645996094
2010-09-09,39.118675231933594
2010-09-10,39.80955123901367
2010-09-13,41.097957611083984
2010-09-14,39.66017532348633
2010-09-15,39.83756637573242
2010-09-16,40.42573928833008
2010-09-17,41.79816818237305
2010-09-20,42.84381866455078
2010-09-21,41.81684112548828
2010-09-22,41.37803268432617
2010-09-23,41.77015686035156
2010-09-24,44.00151062011719
2010-09-27,42.60108184814453
2010-09-28,43.24528121948242
2010-09-29,43.77743911743164
2010-09-30,45.94343948364258
2010-10-01,46.148834228515625
2010-10-04,44.90711975097656
2010-10-05,46.44758987426758
2010-10-06,46.99843215942383
2010-10-07,46.09281539916992
2010-10-08,47.521263122558594
2010-10-11,46.970420837402344
2010-10-12,47.577274322509766
2010-10-13,47.21316146850586
2010-10-14,39.268062591552734
2010-10-15,38.950618743896484
2010-10-18,40.85520553588867
2010-10-19,41.228660583496094
2010-10-20,41.91019058227539
2010-10-21,41.67679977416992
2010-10-22,42.1529426574707
2010-10-25,41.77949905395508
2010-10-26,39.902923583984375
2010-10-27,42.71310806274414
2010-10-28,43.42265701293945
2010-10-29,44.68305206298828
2010-11-01,44.9818115234375
2010-11-02,45.28989791870117
2010-11-03,44.711063385009766
2010-11-04,43.48802185058594
2010-11-05,44.22557067871094
2010-11-08,44.309593200683594
2010-11-09,43.78677749633789
2010-11-10,43.684085845947266
