Date,ACM
2010-01-04,27.210172653198242
2010-01-05,27.509824752807617
2010-01-06,28.215452194213867
2010-01-07,29.162734985351562
2010-01-08,29.462383270263672
2010-01-11,28.98874282836914
2010-01-12,28.6310977935791
2010-01-13,28.698760986328125
2010-01-14,28.437774658203125
2010-01-15,27.935136795043945
2010-01-19,28.022132873535156
2010-01-20,27.751474380493164
2010-01-21,27.461498260498047
2010-01-22,27.142513275146484
2010-01-25,27.29717445373535
2010-01-26,27.22950553894043
2010-01-27,27.045852661132812
2010-01-28,26.475549697875977
2010-01-29,26.069570541381836
2010-02-01,25.934247970581055
2010-02-02,26.291893005371094
2010-02-03,26.05023765563965
2010-02-04,25.05462646484375
2010-02-05,24.600317001342773
2010-02-08,24.938631057739258
2010-02-09,26.552875518798828
2010-02-10,26.39822006225586
2010-02-11,26.39822006225586
2010-02-12,26.51421356201172
2010-02-16,26.456212997436523
2010-02-17,26.620540618896484
2010-02-18,26.697872161865234
2010-02-19,26.736536026000977
2010-02-22,26.291893005371094
2010-02-23,25.924579620361328
2010-02-24,26.166234970092773
2010-02-25,26.369224548339844
2010-02-26,26.195234298706055
2010-03-01,26.37888526916504
2010-03-02,26.291893005371094
2010-03-03,27.103843688964844
2010-03-04,27.210172653198242
2010-03-05,27.712814331054688
2010-03-08,27.384164810180664
2010-03-09,27.30683708190918
2010-03-10,27.413166046142578
2010-03-11,27.345500946044922
2010-03-12,27.384164810180664
2010-03-15,27.190841674804688
2010-03-16,27.432493209838867
2010-03-17,27.82880973815918
2010-03-18,27.61615753173828
2010-03-19,28.370107650756836
2010-03-22,28.5247745513916
2010-03-23,28.785757064819336
2010-03-24,28.544103622436523
2010-03-25,28.466773986816406
2010-03-26,28.408775329589844
2010-03-29,28.118791580200195
2010-03-30,27.712814331054688
2010-03-31,27.422828674316406
2010-04-01,28.283117294311523
2010-04-05,28.312118530273438
2010-04-06,28.254114151000977
2010-04-07,27.732147216796875
2010-04-08,27.66448402404785
2010-04-09,27.790145874023438
2010-04-12,28.12845802307129
2010-04-13,28.495773315429688
2010-04-14,28.515106201171875
2010-04-15,28.515106201171875
2010-04-16,28.08013153076172
2010-04-19,27.906137466430664
2010-04-20,28.5827693939209
2010-04-21,28.95974349975586
2010-04-22,29.704036712646484
2010-04-23,29.69437026977539
2010-04-26,29.597715377807617
2010-04-27,29.008079528808594
2010-04-28,28.98874282836914
2010-04-29,29.539716720581055
2010-04-30,29.066078186035156
2010-05-03,29.433385848999023
2010-05-04,28.544103622436523
2010-05-05,28.331449508666992
2010-05-06,27.055519104003906
2010-05-07,25.51860237121582
2010-05-10,26.46588134765625
2010-05-11,26.46588134765625
2010-05-12,27.190841674804688
2010-05-13,26.99751853942871
2010-05-14,25.94391441345215
2010-05-17,25.876253128051758
2010-05-18,25.66359519958496
2010-05-19,25.334945678710938
2010-05-20,24.0880126953125
2010-05-21,24.71631622314453
2010-05-24,24.10734748840332
2010-05-25,24.02034568786621
2010-05-26,23.585371017456055
2010-05-27,24.803308486938477
2010-05-28,24.532655715942383
2010-06-01,23.740034103393555
2010-06-02,24.23300552368164
2010-06-03,24.44565773010254
2010-06-04,23.79803466796875
2010-06-07,22.918415069580078
2010-06-08,22.676755905151367
2010-06-09,23.024736404418945
2010-06-10,23.6723690032959
2010-06-11,23.77869987487793
2010-06-14,23.720701217651367
2010-06-15,24.5036563873291
2010-06-16,24.532655715942383
2010-06-17,24.493989944458008
2010-06-18,24.41666030883789
2010-06-21,24.117013931274414
2010-06-22,23.43071174621582
2010-06-23,23.546709060668945
2010-06-24,22.937742233276367
2010-06-25,22.98607635498047
2010-06-28,23.034404754638672
2010-06-29,22.174118041992188
2010-06-30,22.290111541748047
2010-07-01,21.284832000732422
2010-07-02,21.36216163635254
2010-07-06,21.410493850708008
2010-07-07,21.86479949951172
2010-07-08,22.444772720336914
2010-07-09,22.947410583496094
2010-07-12,22.734760284423828
2010-07-13,23.527374267578125
2010-07-14,23.36305046081543
2010-07-15,23.450048446655273
2010-07-16,22.493099212646484
2010-07-19,22.444772720336914
2010-07-20,23.09239959716797
2010-07-21,22.589763641357422
2010-07-22,23.74970245361328
2010-07-23,24.03001594543457
2010-07-26,24.551986694335938
2010-07-27,24.455326080322266
2010-07-28,24.03968048095703
2010-07-29,23.5660400390625
2010-07-30,23.33405303955078
2010-08-02,24.348995208740234
2010-08-03,24.31033706665039
2010-08-04,24.377994537353516
2010-08-05,24.262004852294922
2010-08-06,24.52298927307129
2010-08-09,25.48960304260254
2010-08-10,24.909635543823242
2010-08-11,23.35338592529297
2010-08-12,22.928075790405273
2010-08-13,23.102066040039062
2010-08-16,22.773420333862305
2010-08-17,23.0440731048584
2010-08-18,23.073070526123047
2010-08-19,22.715421676635742
2010-08-20,22.5221004486084
2010-08-23,22.125789642333984
2010-08-24,21.584482192993164
2010-08-25,21.990463256835938
2010-08-26,21.913135528564453
2010-08-27,22.203115463256836
2010-08-30,21.719810485839844
2010-08-31,21.74880599975586
2010-09-01,22.32877540588379
2010-09-02,22.377103805541992
2010-09-03,22.502765655517578
2010-09-07,22.98607635498047
2010-09-08,22.97640609741211
2010-09-09,23.28572654724121
2010-09-10,23.169729232788086
2010-09-13,23.65303611755371
2010-09-14,23.624038696289062
2010-09-15,23.604705810546875
2010-09-16,23.43071174621582
2010-09-17,23.51771354675293
2010-09-20,23.836692810058594
2010-09-21,23.94301986694336
2010-09-22,23.5660400390625
2010-09-23,23.324386596679688
2010-09-24,23.71103286743164
2010-09-27,23.604705810546875
2010-09-28,24.059017181396484
2010-09-29,23.57571029663086
2010-09-30,23.450048446655273
2010-10-01,23.488712310791016
2010-10-04,23.121400833129883
2010-10-05,23.556373596191406
2010-10-06,23.450048446655273
2010-10-07,23.498374938964844
2010-10-08,23.585371017456055
2010-10-11,24.23300552368164
2010-10-12,24.213674545288086
2010-10-13,24.706645965576172
2010-10-14,24.5036563873291
2010-10-15,24.75497817993164
2010-10-18,25.015960693359375
2010-10-19,24.609983444213867
2010-10-20,24.84197235107422
2010-10-21,24.78397560119629
2010-10-22,24.977298736572266
2010-10-25,25.402612686157227
2010-10-26,25.47993278503418
2010-10-27,25.21895408630371
2010-10-28,25.276948928833008
2010-10-29,25.624927520751953
2010-11-01,26.021242141723633
2010-11-02,26.224227905273438
2010-11-03,26.030908584594727
2010-11-04,26.533550262451172
2010-11-05,26.900856018066406
2010-11-08,26.833194732666016
2010-11-09,26.620540618896484
2010-11-10,27.016855239868164
2010-11-11,26.968523025512695
2010-11-12,26.562541961669922
2010-11-15,26.504549026489258
2010-11-16,25.94391441345215
2010-11-17,25.982572555541992
2010-11-18,26.243560791015625
2010-11-19,25.94391441345215
2010-11-22,25.905244827270508
2010-11-23,25.276948928833008
2010-11-24,25.47993278503418
2010-11-26,25.30594825744629
2010-11-29,25.276948928833008
2010-11-30,24.89996910095215
2010-12-01,25.624927520751953
2010-12-02,26.291893005371094
2010-12-03,26.349889755249023
2010-12-06,26.92985725402832
2010-12-07,26.485218048095703
2010-12-08,26.620540618896484
2010-12-09,27.03618812561035
2010-12-10,27.103843688964844
2010-12-13,27.31650733947754
2010-12-14,27.084516525268555
2010-12-15,26.79452896118164
2010-12-16,27.451828002929688
2010-12-17,27.809473037719727
2010-12-20,27.190841674804688
2010-12-21,27.142513275146484
2010-12-22,27.22950553894043
2010-12-23,27.113510131835938
2010-12-27,27.181177139282227
2010-12-28,27.026517868041992
2010-12-29,27.084516525268555
2010-12-30,27.190841674804688
2010-12-31,27.03618812561035
2011-01-03,27.374496459960938
2011-01-04,26.349889755249023
2011-01-05,26.272558212280273
2011-01-06,25.914913177490234
2011-01-07,25.876253128051758
2011-01-10,26.05023765563965
