Date,MPC
2011-06-24,12.352261543273926
2011-06-27,12.484905242919922
2011-06-28,12.833084106445312
2011-06-29,13.287384033203125
2011-06-30,13.72841739654541
2011-07-01,13.993704795837402
2011-07-05,13.997017860412598
2011-07-06,13.890904426574707
2011-07-07,13.854427337646484
2011-07-08,13.73173713684082
2011-07-11,13.297335624694824
2011-07-12,13.423337936401367
2011-07-13,13.250907897949219
2011-07-14,12.813188552856445
2011-07-15,12.985626220703125
2011-07-18,12.972358703613281
2011-07-19,13.177959442138672
2011-07-20,13.108322143554688
2011-07-21,13.297335624694824
2011-07-22,13.453186988830566
2011-07-25,13.718467712402344
2011-07-26,14.275567054748535
2011-07-27,13.947280883789062
2011-07-28,14.186028480529785
2011-07-29,14.520954132080078
2011-08-01,14.912245750427246
2011-08-02,14.036810874938965
2011-08-03,13.738365173339844
2011-08-04,12.740239143371582
2011-08-05,12.372160911560059
2011-08-08,10.720767974853516
2011-08-09,11.970915794372559
2011-08-10,11.645942687988281
2011-08-11,12.382102966308594
2011-08-12,12.405317306518555
2011-08-15,13.035415649414062
2011-08-16,12.955404281616211
2011-08-17,13.035415649414062
2011-08-18,12.20528507232666
2011-08-19,11.665201187133789
2011-08-22,10.858407020568848
2011-08-23,11.418496131896973
2011-08-24,11.945244789123535
2011-08-25,11.461833000183105
2011-08-26,11.625190734863281
2011-08-29,12.001923561096191
2011-08-30,12.011921882629395
2011-08-31,12.355306625366211
2011-09-01,12.338635444641113
2011-09-02,11.808554649353027
2011-09-06,11.668533325195312
2011-09-07,12.098602294921875
2011-09-08,12.578679084777832
2011-09-09,12.118605613708496
2011-09-12,12.221953392028809
2011-09-13,11.781886100769043
2011-09-14,11.678536415100098
2011-09-15,11.808554649353027
2011-09-16,11.701870918273926
2011-09-19,11.18511962890625
2011-09-20,11.231796264648438
2011-09-21,10.801725387573242
2011-09-22,9.824901580810547
2011-09-23,9.844910621643066
2011-09-26,10.03493881225586
2011-09-27,9.944921493530273
2011-09-28,9.66154670715332
2011-09-29,9.281485557556152
2011-09-30,9.021446228027344
2011-10-03,9.051446914672852
2011-10-04,9.588203430175781
2011-10-05,10.495011329650879
2011-10-06,11.098444938659668
2011-10-07,10.535017967224121
2011-10-10,10.991756439208984
2011-10-11,11.051765441894531
2011-10-12,11.191791534423828
2011-10-13,11.258467674255371
2011-10-14,12.048596382141113
2011-10-17,11.648528099060059
2011-10-18,12.065261840820312
2011-10-19,11.868570327758789
2011-10-20,12.165279388427734
2011-10-21,12.451988220214844
2011-10-24,11.951910018920898
2011-10-25,10.991756439208984
2011-10-26,11.57851791381836
2011-10-27,12.44532585144043
2011-10-28,12.44199275970459
2011-10-31,11.968582153320312
2011-11-01,12.001923561096191
2011-11-02,12.778714179992676
2011-11-03,12.892060279846191
2011-11-04,12.87539005279541
2011-11-07,12.975407600402832
2011-11-08,12.705364227294922
2011-11-09,12.34197998046875
2011-11-10,12.568676948547363
2011-11-11,12.592016220092773
2011-11-14,12.320167541503906
2011-11-15,12.410787582397461
2011-11-16,10.954245567321777
2011-11-17,10.611927032470703
2011-11-18,11.014657020568848
2011-11-21,11.021368980407715
2011-11-22,11.24958324432373
2011-11-23,11.018012046813965
2011-11-25,10.830074310302734
2011-11-28,11.169036865234375
2011-11-29,11.132123947143555
2011-11-30,11.205953598022461
2011-12-01,11.39389419555664
2011-12-02,11.179104804992676
2011-12-05,11.544916152954102
2011-12-06,11.625463485717773
2011-12-07,11.57848072052002
2011-12-08,11.417387962341309
2011-12-09,11.706006050109863
2011-12-12,11.608683586120605
2011-12-13,11.39389419555664
2011-12-14,10.967672348022461
2011-12-15,10.917330741882324
2011-12-16,10.726035118103027
2011-12-19,10.719321250915527
2011-12-20,10.80657958984375
2011-12-21,10.964309692382812
2011-12-22,11.179104804992676
2011-12-23,11.252938270568848
2011-12-27,11.293211936950684
2011-12-28,11.122050285339355
2011-12-29,11.169036865234375
2011-12-30,11.172390937805176
2012-01-03,11.212666511535645
2012-01-04,11.330126762390137
2012-01-05,10.712607383728027
2012-01-06,10.625351905822754
2012-01-09,10.390427589416504
2012-01-10,10.682402610778809
2012-01-11,11.038148880004883
2012-01-12,10.954245567321777
2012-01-13,11.08513355255127
2012-01-17,11.256293296813965
2012-01-18,11.900660514831543
2012-01-19,12.031546592712402
2012-01-20,12.474549293518066
2012-01-23,12.709474563598633
2012-01-24,13.102137565612793
2012-01-25,13.00816822052002
2012-01-26,12.58865737915039
2012-01-27,12.595370292663574
2012-01-30,12.578594207763672
2012-01-31,12.826939582824707
2012-02-01,14.055265426635742
2012-02-02,14.283479690551758
2012-02-03,14.760042190551758
2012-02-06,14.907709121704102
2012-02-07,14.739903450012207
2012-02-08,15.085583686828613
2012-02-09,15.048663139343262
2012-02-10,14.793601036071777
2012-02-13,14.592241287231445
2012-02-14,14.858903884887695
2012-02-15,14.750889778137207
2012-02-16,14.882526397705078
2012-02-17,14.663121223449707
2012-02-21,14.788020133972168
2012-02-22,14.69012451171875
2012-02-23,14.747509956359863
2012-02-24,14.46734619140625
2012-02-27,14.38295841217041
2012-02-28,14.065662384033203
2012-02-29,14.025156021118164
2012-03-01,14.420089721679688
2012-03-02,14.237809181213379
2012-03-05,14.430215835571289
2012-03-06,14.173680305480957
2012-03-07,14.362702369689941
2012-03-08,14.730631828308105
2012-03-09,14.81839370727539
2012-03-12,14.777884483337402
2012-03-13,14.865653991699219
2012-03-14,14.821764945983887
2012-03-15,14.81839370727539
2012-03-16,14.916288375854492
2012-03-19,15.037802696228027
2012-03-20,14.781270980834961
2012-03-21,14.744129180908203
2012-03-22,14.639492988586426
2012-03-23,14.852152824401855
2012-03-26,15.260578155517578
2012-03-27,14.852152824401855
2012-03-28,14.703632354736328
2012-03-29,14.59561538696289
2012-03-30,14.636123657226562
2012-04-02,14.663121223449707
2012-04-03,14.3120698928833
2012-04-04,14.376206398010254
2012-04-05,14.22093677520752
2012-04-09,14.332324028015137
2012-04-10,14.119668006896973
2012-04-11,14.011653900146484
2012-04-12,14.096044540405273
2012-04-13,14.048782348632812
2012-04-16,13.505331993103027
2012-04-17,13.498579025268555
2012-04-18,13.454694747924805
2012-04-19,13.414188385009766
2012-04-20,13.468201637268066
2012-04-23,13.501954078674316
2012-04-24,13.589719772338867
2012-04-25,13.539085388183594
2012-04-26,13.721358299255371
2012-04-27,13.93739128112793
2012-04-30,14.045406341552734
2012-05-01,13.91038703918457
2012-05-02,14.004904747009277
2012-05-03,13.62347412109375
2012-05-04,13.414188385009766
2012-05-07,13.387190818786621
2012-05-08,13.0023832321167
2012-05-09,12.897741317749023
2012-05-10,12.894371032714844
2012-05-11,12.560195922851562
2012-05-14,12.172786712646484
2012-05-15,11.996070861816406
2012-05-16,11.985875129699707
2012-05-17,11.849942207336426
2012-05-18,11.866934776306152
2012-05-21,12.220356941223145
2012-05-22,12.026660919189453
2012-05-23,12.036853790283203
2012-05-24,12.165987968444824
