Date,FPI
2014-04-11,8.002685546875
2014-04-14,8.07667064666748
2014-04-15,8.138324737548828
2014-04-16,8.230806350708008
2014-04-17,8.292459487915039
2014-04-21,8.261628150939941
2014-04-22,8.292459487915039
2014-04-23,8.292459487915039
2014-04-24,8.230806350708008
2014-04-25,8.449677467346191
2014-04-28,8.384942054748535
2014-04-29,8.502082824707031
2014-04-30,8.613057136535645
2014-05-01,8.554489135742188
2014-05-02,8.508248329162598
2014-05-05,8.372610092163086
2014-05-06,8.033512115478516
2014-05-07,8.113661766052246
2014-05-08,8.169150352478027
2014-05-09,8.070505142211914
2014-05-12,7.712912559509277
2014-05-13,7.748054027557373
2014-05-14,7.72524356842041
2014-05-15,7.68825101852417
2014-05-16,7.601934432983398
2014-05-19,7.521785259246826
2014-05-20,7.823885917663574
2014-05-21,7.696883678436279
2014-05-22,7.842385768890381
2014-05-23,8.021183013916016
2014-05-27,7.897876262664795
2014-05-28,7.897876262664795
2014-05-29,7.941033363342285
2014-05-30,8.07667064666748
2014-06-02,8.064338684082031
2014-06-03,8.10132884979248
2014-06-04,8.070505142211914
2014-06-05,8.070505142211914
2014-06-06,8.107497215270996
2014-06-09,8.107497215270996
2014-06-10,8.021183013916016
2014-06-11,8.119828224182129
2014-06-12,8.199978828430176
2014-06-13,8.224641799926758
2014-06-16,8.169150352478027
2014-06-17,8.261628150939941
2014-06-18,8.169150352478027
2014-06-19,8.169150352478027
2014-06-20,7.552614212036133
2014-06-23,7.706745147705078
2014-06-24,7.712912559509277
2014-06-25,7.780729293823242
2014-06-26,7.830051898956299
2014-06-27,7.770995140075684
2014-06-30,8.144002914428711
2014-07-01,8.243471145629883
2014-07-02,8.224820137023926
2014-07-03,8.168868064880371
2014-07-07,8.187520027160645
2014-07-08,8.21860122680664
2014-07-09,8.237256050109863
2014-07-10,8.187520027160645
2014-07-11,8.281392097473145
2014-07-14,8.36469841003418
2014-07-15,8.347914695739746
2014-07-16,8.277043342590332
2014-07-17,8.448626518249512
2014-07-18,8.3976469039917
2014-07-21,8.361590385437012
2014-07-22,8.473490715026855
2014-07-23,8.112916946411133
2014-07-24,7.87046480178833
2014-07-25,7.503674030303955
2014-07-28,7.466368675231934
2014-07-29,7.466368675231934
2014-07-30,7.478806495666504
2014-07-31,7.348252296447754
2014-08-01,6.714138031005859
2014-08-04,6.838476657867432
2014-08-05,6.658188343048096
2014-08-06,6.689270973205566
2014-08-07,6.720357418060303
2014-08-08,6.745224952697754
2014-08-11,6.782525062561035
2014-08-12,6.651970386505127
2014-08-13,6.776307106018066
2014-08-14,6.564937591552734
2014-08-15,6.739004611968994
2014-08-18,7.037410259246826
2014-08-19,6.937942981719971
2014-08-20,6.900641441345215
2014-08-21,7.099582195281982
2014-08-22,7.429070949554443
2014-08-25,7.230135917663574
2014-08-26,7.155532360076904
2014-08-27,7.4104228019714355
2014-08-28,7.342033863067627
2014-08-29,7.205263614654541
2014-09-02,7.335817813873291
2014-09-03,7.335817813873291
2014-09-04,7.254998683929443
2014-09-05,7.242566108703613
2014-09-08,7.230135917663574
2014-09-09,7.211484432220459
2014-09-10,7.286085605621338
2014-09-11,7.273648262023926
2014-09-12,7.267434120178223
2014-09-15,7.273648262023926
2014-09-16,7.1741814613342285
2014-09-17,6.987677574157715
2014-09-18,7.124447345733643
2014-09-19,7.180400848388672
2014-09-22,6.981461048126221
2014-09-23,6.900641441345215
2014-09-24,6.857125759124756
2014-09-25,6.950377464294434
2014-09-26,6.956594467163086
2014-09-29,6.903252601623535
2014-09-30,6.903252601623535
2014-10-01,6.784012317657471
2014-10-02,6.49533224105835
2014-10-03,6.369818687438965
2014-10-06,6.307062149047852
2014-10-07,6.35098934173584
2014-10-08,6.24430513381958
2014-10-09,6.37609338760376
2014-10-10,6.212926387786865
2014-10-13,6.087411880493164
2014-10-14,6.10623836517334
2014-10-15,5.952485084533691
2014-10-16,5.974452018737793
2014-10-17,6.18154764175415
2014-10-20,6.143896579742432
2014-10-21,6.275681018829346
2014-10-22,6.589468479156494
2014-10-23,6.602017402648926
2014-10-24,6.583189487457275
2014-10-27,6.532983779907227
2014-10-28,6.50160551071167
2014-10-29,6.57064151763916
2014-10-30,6.526708126068115
2014-10-31,6.50160551071167
2014-11-03,6.614568710327148
2014-11-04,6.589468479156494
2014-11-05,6.652225494384766
2014-11-06,6.677326202392578
2014-11-07,6.644691467285156
2014-11-10,6.689877510070801
2014-11-11,6.608293056488037
2014-11-12,6.595743179321289
2014-11-13,6.401195526123047
2014-11-14,6.369818687438965
2014-11-17,6.470229148864746
2014-11-18,6.388646602630615
2014-11-19,6.50160551071167
2014-11-20,6.482780456542969
2014-11-21,6.840494155883789
2014-11-24,6.909525394439697
2014-11-25,7.1354498863220215
2014-11-26,7.06014347076416
2014-11-28,6.959733486175537
2014-12-01,6.746359348297119
2014-12-02,6.740082263946533
2014-12-03,6.722507476806641
2014-12-04,6.947179794311523
2014-12-05,6.972284317016602
2014-12-08,6.903252601623535
2014-12-09,7.06014347076416
2014-12-10,7.035041332244873
2014-12-11,7.028764724731445
2014-12-12,7.154280662536621
2014-12-15,6.909525394439697
2014-12-16,6.915802001953125
2014-12-17,6.934628963470459
2014-12-18,6.966007709503174
2014-12-19,7.148001670837402
2014-12-22,6.8907012939453125
2014-12-23,6.878149509429932
2014-12-24,6.784012317657471
2014-12-26,6.815389633178711
2014-12-29,6.840494155883789
2014-12-30,6.647661209106445
2014-12-31,6.6032586097717285
2015-01-02,6.818926811218262
2015-01-05,6.755496501922607
2015-01-06,6.628632068634033
2015-01-07,6.850645542144775
2015-01-08,6.812584400177002
2015-01-09,6.856987953186035
2015-01-12,6.882358551025391
2015-01-13,6.850645542144775
2015-01-14,6.726949691772461
2015-01-15,6.83795690536499
2015-01-16,6.83795690536499
2015-01-20,6.882358551025391
2015-01-21,6.736465930938721
2015-01-22,6.8252716064453125
2015-01-23,6.736465930938721
2015-01-26,6.907731056213379
2015-01-27,6.787209987640381
2015-01-28,6.812584400177002
2015-01-29,6.882358551025391
2015-01-30,6.761839389801025
2015-02-02,6.812584400177002
2015-02-03,6.730123996734619
2015-02-04,6.787209987640381
2015-02-05,6.812584400177002
2015-02-06,6.787209987640381
2015-02-09,6.780866622924805
2015-02-10,6.736465930938721
2015-02-11,6.736465930938721
2015-02-12,7.098026752471924
2015-02-13,7.19951868057251
2015-02-17,6.96481990814209
2015-02-18,6.96481990814209
2015-02-19,7.117056846618652
2015-02-20,7.142431259155273
2015-02-23,7.155117988586426
2015-02-24,7.167803764343262
2015-02-25,7.072654724121094
2015-02-26,7.104372978210449
2015-02-27,7.110713481903076
2015-03-02,7.142431259155273
2015-03-03,7.193178176879883
2015-03-04,7.186833381652832
2015-03-05,7.066311359405518
2015-03-06,7.028253555297852
2015-03-09,6.99019193649292
2015-03-10,6.888705253601074
2015-03-11,6.914074897766113
2015-03-12,6.774525165557861
2015-03-13,7.110713481903076
2015-03-16,6.844300270080566
2015-03-17,6.977508068084717
2015-03-18,6.9457926750183105
2015-03-19,6.96481990814209
2015-03-20,6.958479404449463
2015-03-23,7.167803764343262
2015-03-24,7.19951868057251
2015-03-25,7.453246593475342
2015-03-26,7.072654724121094
2015-03-27,7.21220588684082
2015-03-30,7.357038974761963
2015-03-31,7.5236616134643555
