Date,GRAL
2024-06-12,13.65999984741211
2024-06-13,14.300000190734863
2024-06-14,14.619999885559082
2024-06-17,15.579999923706055
2024-06-18,16.040000915527344
2024-06-20,20.31999969482422
2024-06-21,17.219999313354492
2024-06-24,18.6299991607666
2024-06-25,17.0
2024-06-26,16.729999542236328
2024-06-27,15.15999984741211
2024-06-28,15.369999885559082
2024-07-01,14.960000038146973
2024-07-02,15.050000190734863
2024-07-03,15.489999771118164
2024-07-05,15.199999809265137
2024-07-08,14.75
2024-07-09,14.015000343322754
2024-07-10,13.899999618530273
2024-07-11,14.569999694824219
2024-07-12,14.8100004196167
2024-07-15,15.59000015258789
2024-07-16,19.450000762939453
2024-07-17,19.81999969482422
2024-07-18,16.920000076293945
2024-07-19,16.579999923706055
2024-07-22,16.1299991607666
2024-07-23,15.329999923706055
2024-07-24,14.930000305175781
2024-07-25,15.845000267028809
2024-07-26,16.31999969482422
2024-07-29,15.4399995803833
2024-07-30,15.529999732971191
2024-07-31,15.380000114440918
2024-08-01,16.639999389648438
2024-08-02,16.59000015258789
2024-08-05,17.139999389648438
2024-08-06,17.049999237060547
2024-08-07,17.6200008392334
2024-08-08,17.450000762939453
2024-08-09,16.15999984741211
2024-08-12,15.369999885559082
2024-08-13,15.84000015258789
2024-08-14,15.390000343322754
2024-08-15,15.869999885559082
2024-08-16,16.75
2024-08-19,16.790000915527344
2024-08-20,16.059999465942383
2024-08-21,16.920000076293945
2024-08-22,16.540000915527344
2024-08-23,15.40999984741211
2024-08-26,14.979999542236328
2024-08-27,14.920000076293945
2024-08-28,14.529999732971191
2024-08-29,14.819999694824219
2024-08-30,14.109999656677246
2024-09-03,13.260000228881836
2024-09-04,13.329999923706055
2024-09-05,13.470000267028809
2024-09-06,12.6899995803833
2024-09-09,13.34000015258789
2024-09-10,13.40999984741211
2024-09-11,13.319999694824219
2024-09-12,13.550000190734863
2024-09-13,14.09000015258789
2024-09-16,14.050000190734863
2024-09-17,14.039999961853027
2024-09-18,13.90999984741211
2024-09-19,13.869999885559082
2024-09-20,13.949999809265137
2024-09-23,13.039999961853027
2024-09-24,13.239999771118164
2024-09-25,13.0600004196167
2024-09-26,13.600000381469727
2024-09-27,14.399999618530273
2024-09-30,13.760000228881836
2024-10-01,13.25
2024-10-02,13.25
2024-10-03,12.569999694824219
2024-10-04,13.029999732971191
2024-10-07,12.800000190734863
2024-10-08,13.0
2024-10-09,12.930000305175781
2024-10-10,13.029999732971191
2024-10-11,14.489999771118164
2024-10-14,13.869999885559082
2024-10-15,14.010000228881836
2024-10-16,14.319999694824219
2024-10-17,14.199999809265137
2024-10-18,14.760000228881836
2024-10-21,14.489999771118164
2024-10-22,14.270000457763672
2024-10-23,13.680000305175781
2024-10-24,12.979999542236328
2024-10-25,13.0
2024-10-28,12.9399995803833
2024-10-29,12.989999771118164
2024-10-30,13.619999885559082
2024-10-31,13.569999694824219
2024-11-01,13.550000190734863
2024-11-04,13.979999542236328
2024-11-05,13.90999984741211
2024-11-06,13.819999694824219
2024-11-07,14.899999618530273
2024-11-08,14.479999542236328
2024-11-11,15.300000190734863
2024-11-12,15.09000015258789
2024-11-13,15.920000076293945
2024-11-14,15.8100004196167
2024-11-15,14.800000190734863
2024-11-18,14.0
2024-11-19,14.789999961853027
2024-11-20,15.09000015258789
2024-11-21,16.3799991607666
2024-11-22,16.5049991607666
2024-11-25,17.68000030517578
2024-11-26,17.520000457763672
2024-11-27,17.450000762939453
2024-11-29,17.5
2024-12-02,18.729999542236328
2024-12-03,19.360000610351562
2024-12-04,20.229999542236328
2024-12-05,22.40999984741211
2024-12-06,21.6200008392334
2024-12-09,21.81999969482422
2024-12-10,20.5049991607666
2024-12-11,20.459999084472656
2024-12-12,20.780000686645508
2024-12-13,22.15999984741211
2024-12-16,22.739999771118164
2024-12-17,23.6200008392334
2024-12-18,18.09000015258789
2024-12-19,17.139999389648438
2024-12-20,18.350000381469727
2024-12-23,18.719999313354492
2024-12-24,18.809999465942383
2024-12-26,19.40999984741211
2024-12-27,19.600000381469727
2024-12-30,18.639999389648438
2024-12-31,17.850000381469727
2025-01-02,17.920000076293945
2025-01-03,19.450000762939453
2025-01-06,19.670000076293945
2025-01-07,17.8700008392334
2025-01-08,17.65999984741211
2025-01-10,17.729999542236328
2025-01-13,18.56999969482422
2025-01-14,18.100000381469727
2025-01-15,17.579999923706055
2025-01-16,17.405000686645508
2025-01-17,17.420000076293945
2025-01-21,18.489999771118164
2025-01-22,22.639999389648438
2025-01-23,25.969999313354492
2025-01-24,28.610000610351562
2025-01-27,25.989999771118164
2025-01-28,27.040000915527344
2025-01-29,26.665000915527344
2025-01-30,31.510000228881836
2025-01-31,30.280000686645508
2025-02-03,28.84000015258789
2025-02-04,28.280000686645508
2025-02-05,34.38999938964844
2025-02-06,32.9900016784668
2025-02-07,32.209999084472656
2025-02-10,33.369998931884766
2025-02-11,33.150001525878906
2025-02-12,39.2599983215332
2025-02-13,52.58000183105469
2025-02-14,55.02000045776367
2025-02-18,47.130001068115234
2025-02-19,52.599998474121094
2025-02-20,47.7599983215332
2025-02-21,40.72999954223633
2025-02-24,45.29999923706055
2025-02-25,43.11000061035156
2025-02-26,43.869998931884766
2025-02-27,39.28499984741211
2025-02-28,38.560001373291016
2025-03-03,36.33000183105469
2025-03-04,41.53499984741211
2025-03-05,38.29999923706055
2025-03-06,33.45000076293945
2025-03-07,32.880001068115234
2025-03-10,32.09000015258789
2025-03-11,30.540000915527344
2025-03-12,30.850000381469727
2025-03-13,26.920000076293945
2025-03-14,29.739999771118164
2025-03-17,29.1299991607666
2025-03-18,28.18000030517578
2025-03-19,28.010000228881836
2025-03-20,27.809999465942383
2025-03-21,30.290000915527344
2025-03-24,32.130001068115234
2025-03-25,31.200000762939453
2025-03-26,28.389999389648438
2025-03-27,28.579999923706055
2025-03-28,26.93000030517578
2025-03-31,25.540000915527344
2025-04-01,25.100000381469727
2025-04-02,26.139999389648438
2025-04-03,24.8799991607666
2025-04-04,22.25
2025-04-07,23.975000381469727
2025-04-08,21.389999389648438
2025-04-09,24.899999618530273
2025-04-10,22.7450008392334
2025-04-11,23.260000228881836
2025-04-14,24.850000381469727
2025-04-15,25.934999465942383
2025-04-16,26.5
2025-04-17,27.0
2025-04-21,26.420000076293945
2025-04-22,29.690000534057617
2025-04-23,33.7599983215332
2025-04-24,37.689998626708984
2025-04-25,37.20000076293945
2025-04-28,36.900001525878906
2025-04-29,36.80500030517578
2025-04-30,34.494998931884766
2025-05-01,32.4900016784668
2025-05-02,35.775001525878906
2025-05-05,34.2599983215332
2025-05-06,32.15999984741211
2025-05-07,34.709999084472656
2025-05-08,36.099998474121094
2025-05-09,35.20000076293945
2025-05-12,35.9900016784668
2025-05-13,42.88999938964844
2025-05-14,32.88999938964844
2025-05-15,38.9900016784668
2025-05-16,39.90999984741211
2025-05-19,38.22999954223633
2025-05-20,39.31999969482422
2025-05-21,37.459999084472656
2025-05-22,38.77000045776367
2025-05-23,40.18000030517578
2025-05-27,42.34000015258789
2025-05-28,41.09000015258789
2025-05-29,41.099998474121094
2025-05-30,38.40999984741211
2025-06-02,37.5
2025-06-03,38.54999923706055
2025-06-04,40.0099983215332
2025-06-05,39.4900016784668
2025-06-06,38.36000061035156
2025-06-09,40.029998779296875
2025-06-10,42.150001525878906
2025-06-11,43.869998931884766
2025-06-12,41.91999816894531
2025-06-13,41.310001373291016
2025-06-16,42.52000045776367
2025-06-17,42.04999923706055
2025-06-18,48.439998626708984
2025-06-20,45.630001068115234
2025-06-23,43.06999969482422
2025-06-24,43.95000076293945
2025-06-25,46.17499923706055
2025-06-26,49.380001068115234
2025-06-27,48.38999938964844
2025-06-30,51.41999816894531
2025-07-01,49.22999954223633
2025-07-02,47.560001373291016
2025-07-03,46.720001220703125
