Date,BOKF
2010-01-04,31.67325210571289
2010-01-05,31.539966583251953
2010-01-06,31.39336395263672
2010-01-07,32.65283203125
2010-01-08,33.259239196777344
2010-01-11,33.0126953125
2010-01-12,32.04643249511719
2010-01-13,32.26630401611328
2010-01-14,33.16594696044922
2010-01-15,32.186363220214844
2010-01-19,32.612850189208984
2010-01-20,32.50623321533203
2010-01-21,33.09264373779297
2010-01-22,32.42625045776367
2010-01-25,32.47956466674805
2010-01-26,32.49290084838867
2010-01-27,33.35919952392578
2010-01-28,32.173030853271484
2010-01-29,31.593284606933594
2010-02-01,31.61993408203125
2010-02-02,31.320058822631836
2010-02-03,31.066831588745117
2010-02-04,30.573711395263672
2010-02-05,30.693662643432617
2010-02-08,30.327150344848633
2010-02-09,30.473752975463867
2010-02-10,31.2977294921875
2010-02-11,31.069965362548828
2010-02-12,30.989580154418945
2010-02-16,31.364715576171875
2010-02-17,31.150354385375977
2010-02-18,31.28432846069336
2010-02-19,31.230737686157227
2010-02-22,31.50539779663086
2010-02-23,31.10346031188965
2010-02-24,31.37141227722168
2010-02-25,31.177143096923828
2010-02-26,30.802003860473633
2010-03-01,30.875696182250977
2010-03-02,30.51394271850586
2010-03-03,30.433547973632812
2010-03-04,30.848894119262695
2010-03-05,31.136959075927734
2010-03-08,31.14365005493164
2010-03-09,31.177143096923828
2010-03-10,31.344636917114258
2010-03-11,31.351329803466797
2010-03-12,31.398204803466797
2010-03-15,31.364715576171875
2010-03-16,33.608890533447266
2010-03-17,34.004127502441406
2010-03-18,34.030921936035156
2010-03-19,35.484619140625
2010-03-22,35.631988525390625
2010-03-23,35.1429443359375
2010-03-24,35.1563606262207
2010-03-25,35.276939392089844
2010-03-26,35.22333908081055
2010-03-29,35.30373001098633
2010-03-30,35.07596206665039
2010-03-31,35.129554748535156
2010-04-01,35.035770416259766
2010-04-05,34.70082092285156
2010-04-06,35.6453857421875
2010-04-07,35.1429443359375
2010-04-08,35.33052444458008
2010-04-09,35.698974609375
2010-04-12,35.74586486816406
2010-04-13,35.1563606262207
2010-04-14,35.92002868652344
2010-04-15,36.455963134765625
2010-04-16,35.337223052978516
2010-04-19,35.3707160949707
2010-04-20,35.81955337524414
2010-04-21,36.40236282348633
2010-04-22,36.99856948852539
2010-04-23,37.15936279296875
2010-04-26,35.8128547668457
2010-04-27,36.17460250854492
2010-04-28,36.455963134765625
2010-04-29,37.30002975463867
2010-04-30,36.462650299072266
2010-05-03,36.73063659667969
2010-05-04,36.47605514526367
2010-05-05,36.797607421875
2010-05-06,35.75925827026367
2010-05-07,35.49800491333008
2010-05-10,37.09237289428711
2010-05-11,37.15265655517578
2010-05-12,37.42856216430664
2010-05-13,36.789276123046875
2010-05-14,36.08268356323242
2010-05-17,35.995216369628906
2010-05-18,35.66547393798828
2010-05-19,35.47032928466797
2010-05-20,34.03023910522461
2010-05-21,34.864681243896484
2010-05-24,33.98313522338867
2010-05-25,34.016788482666016
2010-05-26,34.04370880126953
2010-05-27,34.689720153808594
2010-05-28,34.016788482666016
2010-06-01,33.84183883666992
2010-06-02,34.75027847290039
2010-06-03,34.689720153808594
2010-06-04,33.17561340332031
2010-06-07,33.04103469848633
2010-06-08,33.46498107910156
2010-06-09,33.1352424621582
2010-06-10,33.90239334106445
2010-06-11,33.8889274597168
2010-06-14,34.238868713378906
2010-06-15,34.9925422668457
2010-06-16,35.026206970214844
2010-06-17,35.28863525390625
2010-06-18,35.21461486816406
2010-06-21,35.22806167602539
2010-06-22,35.106937408447266
2010-06-23,34.43400192260742
2010-06-24,33.98313522338867
2010-06-25,33.451534271240234
2010-06-28,33.74761962890625
2010-06-29,32.475791931152344
2010-06-30,31.944150924682617
2010-07-01,31.48655891418457
2010-07-02,31.25103759765625
2010-07-06,31.513469696044922
2010-07-07,32.603633880615234
2010-07-08,32.62381362915039
2010-07-09,32.77859878540039
2010-07-12,32.993934631347656
2010-07-13,34.07733917236328
2010-07-14,33.451534271240234
2010-07-15,33.3573112487793
2010-07-16,31.82975959777832
2010-07-19,31.823020935058594
2010-07-20,32.07201385498047
