Date,MTAL
2021-09-20,9.75
2021-09-21,9.960000038146973
2021-09-22,9.75
2021-09-23,9.920000076293945
2021-09-24,9.75
2021-09-27,9.75
2021-09-28,9.824999809265137
2021-09-29,9.699999809265137
2021-09-30,10.0
2021-10-01,9.829999923706055
2021-10-04,9.75
2021-10-05,9.75
2021-10-06,9.800000190734863
2021-10-07,9.789999961853027
2021-10-08,9.789999961853027
2021-10-11,9.670000076293945
2021-10-12,9.670000076293945
2021-10-13,9.75
2021-10-14,9.739999771118164
2021-10-15,9.699999809265137
2021-10-18,9.699999809265137
2021-10-19,9.789999961853027
2021-10-20,9.789999961853027
2021-10-21,9.789999961853027
2021-10-22,9.789999961853027
2021-10-25,9.779999732971191
2021-10-26,9.779999732971191
2021-10-27,9.779999732971191
2021-10-28,9.779999732971191
2021-10-29,9.699999809265137
2021-11-01,9.760000228881836
2021-11-02,9.710000038146973
2021-11-03,9.720000267028809
2021-11-04,9.729999542236328
2021-11-05,9.720000267028809
2021-11-08,9.6899995803833
2021-11-09,9.6899995803833
2021-11-10,9.6899995803833
2021-11-11,9.710000038146973
2021-11-12,9.720000267028809
2021-11-15,9.760000228881836
2021-11-16,9.75
2021-11-17,9.75
2021-11-18,9.710000038146973
2021-11-19,9.699999809265137
2021-11-22,9.710000038146973
2021-11-23,9.699999809265137
2021-11-24,9.710000038146973
2021-11-26,9.699999809265137
2021-11-29,9.720000267028809
2021-11-30,9.720000267028809
2021-12-01,9.699999809265137
2021-12-02,9.729999542236328
2021-12-03,9.729999542236328
2021-12-06,9.710000038146973
2021-12-07,9.710000038146973
2021-12-08,9.710000038146973
2021-12-09,9.704999923706055
2021-12-10,9.701000213623047
2021-12-13,9.701000213623047
2021-12-14,9.699999809265137
2021-12-15,9.6899995803833
2021-12-16,9.680000305175781
2021-12-17,9.680000305175781
2021-12-20,9.680000305175781
2021-12-21,9.680000305175781
2021-12-22,9.710000038146973
2021-12-23,9.680000305175781
2021-12-27,9.65999984741211
2021-12-28,9.65999984741211
2021-12-29,9.6899995803833
2021-12-30,9.6899995803833
2021-12-31,9.6899995803833
2022-01-03,9.6899995803833
2022-01-04,9.640000343322754
2022-01-05,9.699999809265137
2022-01-06,9.699999809265137
2022-01-07,9.789999961853027
2022-01-10,9.800000190734863
2022-01-11,9.800000190734863
2022-01-12,9.800000190734863
2022-01-13,9.800000190734863
2022-01-14,9.699999809265137
2022-01-18,9.729999542236328
2022-01-19,9.729999542236328
2022-01-20,9.699999809265137
2022-01-21,9.699999809265137
2022-01-24,9.729999542236328
2022-01-25,9.699999809265137
2022-01-26,9.649999618530273
2022-01-27,9.640000343322754
2022-01-28,9.640000343322754
2022-01-31,9.640000343322754
2022-02-01,9.6899995803833
2022-02-02,9.6899995803833
2022-02-03,9.680000305175781
2022-02-04,9.680000305175781
2022-02-07,9.640000343322754
2022-02-08,9.649999618530273
2022-02-09,9.649999618530273
2022-02-10,9.649999618530273
2022-02-11,9.640000343322754
2022-02-14,9.609999656677246
2022-02-15,9.619999885559082
2022-02-16,9.649999618530273
2022-02-17,9.649999618530273
2022-02-18,9.649999618530273
2022-02-22,9.630000114440918
2022-02-23,9.619999885559082
2022-02-24,9.619999885559082
2022-02-25,9.640000343322754
2022-02-28,9.640000343322754
2022-03-01,9.640000343322754
2022-03-02,9.649999618530273
2022-03-03,9.630000114440918
2022-03-04,9.619999885559082
2022-03-07,9.619999885559082
2022-03-08,9.619999885559082
