Date,BBWI
2010-01-04,7.056836128234863
2010-01-05,6.826601028442383
2010-01-06,6.969127178192139
2010-01-07,6.855836868286133
2010-01-08,7.15916109085083
2010-01-11,7.477101802825928
2010-01-12,7.46613883972168
2010-01-13,7.393046855926514
2010-01-14,7.279758930206299
2010-01-15,7.086069107055664
2010-01-19,7.0677995681762695
2010-01-20,6.906999111175537
2010-01-21,6.826601028442383
2010-01-22,6.71696662902832
2010-01-25,6.797366619110107
2010-01-26,7.089724540710449
2010-01-27,7.20301628112793
2010-01-28,7.020289421081543
2010-01-29,6.950854778289795
2010-02-01,7.181085586547852
2010-02-02,7.425939559936523
2010-02-03,7.404012680053711
2010-02-04,7.31995964050293
2010-02-05,7.480756759643555
2010-02-08,7.312651634216309
2010-02-09,7.4332475662231445
2010-02-10,7.341886043548584
2010-02-11,7.4332475662231445
2010-02-12,7.48441219329834
2010-02-16,7.61231803894043
2010-02-17,7.692718505859375
2010-02-18,7.798695087432861
2010-02-19,7.820625305175781
2010-02-22,7.857170581817627
2010-02-23,7.685410976409912
2010-02-24,7.928338527679443
2010-02-25,8.152865409851074
2010-02-26,8.138138771057129
2010-03-01,8.29273509979248
2010-03-02,8.255925178527832
2010-03-03,8.33690357208252
2010-03-04,8.458364486694336
2010-03-05,8.568790435791016
2010-03-08,8.638724327087402
2010-03-09,8.682889938354492
2010-03-10,8.64608383178711
2010-03-11,8.690256118774414
2010-03-12,8.738103866577148
2010-03-15,8.727060317993164
2010-03-16,9.095134735107422
2010-03-17,9.08409309387207
2010-03-18,9.10986042022705
2010-03-19,9.080412864685059
2010-03-22,9.308621406555176
2010-03-23,9.371193885803223
2010-03-24,9.194519996643066
2010-03-25,9.327027320861816
2010-03-26,9.40063762664795
2010-03-29,9.488977432250977
2010-03-30,9.525782585144043
2010-03-31,9.426238059997559
2010-04-01,9.495156288146973
2010-04-05,9.851223945617676
2010-04-06,9.847393035888672
2010-04-07,9.832080841064453
2010-04-08,10.061799049377441
2010-04-09,10.191975593566895
2010-04-12,10.2953519821167
2010-04-13,10.410213470458984
2010-04-14,10.348958015441895
2010-04-15,10.55187702178955
2010-04-16,10.364266395568848
2010-04-19,10.437009811401367
2010-04-20,10.563362121582031
2010-04-21,10.731818199157715
2010-04-22,10.946229934692383
2010-04-23,10.904108047485352
2010-04-26,10.93857192993164
2010-04-27,10.624613761901855
2010-04-28,10.394896507263184
2010-04-29,10.54804801940918
2010-04-30,10.260891914367676
2010-05-03,10.643765449523926
2010-05-04,10.287694931030273
2010-05-05,10.146028518676758
2010-05-06,9.621501922607422
2010-05-07,9.544925689697266
2010-05-10,10.30683708190918
2010-05-11,10.398728370666504
2010-05-12,10.440842628479004
2010-05-13,9.950769424438477
2010-05-14,9.7440185546875
2010-05-17,9.713387489318848
2010-05-18,9.368807792663574
2010-05-19,9.376463890075684
2010-05-20,9.142914772033691
2010-05-21,9.502808570861816
2010-05-24,9.476007461547852
2010-05-25,9.445384979248047
2010-05-26,9.315204620361328
2010-05-27,9.736360549926758
2010-05-28,9.518123626708984
2010-06-01,9.659789085388184
2010-06-02,9.994874954223633
2010-06-03,10.114274978637695
2010-06-04,9.51343059539795
2010-06-07,9.201448440551758
2010-06-08,9.18604564666748
2010-06-09,9.32084846496582
2010-06-10,9.605862617492676
2010-06-11,9.6597900390625
2010-06-14,9.833106994628906
2010-06-15,10.002579689025879
2010-06-16,9.771482467651367
2010-06-17,9.640531539916992
2010-06-18,9.498018264770508
2010-06-21,9.297740936279297
2010-06-22,8.93183708190918
2010-06-23,9.020421028137207
2010-06-24,8.835551261901855
2010-06-25,8.893321990966797
2010-06-28,8.839402198791504
2010-06-29,8.461946487426758
2010-06-30,8.50046157836914
2010-07-01,8.74695873260498
2010-07-02,8.69688892364502
2010-07-06,8.70844554901123
2010-07-07,9.120563507080078
2010-07-08,9.324703216552734
2010-07-09,9.405584335327148
2010-07-12,9.216856956481934
2010-07-13,9.471059799194336
2010-07-14,9.563502311706543
2010-07-15,9.648235321044922
2010-07-16,9.051240921020508
2010-07-19,9.128267288208008
2010-07-20,9.405584335327148
2010-07-21,9.347807884216309
2010-07-22,9.713712692260742
2010-07-23,9.867774963378906
2010-07-26,10.110421180725098
