Date,MBC
2022-12-09,10.0
2022-12-12,8.5
2022-12-13,9.239999771118164
2022-12-14,9.0
2022-12-15,7.699999809265137
2022-12-16,9.300000190734863
2022-12-19,8.470000267028809
2022-12-20,7.5
2022-12-21,7.539999961853027
2022-12-22,7.71999979019165
2022-12-23,7.579999923706055
2022-12-27,7.710000038146973
2022-12-28,7.5
2022-12-29,7.579999923706055
2022-12-30,7.550000190734863
2023-01-03,7.650000095367432
2023-01-04,7.730000019073486
2023-01-05,7.369999885559082
2023-01-06,7.550000190734863
2023-01-09,7.650000095367432
2023-01-10,7.840000152587891
2023-01-11,8.010000228881836
2023-01-12,8.130000114440918
2023-01-13,8.289999961853027
2023-01-17,8.350000381469727
2023-01-18,8.170000076293945
2023-01-19,8.0
2023-01-20,8.319999694824219
2023-01-23,8.539999961853027
2023-01-24,8.789999961853027
2023-01-25,8.9399995803833
2023-01-26,8.930000305175781
2023-01-27,9.149999618530273
2023-01-30,8.949999809265137
2023-01-31,9.199999809265137
2023-02-01,9.489999771118164
2023-02-02,9.720000267028809
2023-02-03,9.760000228881836
2023-02-06,9.65999984741211
2023-02-07,9.75
2023-02-08,9.579999923706055
2023-02-09,9.619999885559082
2023-02-10,9.819999694824219
2023-02-13,10.15999984741211
2023-02-14,9.729999542236328
2023-02-15,9.899999618530273
2023-02-16,10.020000457763672
2023-02-17,9.920000076293945
2023-02-21,9.550000190734863
2023-02-22,9.470000267028809
2023-02-23,9.8100004196167
2023-02-24,9.670000076293945
2023-02-27,9.800000190734863
2023-02-28,9.739999771118164
2023-03-01,10.0
2023-03-02,9.989999771118164
2023-03-03,10.0
2023-03-06,9.600000381469727
2023-03-07,9.550000190734863
2023-03-08,9.329999923706055
2023-03-09,9.140000343322754
2023-03-10,9.020000457763672
2023-03-13,8.65999984741211
2023-03-14,8.609999656677246
2023-03-15,8.289999961853027
2023-03-16,8.350000381469727
2023-03-17,8.09000015258789
2023-03-20,7.789999961853027
2023-03-21,7.940000057220459
2023-03-22,7.820000171661377
2023-03-23,7.440000057220459
2023-03-24,7.260000228881836
2023-03-27,7.659999847412109
2023-03-28,7.840000152587891
2023-03-29,7.71999979019165
2023-03-30,7.949999809265137
2023-03-31,8.039999961853027
2023-04-03,7.940000057220459
2023-04-04,7.590000152587891
2023-04-05,7.489999771118164
2023-04-06,7.46999979019165
2023-04-10,7.699999809265137
2023-04-11,7.690000057220459
2023-04-12,7.71999979019165
2023-04-13,7.739999771118164
2023-04-14,7.590000152587891
2023-04-17,7.630000114440918
2023-04-18,7.559999942779541
2023-04-19,7.840000152587891
2023-04-20,8.0
2023-04-21,7.869999885559082
2023-04-24,7.760000228881836
2023-04-25,7.46999979019165
2023-04-26,7.599999904632568
2023-04-27,7.829999923706055
2023-04-28,8.069999694824219
2023-05-01,8.079999923706055
2023-05-02,7.860000133514404
2023-05-03,7.880000114440918
2023-05-04,7.730000019073486
2023-05-05,8.020000457763672
2023-05-08,8.390000343322754
2023-05-09,8.640000343322754
2023-05-10,9.9399995803833
2023-05-11,10.25
2023-05-12,10.239999771118164
2023-05-15,10.739999771118164
2023-05-16,10.6899995803833
2023-05-17,10.5
2023-05-18,10.789999961853027
2023-05-19,10.859999656677246
2023-05-22,10.920000076293945
2023-05-23,10.84000015258789
2023-05-24,10.680000305175781
2023-05-25,10.680000305175781
2023-05-26,10.630000114440918
2023-05-30,10.40999984741211
2023-05-31,10.380000114440918
2023-06-01,10.430000305175781
2023-06-02,10.600000381469727
2023-06-05,10.760000228881836
2023-06-06,10.989999771118164
2023-06-07,11.039999961853027
2023-06-08,10.819999694824219
2023-06-09,10.699999809265137
2023-06-12,11.0
2023-06-13,11.079999923706055
2023-06-14,10.890000343322754
2023-06-15,11.15999984741211
2023-06-16,11.109999656677246
2023-06-20,11.359999656677246
2023-06-21,11.489999771118164
2023-06-22,11.380000114440918
2023-06-23,11.0600004196167
2023-06-26,11.0600004196167
2023-06-27,11.390000343322754
2023-06-28,11.430000305175781
2023-06-29,11.510000228881836
2023-06-30,11.630000114440918
2023-07-03,11.600000381469727
2023-07-05,11.420000076293945
2023-07-06,10.970000267028809
2023-07-07,11.09000015258789
2023-07-10,11.40999984741211
2023-07-11,11.600000381469727
2023-07-12,11.75
2023-07-13,12.609999656677246
2023-07-14,12.15999984741211
2023-07-17,12.100000381469727
2023-07-18,12.220000267028809
2023-07-19,12.210000038146973
2023-07-20,12.029999732971191
2023-07-21,11.84000015258789
2023-07-24,12.229999542236328
2023-07-25,12.300000190734863
2023-07-26,12.1899995803833
2023-07-27,12.260000228881836
2023-07-28,12.15999984741211
2023-07-31,12.350000381469727
2023-08-01,12.8100004196167
2023-08-02,12.65999984741211
2023-08-03,12.399999618530273
2023-08-04,12.34000015258789
2023-08-07,12.399999618530273
2023-08-08,12.539999961853027
2023-08-09,12.5600004196167
2023-08-10,13.170000076293945
2023-08-11,12.880000114440918
2023-08-14,12.539999961853027
2023-08-15,12.619999885559082
2023-08-16,12.640000343322754
2023-08-17,12.520000457763672
2023-08-18,12.579999923706055
2023-08-21,12.6899995803833
2023-08-22,12.680000305175781
2023-08-23,12.800000190734863
2023-08-24,12.430000305175781
2023-08-25,12.520000457763672
2023-08-28,12.619999885559082
2023-08-29,12.90999984741211
2023-08-30,12.8100004196167
2023-08-31,12.8100004196167
2023-09-01,13.0
2023-09-05,12.260000228881836
2023-09-06,12.210000038146973
2023-09-07,12.3100004196167
2023-09-08,12.3100004196167
2023-09-11,12.210000038146973
2023-09-12,12.109999656677246
2023-09-13,11.529999732971191
2023-09-14,11.930000305175781
2023-09-15,12.029999732971191
2023-09-18,12.3100004196167
2023-09-19,12.350000381469727
2023-09-20,12.239999771118164
2023-09-21,12.420000076293945
2023-09-22,12.149999618530273
2023-09-25,12.020000457763672
2023-09-26,11.8100004196167
2023-09-27,11.869999885559082
2023-09-28,12.039999961853027
