Date,MLR
2010-01-04,8.068262100219727
2010-01-05,8.122407913208008
2010-01-06,7.980267524719238
2010-01-07,7.987032413482666
2010-01-08,8.298397064208984
2010-01-11,8.501452445983887
2010-01-12,8.325471878051758
2010-01-13,8.332239151000977
2010-01-14,8.318700790405273
2010-01-15,8.210403442382812
2010-01-19,8.339005470275879
2010-01-20,8.122407913208008
2010-01-21,7.885507583618164
2010-01-22,7.919349193572998
2010-01-25,7.905816555023193
2010-01-26,7.770437240600586
2010-01-27,7.756901741027832
2010-01-28,7.641831398010254
2010-01-29,7.58768367767334
2010-02-01,7.499691486358643
2010-02-02,7.607994079589844
2010-02-03,7.5741472244262695
2010-02-04,7.465848445892334
2010-02-05,7.4523138999938965
2010-02-08,7.432003498077393
2010-02-09,7.425236701965332
2010-02-10,7.445539951324463
2010-02-11,7.479386806488037
2010-02-12,7.479386806488037
2010-02-16,7.5470733642578125
2010-02-17,7.391392230987549
2010-02-18,7.4184675216674805
2010-02-19,7.391392230987549
2010-02-22,7.432003498077393
2010-02-23,7.655370712280273
2010-02-24,8.0276460647583
2010-02-25,8.183328628540039
2010-02-26,7.987032413482666
2010-03-01,7.851661682128906
2010-03-02,7.79074239730835
2010-03-03,7.79074239730835
2010-03-04,7.892274379730225
2010-03-05,7.9396586418151855
2010-03-08,7.777205944061279
2010-03-09,7.959960460662842
2010-03-10,8.325471878051758
2010-03-11,8.460845947265625
2010-03-12,8.399927139282227
2010-03-15,8.264551162719727
2010-03-16,8.278203010559082
2010-03-17,8.380569458007812
2010-03-18,8.23725414276123
2010-03-19,8.619429588317871
2010-03-22,8.817341804504395
2010-03-23,9.06302261352539
2010-03-24,8.810514450073242
2010-03-25,8.646728515625
2010-03-26,8.54435920715332
2010-03-29,8.749096870422363
2010-03-30,8.578478813171387
2010-03-31,8.482938766479492
2010-04-01,8.285024642944336
2010-04-05,8.23043155670166
2010-04-06,8.366923332214355
2010-04-07,8.721797943115234
2010-04-08,8.667202949523926
2010-04-09,8.912886619567871
2010-04-12,9.083501815795898
2010-04-13,9.158570289611816
2010-04-14,9.574871063232422
2010-04-15,9.643113136291504
2010-04-16,9.711359977722168
2010-04-19,9.445201873779297
2010-04-20,9.506625175476074
2010-04-21,9.527094841003418
2010-04-22,9.834200859069824
2010-04-23,10.086710929870605
2010-04-26,9.991168975830078
2010-04-27,9.506625175476074
2010-04-28,9.411078453063965
2010-04-29,9.73866081237793
2010-04-30,9.759132385253906
2010-05-03,9.895620346069336
2010-05-04,9.690888404846191
2010-05-05,9.513446807861328
2010-05-06,9.499797821044922
2010-05-07,9.015254974365234
2010-05-10,9.581697463989258
2010-05-11,10.059412002563477
2010-05-12,10.14130687713623
2010-05-13,10.011643409729004
2010-05-14,9.554393768310547
2010-05-17,9.725008964538574
2010-05-18,9.95022201538086
2010-05-19,9.895620346069336
2010-05-20,9.513446807861328
2010-05-21,9.888795852661133
2010-05-24,9.895620346069336
2010-05-25,9.765958786010742
2010-05-26,9.943395614624023
2010-05-27,10.291448593139648
2010-05-28,10.236852645874023
2010-06-01,10.236852645874023
2010-06-02,10.407466888427734
2010-06-03,10.325571060180664
2010-06-04,10.305100440979004
2010-06-07,10.216377258300781
2010-06-08,9.977518081665039
2010-06-09,9.643113136291504
2010-06-10,10.004815101623535
2010-06-11,10.154958724975586
2010-06-14,10.03894329071045
2010-06-15,10.291448593139648
2010-06-16,10.291448593139648
2010-06-17,10.230029106140137
2010-06-18,10.257325172424316
2010-06-21,10.182256698608398
2010-06-22,9.888795852661133
2010-06-23,9.909271240234375
2010-06-24,9.404253005981445
2010-06-25,10.236852645874023
2010-06-28,9.984344482421875
2010-06-29,9.465675354003906
2010-06-30,9.192691802978516
2010-07-01,9.056203842163086
2010-07-02,8.776391983032227
2010-07-06,8.54435920715332
2010-07-07,8.85146427154541
2010-07-08,9.179040908813477
2010-07-09,9.622640609741211
2010-07-12,9.595343589782715
2010-07-13,9.854680061340332
2010-07-14,9.786431312561035
2010-07-15,9.697710037231445
2010-07-16,9.226818084716797
2010-07-19,9.226818084716797
2010-07-20,9.520273208618164
2010-07-21,9.288237571716309
2010-07-22,9.445201873779297
2010-07-23,9.417901992797852
2010-07-26,9.356484413146973
2010-07-27,9.342832565307617
2010-07-28,9.397430419921875
2010-07-29,9.206339836120605
2010-07-30,9.124445915222168
2010-08-02,9.663590431213379
2010-08-03,9.561219215393066
2010-08-04,9.022079467773438
2010-08-05,9.042553901672363
2010-08-06,9.608991622924805
2010-08-09,10.107187271118164
2010-08-10,9.881974220275879
2010-08-11,9.226818084716797
2010-08-12,9.213168144226074
2010-08-13,8.919710159301758
2010-08-16,8.878765106201172
2010-08-17,8.86511516571045
2010-08-18,8.912886619567871
2010-08-19,8.571653366088867
2010-08-20,8.626255989074707
2010-08-23,8.401042938232422
2010-08-24,8.162185668945312
2010-08-25,8.510239601135254
2010-08-26,8.23725414276123
2010-08-27,8.55118465423584
2010-08-30,8.223602294921875
2010-08-31,8.421517372131348
2010-09-01,9.151747703552246
2010-09-02,9.097147941589355
2010-09-03,9.295063972473145
2010-09-07,8.987958908081055
2010-09-08,8.960659980773926
2010-09-09,8.844640731811523
2010-09-10,8.776391983032227
2010-09-13,9.213168144226074
2010-09-14,9.342832565307617
2010-09-15,9.533921241760254
2010-09-16,8.974306106567383
2010-09-17,9.110797882080078
2010-09-20,9.479326248168945
2010-09-21,9.37013053894043
2010-09-22,8.967480659484863
2010-09-23,8.810514450073242
2010-09-24,9.45884895324707
2010-09-27,9.383782386779785
2010-09-28,9.083501815795898
2010-09-29,9.022079467773438
2010-09-30,9.233638763427734
2010-10-01,9.274590492248535
2010-10-04,8.912886619567871
2010-10-05,9.397430419921875
2010-10-06,9.431554794311523
2010-10-07,9.411078453063965
2010-10-08,9.615817070007324
2010-10-11,9.718184471130371
2010-10-12,9.731836318969727
2010-10-13,9.800081253051758
2010-10-14,9.86149787902832
2010-10-15,9.752306938171387
2010-10-18,9.888795852661133
2010-10-19,9.513446807861328
2010-10-20,9.759132385253906
2010-10-21,9.479326248168945
2010-10-22,9.24046516418457
2010-10-25,9.363306999206543
2010-10-26,9.54757308959961
2010-10-27,9.206339836120605
2010-10-28,9.02890396118164
2010-10-29,9.185870170593262
2010-11-01,9.151747703552246
2010-11-02,9.568045616149902
2010-11-03,9.540742874145508
2010-11-04,9.806904792785645
2010-11-05,9.759132385253906
2010-11-08,9.806904792785645
2010-11-09,9.65676212310791
2010-11-10,9.800081253051758
2010-11-11,9.690888404846191
2010-11-12,9.588518142700195
2010-11-15,9.636290550231934
2010-11-16,9.322357177734375
2010-11-17,9.247288703918457
2010-11-18,9.315535545349121
2010-11-19,9.45884895324707
2010-11-22,9.329182624816895
2010-11-23,9.199517250061035
2010-11-24,9.424729347229004
2010-11-26,9.492974281311035
2010-11-29,9.383782386779785
2010-11-30,9.568045616149902
2010-12-01,9.881974220275879
2010-12-02,9.95704460144043
2010-12-03,10.032115936279297
2010-12-06,10.052587509155273
2010-12-07,10.311919212341309
2010-12-08,10.236852645874023
2010-12-09,10.236852645874023
2010-12-10,10.386992454528809
2010-12-13,10.489361763000488
2010-12-14,10.782818794250488
2010-12-15,10.503010749816895
2010-12-16,10.325571060180664
2010-12-17,10.236852645874023
2010-12-20,10.168606758117676
2010-12-21,10.134485244750977
2010-12-22,9.82737922668457
2010-12-23,9.834200859069824
2010-12-27,9.922921180725098
2010-12-28,9.902448654174805
2010-12-29,9.800081253051758
2010-12-30,9.779607772827148
2010-12-31,9.711359977722168
2011-01-03,9.977518081665039
2011-01-04,9.96387004852295
2011-01-05,10.100361824035645
2011-01-06,10.093534469604492
2011-01-07,10.291448593139648
2011-01-10,10.318748474121094
2011-01-11,10.366518020629883
2011-01-12,10.598553657531738
2011-01-13,10.74186897277832
2011-01-14,10.557607650756836
2011-01-18,10.816941261291504
2011-01-19,10.45523738861084
2011-01-20,10.161782264709473
2011-01-21,10.236852645874023
2011-01-24,10.400642395019531
2011-01-25,10.53031063079834
2011-01-26,10.639504432678223
2011-01-27,10.53031063079834
2011-01-28,10.236852645874023
2011-01-31,10.414294242858887
2011-02-01,10.550782203674316
2011-02-02,10.366518020629883
2011-02-03,10.543961524963379
2011-02-04,10.673623085021973
2011-02-07,11.130870819091797
2011-02-08,11.321958541870117
2011-02-09,11.431153297424316
2011-02-10,11.294661521911621
2011-02-11,11.349254608154297
2011-02-14,11.315136909484863
2011-02-15,11.281014442443848
2011-02-16,11.526697158813477
2011-02-17,11.594939231872559
2011-02-18,11.417502403259277
2011-02-22,11.192290306091309
2011-02-23,11.281014442443848
2011-02-24,11.37655258178711
2011-02-25,11.424325942993164
2011-02-28,11.342432022094727
2011-03-01,11.04215145111084
2011-03-02,10.878360748291016
2011-03-03,11.424325942993164
2011-03-04,11.110398292541504
2011-03-07,10.830589294433594
2011-03-08,10.980731010437012
2011-03-09,11.24688720703125
2011-03-10,10.74186897277832
2011-03-11,10.6258544921875
2011-03-14,10.598553657531738
2011-03-15,10.571043968200684
2011-03-16,10.543534278869629
2011-03-17,10.584798812866211
2011-03-18,10.619185447692871
2011-03-21,11.148768424987793
2011-03-22,11.045605659484863
2011-03-23,11.01809310913086
2011-03-24,11.11438274383545
2011-03-25,11.35509967803955
2011-03-28,10.873661041259766
2011-03-29,11.11438274383545
