Date,DGX
2010-01-04,45.94036865234375
2010-01-05,44.984867095947266
2010-01-06,44.292659759521484
2010-01-07,44.72152328491211
2010-01-08,44.72152328491211
2010-01-11,44.83437728881836
2010-01-12,44.5484733581543
2010-01-13,45.09771728515625
2010-01-14,45.81998825073242
2010-01-15,45.33094787597656
2010-01-19,46.35419464111328
2010-01-20,45.62437438964844
2010-01-21,44.96980285644531
2010-01-22,44.23998260498047
2010-01-25,43.216758728027344
2010-01-26,43.27695846557617
2010-01-27,42.607322692871094
2010-01-28,42.170963287353516
2010-01-29,41.88506317138672
2010-02-01,42.46438217163086
2010-02-02,42.88572311401367
2010-02-03,42.494468688964844
2010-02-04,41.704471588134766
2010-02-05,41.83237838745117
2010-02-08,41.38094711303711
2010-02-09,41.89255905151367
2010-02-10,41.95276641845703
2010-02-11,42.058101654052734
2010-02-12,42.18599319458008
2010-02-16,42.6524772644043
2010-02-17,43.179141998291016
2010-02-18,43.41239929199219
2010-02-19,43.261898040771484
2010-02-22,43.164085388183594
2010-02-23,42.659996032714844
2010-02-24,42.75027847290039
2010-02-25,42.6524772644043
2010-02-26,42.69762420654297
2010-03-01,42.76533508300781
2010-03-02,42.622379302978516
2010-03-03,42.00542449951172
2010-03-04,42.095706939697266
2010-03-05,42.27629089355469
2010-03-08,42.08067321777344
2010-03-09,41.92266845703125
2010-03-10,41.94524002075195
2010-03-11,42.08067321777344
2010-03-12,42.11075973510742
2010-03-15,42.37410354614258
2010-03-16,42.848079681396484
2010-03-17,43.254390716552734
2010-03-18,43.40484619140625
2010-03-19,43.11142349243164
2010-03-22,43.60047149658203
2010-03-23,43.09638595581055
2010-03-24,43.224281311035156
2010-03-25,43.60047149658203
2010-03-26,43.55534362792969
2010-03-29,44.00676345825195
2010-03-30,44.11961364746094
2010-03-31,43.856292724609375
2010-04-01,44.51950454711914
2010-04-05,44.391395568847656
2010-04-06,44.014556884765625
2010-04-07,43.87135696411133
2010-04-08,43.72061538696289
2010-04-09,43.826141357421875
2010-04-12,43.788448333740234
2010-04-13,43.90150451660156
2010-04-14,43.85627746582031
2010-04-15,44.65517807006836
2010-04-16,43.90904235839844
2010-04-19,45.11492156982422
2010-04-20,44.9189453125
2010-04-21,43.73568344116211
2010-04-22,43.7281608581543
2010-04-23,43.584964752197266
2010-04-26,43.260894775390625
2010-04-27,42.46952438354492
2010-04-28,42.72576904296875
2010-04-29,43.14781188964844
2010-04-30,43.08000183105469
2010-05-03,42.76345443725586
2010-05-04,42.190650939941406
2010-05-05,42.6504020690918
2010-05-06,41.504817962646484
2010-05-07,41.07522964477539
2010-05-10,41.399314880371094
2010-05-11,41.36915969848633
2010-05-12,41.745994567871094
2010-05-13,41.640480041503906
2010-05-14,41.4294548034668
2010-05-17,41.1958122253418
2010-05-18,40.924476623535156
2010-05-19,40.916961669921875
2010-05-20,39.34930419921875
2010-05-21,39.37944793701172
2010-05-24,39.07046127319336
2010-05-25,38.799129486083984
2010-05-26,38.995079040527344
2010-05-27,39.846744537353516
2010-05-28,39.75629806518555
2010-06-01,38.84434509277344
2010-06-02,39.5980339050293
2010-06-03,39.89196014404297
2010-06-04,38.83680725097656
2010-06-07,39.04784393310547
2010-06-08,39.055381774902344
2010-06-09,39.06291961669922
2010-06-10,39.628170013427734
2010-06-11,39.77136993408203
2010-06-14,39.87688064575195
2010-06-15,40.464744567871094
2010-06-16,40.434600830078125
2010-06-17,40.26125717163086
2010-06-18,40.01253890991211
2010-06-21,40.01253890991211
2010-06-22,39.29655838012695
2010-06-23,38.88204574584961
2010-06-24,38.120819091796875
2010-06-25,38.24141311645508
2010-06-28,38.4976692199707
2010-06-29,37.721370697021484
2010-06-30,37.51035690307617
2010-07-01,37.23849105834961
2010-07-02,37.155418395996094
2010-07-06,36.93639373779297
2010-07-07,37.58586502075195
2010-07-08,37.6689453125
2010-07-09,37.55567169189453
2010-07-12,37.35930633544922
2010-07-13,38.14470672607422
2010-07-14,38.212669372558594
2010-07-15,38.288177490234375
2010-07-16,37.223384857177734
2010-07-19,37.32155227661133
2010-07-20,37.721805572509766
2010-07-21,35.26742935180664
2010-07-22,33.651309967041016
2010-07-23,33.76459503173828
2010-07-26,34.4744758605957
2010-07-27,34.867183685302734
2010-07-28,35.07109069824219
2010-07-29,34.9729118347168
2010-07-30,35.4864387512207
2010-08-02,36.33980178833008
2010-08-03,35.84890365600586
2010-08-04,36.46061706542969
2010-08-05,36.40021896362305
2010-08-06,36.33224868774414
2010-08-09,36.5361442565918
2010-08-10,36.853328704833984
2010-08-11,35.75075149536133
2010-08-12,35.803611755371094
2010-08-13,35.7658576965332
2010-08-16,35.55440902709961
2010-08-17,36.022621154785156
2010-08-18,35.962196350097656
2010-08-19,34.93514633178711
2010-08-20,35.025779724121094
2010-08-23,34.882286071777344
2010-08-24,34.07421875
2010-08-25,34.27058029174805
2010-08-26,33.78725051879883
2010-08-27,33.71929168701172
2010-08-30,33.477630615234375
2010-08-31,32.8508186340332
2010-09-01,33.923187255859375
2010-09-02,33.98360824584961
2010-09-03,34.6859245300293
2010-09-07,34.39139938354492
2010-09-08,34.32343673706055
2010-09-09,35.199466705322266
2010-09-10,36.05282974243164
2010-09-13,35.50909423828125
2010-09-14,35.85647201538086
2010-09-15,36.57391357421875
2010-09-16,36.0981330871582
2010-09-17,36.453086853027344
2010-09-20,37.540565490722656
2010-09-21,37.049678802490234
2010-09-22,36.95151901245117
2010-09-23,36.83823013305664
2010-09-24,37.11008834838867
2010-09-27,36.72494125366211
2010-09-28,37.61608123779297
2010-09-29,37.47257614135742
2010-09-30,38.19147491455078
2010-10-01,37.9341926574707
2010-10-04,37.44232177734375
2010-10-05,38.335243225097656
2010-10-06,38.30498504638672
2010-10-07,38.009857177734375
2010-10-08,38.15363693237305
2010-10-11,38.19147491455078
2010-10-12,38.28984451293945
2010-10-13,38.30498504638672
2010-10-14,37.8130989074707
2010-10-15,38.09309387207031
2010-10-18,39.02385330200195
2010-10-19,37.89634704589844
2010-10-20,36.163475036621094
2010-10-21,36.163475036621094
2010-10-22,37.10179138183594
2010-10-25,37.38933563232422
2010-10-26,37.487701416015625
2010-10-27,37.419620513916016
2010-10-28,36.97316360473633
2010-10-29,37.18503189086914
2010-11-01,37.35908126831055
2010-11-02,38.12335968017578
2010-11-03,38.47145080566406
2010-11-04,39.008697509765625
2010-11-05,39.364383697509766
2010-11-08,39.48544692993164
2010-11-09,39.30384063720703
2010-11-10,39.30384063720703
