Date,AHR
2024-02-07,12.347601890563965
2024-02-08,12.198161125183105
2024-02-09,12.254199981689453
2024-02-12,12.282220840454102
2024-02-13,12.469023704528809
2024-02-14,12.851967811584473
2024-02-15,12.739887237548828
2024-02-16,12.954708099365234
2024-02-20,12.525063514709473
2024-02-21,12.515724182128906
2024-02-22,12.655824661254883
2024-02-23,12.702526092529297
2024-02-26,12.384963989257812
2024-02-27,12.655824661254883
2024-02-28,12.739887237548828
2024-02-29,12.767905235290527
2024-03-01,12.777246475219727
2024-03-04,12.842626571655273
2024-03-05,12.879987716674805
2024-03-06,12.842626571655273
2024-03-07,12.889327049255371
2024-03-08,12.89866828918457
2024-03-11,12.936027526855469
2024-03-12,12.908008575439453
2024-03-13,12.851967811584473
2024-03-14,12.889327049255371
2024-03-15,12.693185806274414
2024-03-18,12.91734790802002
2024-03-19,12.982728958129883
2024-03-20,13.11349105834961
2024-03-21,13.244251251220703
2024-03-22,13.010749816894531
2024-03-25,13.608514785766602
2024-03-26,13.533792495727539
2024-03-27,13.647842407226562
2024-03-28,14.018502235412598
2024-04-01,13.771394729614258
2024-04-02,13.400737762451172
2024-04-03,13.286687850952148
2024-04-04,13.134622573852539
2024-04-05,12.944541931152344
2024-04-08,12.954046249389648
2024-04-09,13.106110572814941
2024-04-10,12.526363372802734
2024-04-11,12.602396011352539
2024-04-12,12.954046249389648
2024-04-15,12.592891693115234
2024-04-16,12.355289459228516
2024-04-17,12.36479377746582
2024-04-18,12.754460334777832
2024-04-19,12.554875373840332
2024-04-22,12.592891693115234
2024-04-23,12.944541931152344
2024-04-24,13.011070251464844
2024-04-25,13.011070251464844
2024-04-26,13.001565933227539
2024-04-29,13.18214225769043
2024-04-30,13.04908561706543
2024-05-01,13.19164752960205
2024-05-02,13.27718448638916
2024-05-03,13.04908561706543
2024-05-06,13.305696487426758
2024-05-07,13.296192169189453
2024-05-08,13.096606254577637
2024-05-09,13.353218078613281
2024-05-10,13.315199851989746
2024-05-13,13.39123249053955
2024-05-14,13.305696487426758
2024-05-15,13.82841968536377
2024-05-16,13.619329452514648
2024-05-17,13.780900001525879
2024-05-20,13.704866409301758
2024-05-21,13.495776176452637
2024-05-22,13.400737762451172
2024-05-23,13.163135528564453
2024-05-24,13.305696487426758
2024-05-28,13.372223854064941
2024-05-29,13.372223854064941
2024-05-30,13.600322723388672
2024-05-31,13.932965278625488
2024-06-03,14.03750991821289
2024-06-04,14.1895751953125
2024-06-05,14.075525283813477
2024-06-06,13.96147632598877
2024-06-07,13.89494800567627
2024-06-10,14.10403823852539
2024-06-11,14.180070877075195
2024-06-12,14.142054557800293
2024-06-13,14.113542556762695
2024-06-14,13.989989280700684
2024-06-17,14.094533920288086
2024-06-18,13.942468643188477
2024-06-20,13.818914413452148
2024-06-21,14.1895751953125
2024-06-24,14.16106128692627
2024-06-25,14.02800464630127
2024-06-26,14.17056655883789
2024-06-27,13.996575355529785
2024-06-28,14.122235298156738
2024-07-01,14.267227172851562
2024-07-02,14.624876022338867
2024-07-03,14.711870193481445
2024-07-05,14.85686206817627
2024-07-08,14.972855567932129
2024-07-09,14.9148588180542
2024-07-10,15.00185489654541
2024-07-11,15.456162452697754
2024-07-12,15.465829849243164
2024-07-15,15.70748233795166
2024-07-16,16.07479476928711
2024-07-17,15.82347583770752
2024-07-18,15.765480995178223
2024-07-19,15.910470962524414
2024-07-22,16.045799255371094
2024-07-23,16.045799255371094
2024-07-24,15.900806427001953
2024-07-25,15.96846866607666
2024-07-26,16.06513023376465
2024-07-29,15.939469337463379
2024-07-30,15.862141609191895
2024-07-31,15.407832145690918
2024-08-01,15.533492088317871
2024-08-02,15.601155281066895
2024-08-05,15.146846771240234
2024-08-06,16.113460540771484
2024-08-07,15.881474494934082
2024-08-08,16.15212631225586
2024-08-09,16.16179084777832
2024-08-12,16.56777000427246
2024-08-13,17.080076217651367
2024-08-14,17.447389602661133
2024-08-15,18.0756893157959
2024-08-16,18.375337600708008
2024-08-19,18.539663314819336
2024-08-20,19.02297019958496
2024-08-21,19.090635299682617
2024-08-22,19.60293960571289
2024-08-23,20.308565139770508
2024-08-26,20.443891525268555
2024-08-27,20.231237411499023
2024-08-28,20.289236068725586
2024-08-29,19.931589126586914
2024-08-30,20.231237411499023
2024-09-03,20.385896682739258
2024-09-04,21.07219123840332
2024-09-05,21.352510452270508
2024-09-06,21.313846588134766
2024-09-09,21.65216064453125
2024-09-10,22.164466857910156
2024-09-11,22.10647201538086
2024-09-12,22.89909553527832
2024-09-13,23.759380340576172
2024-09-16,23.566059112548828
2024-09-17,23.498394012451172
2024-09-18,23.711050033569336
2024-09-19,24.561670303344727
2024-09-20,25.069303512573242
2024-09-23,25.410982131958008
2024-09-24,25.57693862915039
2024-09-25,25.820993423461914
2024-09-26,25.53788948059082
2024-09-27,25.49884033203125
2024-09-30,25.47931671142578
2024-10-01,24.776437759399414
2024-10-02,24.48357391357422
2024-10-03,24.47381019592285
2024-10-04,24.454286575317383
2024-10-07,24.34690284729004
2024-10-08,24.24928092956543
2024-10-09,23.800220489501953
2024-10-10,23.624502182006836
2024-10-11,23.99546241760254
2024-10-14,24.11260986328125
2024-10-15,24.337141036987305
2024-10-16,24.80572509765625
2024-10-17,24.48357391357422
2024-10-18,24.61048126220703
2024-10-21,24.005226135253906
2024-10-22,24.2980899810791
2024-10-23,25.079065322875977
2024-10-24,25.274311065673828
2024-10-25,25.25478744506836
2024-10-28,25.3426456451416
2024-10-29,25.73313331604004
2024-10-30,26.338388442993164
