Date,AHR
2024-10-31,25.967426300048828
2024-11-01,25.547653198242188
2024-11-04,25.059541702270508
2024-11-05,25.196212768554688
2024-11-06,24.55190658569336
2024-11-07,25.684324264526367
2024-11-08,25.45979118347168
2024-11-11,25.84051513671875
2024-11-12,25.293834686279297
2024-11-13,26.162668228149414
2024-11-14,25.59646224975586
2024-11-15,26.533632278442383
2024-11-18,26.797212600708008
2024-11-19,27.43175506591797
2024-11-20,27.00221824645996
2024-11-21,27.675809860229492
2024-11-22,27.900339126586914
2024-11-25,28.27130126953125
2024-11-26,28.66179084777832
2024-11-27,28.866796493530273
2024-11-29,29.10108757019043
2024-12-02,28.27130126953125
2024-12-03,28.212730407714844
2024-12-04,28.037010192871094
2024-12-05,28.144393920898438
2024-12-06,27.871051788330078
2024-12-09,27.529376983642578
2024-12-10,27.19746208190918
2024-12-11,27.402469635009766
2024-12-12,27.666048049926758
2024-12-13,27.79295539855957
2024-12-16,27.500089645385742
2024-12-17,27.675809860229492
2024-12-18,26.7288761138916
2024-12-19,26.56291961669922
2024-12-20,27.090078353881836
2024-12-23,27.43175506591797
2024-12-24,27.841766357421875
2024-12-26,27.94915008544922
2024-12-27,27.802717208862305
2024-12-30,27.656286239624023
2024-12-31,27.991153717041016
2025-01-02,27.33126449584961
2025-01-03,27.74492645263672
2025-01-06,27.33126449584961
2025-01-07,27.23277473449707
2025-01-08,27.90251350402832
2025-01-10,26.809261322021484
2025-01-13,26.72062110900879
2025-01-14,26.957000732421875
2025-01-15,27.498699188232422
2025-01-16,28.266929626464844
2025-01-17,27.479001998901367
2025-01-21,27.508548736572266
2025-01-22,27.823719024658203
2025-01-23,28.276777267456055
2025-01-24,28.463912963867188
2025-01-27,28.946517944335938
2025-01-28,29.18289566040039
2025-01-29,28.020702362060547
2025-01-30,28.355571746826172
2025-01-31,27.863117218017578
2025-02-03,28.424516677856445
2025-02-04,28.188138961791992
2025-02-05,28.89727210998535
2025-02-06,28.95636749267578
2025-02-07,28.85787582397461
2025-02-10,28.069948196411133
2025-02-11,27.203227996826172
2025-02-12,27.045639038085938
2025-02-13,27.981306076049805
2025-02-14,27.71537971496582
2025-02-18,27.607040405273438
2025-02-19,27.23277473449707
2025-02-20,27.44945526123047
2025-02-21,26.897903442382812
2025-02-24,27.33126449584961
2025-02-25,28.43436622619629
2025-02-26,29.27153778076172
2025-02-27,29.724597930908203
2025-02-28,29.340482711791992
2025-03-03,29.98067283630371
2025-03-04,30.079166412353516
2025-03-05,29.921579360961914
2025-03-06,28.582101821899414
2025-03-07,28.47376251220703
2025-03-10,27.538095474243164
2025-03-11,28.306325912475586
2025-03-12,28.168439865112305
2025-03-13,28.454063415527344
2025-03-14,29.045007705688477
2025-03-17,29.27153778076172
2025-03-18,28.95636749267578
2025-03-19,29.68520164489746
2025-03-20,29.389728546142578
2025-03-21,29.163198471069336
2025-03-24,29.990522384643555
2025-03-25,29.85263442993164
2025-03-26,29.389728546142578
2025-03-27,29.478370666503906
2025-03-28,29.9708251953125
2025-03-31,30.089990615844727
2025-04-01,30.566665649414062
2025-04-02,30.576597213745117
2025-04-03,30.189298629760742
2025-04-04,28.302467346191406
2025-04-07,27.557666778564453
2025-04-08,27.130645751953125
2025-04-09,28.888378143310547
2025-04-10,28.759279251098633
2025-04-11,29.06713104248047
2025-04-14,29.71262550354004
2025-04-15,30.129714965820312
2025-04-16,30.109853744506836
2025-04-17,30.397844314575195
2025-04-21,29.374982833862305
2025-04-22,29.960893630981445
2025-04-23,30.199230194091797
2025-04-24,30.864585876464844
2025-04-25,30.894378662109375
2025-04-28,31.371051788330078
2025-04-29,31.728557586669922
2025-04-30,32.05626678466797
2025-05-01,31.58952522277832
2025-05-02,32.324398040771484
2025-05-05,32.185367584228516
2025-05-06,32.304534912109375
2025-05-07,32.43363571166992
2025-05-08,31.986753463745117
2025-05-09,34.68790054321289
2025-05-12,34.509151458740234
2025-05-13,34.389984130859375
2025-05-14,33.95302963256836
2025-05-15,34.73755645751953
2025-05-16,35.26388168334961
2025-05-19,35.00568389892578
2025-05-20,35.03547668457031
2025-05-21,33.93316650390625
2025-05-22,33.74448776245117
2025-05-23,34.092063903808594
2025-05-27,34.72762680053711
2025-05-28,34.469425201416016
2025-05-29,34.59852600097656
2025-05-30,34.69783020019531
2025-06-02,34.80706787109375
2025-06-03,34.24102020263672
2025-06-04,34.389984130859375
2025-06-05,34.72762680053711
2025-06-06,35.23408889770508
2025-06-09,34.956031799316406
2025-06-10,35.00568389892578
2025-06-11,35.651180267333984
2025-06-12,35.45256423950195
2025-06-13,35.15464782714844
2025-06-16,34.956031799316406
2025-06-17,35.214229583740234
2025-06-18,35.49229049682617
2025-06-20,35.62138748168945
2025-06-23,36.366188049316406
2025-06-24,36.1477165222168
2025-06-25,35.90937805175781
2025-06-26,35.90937805175781
2025-06-27,35.81999969482422
2025-06-30,36.7400016784668
2025-07-01,36.220001220703125
2025-07-02,36.36000061035156
2025-07-03,37.06999969482422
2025-07-07,36.81999969482422
2025-07-08,35.70000076293945
2025-07-09,36.040000915527344
2025-07-10,36.209999084472656
2025-07-11,36.650001525878906
2025-07-14,37.59000015258789
2025-07-15,37.09000015258789
2025-07-16,37.33000183105469
2025-07-17,37.2599983215332
2025-07-18,37.83000183105469
2025-07-21,37.849998474121094
2025-07-22,37.88999938964844
2025-07-23,38.099998474121094
2025-07-24,37.86000061035156
2025-07-25,37.349998474121094
2025-07-28,37.0099983215332
2025-07-29,38.06999969482422
2025-07-30,38.0099983215332
2025-07-31,38.63999938964844
2025-08-01,38.88999938964844
2025-08-04,39.7400016784668
2025-08-05,40.060001373291016
2025-08-06,39.650001525878906
2025-08-07,39.86000061035156
2025-08-08,40.5099983215332
2025-08-11,40.380001068115234
2025-08-12,40.540000915527344
2025-08-13,40.650001525878906
2025-08-14,40.38999938964844
2025-08-15,40.45000076293945
2025-08-18,40.880001068115234
2025-08-19,40.869998931884766
2025-08-20,41.72999954223633
2025-08-21,42.47999954223633
2025-08-22,42.470001220703125
2025-08-25,42.5
2025-08-26,42.540000915527344
2025-08-27,42.72999954223633
2025-08-28,42.720001220703125
2025-08-29,42.790000915527344
2025-09-02,41.9900016784668
2025-09-03,41.9900016784668
2025-09-04,42.720001220703125
2025-09-05,42.72999954223633
2025-09-08,42.779998779296875
2025-09-09,42.93000030517578
2025-09-10,43.15999984741211
2025-09-11,42.72999954223633
2025-09-12,42.66999816894531
2025-09-15,42.77000045776367
2025-09-16,42.290000915527344
2025-09-17,42.040000915527344
2025-09-18,42.63999938964844
2025-09-19,42.220001220703125
