Date,SFNC
2010-01-04,8.77949333190918
2010-01-05,8.593633651733398
2010-01-06,8.436125755310059
2010-01-07,8.56843090057373
2010-01-08,8.628283500671387
2010-01-11,8.65978717803955
2010-01-12,8.650333404541016
2010-01-13,8.678685188293457
2010-01-14,8.650333404541016
2010-01-15,8.694437980651855
2010-01-19,8.804694175720215
2010-01-20,8.773191452026367
2010-01-21,8.599931716918945
2010-01-22,8.46762752532959
2010-01-25,8.653482437133789
2010-01-26,8.429825782775879
2010-01-27,8.640884399414062
2010-01-28,8.464473724365234
2010-01-29,8.455024719238281
2010-02-01,8.436125755310059
2010-02-02,8.297515869140625
2010-02-03,8.2943696975708
2010-02-04,8.12425708770752
2010-02-05,8.180963516235352
2010-02-08,7.966752529144287
2010-02-09,7.957301616668701
2010-02-10,8.11480712890625
2010-02-11,8.199864387512207
2010-02-12,8.14946174621582
2010-02-16,8.243961334228516
2010-02-17,8.344771385192871
2010-02-18,8.436125755310059
2010-02-19,8.414074897766113
2010-02-22,8.451874732971191
2010-02-23,8.429825782775879
2010-02-24,8.546380996704102
2010-02-25,8.505425453186035
2010-02-26,8.366822242736816
2010-03-01,8.39517593383789
2010-03-02,8.521178245544434
2010-03-03,8.455024719238281
2010-03-04,8.486528396606445
2010-03-05,8.599931716918945
2010-03-08,8.590481758117676
2010-03-09,8.451874732971191
2010-03-10,8.571579933166504
2010-03-11,8.54302978515625
2010-03-12,8.555719375610352
2010-03-15,8.644545555114746
2010-03-16,8.603307723999023
2010-03-17,8.682610511779785
2010-03-18,8.64771842956543
2010-03-19,8.577924728393555
2010-03-22,8.714332580566406
2010-03-23,8.746060371398926
2010-03-24,8.603307723999023
2010-03-25,8.552545547485352
2010-03-26,8.679439544677734
2010-03-29,8.644545555114746
2010-03-30,8.790468215942383
2010-03-31,8.746060371398926
2010-04-01,8.755577087402344
2010-04-05,8.815850257873535
2010-04-06,8.869778633117676
2010-04-07,8.898329734802246
2010-04-08,8.936399459838867
2010-04-09,8.79998779296875
2010-04-12,8.803155899047852
2010-04-13,8.803155899047852
2010-04-14,8.882467269897461
2010-04-15,8.882467269897461
2010-04-16,8.815850257873535
2010-04-19,8.945914268493652
2010-04-20,8.964945793151855
2010-04-21,9.117219924926758
2010-04-22,9.114044189453125
2010-04-23,9.117219924926758
2010-04-26,9.079148292541504
2010-04-27,8.822196960449219
2010-04-28,8.787301063537598
2010-04-29,9.107701301574707
2010-04-30,8.907851219177246
2010-05-03,9.139427185058594
2010-05-04,8.939568519592285
2010-05-05,8.898329734802246
2010-05-06,8.828537940979004
2010-05-07,8.904674530029297
2010-05-10,9.129905700683594
2010-05-11,9.275834083557129
2010-05-12,9.329761505126953
2010-05-13,9.237767219543457
2010-05-14,9.101356506347656
2010-05-17,9.199698448181152
2010-05-18,9.041081428527832
2010-05-19,9.018876075744629
2010-05-20,8.482757568359375
2010-05-21,8.568410873413086
2010-05-24,8.324142456054688
2010-05-25,8.197245597839355
2010-05-26,8.238489151000977
2010-05-27,8.441515922546387
2010-05-28,8.362210273742676
2010-06-01,8.248006820678711
2010-06-02,8.568410873413086
2010-06-03,8.660406112670898
2010-06-04,8.270209312438965
2010-06-07,8.340003967285156
2010-06-08,8.279728889465332
2010-06-09,8.152836799621582
2010-06-10,8.362210273742676
2010-06-11,8.384575843811035
2010-06-14,8.442091941833496
2010-06-15,8.573101997375488
2010-06-16,8.611445426940918
2010-06-17,8.630620002746582
2010-06-18,8.729670524597168
2010-06-21,8.697718620300293
2010-06-22,8.486824035644531
2010-06-23,8.48043441772461
2010-06-24,8.438899993896484
2010-06-25,8.557124137878418
2010-06-28,8.496414184570312
2010-06-29,8.435700416564941
2010-06-30,8.39096736907959
2010-07-01,8.4580717086792
2010-07-02,8.25676155090332
2010-07-06,8.343036651611328
2010-07-07,8.490021705627441
2010-07-08,8.608250617980957
2010-07-09,8.748847007751465
2010-07-12,8.624228477478027
2010-07-13,8.943761825561523
2010-07-14,8.83831787109375
2010-07-15,8.76482105255127
2010-07-16,8.333450317382812
2010-07-19,8.362210273742676
2010-07-20,8.490021705627441
2010-07-21,8.275936126708984
2010-07-22,8.617837905883789
2010-07-23,8.83512020111084
2010-07-26,8.927783012390137
2010-07-27,8.857489585876465
2010-07-28,8.589077949523926
2010-07-29,8.56351375579834
2010-07-30,8.41972541809082
2010-08-02,8.611445426940918
2010-08-03,8.521978378295898
2010-08-04,8.665764808654785
2010-08-05,8.51558780670166
2010-08-06,8.387773513793945
2010-08-09,8.560320854187012
2010-08-10,8.371796607971191
2010-08-11,8.036282539367676
2010-08-12,8.013915061950684
2010-08-13,7.841368198394775
2010-08-16,7.946813583374023
2010-08-17,8.106581687927246
2010-08-18,8.14812183380127
2010-08-19,8.020306587219238
2010-08-20,8.068236351013184
2010-08-23,7.9883527755737305
2010-08-24,8.061847686767578
2010-08-25,8.218419075012207
2010-08-26,8.160905838012695
2010-08-27,8.400551795959473
2010-08-30,8.167293548583984
2010-08-31,8.109774589538574
2010-09-01,8.400551795959473
2010-09-02,8.4580717086792
2010-09-03,8.531560897827148
2010-09-07,8.451678276062012
2010-09-08,8.521978378295898
2010-09-09,8.592272758483887
2010-09-10,8.652985572814941
2010-09-13,8.9940824508667
2010-09-14,9.019827842712402
2010-09-15,9.126019477844238
2010-09-16,9.006957054138184
2010-09-17,9.045571327209473
2010-09-20,9.245080947875977
2010-09-21,9.1453275680542
2010-09-22,9.042350769042969
2010-09-23,8.974777221679688
2010-09-24,9.32231330871582
2010-09-27,9.039135932922363
2010-09-28,9.164634704589844
2010-09-29,9.119584083557129
2010-09-30,9.097057342529297
2010-10-01,9.109930992126465
2010-10-04,8.916854858398438
2010-10-05,9.23221206665039
2010-10-06,9.200030326843262
2010-10-07,9.142110824584961
2010-10-08,9.177506446838379
2010-10-11,9.071314811706543
2010-10-12,9.074533462524414
2010-10-13,9.222556114196777
2010-10-14,9.299782752990723
2010-10-15,9.187158584594727
2010-10-18,9.383456230163574
2010-10-19,9.225775718688965
2010-10-20,9.383456230163574
2010-10-21,9.286916732788086
2010-10-22,9.228991508483887
2010-10-25,9.261173248291016
2010-10-26,9.116362571716309
2010-10-27,8.952250480651855
2010-10-28,8.829968452453613
2010-10-29,8.768828392028809
2010-11-01,8.730213165283203
2010-11-02,9.026265144348145
2010-11-03,9.1002779006958
2010-11-04,9.328746795654297
2010-11-05,9.309439659118652
2010-11-08,9.293351173400879
2010-11-09,9.087406158447266
2010-11-10,9.32231330871582
2010-11-11,9.315877914428711
2010-11-12,9.154982566833496
2010-11-15,9.190375328063965
2010-11-16,9.035920143127441
2010-11-17,8.968338966369629
2010-11-18,9.183939933776855
2010-11-19,9.193594932556152
2010-11-22,9.126019477844238
2010-11-23,9.129237174987793
2010-11-24,9.38023567199707
2010-11-26,9.331968307495117
2010-11-29,9.351272583007812
2010-11-30,9.348054885864258
2010-12-01,9.489645004272461
2010-12-02,9.492865562438965
2010-12-03,9.405977249145508
2010-12-06,9.399544715881348
2010-12-07,9.402755737304688
2010-12-08,9.351272583007812
2010-12-09,9.383456230163574
2010-12-10,9.473556518554688
2010-12-13,9.463833808898926
2010-12-14,9.467076301574707
2010-12-15,9.340764045715332
2010-12-16,9.454121589660645
2010-12-17,9.470314979553223
2010-12-20,9.382868766784668
2010-12-21,9.531855583190918
2010-12-22,9.641974449157715
2010-12-23,9.622539520263672
2010-12-27,9.72618293762207
2010-12-28,9.603108406066895
2010-12-29,9.593388557434082
2010-12-30,9.52861499786377
2010-12-31,9.230644226074219
2011-01-03,9.693792343139648
2011-01-04,9.564241409301758
2011-01-05,9.671122550964355
2011-01-06,9.544809341430664
2011-01-07,9.350475311279297
2011-01-10,9.437926292419434
2011-01-11,9.408777236938477
2011-01-12,9.457359313964844
2011-01-13,9.344001770019531
2011-01-14,9.473554611206055
2011-01-18,9.412015914916992
2011-01-19,9.292181968688965
2011-01-20,9.207971572875977
2011-01-21,9.091373443603516
2011-01-24,9.227402687072754
2011-01-25,9.272747039794922
2011-01-26,9.373151779174805
2011-01-27,9.39582347869873
2011-01-28,9.16586685180664
2011-01-31,8.984491348266602
2011-02-01,9.175580024719238
2011-02-02,9.06546401977539
2011-02-03,9.182063102722168
2011-02-04,9.078417778015137
2011-02-07,9.188538551330566
2011-02-08,9.172345161437988
2011-02-09,9.05574893951416
2011-02-10,9.091373443603516
2011-02-11,9.263032913208008
2011-02-14,9.224165916442871
2011-02-15,9.068702697753906
2011-02-16,9.0848970413208
2011-02-17,9.0848970413208
2011-02-18,9.146435737609863
2011-02-22,8.906760215759277
2011-02-23,8.61850357055664
2011-02-24,8.744818687438965
2011-02-25,9.19825267791748
2011-02-28,9.321331024169922
2011-03-01,9.191778182983398
2011-03-02,8.99744701385498
2011-03-03,9.18529987335205
2011-03-04,9.191778182983398
2011-03-07,9.052505493164062
2011-03-08,9.217687606811523
2011-03-09,9.233882904052734
2011-03-10,9.042791366577148
2011-03-11,8.967791557312012
2011-03-14,8.869956970214844
2011-03-15,8.814523696899414
2011-03-16,8.693865776062012
2011-03-17,8.693865776062012
2011-03-18,8.860177040100098
2011-03-21,8.967791557312012
2011-03-22,8.886260986328125
2011-03-23,9.033011436462402
2011-03-24,8.987353324890137
2011-03-25,8.837348937988281
2011-03-28,8.710168838500977
2011-03-29,8.762343406677246
2011-03-30,8.85038948059082
2011-03-31,8.834086418151855
2011-04-01,8.77212905883789
2011-04-04,8.84061050415039
2011-04-05,8.886260986328125
2011-04-06,8.837348937988281
2011-04-07,8.791694641113281
2011-04-08,8.723210334777832
2011-04-11,8.628641128540039
2011-04-12,8.596034049987793
2011-04-13,8.472112655639648
2011-04-14,8.498204231262207
2011-04-15,8.625382423400879
2011-04-18,8.48189926147461
2011-04-19,8.348196029663086
2011-04-20,8.413413047790527
2011-04-21,8.36776065826416
2011-04-25,8.322110176086426
2011-04-26,8.403630256652832
2011-04-27,8.459067344665527
2011-04-28,8.527552604675293
2011-04-29,8.605813026428223
2011-05-02,8.400371551513672
2011-05-03,8.507981300354004
2011-05-04,8.357976913452148
2011-05-05,8.446026802062988
2011-05-06,8.442764282226562
2011-05-09,8.47863483428955
2011-05-10,8.680815696716309
2011-05-11,8.419937133789062
2011-05-12,8.579727172851562
2011-05-13,8.374282836914062
2011-05-16,8.292755126953125
2011-05-17,8.419937133789062
2011-05-18,8.504725456237793
2011-05-19,8.43950366973877
2011-05-20,8.384064674377441
2011-05-23,8.23731803894043
2011-05-24,8.165578842163086
2011-05-25,8.204715728759766
2011-05-26,8.279714584350586
2011-05-27,8.354718208312988
2011-05-31,8.524288177490234
2011-06-01,8.263408660888672
2011-06-02,8.286238670349121
2011-06-03,8.149273872375488
2011-06-06,8.159059524536133
2011-06-07,8.064488410949707
2011-06-08,8.064488410949707
2011-06-09,8.110138893127441
2011-06-10,7.950350761413574
2011-06-13,8.016082763671875
2011-06-14,8.085102081298828
2011-06-15,7.9799323081970215
2011-06-16,8.200136184692383
