Date,GDEN
2010-01-04,4.120006084442139
2010-01-05,4.009507656097412
2010-01-06,3.9779367446899414
2010-01-07,4.056864261627197
2010-01-08,3.9937217235565186
2010-01-11,3.9937217235565186
2010-01-12,3.914795398712158
2010-01-13,4.120006084442139
2010-01-14,4.230504512786865
2010-01-15,4.009507656097412
2010-01-19,3.9621520042419434
2010-01-20,3.9305801391601562
2010-01-21,3.7569406032562256
2010-01-22,3.7253689765930176
2010-01-25,3.7253689765930176
2010-01-26,3.693798542022705
2010-01-27,3.77272629737854
2010-01-28,3.551729202270508
2010-01-29,3.9305801391601562
2010-02-01,4.198934078216553
2010-02-02,4.34100341796875
2010-02-03,4.293645858764648
2010-02-04,3.7095839977264404
2010-02-05,3.77272629737854
2010-02-08,3.614871025085449
2010-02-09,3.6780128479003906
2010-02-10,3.614871025085449
2010-02-11,3.6780128479003906
2010-02-12,3.551729202270508
2010-02-16,3.614871025085449
2010-02-17,3.693798542022705
2010-02-18,3.6306569576263428
2010-02-19,3.662227153778076
2010-02-22,3.5833003520965576
2010-02-23,3.520158290863037
2010-02-24,3.4885873794555664
2010-02-25,3.520158290863037
2010-02-26,3.47280216217041
2010-03-01,3.5833003520965576
2010-03-02,3.8042969703674316
2010-03-03,3.662227153778076
2010-03-04,3.6780128479003906
2010-03-05,3.9937217235565186
2010-03-08,4.262075901031494
2010-03-09,4.3883585929870605
2010-03-10,4.577785015106201
2010-03-11,4.577785015106201
2010-03-12,4.18314790725708
2010-03-15,4.419930458068848
2010-03-16,4.3725738525390625
2010-03-17,4.27786111831665
2010-03-18,3.9937217235565186
2010-03-19,3.94636607170105
2010-03-22,3.94636607170105
2010-03-23,3.94636607170105
2010-03-24,3.7569406032562256
2010-03-25,3.7253689765930176
2010-03-26,3.7095839977264404
2010-03-29,3.662227153778076
2010-03-30,3.693798542022705
2010-03-31,3.6306569576263428
2010-04-01,3.599085807800293
2010-04-05,3.6306569576263428
2010-04-06,3.6306569576263428
2010-04-07,3.599085807800293
2010-04-08,3.614871025085449
2010-04-09,3.5675148963928223
2010-04-12,3.50437331199646
2010-04-13,3.4096603393554688
2010-04-14,3.3623039722442627
2010-04-15,3.3623039722442627
2010-04-16,3.2202346324920654
2010-04-19,3.3149471282958984
2010-04-20,3.4096603393554688
2010-04-21,3.378089666366577
2010-04-22,3.299161911010742
2010-04-23,3.3938748836517334
2010-04-26,3.425446033477783
2010-04-27,3.4096603393554688
2010-04-28,3.457016706466675
2010-04-29,3.5359439849853516
2010-04-30,3.551729202270508
2010-05-03,3.4412312507629395
2010-05-04,3.3465182781219482
2010-05-05,3.236020088195801
2010-05-06,3.078165292739868
2010-05-07,3.109736442565918
2010-05-10,3.1413073539733887
2010-05-11,3.1255218982696533
2010-05-12,3.2833762168884277
2010-05-13,3.1886637210845947
2010-05-14,3.030809164047241
2010-05-17,2.9676671028137207
2010-05-18,3.1886637210845947
2010-05-19,3.030809164047241
2010-05-20,3.1413073539733887
2010-05-21,3.062380313873291
2010-05-24,3.0465943813323975
2010-05-25,2.762456178665161
2010-05-26,2.620387315750122
2010-05-27,2.93609619140625
2010-05-28,2.809812545776367
2010-06-01,2.667743444442749
2010-06-02,2.7308850288391113
2010-06-03,2.762456178665161
2010-06-04,2.573030471801758
2010-06-07,2.2888925075531006
2010-06-08,2.1626083850860596
2010-06-09,2.004753828048706
2010-06-10,2.320463180541992
2010-06-11,2.6046013832092285
2010-06-14,2.6993141174316406
2010-06-15,2.7308850288391113
2010-06-16,2.6993141174316406
2010-06-17,2.6835289001464844
2010-06-18,2.6835289001464844
2010-06-21,2.667743444442749
2010-06-22,2.4941036701202393
2010-06-23,2.620387315750122
2010-06-24,2.620387315750122
2010-06-25,2.5572450160980225
2010-06-28,2.6046013832092285
2010-06-29,2.620387315750122
2010-06-30,2.4151761531829834
2010-07-01,2.2888925075531006
2010-07-02,2.1626083850860596
2010-07-06,2.146822929382324
2010-07-07,2.052110195159912
2010-07-08,2.052110195159912
2010-07-09,2.083681583404541
2010-07-12,2.1626083850860596
2010-07-13,2.446746826171875
2010-07-14,3.8832240104675293
2010-07-15,3.4096603393554688
2010-07-16,3.3623039722442627
2010-07-19,3.378089666366577
2010-07-20,3.425446033477783
2010-07-21,3.4412312507629395
2010-07-22,3.50437331199646
2010-07-23,3.7885119915008545
2010-07-26,3.867438793182373
2010-07-27,3.741154909133911
2010-07-28,3.662227153778076
2010-07-29,3.9305801391601562
2010-07-30,3.9779367446899414
2010-08-02,3.94636607170105
2010-08-03,3.8358676433563232
2010-08-04,3.5675148963928223
2010-08-05,3.599085807800293
2010-08-06,3.6306569576263428
2010-08-09,3.457016706466675
2010-08-10,3.2202346324920654
2010-08-11,3.1886637210845947
2010-08-12,3.0939512252807617
2010-08-13,3.0939512252807617
2010-08-16,2.8729546070098877
2010-08-17,3.078165292739868
2010-08-18,3.1728780269622803
2010-08-19,3.1413073539733887
2010-08-20,3.299161911010742
2010-08-23,3.109736442565918
2010-08-24,2.9992384910583496
2010-08-25,2.9992384910583496
2010-08-26,2.9518816471099854
2010-08-27,3.078165292739868
2010-08-30,2.9992384910583496
2010-08-31,3.1413073539733887
2010-09-01,3.2202346324920654
2010-09-02,3.078165292739868
2010-09-03,3.078165292739868
2010-09-07,3.1255218982696533
2010-09-08,3.1413073539733887
2010-09-09,3.1728780269622803
2010-09-10,3.109736442565918
2010-09-13,2.9992384910583496
2010-09-14,3.030809164047241
2010-09-15,3.0465943813323975
2010-09-16,3.0465943813323975
2010-09-17,2.9992384910583496
2010-09-20,2.9518816471099854
2010-09-21,2.9045252799987793
2010-09-22,2.8571689128875732
2010-09-23,2.6835289001464844
2010-09-24,2.6519579887390137
2010-09-27,2.6993141174316406
2010-09-28,2.6835289001464844
2010-09-29,2.746670961380005
2010-09-30,2.6835289001464844
2010-10-01,2.746670961380005
2010-10-04,2.7782416343688965
2010-10-05,2.746670961380005
2010-10-06,2.6046013832092285
2010-10-07,2.715100049972534
2010-10-08,2.762456178665161
2010-10-11,2.809812545776367
2010-10-12,2.9203109741210938
2010-10-13,2.9676671028137207
2010-10-14,2.9203109741210938
2010-10-15,2.983452796936035
2010-10-18,3.1413073539733887
2010-10-19,3.1728780269622803
2010-10-20,3.0465943813323975
2010-10-21,3.157092809677124
2010-10-22,3.157092809677124
2010-10-25,3.3623039722442627
2010-10-26,3.5359439849853516
2010-10-27,3.4885873794555664
2010-10-28,3.6780128479003906
2010-10-29,3.646442174911499
2010-11-01,3.662227153778076
2010-11-02,3.6306569576263428
2010-11-03,3.77272629737854
2010-11-04,3.50437331199646
2010-11-05,3.7253689765930176
2010-11-08,3.551729202270508
2010-11-09,3.551729202270508
2010-11-10,3.77272629737854
2010-11-11,3.614871025085449
2010-11-12,3.646442174911499
2010-11-15,3.6306569576263428
2010-11-16,3.614871025085449
2010-11-17,3.5359439849853516
2010-11-18,3.599085807800293
2010-11-19,3.646442174911499
2010-11-22,3.520158290863037
2010-11-23,3.47280216217041
2010-11-24,3.4885873794555664
2010-11-26,3.520158290863037
2010-11-29,3.47280216217041
2010-11-30,3.425446033477783
2010-12-01,3.4412312507629395
2010-12-02,3.457016706466675
2010-12-03,3.425446033477783
2010-12-06,3.4412312507629395
2010-12-07,3.378089666366577
2010-12-08,3.330732822418213
