Date,SLAB
2010-01-04,48.0099983215332
2010-01-05,47.709999084472656
2010-01-06,48.0
2010-01-07,47.779998779296875
2010-01-08,48.040000915527344
2010-01-11,47.439998626708984
2010-01-12,45.7400016784668
2010-01-13,46.220001220703125
2010-01-14,45.689998626708984
2010-01-15,44.79999923706055
2010-01-19,44.88999938964844
2010-01-20,45.130001068115234
2010-01-21,45.459999084472656
2010-01-22,44.08000183105469
2010-01-25,44.29999923706055
2010-01-26,44.439998626708984
2010-01-27,44.619998931884766
2010-01-28,43.5
2010-01-29,42.2400016784668
2010-02-01,43.880001068115234
2010-02-02,44.349998474121094
2010-02-03,45.06999969482422
2010-02-04,44.09000015258789
2010-02-05,44.529998779296875
2010-02-08,44.310001373291016
2010-02-09,44.5099983215332
2010-02-10,44.560001373291016
2010-02-11,44.439998626708984
2010-02-12,45.2400016784668
2010-02-16,45.91999816894531
2010-02-17,45.7599983215332
2010-02-18,45.939998626708984
2010-02-19,45.75
2010-02-22,46.08000183105469
2010-02-23,45.15999984741211
2010-02-24,46.099998474121094
2010-02-25,46.040000915527344
2010-02-26,45.439998626708984
2010-03-01,45.79999923706055
2010-03-02,46.27000045776367
2010-03-03,46.5
2010-03-04,46.34000015258789
2010-03-05,46.45000076293945
2010-03-08,47.029998779296875
2010-03-09,46.65999984741211
2010-03-10,46.79999923706055
2010-03-11,46.34000015258789
2010-03-12,46.25
2010-03-15,45.970001220703125
2010-03-16,47.08000183105469
2010-03-17,47.650001525878906
2010-03-18,47.61000061035156
2010-03-19,46.84000015258789
2010-03-22,48.11000061035156
2010-03-23,49.0
2010-03-24,48.369998931884766
2010-03-25,48.290000915527344
2010-03-26,47.720001220703125
2010-03-29,48.31999969482422
2010-03-30,48.279998779296875
2010-03-31,47.66999816894531
2010-04-01,47.84000015258789
2010-04-05,49.84000015258789
2010-04-06,49.959999084472656
2010-04-07,50.4900016784668
2010-04-08,49.7400016784668
2010-04-09,50.88999938964844
2010-04-12,50.470001220703125
2010-04-13,50.5099983215332
2010-04-14,52.11000061035156
2010-04-15,52.689998626708984
2010-04-16,52.04999923706055
2010-04-19,50.34000015258789
2010-04-20,50.88999938964844
2010-04-21,50.41999816894531
2010-04-22,51.34000015258789
2010-04-23,51.47999954223633
2010-04-26,51.099998474121094
2010-04-27,50.709999084472656
2010-04-28,50.099998474121094
2010-04-29,49.68000030517578
2010-04-30,48.349998474121094
2010-05-03,48.52000045776367
2010-05-04,47.34000015258789
2010-05-05,46.91999816894531
2010-05-06,45.95000076293945
2010-05-07,45.060001373291016
2010-05-10,47.02000045776367
2010-05-11,46.959999084472656
2010-05-12,47.79999923706055
2010-05-13,47.150001525878906
2010-05-14,46.06999969482422
2010-05-17,46.560001373291016
2010-05-18,45.209999084472656
2010-05-19,45.189998626708984
2010-05-20,44.02000045776367
2010-05-21,44.119998931884766
2010-05-24,43.68000030517578
2010-05-25,44.150001525878906
2010-05-26,44.40999984741211
2010-05-27,45.68000030517578
2010-05-28,45.43000030517578
2010-06-01,44.779998779296875
2010-06-02,45.40999984741211
2010-06-03,46.0
2010-06-04,44.84000015258789
2010-06-07,43.540000915527344
2010-06-08,43.119998931884766
2010-06-09,42.970001220703125
2010-06-10,43.599998474121094
2010-06-11,43.900001525878906
2010-06-14,44.060001373291016
2010-06-15,45.70000076293945
2010-06-16,45.900001525878906
2010-06-17,46.029998779296875
2010-06-18,45.43000030517578
2010-06-21,44.869998931884766
2010-06-22,44.150001525878906
2010-06-23,44.04999923706055
2010-06-24,43.20000076293945
2010-06-25,43.31999969482422
2010-06-28,43.5
2010-06-29,41.40999984741211
2010-06-30,40.560001373291016
2010-07-01,40.619998931884766
2010-07-02,40.7400016784668
2010-07-06,40.790000915527344
2010-07-07,42.08000183105469
2010-07-08,42.310001373291016
2010-07-09,42.79999923706055
2010-07-12,42.95000076293945
2010-07-13,43.47999954223633
2010-07-14,43.38999938964844
2010-07-15,43.72999954223633
2010-07-16,42.4900016784668
2010-07-19,43.45000076293945
2010-07-20,43.33000183105469
2010-07-21,42.20000076293945
2010-07-22,42.52000045776367
2010-07-23,42.54999923706055
2010-07-26,43.29999923706055
2010-07-27,42.75
2010-07-28,41.27000045776367
2010-07-29,40.5
2010-07-30,40.04999923706055
2010-08-02,40.779998779296875
2010-08-03,40.56999969482422
2010-08-04,41.13999938964844
2010-08-05,41.15999984741211
2010-08-06,41.310001373291016
2010-08-09,41.54999923706055
2010-08-10,40.79999923706055
2010-08-11,39.779998779296875
2010-08-12,39.45000076293945
2010-08-13,39.40999984741211
2010-08-16,39.40999984741211
2010-08-17,39.599998474121094
2010-08-18,39.970001220703125
2010-08-19,39.56999969482422
2010-08-20,39.790000915527344
2010-08-23,39.400001525878906
2010-08-24,38.880001068115234
2010-08-25,38.9900016784668
2010-08-26,38.849998474121094
2010-08-27,39.27000045776367
2010-08-30,38.54999923706055
2010-08-31,38.13999938964844
2010-09-01,38.65999984741211
2010-09-02,39.130001068115234
2010-09-03,39.90999984741211
2010-09-07,38.47999954223633
2010-09-08,35.619998931884766
