Date,IRDM
2010-01-04,7.489266872406006
2010-01-05,7.546437740325928
2010-01-06,7.4225687980651855
2010-01-07,7.489266872406006
2010-01-08,7.956155300140381
2010-01-11,8.00379753112793
2010-01-12,7.860872745513916
2010-01-13,8.022852897644043
2010-01-14,8.299174308776855
2010-01-15,8.127664566040039
2010-01-19,7.965684413909912
2010-01-20,7.937099933624268
2010-01-21,7.8322858810424805
2010-01-22,7.584550380706787
2010-01-25,7.555965423583984
2010-01-26,7.470211029052734
2010-01-27,7.460681915283203
2010-01-28,6.8508687019348145
2010-01-29,6.403038024902344
2010-02-01,6.631717681884766
2010-02-02,6.5554914474487305
2010-02-03,6.603132247924805
2010-02-04,6.250584125518799
2010-02-05,6.4316229820251465
2010-02-08,6.460208415985107
2010-02-09,6.288698196411133
2010-02-10,6.19341516494751
2010-02-11,6.279170036315918
2010-02-12,6.250584125518799
2010-02-16,6.0600175857543945
2010-02-17,6.1171875
2010-02-18,6.174356937408447
2010-02-19,6.288698196411133
2010-02-22,6.231528282165527
2010-02-23,6.19341516494751
2010-02-24,6.19341516494751
2010-02-25,6.288698196411133
2010-02-26,6.3935089111328125
2010-03-01,6.612661361694336
2010-03-02,6.479264259338379
2010-03-03,6.5554914474487305
2010-03-04,6.75558614730835
2010-03-05,7.193889141082764
2010-03-08,7.813229560852051
2010-03-09,8.051438331604004
2010-03-10,8.194365501403809
2010-03-11,8.146721839904785
2010-03-12,7.8322858810424805
2010-03-15,7.908514499664307
2010-03-16,7.546437740325928
2010-03-17,7.508323669433594
2010-03-18,7.9275689125061035
2010-03-19,7.6988911628723145
2010-03-22,7.536908149719238
2010-03-23,7.6607770919799805
2010-03-24,7.536908149719238
2010-03-25,7.498795986175537
2010-03-26,7.641721248626709
2010-03-29,7.8322858810424805
2010-03-30,7.727475643157959
2010-03-31,7.727475643157959
2010-04-01,7.91804313659668
2010-04-05,7.91804313659668
2010-04-06,8.08955192565918
2010-04-07,8.17530632019043
2010-04-08,8.261062622070312
2010-04-09,8.146721839904785
2010-04-12,8.051438331604004
2010-04-13,7.879927635192871
2010-04-14,8.251533508300781
2010-04-15,8.013326644897461
2010-04-16,7.879927635192871
2010-04-19,7.99426794052124
2010-04-20,7.8703999519348145
2010-04-21,7.803701400756836
2010-04-22,7.8418145179748535
2010-04-23,7.622663974761963
2010-04-26,7.6607770919799805
2010-04-27,7.622663974761963
2010-04-28,7.603607177734375
2010-04-29,7.717947959899902
2010-04-30,7.679833889007568
2010-05-03,7.7465314865112305
2010-05-04,7.565494060516357
2010-05-05,7.641721248626709
2010-05-06,7.279643535614014
2010-05-07,7.251058101654053
2010-05-10,7.594078540802002
2010-05-11,7.575022220611572
2010-05-12,7.91804313659668
2010-05-13,7.975210666656494
2010-05-14,7.99426794052124
2010-05-17,7.8703999519348145
2010-05-18,8.261062622070312
2010-05-19,8.384930610656738
2010-05-20,8.242005348205566
2010-05-21,8.28964614868164
2010-05-24,8.42304515838623
2010-05-25,8.384930610656738
2010-05-26,8.518327713012695
2010-05-27,8.565967559814453
2010-05-28,8.63266658782959
2010-06-01,8.299174308776855
2010-06-02,8.813703536987305
2010-06-03,8.546911239624023
2010-06-04,8.3277587890625
2010-06-07,8.242005348205566
2010-06-08,8.118136405944824
2010-06-09,8.22294807434082
2010-06-10,8.394457817077637
2010-06-11,8.623138427734375
2010-06-14,8.651723861694336
2010-06-15,8.908987045288086
2010-06-16,8.851818084716797
2010-06-17,8.861346244812012
2010-06-18,9.271062850952148
2010-06-21,9.280592918395996
2010-06-22,9.356820106506348
2010-06-23,9.595027923583984
2010-06-24,9.4330472946167
2010-06-25,9.518800735473633
2010-06-28,9.7665376663208
2010-06-29,9.518800735473633
2010-06-30,9.56644344329834
2010-07-01,9.976161003112793
2010-07-02,9.833235740661621
2010-07-06,9.718896865844727
2010-07-07,10.24295425415039
2010-07-08,10.21436882019043
2010-07-09,10.233426094055176
2010-07-12,10.185783386230469
2010-07-13,10.357294082641602
2010-07-14,10.252484321594238
2010-07-15,10.06191635131836
2010-07-16,9.290122032165527
2010-07-19,9.252008438110352
2010-07-20,9.461631774902344
2010-07-21,9.385407447814941
2010-07-22,9.833235740661621
2010-07-23,9.776065826416016
2010-07-26,9.938047409057617
2010-07-27,9.938047409057617
2010-07-28,9.823709487915039
2010-07-29,9.718896865844727
2010-07-30,9.823709487915039
2010-08-02,9.957103729248047
2010-08-03,9.85229206085205
2010-08-04,9.957103729248047
2010-08-05,9.918991088867188
2010-08-06,9.737953186035156
2010-08-09,9.795122146606445
2010-08-10,9.375877380371094
2010-08-11,8.642194747924805
2010-08-12,9.004270553588867
2010-08-13,8.908987045288086
2010-08-16,8.928045272827148
2010-08-17,9.13766860961914
2010-08-18,8.947100639343262
2010-08-19,8.61361026763916
2010-08-20,8.66125202178955
2010-08-23,8.537383079528809
2010-08-24,8.489741325378418
2010-08-25,8.527853965759277
2010-08-26,8.727951049804688
2010-08-27,8.794647216796875
2010-08-30,8.451627731323242
2010-08-31,8.251533508300781
2010-09-01,8.489741325378418
2010-09-02,8.785120010375977
2010-09-03,8.994742393493652
2010-09-07,8.975686073303223
2010-09-08,8.69936466217041
2010-09-09,8.7470064163208
2010-09-10,8.775591850280762
2010-09-13,8.975686073303223
2010-09-14,8.813703536987305
2010-09-15,8.775591850280762
2010-09-16,8.66125202178955
2010-09-17,8.69936466217041
2010-09-20,9.023327827453613
2010-09-21,8.37540054321289
2010-09-22,8.299174308776855
2010-09-23,8.365873336791992
2010-09-24,8.41351318359375
2010-09-27,8.384930610656738
2010-09-28,8.537383079528809
2010-09-29,8.251533508300781
2010-09-30,8.13719367980957
2010-10-01,8.194365501403809
2010-10-04,8.17530632019043
2010-10-05,8.251533508300781
2010-10-06,8.318231582641602
2010-10-07,8.356345176696777
2010-10-08,8.470686912536621
2010-10-11,8.08955192565918
2010-10-12,8.194365501403809
2010-10-13,8.270590782165527
2010-10-14,8.070493698120117
2010-10-15,8.099080085754395
2010-10-18,8.242005348205566
2010-10-19,8.108609199523926
2010-10-20,8.108609199523926
2010-10-21,7.956155300140381
2010-10-22,7.8703999519348145
2010-10-25,7.908514499664307
2010-10-26,7.879927635192871
2010-10-27,7.860872745513916
2010-10-28,7.822758674621582
2010-10-29,7.860872745513916
2010-11-01,7.889458179473877
2010-11-02,8.127664566040039
2010-11-03,8.242005348205566
2010-11-04,8.28964614868164
2010-11-05,8.280117988586426
2010-11-08,8.537383079528809
2010-11-09,8.537383079528809
2010-11-10,8.727951049804688
2010-11-11,8.66125202178955
2010-11-12,8.69936466217041
2010-11-15,8.670780181884766
2010-11-16,8.69936466217041
2010-11-17,8.689837455749512
2010-11-18,8.956629753112793
2010-11-19,9.271062850952148
2010-11-22,9.24247932434082
2010-11-23,9.13766860961914
2010-11-24,9.166253089904785
2010-11-26,9.185310363769531
2010-11-29,9.147195816040039
2010-11-30,8.899459838867188
2010-12-01,8.908987045288086
2010-12-02,8.947100639343262
2010-12-03,8.804177284240723
2010-12-06,8.851818084716797
2010-12-07,8.966157913208008
2010-12-08,9.147195816040039
2010-12-09,9.070969581604004
2010-12-10,8.908987045288086
2010-12-13,8.956629753112793
2010-12-14,9.004270553588867
2010-12-15,8.947100639343262
2010-12-16,8.527853965759277
2010-12-17,8.480213165283203
2010-12-20,8.203890800476074
2010-12-21,8.013326644897461
2010-12-22,8.041911125183105
2010-12-23,7.975210666656494
2010-12-27,7.937099933624268
2010-12-28,7.7846455574035645
2010-12-29,7.879927635192871
2010-12-30,7.7465314865112305
2010-12-31,7.860872745513916
2011-01-03,7.822758674621582
2011-01-04,7.7560601234436035
2011-01-05,7.9275689125061035
2011-01-06,7.889458179473877
2011-01-07,7.860872745513916
2011-01-10,7.956155300140381
2011-01-11,7.984741687774658
2011-01-12,8.099080085754395
2011-01-13,8.051438331604004
2011-01-14,8.108609199523926
2011-01-18,8.118136405944824
2011-01-19,8.03238296508789
2011-01-20,7.984741687774658
2011-01-21,7.851343154907227
2011-01-24,7.803701400756836
2011-01-25,7.937099933624268
2011-01-26,8.022852897644043
2011-01-27,7.813229560852051
2011-01-28,7.641721248626709
2011-01-31,7.317756175994873
2011-02-01,7.651247978210449
2011-02-02,7.546437740325928
2011-02-03,7.8418145179748535
2011-02-04,7.594078540802002
2011-02-07,7.555965423583984
2011-02-08,7.794174671173096
2011-02-09,7.737002849578857
2011-02-10,7.879927635192871
2011-02-11,7.91804313659668
2011-02-14,7.6988911628723145
2011-02-15,7.794174671173096
2011-02-16,7.632192134857178
2011-02-17,7.956155300140381
2011-02-18,7.91804313659668
2011-02-22,8.470686912536621
2011-02-23,8.365873336791992
2011-02-24,8.565967559814453
2011-02-25,8.918517112731934
2011-02-28,8.956629753112793
2011-03-01,8.813703536987305
2011-03-02,8.718420028686523
2011-03-03,8.785120010375977
2011-03-04,8.861346244812012
2011-03-07,8.861346244812012
2011-03-08,8.194365501403809
2011-03-09,8.00379753112793
2011-03-10,7.94662618637085
2011-03-11,7.813229560852051
2011-03-14,7.889458179473877
2011-03-15,7.708418369293213
2011-03-16,7.584550380706787
2011-03-17,7.603607177734375
2011-03-18,7.7560601234436035
2011-03-21,7.898983955383301
2011-03-22,7.822758674621582
2011-03-23,8.689837455749512
2011-03-24,8.41351318359375
2011-03-25,8.346817970275879
2011-03-28,8.432573318481445
2011-03-29,8.308704376220703
2011-03-30,7.7465314865112305
2011-03-31,7.603607177734375
2011-04-01,7.565494060516357
2011-04-04,7.6607770919799805
2011-04-05,7.737002849578857
2011-04-06,7.803701400756836
2011-04-07,7.775115489959717
2011-04-08,7.822758674621582
2011-04-11,7.822758674621582
2011-04-12,7.765589714050293
2011-04-13,7.632192134857178
2011-04-14,7.565494060516357
2011-04-15,7.565494060516357
