Date,CCOI
2010-01-04,5.432030200958252
2010-01-05,5.492203712463379
2010-01-06,5.754781246185303
2010-01-07,5.705548286437988
2010-01-08,5.864187717437744
2010-01-11,6.0720601081848145
2010-01-12,6.0939412117004395
2010-01-13,6.208817481994629
2010-01-14,6.493274211883545
2010-01-15,6.3565168380737305
2010-01-19,6.5096845626831055
2010-01-20,6.416690349578857
2010-01-21,6.2908711433410645
2010-01-22,6.285401821136475
2010-01-25,6.2908711433410645
2010-01-26,5.973592758178711
2010-01-27,5.96265172958374
2010-01-28,6.017355918884277
2010-01-29,5.973592758178711
2010-02-01,5.984534740447998
2010-02-02,6.1048808097839355
2010-02-03,6.154117107391357
2010-02-04,6.000946521759033
2010-02-05,5.886068344116211
2010-02-08,5.886068344116211
2010-02-09,5.918891906738281
2010-02-10,5.897009372711182
2010-02-11,6.1048808097839355
2010-02-12,6.083001613616943
2010-02-16,6.132232666015625
2010-02-17,6.263521194458008
2010-02-18,6.148643970489502
2010-02-19,6.077530860900879
2010-02-22,5.984534740447998
2010-02-23,5.765719890594482
2010-02-24,5.5359697341918945
2010-02-25,5.481263637542725
2010-02-26,5.388270854949951
2010-03-01,5.497676372528076
2010-03-02,5.782132148742676
2010-03-03,5.754781246185303
2010-03-04,5.869657039642334
2010-03-05,6.247109413146973
2010-03-08,6.268990516662598
2010-03-09,6.2306976318359375
2010-03-10,6.258050918579102
2010-03-11,6.2525811195373535
2010-03-12,6.126764297485352
2010-03-15,6.208817481994629
2010-03-16,6.236169815063477
2010-03-17,6.258050918579102
2010-03-18,6.2744646072387695
2010-03-19,6.143171787261963
2010-03-22,6.181467056274414
2010-03-23,6.247109413146973
2010-03-24,6.154117107391357
2010-03-25,6.011887550354004
2010-03-26,5.929830551147461
2010-03-29,5.935298442840576
2010-03-30,5.886068344116211
2010-03-31,5.694606781005859
2010-04-01,5.497676372528076
2010-04-05,5.563319206237793
2010-04-06,5.541438579559326
2010-04-07,5.612550258636475
2010-04-08,5.481263637542725
2010-04-09,5.508615970611572
2010-04-12,5.503146171569824
2010-04-13,5.481263637542725
2010-04-14,5.579730033874512
2010-04-15,5.568789958953857
2010-04-16,5.410150527954102
2010-04-19,5.459383010864258
2010-04-20,5.579730033874512
2010-04-21,5.607080936431885
2010-04-22,5.607080936431885
2010-04-23,5.618023872375488
2010-04-26,5.661782741546631
2010-04-27,5.5140862464904785
2010-04-28,5.607080936431885
2010-04-29,5.694606781005859
2010-04-30,5.5742597579956055
2010-05-03,5.7328996658325195
2010-05-04,5.5140862464904785
2010-05-05,5.421090602874756
2010-05-06,5.196807861328125
2010-05-07,5.021757125854492
2010-05-10,5.273393154144287
2010-05-11,5.136634826660156
2010-05-12,5.256979942321777
2010-05-13,5.388270854949951
2010-05-14,5.311684608459473
2010-05-17,5.399211406707764
2010-05-18,5.284334182739258
2010-05-19,5.131162643432617
2010-05-20,4.917821407318115
2010-05-21,4.846706867218018
2010-05-24,4.81935453414917
2010-05-25,4.792002201080322
2010-05-26,4.868587017059326
2010-05-27,5.021757125854492
2010-05-28,4.950643062591553
2010-06-01,4.884999752044678
2010-06-02,4.945173263549805
2010-06-03,5.005345821380615
2010-06-04,4.66618537902832
2010-06-07,4.556779861450195
2010-06-08,4.523956775665283
2010-06-09,4.4637837409973145
2010-06-10,4.436432838439941
2010-06-11,4.452843189239502
2010-06-14,4.600542068481445
2010-06-15,4.709949970245361
2010-06-16,4.753711700439453
2010-06-17,4.720890045166016
2010-06-18,4.737300872802734
2010-06-21,4.677126884460449
2010-06-22,4.611480712890625
2010-06-23,4.655244827270508
2010-06-24,4.567720413208008
2010-06-25,4.48019552230835
2010-06-28,4.45831298828125
2010-06-29,4.2559123039245605
2010-06-30,4.1465044021606445
2010-07-01,3.965984582901001
2010-07-02,3.8456363677978516
2010-07-06,3.8675179481506348
2010-07-07,3.911280393600464
2010-07-08,4.141035556793213
2010-07-09,4.17932653427124
2010-07-12,4.316086292266846
2010-07-13,4.562249183654785
2010-07-14,4.4747233390808105
2010-07-15,4.420020580291748
2010-07-16,4.266851902008057
2010-07-19,4.20667839050293
2010-07-20,4.162917137145996
2010-07-21,4.1847968101501465
2010-07-22,4.45831298828125
2010-07-23,4.540368556976318
2010-07-26,4.731828689575195
2010-07-27,4.742770671844482
2010-07-28,4.68806791305542
2010-07-29,4.699008941650391
2010-07-30,4.715417861938477
2010-08-02,4.731828689575195
2010-08-03,4.759181976318359
2010-08-04,4.923290252685547
2010-08-05,4.923290252685547
2010-08-06,4.895939350128174
2010-08-09,4.956114768981934
2010-08-10,4.759181976318359
2010-08-11,4.600542068481445
2010-08-12,4.759181976318359
2010-08-13,4.627894401550293
2010-08-16,4.693538188934326
2010-08-17,4.792002201080322
2010-08-18,4.693538188934326
2010-08-19,4.606012344360352
2010-08-20,4.540368556976318
2010-08-23,4.584132194519043
2010-08-24,4.584132194519043
2010-08-25,4.5786614418029785
2010-08-26,4.759181976318359
2010-08-27,4.9670538902282715
2010-08-30,4.775593280792236
2010-08-31,4.770121097564697
2010-09-01,5.043638706207275
2010-09-02,4.988936901092529
2010-09-03,5.180397987365723
2010-09-07,4.857647895812988
2010-09-08,4.76465368270874
2010-09-09,4.759181976318359
2010-09-10,4.792002201080322
2010-09-13,4.797474384307861
2010-09-14,4.737300872802734
