Date,IBP
2014-02-13,11.811715126037598
2014-02-14,11.996273040771484
2014-02-18,11.700980186462402
2014-02-19,11.304179191589355
2014-02-20,11.793258666992188
2014-02-21,12.10700798034668
2014-02-24,12.143918991088867
2014-02-25,12.263883590698242
2014-02-26,12.7252779006958
2014-02-27,13.38045883178711
2014-02-28,13.74957275390625
2014-03-03,13.481964111328125
2014-03-04,13.352775573730469
2014-03-05,13.832624435424805
2014-03-06,13.841853141784668
2014-03-07,13.638838768005371
2014-03-10,13.260493278503418
2014-03-11,13.74034595489502
2014-03-12,13.454278945922852
2014-03-13,13.408141136169434
2014-03-14,13.066707611083984
2014-03-17,12.743733406066895
2014-03-18,12.872920989990234
2014-03-19,12.863694190979004
2014-03-20,12.900605201721191
2014-03-21,12.457666397094727
2014-03-24,12.540719032287598
2014-03-25,12.448437690734863
2014-03-26,11.867082595825195
2014-03-27,11.72866439819336
2014-03-28,12.097780227661133
2014-03-31,12.872920989990234
2014-04-01,13.085165977478027
2014-04-02,12.826781272888184
2014-04-03,13.362001419067383
2014-04-04,12.64222526550293
2014-04-07,11.996273040771484
2014-04-08,11.940902709960938
2014-04-09,12.217741012573242
2014-04-10,12.245426177978516
2014-04-11,12.226969718933105
2014-04-14,12.236198425292969
2014-04-15,12.014729499816895
2014-04-16,12.097780227661133
2014-04-17,12.042410850524902
2014-04-21,12.697590827941895
2014-04-22,13.315863609313965
2014-04-23,13.205127716064453
2014-04-24,13.472737312316895
2014-04-25,13.251266479492188
2014-04-28,12.928292274475098
2014-04-29,12.955974578857422
2014-04-30,12.836009979248047
2014-05-01,12.596085548400879
2014-05-02,12.900605201721191
2014-05-05,12.826781272888184
2014-05-06,12.273107528686523
2014-05-07,12.079323768615723
2014-05-08,12.116235733032227
2014-05-09,12.088549613952637
2014-05-12,11.73789119720459
2014-05-13,12.68836498260498
2014-05-14,12.28233814239502
2014-05-15,12.088549613952637
2014-05-16,12.217741012573242
2014-05-19,12.208512306213379
2014-05-20,12.402298927307129
2014-05-21,12.789871215820312
2014-05-22,12.863694190979004
2014-05-23,12.596085548400879
2014-05-27,12.623770713806152
2014-05-28,12.49457836151123
2014-05-29,12.531489372253418
2014-05-30,12.513036727905273
2014-06-02,12.457666397094727
2014-06-03,12.439210891723633
2014-06-04,12.513036727905273
2014-06-05,12.549946784973145
2014-06-06,12.49457836151123
2014-06-09,12.439210891723633
2014-06-10,12.07009506225586
2014-06-11,12.088549613952637
2014-06-12,11.95013427734375
2014-06-13,11.74711799621582
2014-06-16,11.987046241760254
2014-06-17,11.710206985473633
2014-06-18,11.78403091430664
2014-06-19,11.673294067382812
2014-06-20,11.341089248657227
2014-06-23,11.16576099395752
2014-06-24,11.027341842651367
2014-06-25,10.916606903076172
2014-06-26,11.03657054901123
2014-06-27,11.119622230529785
2014-06-30,11.304179191589355
2014-07-01,11.442596435546875
2014-07-02,11.497964859008789
2014-07-03,11.507193565368652
2014-07-07,11.433369636535645
2014-07-08,11.396458625793457
2014-07-09,11.442596435546875
2014-07-10,11.313405990600586
2014-07-11,11.138076782226562
2014-07-14,11.350318908691406
2014-07-15,11.147306442260742
2014-07-16,11.304179191589355
2014-07-17,11.239585876464844
2014-07-18,11.258039474487305
2014-07-21,11.20267391204834
2014-07-22,11.20267391204834
2014-07-23,11.20267391204834
2014-07-24,11.20267391204834
2014-07-25,11.01811408996582
2014-07-28,10.84278392791748
2014-07-29,10.593628883361816
2014-07-30,10.62131404876709
2014-07-31,10.224514961242676
2014-08-01,10.242973327636719
2014-08-04,10.27988338470459
2014-08-05,10.64900016784668
2014-08-06,10.399846076965332
2014-08-07,10.602859497070312
2014-08-08,10.704366683959961
2014-08-11,10.84278392791748
2014-08-12,10.778190612792969
2014-08-13,10.78741455078125
2014-08-14,10.870468139648438
2014-08-15,11.01811408996582
2014-08-18,11.627155303955078
2014-08-19,11.765576362609863
2014-08-20,11.74711799621582
2014-08-21,12.00549602508545
2014-08-22,12.208512306213379
2014-08-25,12.226969718933105
2014-08-26,12.143918991088867
2014-08-27,12.522261619567871
2014-08-28,12.420754432678223
2014-08-29,12.337702751159668
2014-09-02,12.706820487976074
2014-09-03,12.955974578857422
2014-09-04,12.965201377868652
2014-09-05,12.919060707092285
2014-09-08,12.965201377868652
2014-09-09,12.919060707092285
2014-09-10,13.039024353027344
2014-09-11,13.37122917175293
2014-09-12,13.43582534790039
2014-09-15,13.122076034545898
2014-09-16,12.937516212463379
