Date,CNP
2010-01-04,8.063549041748047
2010-01-05,8.002456665039062
2010-01-06,7.924713134765625
2010-01-07,8.002456665039062
2010-01-08,7.908053874969482
2010-01-11,7.963589191436768
2010-01-12,8.013567924499512
2010-01-13,8.080208778381348
2010-01-14,8.119080543518066
2010-01-15,8.113527297973633
2010-01-19,8.230147361755371
2010-01-20,8.25236988067627
2010-01-21,8.085762023925781
2010-01-22,7.88584041595459
2010-01-25,7.958035469055176
2010-01-26,7.88584041595459
2010-01-27,7.819200038909912
2010-01-28,7.830307483673096
2010-01-29,7.746999263763428
2010-02-01,7.919158935546875
2010-02-02,8.030226707458496
2010-02-03,7.9858012199401855
2010-02-04,7.71368408203125
2010-02-05,7.730344772338867
2010-02-08,7.635936737060547
2010-02-09,7.7803263664245605
2010-02-10,7.680363655090332
2010-02-11,7.739506721496582
2010-02-12,7.6888108253479
2010-02-16,7.857796669006348
2010-02-17,7.919763088226318
2010-02-18,8.10563850402832
2010-02-19,8.184500694274902
2010-02-22,8.13943862915039
2010-02-23,8.060579299926758
2010-02-24,8.004254341125488
2010-02-25,7.94228982925415
2010-02-26,7.53672456741333
2010-03-01,7.660645961761475
2010-03-02,7.790202617645264
2010-03-03,7.756407737731934
2010-03-04,7.8972249031066895
2010-03-05,7.891592502593994
2010-03-08,7.970451354980469
2010-03-09,7.947920799255371
2010-03-10,7.953557014465332
2010-03-11,8.043679237365723
2010-03-12,8.021146774291992
2010-03-15,8.015514373779297
2010-03-16,8.128171920776367
2010-03-17,8.145072937011719
2010-03-18,8.116905212402344
2010-03-19,8.128171920776367
2010-03-22,8.043679237365723
2010-03-23,8.05494213104248
2010-03-24,7.992985248565674
2010-03-25,7.95919132232666
2010-03-26,7.992985248565674
2010-03-29,8.150701522827148
2010-03-30,8.133808135986328
2010-03-31,8.088744163513184
2010-04-01,8.16760540008545
2010-04-05,8.24646282196045
2010-04-06,8.302789688110352
2010-04-07,8.150701522827148
2010-04-08,8.094375610351562
2010-04-09,8.16760540008545
2010-04-12,8.184500694274902
2010-04-13,8.16760540008545
2010-04-14,8.178871154785156
2010-04-15,8.23519515991211
2010-04-16,8.066210746765137
2010-04-19,8.026782035827637
2010-04-20,8.088744163513184
2010-04-21,8.100006103515625
2010-04-22,8.088744163513184
2010-04-23,8.207033157348633
2010-04-26,8.195765495300293
2010-04-27,7.987349987030029
2010-04-28,8.077476501464844
2010-04-29,8.10563850402832
2010-04-30,8.088744163513184
2010-05-03,8.207033157348633
2010-05-04,8.077476501464844
2010-05-05,8.100006103515625
2010-05-06,7.818365097045898
2010-05-07,7.745141983032227
2010-05-10,7.96481990814209
2010-05-11,7.987349987030029
2010-05-12,8.161547660827637
2010-05-13,8.138704299926758
2010-05-14,8.081586837768555
2010-05-17,8.098722457885742
2010-05-18,7.984496593475342
2010-05-19,7.858849048614502
2010-05-20,7.578989505767822
2010-05-21,7.61325740814209
2010-05-24,7.539009094238281
2010-05-25,7.459048748016357
2010-05-26,7.510453224182129
2010-05-27,7.721773624420166
2010-05-28,7.778886795043945
2010-06-01,7.584700584411621
2010-06-02,7.756039142608643
2010-06-03,7.836001873016357
2010-06-04,7.539009094238281
2010-06-07,7.590408802032471
2010-06-08,7.61325740814209
2010-06-09,7.367669582366943
2010-06-10,7.516162872314453
2010-06-11,7.578989505767822
2010-06-14,7.618973255157471
2010-06-15,7.767461776733398
2010-06-16,7.87026834487915
2010-06-17,7.967360496520996
2010-06-18,8.001628875732422
2010-06-21,7.990206718444824
2010-06-22,7.790310382843018
2010-06-23,7.721773624420166
2010-06-24,7.733196258544922
2010-06-25,7.721773624420166
2010-06-28,7.836001873016357
2010-06-29,7.601832866668701
2010-06-30,7.516162872314453
2010-07-01,7.459048748016357
2010-07-02,7.441917419433594
2010-07-06,7.561854839324951
2010-07-07,7.830287456512451
2010-07-08,7.978786468505859
2010-07-09,8.024479866027832
2010-07-12,8.035898208618164
2010-07-13,8.104434967041016
2010-07-14,8.098722457885742
2010-07-15,8.167257308959961
2010-07-16,7.9559407234191895
2010-07-19,8.024479866027832
2010-07-20,8.093010902404785
2010-07-21,7.94451904296875
2010-07-22,8.104434967041016
2010-07-23,8.138704299926758
2010-07-26,8.224371910095215
2010-07-27,8.338602066040039
2010-07-28,8.304335594177246
2010-07-29,8.184391975402832
2010-07-30,8.127277374267578
2010-08-02,8.298620223999023
2010-08-03,8.25864315032959
2010-08-04,8.412847518920898
2010-08-05,8.458538055419922
2010-08-06,8.475671768188477
2010-08-09,8.544210433959961
2010-08-10,8.601325035095215
2010-08-11,8.418560028076172
2010-08-12,8.380937576293945
2010-08-13,8.392518043518066
2010-08-16,8.392518043518066
2010-08-17,8.55457878112793
2010-08-18,8.51984977722168
2010-08-19,8.386727333068848
2010-08-20,8.421455383300781
2010-08-23,8.421455383300781
2010-08-24,8.490909576416016
2010-08-25,8.548791885375977
2010-08-26,8.461969375610352
2010-08-27,8.658758163452148
2010-08-30,8.490909576416016
2010-08-31,8.560365676879883
2010-09-01,8.751365661621094
2010-09-02,8.716638565063477
2010-09-03,8.8323974609375
2010-09-07,8.838186264038086
2010-09-08,8.716638565063477
2010-09-09,8.803460121154785
2010-09-10,8.797669410705566
2010-09-13,8.8323974609375
2010-09-14,8.82660961151123
2010-09-15,8.751365661621094
2010-09-16,8.676124572753906
2010-09-17,8.699275016784668
2010-09-20,8.901851654052734
2010-09-21,8.890276908874512
2010-09-22,8.91921615600586
2010-09-23,8.820822715759277
2010-09-24,9.058126449584961
2010-09-27,9.098645210266113
2010-09-28,9.168097496032715
2010-09-29,9.121794700622559
2010-09-30,9.098645210266113
2010-10-01,9.20283031463623
2010-10-04,9.133369445800781
2010-10-05,9.278067588806152
2010-10-06,9.197037696838379
2010-10-07,9.26070499420166
2010-10-08,9.312797546386719
2010-10-11,9.353314399719238
2010-10-12,9.307010650634766
2010-10-13,9.254915237426758
2010-10-14,9.237557411193848
2010-10-15,9.33594799041748
2010-10-18,9.347528457641602
2010-10-19,9.347528457641602
2010-10-20,9.486433982849121
2010-10-21,9.486433982849121
2010-10-22,9.503800392150879
2010-10-25,9.492223739624023
2010-10-26,9.503800392150879
2010-10-27,9.503800392150879
2010-10-28,9.486433982849121
2010-10-29,9.584830284118652
2010-11-01,9.57904052734375
2010-11-02,9.706379890441895
2010-11-03,9.677435874938965
2010-11-04,9.793197631835938
2010-11-05,9.654285430908203
2010-11-08,9.57904052734375
2010-11-09,9.60798168182373
2010-11-10,9.596403121948242
2010-11-11,9.602194786071777
2010-11-12,9.43527603149414
2010-11-15,9.499698638916016
2010-11-16,9.300569534301758
2010-11-17,9.189290046691895
2010-11-18,9.283001899719238
2010-11-19,9.26543140411377
2010-11-22,9.294713973999023
2010-11-23,9.230290412902832
2010-11-24,9.323997497558594
2010-11-26,9.247859001159668
2010-11-29,9.136578559875488
2010-11-30,9.154152870178223
2010-12-01,9.230290412902832
2010-12-02,9.277141571044922
2010-12-03,9.312281608581543
2010-12-06,9.171721458435059
2010-12-07,9.160006523132324
2010-12-08,9.154152870178223
2010-12-09,9.224428176879883
2010-12-10,9.277141571044922
2010-12-13,9.329854011535645
2010-12-14,9.429417610168457
2010-12-15,9.288858413696289
2010-12-16,9.312281608581543
2010-12-17,9.294713973999023
2010-12-20,9.31814193725586
2010-12-21,9.300569534301758
2010-12-22,9.300569534301758
2010-12-23,9.312281608581543
2010-12-27,9.312281608581543
2010-12-28,9.283001899719238
2010-12-29,9.271285057067871
2010-12-30,9.230290412902832
2010-12-31,9.206860542297363
2011-01-03,9.253714561462402
2011-01-04,9.271285057067871
2011-01-05,9.236145973205566
2011-01-06,9.142437934875488
2011-01-07,9.18343734741211
2011-01-10,9.218573570251465
2011-01-11,9.154152870178223
2011-01-12,9.236145973205566
2011-01-13,9.236145973205566
2011-01-14,9.195146560668945
2011-01-18,9.218573570251465
2011-01-19,9.26543140411377
2011-01-20,9.335709571838379
2011-01-21,9.312281608581543
2011-01-24,9.423562049865723
2011-01-25,9.458701133728027
2011-01-26,9.43527603149414
2011-01-27,9.458701133728027
2011-01-28,9.388422012329102
2011-01-31,9.458701133728027
2011-02-01,9.517269134521484
2011-02-02,9.411848068237305
2011-02-03,9.464558601379395
2011-02-04,9.452844619750977
2011-02-07,9.56998062133789
2011-02-08,9.511411666870117
2011-02-09,9.429417610168457
2011-02-10,9.44698715209961
2011-02-11,9.482128143310547
2011-02-14,9.415721893310547
2011-02-15,9.46315860748291
2011-02-16,9.43943977355957
2011-02-17,9.433511734008789
2011-02-18,9.427578926086426
2011-02-22,9.356428146362305
2011-02-23,9.214127540588379
2011-02-24,9.172623634338379
2011-02-25,9.297137260437012
2011-02-28,9.403865814208984
2011-03-01,9.273418426513672
2011-03-02,9.344569206237793
2011-03-03,9.43943977355957
2011-03-04,9.415721893310547
2011-03-07,9.380146980285645
2011-03-08,9.54616641998291
2011-03-09,9.62917709350586
2011-03-10,9.498732566833496
2011-03-11,9.54616641998291
2011-03-14,9.338640213012695
2011-03-15,9.23784351348877
2011-03-16,9.083681106567383
2011-03-17,9.012529373168945
2011-03-18,9.884139060974121
2011-03-21,10.139098167419434
2011-03-22,10.014580726623535
2011-03-23,10.056084632873535
2011-03-24,10.180604934692383
2011-03-25,10.156883239746094
2011-03-28,10.180604934692383
2011-03-29,10.251751899719238
2011-03-30,10.48299789428711
2011-03-31,10.411842346191406
2011-04-01,10.524502754211426
2011-04-04,10.619372367858887
2011-04-05,10.48299789428711
2011-04-06,10.500782012939453
2011-04-07,10.370339393615723
2011-04-08,10.37626838684082
2011-04-11,10.269539833068848
2011-04-12,10.216177940368652
2011-04-13,10.269539833068848
2011-04-14,10.459275245666504
2011-04-15,10.601581573486328
2011-04-18,10.566007614135742
2011-04-19,10.560075759887695
2011-04-20,10.737956047058105
2011-04-21,10.838750839233398
2011-04-25,10.82689380645752
2011-04-26,10.832819938659668
2011-04-27,10.874330520629883
2011-04-28,10.945484161376953
2011-04-29,11.028486251831055
2011-05-02,11.022558212280273
2011-05-03,11.05813980102539
2011-05-04,10.963269233703613
2011-05-05,11.028486251831055
2011-05-06,11.099639892578125
2011-05-09,11.212300300598145
2011-05-10,11.41982650756836
2011-05-11,11.33088493347168
2011-05-12,11.323694229125977
2011-05-13,11.221846580505371
2011-05-16,11.197881698608398
2011-05-17,11.161927223205566
2011-05-18,11.371627807617188
2011-05-19,11.383606910705566
2011-05-20,11.359644889831543
2011-05-23,11.221846580505371
2011-05-24,11.233821868896484
2011-05-25,11.365633964538574
2011-05-26,11.395589828491211
2011-05-27,11.431540489196777
2011-05-31,11.581328392028809
2011-06-01,11.52740478515625
2011-06-02,11.593306541442871
2011-06-03,11.437533378601074
2011-06-06,11.437533378601074
2011-06-07,11.437533378601074
2011-06-08,11.323694229125977
2011-06-09,11.275760650634766
2011-06-10,11.299728393554688
2011-06-13,11.215848922729492
2011-06-14,11.287748336791992
2011-06-15,11.078048706054688
2011-06-16,11.17990493774414
2011-06-17,11.227831840515137
2011-06-20,11.281758308410645
2011-06-21,11.383606910705566
2011-06-22,11.395589828491211
2011-06-23,11.239814758300781
2011-06-24,11.353650093078613
2011-06-27,11.455506324768066
2011-06-28,11.52740478515625
2011-06-29,11.587316513061523
2011-06-30,11.593306541442871
2011-07-01,11.856927871704102
2011-07-05,11.832961082458496
2011-07-06,11.868911743164062
2011-07-07,11.862921714782715
2011-07-08,11.832961082458496
2011-07-11,11.55735969543457
2011-07-12,11.653215408325195
2011-07-13,11.623265266418457
2011-07-14,11.569343566894531
2011-07-15,11.617269515991211
2011-07-18,11.623265266418457
2011-07-19,11.808996200561523
2011-07-20,12.054644584655762
2011-07-21,12.150504112243652
2011-07-22,12.138519287109375
2011-07-25,12.04266357421875
2011-07-26,12.012701988220215
2011-07-27,12.012701988220215
2011-07-28,11.856927871704102
2011-07-29,11.731107711791992
2011-08-01,11.71912956237793
2011-08-02,11.55735969543457
2011-08-03,11.575333595275879
2011-08-04,11.054081916809082
2011-08-05,11.108004570007324
2011-08-08,10.329129219055176
2011-08-09,10.99416732788086
2011-08-10,10.92227554321289
2011-08-11,11.46149730682373
2011-08-12,11.321045875549316
2011-08-15,11.829584121704102
2011-08-16,11.714552879333496
2011-08-17,11.769043922424316
2011-08-18,11.411857604980469
2011-08-19,11.33920955657959
2011-08-22,11.296825408935547
2011-08-23,11.629796028137207
2011-08-24,11.847745895385742
2011-08-25,11.647964477539062
2011-08-26,11.8356351852417
2011-08-29,12.005148887634277
2011-08-30,12.03542423248291
2011-08-31,12.114123344421387
2011-09-01,11.980932235717773
2011-09-02,11.775091171264648
2011-09-06,11.641905784606934
2011-09-07,11.871955871582031
2011-09-08,12.114123344421387
2011-09-09,11.817477226257324
2011-09-12,11.829584121704102
2011-09-13,12.005148887634277
2011-09-14,12.053583145141602
2011-09-15,12.03542423248291
2011-09-16,12.065689086914062
2011-09-19,12.089906692504883
2011-09-20,12.186766624450684
2011-09-21,11.720609664916992
2011-09-22,11.327094078063965
2011-09-23,11.48449993133545
2011-09-26,11.647964477539062
2011-09-27,11.641905784606934
2011-09-28,11.575313568115234
2011-09-29,12.083852767944336
2011-09-30,11.878015518188477
2011-10-03,11.611635208129883
2011-10-04,11.847745895385742
2011-10-05,11.932499885559082
2011-10-06,12.186766624450684
2011-10-07,12.065689086914062
2011-10-10,12.41076946258545
2011-10-11,12.13833236694336
2011-10-12,12.03542423248291
2011-10-13,12.150443077087402
2011-10-14,12.31995677947998
2011-10-17,12.416823387145996
2011-10-18,12.550013542175293
2011-10-19,12.513689994812012
2011-10-20,12.67715072631836
2011-10-21,12.852709770202637
2011-10-24,12.864826202392578
2011-10-25,12.65898609161377
2011-10-26,12.725579261779785
2011-10-27,12.864826202392578
2011-10-28,12.8890380859375
2011-10-31,12.616607666015625
2011-11-01,12.24731159210205
2011-11-02,12.156499862670898
2011-11-03,12.289688110351562
2011-11-04,12.295742988586426
2011-11-07,12.31995677947998
2011-11-08,12.210986137390137
2011-11-09,11.853799819946289
2011-11-10,11.8356351852417
2011-11-11,11.98698902130127
2011-11-14,11.771736145019531
2011-11-15,11.985769271850586
2011-11-16,11.78396224975586
2011-11-17,11.839000701904297
2011-11-18,11.839000701904297
2011-11-21,11.624968528747559
2011-11-22,11.557700157165527
2011-11-23,11.423166275024414
2011-11-25,11.368128776550293
2011-11-28,11.600504875183105
2011-11-29,11.753386497497559
2011-11-30,12.169219970703125
2011-12-01,12.10806941986084
2011-12-02,12.00411319732666
2011-12-05,12.101949691772461
2011-12-06,12.034686088562012
2011-12-07,12.10806941986084
2011-12-08,11.875688552856445
2011-12-09,12.126412391662598
2011-12-12,11.887924194335938
