Date,GWW
2010-01-04,75.0875473022461
2010-01-05,75.11844635009766
2010-01-06,75.40415954589844
2010-01-07,76.11456298828125
2010-01-08,77.01030731201172
2010-01-11,77.33460998535156
2010-01-12,77.30375671386719
2010-01-13,77.64349365234375
2010-01-14,77.51995849609375
2010-01-15,77.24967956542969
2010-01-19,78.25353240966797
2010-01-20,77.89059448242188
2010-01-21,76.88677215576172
2010-01-22,76.36166381835938
2010-01-25,77.9446792602539
2010-01-26,76.77093505859375
2010-01-27,77.31147766113281
2010-01-28,77.8056640625
2010-01-29,76.66281127929688
2010-02-01,77.17244720458984
2010-02-02,79.06432342529297
2010-02-03,78.96395111083984
2010-02-04,76.93167114257812
2010-02-05,77.04801940917969
2010-02-08,76.45850372314453
2010-02-09,77.76941680908203
2010-02-10,77.29624938964844
2010-02-11,78.19599914550781
2010-02-12,78.2270278930664
2010-02-16,79.15010070800781
2010-02-17,79.61549377441406
2010-02-18,80.87987518310547
2010-02-19,80.779052734375
2010-02-22,80.39119720458984
2010-02-23,79.77064514160156
2010-02-24,80.29035186767578
2010-02-25,79.49917602539062
2010-02-26,78.84759521484375
2010-03-01,80.83332824707031
2010-03-02,80.34464263916016
2010-03-03,81.08930206298828
2010-03-04,81.21338653564453
2010-03-05,82.9121322631836
2010-03-08,82.72599792480469
2010-03-09,83.43183135986328
2010-03-10,83.83519744873047
2010-03-11,84.2928466796875
2010-03-12,83.64126586914062
2010-03-15,83.09829711914062
2010-03-16,83.57923889160156
2010-03-17,84.04460144042969
2010-03-18,84.0601577758789
2010-03-19,83.43183135986328
2010-03-22,84.08341979980469
2010-03-23,84.81253814697266
2010-03-24,84.45573425292969
2010-03-25,84.35490417480469
2010-03-26,84.5876235961914
2010-03-29,84.91338348388672
2010-03-30,84.75051879882812
2010-03-31,83.86621856689453
2010-04-01,84.95992279052734
2010-04-05,87.02323150634766
2010-04-06,87.41883087158203
2010-04-07,88.36516571044922
2010-04-08,88.55903625488281
2010-04-09,89.02449035644531
2010-04-12,88.60560607910156
2010-04-13,89.69933319091797
2010-04-14,86.2165298461914
2010-04-15,83.60248565673828
2010-04-16,81.39183044433594
2010-04-19,82.02787017822266
2010-04-20,83.3930435180664
2010-04-21,83.4551010131836
2010-04-22,85.82868957519531
2010-04-23,86.03813171386719
2010-04-26,85.47965240478516
2010-04-27,83.8895034790039
2010-04-28,84.106689453125
2010-04-29,86.39491271972656
2010-04-30,85.74336242675781
2010-05-03,87.08528137207031
2010-05-04,84.63414764404297
2010-05-05,84.23856353759766
2010-05-06,83.0224380493164
2010-05-07,81.80636596679688
2010-05-10,86.30438995361328
2010-05-11,86.00814056396484
2010-05-12,86.039306640625
2010-05-13,84.89335632324219
2010-05-14,83.93452453613281
2010-05-17,84.43345642089844
2010-05-18,83.4511947631836
2010-05-19,81.78296661376953
2010-05-20,78.06450653076172
2010-05-21,80.11473846435547
2010-05-24,78.62577056884766
2010-05-25,78.92198181152344
2010-05-26,78.06450653076172
2010-05-27,80.55906677246094
2010-05-28,79.31954956054688
2010-06-01,78.12683868408203
2010-06-02,80.37197875976562
2010-06-03,80.72274780273438
2010-06-04,77.32393646240234
2010-06-07,75.84278869628906
2010-06-08,77.10564422607422
2010-06-09,77.47201538085938
2010-06-10,80.91765594482422
2010-06-11,81.27623748779297
2010-06-14,81.5724868774414
2010-06-15,83.78639221191406
2010-06-16,83.95793151855469
2010-06-17,84.05146026611328
2010-06-18,84.39447021484375
2010-06-21,84.08265686035156
2010-06-22,81.76736450195312
2010-06-23,82.04019165039062
2010-06-24,80.22383117675781
2010-06-25,80.59022521972656
2010-06-28,81.00341796875
2010-06-29,77.98652648925781
2010-06-30,77.52659606933594
2010-07-01,76.98088073730469
2010-07-02,76.52877044677734
2010-07-06,76.03763580322266
2010-07-07,77.81502532958984
2010-07-08,79.17925262451172
2010-07-09,80.28621673583984
2010-07-12,80.90203857421875
2010-07-13,82.235107421875
2010-07-14,80.87864685058594
2010-07-15,83.32646179199219
2010-07-16,81.8375244140625
2010-07-19,81.68944549560547
2010-07-20,82.55472564697266
2010-07-21,82.32083892822266
2010-07-22,84.4958267211914
2010-07-23,85.44686126708984
2010-07-26,86.491455078125
2010-07-27,86.10945129394531
2010-07-28,86.35894775390625
2010-07-29,86.72532653808594
2010-07-30,87.3177719116211
2010-08-02,88.99383544921875
2010-08-03,88.510498046875
2010-08-04,89.99165344238281
2010-08-05,89.35723876953125
2010-08-06,89.31024932861328
2010-08-09,90.06997680664062
2010-08-10,88.8011703491211
2010-08-11,86.03639221191406
2010-08-12,86.73347473144531
2010-08-13,85.88761901855469
2010-08-16,85.54298400878906
2010-08-17,87.12507629394531
2010-08-18,87.07809448242188
2010-08-19,84.67359924316406
2010-08-20,84.33683776855469
2010-08-23,85.27668762207031
2010-08-24,83.29515075683594
2010-08-25,82.91136932373047
2010-08-26,82.85657501220703
2010-08-27,84.36815643310547
2010-08-30,83.2559585571289
2010-08-31,82.85657501220703
2010-09-01,85.832763671875
2010-09-02,86.8117904663086
2010-09-03,87.27389526367188
2010-09-07,86.43585205078125
2010-09-08,86.72564697265625
2010-09-09,88.54271697998047
2010-09-10,89.85851287841797
2010-09-13,91.291748046875
2010-09-14,91.13516235351562
2010-09-15,92.56060791015625
2010-09-16,91.44062805175781
2010-09-17,92.99920654296875
2010-09-20,94.77713012695312
2010-09-21,93.78246307373047
2010-09-22,92.7720947265625
2010-09-23,92.21598052978516
2010-09-24,94.5656509399414
2010-09-27,93.47696685791016
2010-09-28,94.47166442871094
2010-09-29,93.6414566040039
2010-09-30,93.28900146484375
2010-10-01,93.30464935302734
2010-10-04,92.61544799804688
2010-10-05,95.3096923828125
2010-10-06,96.0381088256836
2010-10-07,95.54463958740234
2010-10-08,96.33570098876953
2010-10-11,96.44535064697266
2010-10-12,96.88397216796875
2010-10-13,98.14495849609375
2010-10-14,95.27053833007812
2010-10-15,95.01991271972656
2010-10-18,95.69351196289062
2010-10-19,94.89456939697266
2010-10-20,96.13207244873047
2010-10-21,96.97797393798828
2010-10-22,96.0302505493164
2010-10-25,96.116455078125
2010-10-26,95.36451721191406
2010-10-27,95.09825897216797
2010-10-28,94.84761047363281
2010-10-29,97.14242553710938
2010-11-01,97.40872192382812
2010-11-02,98.05095672607422
2010-11-03,97.6045913696289
2010-11-04,99.38227081298828
2010-11-05,100.83757781982422
2010-11-08,99.92507934570312
2010-11-09,98.97323608398438
2010-11-10,99.40591430664062
2010-11-11,99.66549682617188
2010-11-12,98.72154998779297
2010-11-15,98.6192855834961
2010-11-16,97.95849609375
2010-11-17,98.21810150146484
2010-11-18,98.51699829101562
2010-11-19,98.94180297851562
2010-11-22,99.07550811767578
2010-11-23,97.58882141113281
2010-11-24,99.66549682617188
2010-11-26,98.91820526123047
2010-11-29,98.37544250488281
2010-11-30,98.27316284179688
2010-12-01,100.11386108398438
2010-12-02,103.17385864257812
2010-12-03,103.5120849609375
2010-12-06,103.79527282714844
2010-12-07,104.33016967773438
2010-12-08,103.9368667602539
2010-12-09,104.1099624633789
2010-12-10,105.14830017089844
2010-12-13,105.22693634033203
2010-12-14,106.06073760986328
2010-12-15,106.49342346191406
2010-12-16,107.61038208007812
2010-12-17,107.130615234375
2010-12-20,108.0036849975586
2010-12-21,108.9476318359375
2010-12-22,108.562255859375
2010-12-23,108.60945129394531
2010-12-27,109.06566619873047
2010-12-28,108.562255859375
2010-12-29,108.51505279541016
2010-12-30,108.78246307373047
2010-12-31,108.64094543457031
2011-01-03,109.76575469970703
2011-01-04,109.52188873291016
2011-01-05,109.08924102783203
2011-01-06,105.14043426513672
2011-01-07,104.30656433105469
2011-01-10,104.3537826538086
2011-01-11,105.0459976196289
2011-01-12,105.76971435546875
2011-01-13,106.02141571044922
2011-01-14,106.9024658203125
2011-01-18,107.92504119873047
2011-01-19,107.0440444946289
2011-01-20,106.35182189941406
2011-01-21,106.43836212158203
2011-01-24,109.46685791015625
2011-01-25,104.27511596679688
2011-01-26,103.97615814208984
2011-01-27,105.40000915527344
2011-01-28,102.42652893066406
2011-01-31,103.41767120361328
2011-02-01,104.08634185791016
2011-02-02,103.62220001220703
2011-02-03,104.11781311035156
2011-02-04,104.97523498535156
2011-02-07,105.92703247070312
2011-02-08,106.54057312011719
2011-02-09,106.41474151611328
2011-02-10,107.30718231201172
2011-02-11,107.19664001464844
2011-02-14,106.20938110351562
2011-02-15,105.83029174804688
2011-02-16,106.00408172607422
2011-02-17,105.83029174804688
2011-02-18,107.14131927490234
2011-02-22,105.04841613769531
2011-02-23,103.08978271484375
2011-02-24,102.7264404296875
2011-02-25,104.02962493896484
2011-02-28,105.20639038085938
2011-03-01,104.26655578613281
2011-03-02,106.4226303100586
2011-03-03,108.49971771240234
2011-03-04,107.74943542480469
2011-03-07,107.22819519042969
2011-03-08,107.96268463134766
2011-03-09,108.26282501220703
2011-03-10,106.15412139892578
2011-03-11,107.7889404296875
2011-03-14,107.03868865966797
2011-03-15,106.1383056640625
2011-03-16,105.13529968261719
2011-03-17,106.26470184326172
2011-03-18,107.03868865966797
2011-03-21,107.82846069335938
2011-03-22,107.1650390625
2011-03-23,106.65166473388672
2011-03-24,107.19664001464844
2011-03-25,107.3387680053711
2011-03-28,107.74943542480469
2011-03-29,108.9656982421875
2011-03-30,108.4207763671875
2011-03-31,108.73666381835938
