Date,HOUS
2012-10-11,31.921945571899414
2012-10-12,31.36190414428711
2012-10-15,31.268571853637695
2012-10-16,33.35936737060547
2012-10-17,34.992801666259766
2012-10-18,33.788726806640625
2012-10-19,34.44209671020508
2012-10-22,34.65678024291992
2012-10-23,33.27536392211914
2012-10-24,33.60204315185547
2012-10-25,32.71532440185547
2012-10-26,32.351295471191406
2012-10-31,33.17268371582031
2012-11-01,33.5647087097168
2012-11-02,35.226139068603516
2012-11-05,36.308876037597656
2012-11-06,36.73823928833008
2012-11-07,36.6635627746582
2012-11-08,36.140872955322266
2012-11-09,35.300811767578125
2012-11-12,34.58211135864258
2012-11-13,34.06874465942383
2012-11-14,33.098018646240234
2012-11-15,32.42597961425781
2012-11-16,33.135353088378906
2012-11-19,34.59144592285156
2012-11-20,34.25542068481445
2012-11-21,33.77005386352539
2012-11-23,34.06874465942383
2012-11-26,33.87272644042969
2012-11-27,33.984737396240234
2012-11-28,34.27408981323242
2012-11-29,34.82478713989258
2012-11-30,35.19814682006836
2012-12-03,35.20747756958008
2012-12-04,35.23548126220703
2012-12-05,34.48876953125
2012-12-06,34.47943115234375
2012-12-07,35.20747756958008
2012-12-10,35.09547805786133
2012-12-11,34.750118255615234
2012-12-12,35.19814682006836
2012-12-13,35.46882247924805
2012-12-14,36.0381965637207
2012-12-17,36.579559326171875
2012-12-18,37.484947204589844
2012-12-19,37.45695114135742
2012-12-20,37.718292236328125
2012-12-21,38.56767654418945
2012-12-24,38.605018615722656
2012-12-26,38.45568084716797
2012-12-27,39.230384826660156
2012-12-28,38.95970916748047
2012-12-31,39.16504669189453
2013-01-02,38.623687744140625
2013-01-03,39.14638137817383
2013-01-04,39.04371643066406
2013-01-07,38.64236068725586
2013-01-08,38.6796875
2013-01-09,39.85575866699219
2013-01-10,39.17438507080078
2013-01-11,38.857032775878906
2013-01-14,39.05303955078125
2013-01-15,39.34239196777344
2013-01-16,39.36106491088867
2013-01-17,39.60375213623047
2013-01-18,40.68647384643555
2013-01-22,41.33051300048828
2013-01-23,41.853214263916016
2013-01-24,41.34918975830078
2013-01-25,41.57320022583008
2013-01-28,41.70387649536133
2013-01-29,42.478580474853516
2013-01-30,42.189231872558594
2013-01-31,41.78788757324219
2013-02-01,42.92661666870117
2013-02-04,42.70260238647461
2013-02-05,41.871883392333984
2013-02-06,42.70260238647461
2013-02-07,42.441246032714844
2013-02-08,42.002559661865234
2013-02-11,41.26517868041992
2013-02-12,42.29191589355469
2013-02-13,43.38397979736328
2013-02-14,42.39457321166992
2013-02-15,41.274505615234375
2013-02-19,42.53459167480469
2013-02-20,41.16250228881836
2013-02-21,40.18244171142578
2013-02-22,41.293182373046875
2013-02-25,40.00511169433594
2013-02-26,39.95843505859375
2013-02-27,40.98516082763672
2013-02-28,41.862545013427734
2013-03-01,43.07595443725586
2013-03-04,42.90795135498047
2013-03-05,44.24269485473633
2013-03-06,44.102684020996094
2013-03-07,43.635990142822266
2013-03-08,44.34536361694336
2013-03-11,44.27069091796875
2013-03-12,43.58932113647461
2013-03-13,43.76666259765625
2013-03-14,43.59865188598633
2013-03-15,44.522708892822266
2013-03-18,44.77473068237305
2013-03-19,46.04413604736328
2013-03-20,46.0908088684082
2013-03-21,44.989410400390625
2013-03-22,45.5307731628418
2013-03-25,46.48283004760742
2013-03-26,45.689453125
2013-03-27,45.73611831665039
2013-03-28,45.58677291870117
2013-04-01,44.102684020996094
2013-04-02,43.24396514892578
2013-04-03,41.48919677734375
2013-04-04,41.797218322753906
2013-04-05,41.70387649536133
2013-04-08,42.78660202026367
2013-04-09,41.81587600708008
2013-04-10,41.3211784362793
2013-04-11,43.16929626464844
2013-04-12,43.13196563720703
2013-04-15,41.61053466796875
2013-04-16,43.0106201171875
2013-04-17,43.03861618041992
2013-04-18,43.141300201416016
2013-04-19,45.26942825317383
2013-04-22,44.56938171386719
2013-04-23,44.280025482177734
2013-04-24,44.56938171386719
2013-04-25,45.09207534790039
2013-04-26,44.81206512451172
2013-04-29,44.89606475830078
2013-04-30,44.802730560302734
2013-05-01,45.15741729736328
2013-05-02,45.73611831665039
2013-05-03,46.436161041259766
2013-05-06,47.29487609863281
2013-05-07,47.34154510498047
2013-05-08,47.929588317871094
2013-05-09,47.07086181640625
2013-05-10,47.77090835571289
2013-05-13,48.302940368652344
2013-05-14,49.66568374633789
2013-05-15,49.030982971191406
2013-05-16,49.78703308105469
2013-05-17,49.96437072753906
2013-05-20,50.72975540161133
2013-05-21,51.19645690917969
2013-05-22,49.105655670166016
2013-05-23,48.94697952270508
2013-05-24,48.9749870300293
2013-05-28,49.52568435668945
2013-05-29,49.114986419677734
2013-05-30,48.77897262573242
2013-05-31,48.20027160644531
2013-06-03,46.85618591308594
2013-06-04,45.23208999633789
2013-06-05,44.56938171386719
2013-06-06,45.372093200683594
2013-06-07,46.11881637573242
2013-06-10,45.362762451171875
2013-06-11,44.83073043823242
2013-06-12,43.73865509033203
2013-06-13,46.70684051513672
2013-06-14,46.968196868896484
2013-06-17,48.42428207397461
2013-06-18,47.7429084777832
2013-06-19,46.548160552978516
2013-06-20,44.55070877075195
2013-06-21,42.581260681152344
2013-06-24,42.74927520751953
2013-06-25,44.653385162353516
2013-06-26,45.31609344482422
2013-06-27,45.76411437988281
2013-06-28,44.84006881713867
2013-07-01,46.59483337402344
2013-07-02,47.14553451538086
2013-07-03,47.1828727722168
2013-07-05,45.922794342041016
2013-07-08,45.502769470214844
2013-07-09,44.57870864868164
2013-07-10,45.484100341796875
2013-07-11,46.548160552978516
2013-07-12,46.314815521240234
2013-07-15,45.73611831665039
2013-07-16,46.006797790527344
2013-07-17,46.66018295288086
2013-07-18,47.416229248046875
2013-07-19,46.79084396362305
2013-07-22,46.44549560546875
2013-07-23,45.80145263671875
2013-07-24,43.54264831542969
2013-07-25,43.73865509033203
2013-07-26,43.54264831542969
2013-07-29,42.954612731933594
2013-07-30,42.51592254638672
2013-07-31,41.96521759033203
2013-08-01,41.55453109741211
2013-08-02,41.62919998168945
2013-08-05,41.47985076904297
2013-08-06,41.52653503417969
2013-08-07,41.8438835144043
2013-08-08,42.8892822265625
2013-08-09,42.674591064453125
2013-08-12,41.862545013427734
2013-08-13,40.546470642089844
2013-08-14,40.26645278930664
2013-08-15,39.137054443359375
2013-08-16,39.78108215332031
2013-08-19,39.04371643066406
2013-08-20,40.733150482177734
2013-08-21,40.341121673583984
2013-08-22,40.331787109375
2013-08-23,39.34239196777344
2013-08-26,38.88503646850586
2013-08-27,39.109046936035156
2013-08-28,39.69708251953125
2013-08-29,39.73442077636719
2013-08-30,39.510406494140625
2013-09-03,39.15572738647461
2013-09-04,38.987709045410156
2013-09-05,39.94911193847656
2013-09-06,39.47307205200195
2013-09-09,40.3131217956543
2013-09-10,41.10650634765625
2013-09-11,41.302513122558594
2013-09-12,40.63046646118164
2013-09-13,40.8358154296875
2013-09-16,40.63046646118164
2013-09-17,41.069175720214844
2013-09-18,42.441246032714844
2013-09-19,42.301246643066406
2013-09-20,41.10650634765625
2013-09-23,40.18244171142578
2013-09-24,40.70515060424805
2013-09-25,41.731876373291016
2013-09-26,40.77048110961914
2013-09-27,39.98643493652344
2013-09-30,40.15444564819336
2013-10-01,40.779815673828125
2013-10-02,41.02249526977539
2013-10-03,40.46246337890625
2013-10-04,40.17311477661133
2013-10-07,41.19984436035156
2013-10-08,39.78108215332031
2013-10-09,39.91176223754883
2013-10-10,40.8171501159668
2013-10-11,40.80781936645508
2013-10-14,40.910491943359375
2013-10-15,39.60375213623047
2013-10-16,40.40645980834961
2013-10-17,41.00383377075195
2013-10-18,40.44380187988281
2013-10-21,38.74502182006836
2013-10-22,39.78108215332031
2013-10-23,40.72381591796875
2013-10-24,41.26517868041992
2013-10-25,41.21851348876953
2013-10-28,39.66908645629883
2013-10-29,39.75308609008789
2013-10-30,39.43572998046875
2013-10-31,38.39967346191406
2013-11-01,37.96097946166992
2013-11-04,40.854488372802734
2013-11-05,40.96649932861328
2013-11-06,41.18117141723633
2013-11-07,40.15444564819336
2013-11-08,40.2477912902832
2013-11-11,39.84642791748047
2013-11-12,39.38907241821289
2013-11-13,40.11711120605469
2013-11-14,41.81587600708008
2013-11-15,42.543922424316406
2013-11-18,42.51592254638672
2013-11-19,41.871883392333984
2013-11-20,41.862545013427734
2013-11-21,43.001285552978516
2013-11-22,43.61731719970703
2013-11-25,43.523983001708984
2013-11-26,44.6813850402832
2013-11-27,44.73738479614258
2013-11-29,44.233360290527344
2013-12-02,44.24269485473633
2013-12-03,44.448036193847656
2013-12-04,44.14002227783203
2013-12-05,43.58932113647461
2013-12-06,44.018672943115234
2013-12-09,44.849388122558594
2013-12-10,44.47604751586914
2013-12-11,43.30931091308594
2013-12-12,43.61731719970703
2013-12-13,43.878665924072266
2013-12-16,43.78532791137695
2013-12-17,43.8973388671875
2013-12-18,45.64277648925781
2013-12-19,44.214698791503906
2013-12-20,45.01740646362305
2013-12-23,45.82945251464844
2013-12-24,46.0908088684082
2013-12-26,46.17481994628906
2013-12-27,46.35215377807617
2013-12-30,46.016136169433594
2013-12-31,46.17481994628906
2014-01-02,46.5574951171875
2014-01-03,46.65083694458008
2014-01-06,45.79212188720703
2014-01-07,44.89606475830078
2014-01-08,44.88673782348633
2014-01-09,45.12008285522461
2014-01-10,45.894798278808594
2014-01-13,44.802730560302734
2014-01-14,44.7653923034668
2014-01-15,44.756065368652344
2014-01-16,44.30803298950195
2014-01-17,43.58932113647461
2014-01-21,44.36402893066406
2014-01-22,45.09207534790039
2014-01-23,43.86000061035156
2014-01-24,42.65592956542969
2014-01-27,42.39457321166992
2014-01-28,43.710670471191406
2014-01-29,43.57998275756836
2014-01-30,42.198570251464844
2014-01-31,42.53459167480469
2014-02-03,42.179893493652344
2014-02-04,42.72126388549805
2014-02-05,42.34791946411133
2014-02-06,42.99195098876953
