Date,RBRK
2024-04-25,37.0
2024-04-26,38.0
2024-04-29,35.0
2024-04-30,32.02000045776367
2024-05-01,32.84000015258789
2024-05-02,33.90999984741211
2024-05-03,32.75
2024-05-06,34.869998931884766
2024-05-07,33.77000045776367
2024-05-08,33.56999969482422
2024-05-09,33.599998474121094
2024-05-10,33.52000045776367
2024-05-13,32.790000915527344
2024-05-14,33.97999954223633
2024-05-15,34.36000061035156
2024-05-16,34.86000061035156
2024-05-17,36.56999969482422
2024-05-20,36.06999969482422
2024-05-21,35.380001068115234
2024-05-22,33.970001220703125
2024-05-23,32.7599983215332
2024-05-24,33.560001373291016
2024-05-28,32.459999084472656
2024-05-29,33.02000045776367
2024-05-30,30.260000228881836
2024-05-31,30.479999542236328
2024-06-03,30.809999465942383
2024-06-04,30.75
2024-06-05,31.399999618530273
2024-06-06,33.279998779296875
2024-06-07,33.83000183105469
2024-06-10,35.7599983215332
2024-06-11,35.2599983215332
2024-06-12,32.119998931884766
2024-06-13,31.110000610351562
2024-06-14,32.5
2024-06-17,31.06999969482422
2024-06-18,30.649999618530273
2024-06-20,29.670000076293945
2024-06-21,28.649999618530273
2024-06-24,30.15999984741211
2024-06-25,30.3700008392334
2024-06-26,29.719999313354492
2024-06-27,30.649999618530273
2024-06-28,30.65999984741211
2024-07-01,30.0
2024-07-02,29.899999618530273
2024-07-03,29.93000030517578
2024-07-05,32.7599983215332
2024-07-08,32.0099983215332
2024-07-09,32.650001525878906
2024-07-10,33.189998626708984
2024-07-11,32.9900016784668
2024-07-12,33.849998474121094
2024-07-15,34.290000915527344
2024-07-16,34.0
2024-07-17,34.7400016784668
2024-07-18,34.0
2024-07-19,33.86000061035156
2024-07-22,34.540000915527344
2024-07-23,36.40999984741211
2024-07-24,35.0
2024-07-25,34.41999816894531
2024-07-26,34.709999084472656
2024-07-29,34.599998474121094
2024-07-30,36.61000061035156
2024-07-31,37.20000076293945
2024-08-01,34.58000183105469
2024-08-02,31.049999237060547
2024-08-05,30.049999237060547
2024-08-06,30.959999084472656
2024-08-07,31.09000015258789
2024-08-08,31.489999771118164
2024-08-09,31.75
2024-08-12,31.290000915527344
2024-08-13,32.11000061035156
2024-08-14,31.709999084472656
2024-08-15,33.619998931884766
2024-08-16,33.40999984741211
2024-08-19,35.86000061035156
2024-08-20,35.95000076293945
2024-08-21,36.36000061035156
2024-08-22,36.16999816894531
2024-08-23,34.95000076293945
2024-08-26,35.59000015258789
2024-08-27,35.41999816894531
2024-08-28,34.209999084472656
2024-08-29,33.77000045776367
2024-08-30,34.81999969482422
2024-09-03,32.86000061035156
2024-09-04,32.630001068115234
2024-09-05,32.13999938964844
2024-09-06,30.719999313354492
2024-09-09,32.060001373291016
2024-09-10,31.579999923706055
2024-09-11,33.5
2024-09-12,30.75
2024-09-13,30.5
2024-09-16,31.3799991607666
2024-09-17,32.2400016784668
2024-09-18,31.540000915527344
2024-09-19,32.70000076293945
2024-09-20,33.290000915527344
2024-09-23,33.369998931884766
2024-09-24,33.54999923706055
2024-09-25,31.520000457763672
2024-09-26,31.739999771118164
2024-09-27,31.959999084472656
2024-09-30,32.150001525878906
2024-10-01,31.360000610351562
2024-10-02,31.389999389648438
2024-10-03,32.599998474121094
2024-10-04,33.189998626708984
2024-10-07,32.95000076293945
2024-10-08,34.630001068115234
2024-10-09,35.9900016784668
2024-10-10,38.709999084472656
2024-10-11,39.540000915527344
2024-10-14,39.2599983215332
2024-10-15,39.130001068115234
2024-10-16,38.869998931884766
2024-10-17,39.47999954223633
2024-10-18,39.540000915527344
2024-10-21,38.52000045776367
2024-10-22,38.61000061035156
2024-10-23,37.689998626708984
2024-10-24,38.90999984741211
2024-10-25,39.400001525878906
2024-10-28,40.58000183105469
2024-10-29,42.599998474121094
2024-10-30,42.599998474121094
2024-10-31,41.2599983215332
2024-11-01,41.380001068115234
2024-11-04,41.52000045776367
2024-11-05,41.54999923706055
2024-11-06,43.290000915527344
2024-11-07,44.470001220703125
2024-11-08,44.7599983215332
2024-11-11,44.31999969482422
2024-11-12,44.810001373291016
2024-11-13,44.58000183105469
2024-11-14,44.5
2024-11-15,43.2400016784668
2024-11-18,43.83000183105469
2024-11-19,44.209999084472656
2024-11-20,45.150001525878906
2024-11-21,49.119998931884766
2024-11-22,51.04999923706055
2024-11-25,50.38999938964844
2024-11-26,50.02000045776367
2024-11-27,49.65999984741211
2024-11-29,50.81999969482422
2024-12-02,49.43000030517578
2024-12-03,50.93000030517578
2024-12-04,52.619998931884766
2024-12-05,53.65999984741211
2024-12-06,64.62999725341797
2024-12-09,69.79000091552734
2024-12-10,69.2300033569336
2024-12-11,70.41999816894531
2024-12-12,74.19000244140625
2024-12-13,72.18000030517578
2024-12-16,75.51000213623047
2024-12-17,72.97000122070312
2024-12-18,68.05000305175781
2024-12-19,66.9800033569336
2024-12-20,66.12000274658203
2024-12-23,67.16999816894531
2024-12-24,67.93000030517578
2024-12-26,68.37999725341797
2024-12-27,68.3499984741211
2024-12-30,68.2699966430664
2024-12-31,65.36000061035156
2025-01-02,66.3499984741211
2025-01-03,66.9000015258789
2025-01-06,68.5
2025-01-07,64.33999633789062
2025-01-08,63.189998626708984
2025-01-10,63.459999084472656
2025-01-13,65.05000305175781
2025-01-14,65.08999633789062
2025-01-15,66.7300033569336
2025-01-16,68.23999786376953
2025-01-17,67.9000015258789
2025-01-21,71.36000061035156
2025-01-22,71.3499984741211
2025-01-23,70.30999755859375
2025-01-24,70.98999786376953
2025-01-27,69.01000213623047
2025-01-28,73.19000244140625
2025-01-29,74.11000061035156
2025-01-30,74.02999877929688
2025-01-31,73.2699966430664
2025-02-03,70.87000274658203
2025-02-04,74.08000183105469
2025-02-05,75.58999633789062
2025-02-06,75.33999633789062
2025-02-07,74.48999786376953
2025-02-10,76.95999908447266
2025-02-11,72.9000015258789
2025-02-12,77.55000305175781
2025-02-13,78.72000122070312
2025-02-14,77.54000091552734
2025-02-18,78.08999633789062
2025-02-19,74.19000244140625
2025-02-20,72.22000122070312
2025-02-21,69.69999694824219
2025-02-24,67.72000122070312
2025-02-25,63.86000061035156
2025-02-26,65.83999633789062
2025-02-27,64.30000305175781
2025-02-28,65.12000274658203
2025-03-03,61.369998931884766
2025-03-04,61.560001373291016
2025-03-05,62.849998474121094
2025-03-06,58.59000015258789
2025-03-07,57.349998474121094
2025-03-10,51.84000015258789
2025-03-11,53.81999969482422
2025-03-12,57.11000061035156
2025-03-13,55.279998779296875
2025-03-14,70.63999938964844
2025-03-17,70.83999633789062
2025-03-18,70.01000213623047
2025-03-19,70.95999908447266
2025-03-20,70.19000244140625
2025-03-21,68.19000244140625
2025-03-24,73.45999908447266
2025-03-25,74.27999877929688
2025-03-26,68.61000061035156
2025-03-27,66.0
2025-03-28,63.65999984741211
2025-03-31,60.97999954223633
2025-04-01,60.470001220703125
2025-04-02,62.43000030517578
2025-04-03,57.45000076293945
2025-04-04,51.77000045776367
2025-04-07,53.02000045776367
2025-04-08,52.810001373291016
2025-04-09,61.689998626708984
2025-04-10,58.349998474121094
2025-04-11,59.0099983215332
2025-04-14,60.04999923706055
2025-04-15,63.310001373291016
2025-04-16,62.31999969482422
2025-04-17,61.61000061035156
2025-04-21,59.279998779296875
2025-04-22,61.88999938964844
2025-04-23,65.55000305175781
2025-04-24,68.20999908447266
2025-04-25,69.83999633789062
2025-04-28,69.76000213623047
2025-04-29,70.73999786376953
2025-04-30,70.52999877929688
2025-05-01,71.11000061035156
2025-05-02,73.33000183105469
2025-05-05,74.66999816894531
2025-05-06,74.23999786376953
2025-05-07,75.80999755859375
2025-05-08,76.56999969482422
2025-05-09,76.87999725341797
2025-05-12,78.61000061035156
2025-05-13,83.0999984741211
2025-05-14,84.61000061035156
2025-05-15,85.5199966430664
2025-05-16,85.30999755859375
2025-05-19,86.72000122070312
2025-05-20,89.01000213623047
2025-05-21,87.75
2025-05-22,91.11000061035156
2025-05-23,92.3499984741211
2025-05-27,94.8499984741211
2025-05-28,94.08999633789062
2025-05-29,95.37999725341797
2025-05-30,95.3499984741211
2025-06-02,99.73999786376953
2025-06-03,98.06999969482422
2025-06-04,98.54000091552734
2025-06-05,98.56999969482422
2025-06-06,97.91000366210938
2025-06-09,93.1500015258789
2025-06-10,87.55000305175781
2025-06-11,88.86000061035156
2025-06-12,88.73999786376953
2025-06-13,90.30000305175781
2025-06-16,92.0
2025-06-17,89.12999725341797
2025-06-18,87.16999816894531
2025-06-20,85.51000213623047
2025-06-23,89.70999908447266
2025-06-24,90.0999984741211
2025-06-25,90.55999755859375
2025-06-26,92.0999984741211
