Date,RRX
2010-01-04,41.47407531738281
2010-01-05,41.861778259277344
2010-01-06,41.63233184814453
2010-01-07,41.47407531738281
2010-01-08,41.52155685424805
2010-01-11,41.12595748901367
2010-01-12,40.31103515625
2010-01-13,40.168636322021484
2010-01-14,40.12114334106445
2010-01-15,39.947113037109375
2010-01-19,40.87278366088867
2010-01-20,40.62750244140625
2010-01-21,39.3615837097168
2010-01-22,38.625797271728516
2010-01-25,38.625797271728516
2010-01-26,38.12736511230469
2010-01-27,38.348907470703125
2010-01-28,38.03241729736328
2010-01-29,37.5023078918457
2010-02-01,38.03241729736328
2010-02-02,38.570411682128906
2010-02-03,39.27457046508789
2010-02-04,40.833221435546875
2010-02-05,41.47407531738281
2010-02-08,42.61338806152344
2010-02-09,42.423492431640625
2010-02-10,41.9250602722168
2010-02-11,42.81911087036133
2010-02-12,43.380855560302734
2010-02-16,44.23533248901367
2010-02-17,45.1214714050293
2010-02-18,45.41419219970703
2010-02-19,45.43794631958008
2010-02-22,45.31925582885742
2010-02-23,44.7812385559082
2010-02-24,45.145198822021484
2010-02-25,45.04233932495117
2010-02-26,44.638832092285156
2010-03-01,45.05818176269531
2010-03-02,44.955318450927734
2010-03-03,44.98695755004883
2010-03-04,45.01069259643555
2010-03-05,45.26387023925781
2010-03-08,45.27179718017578
2010-03-09,45.3746452331543
2010-03-10,45.738590240478516
2010-03-11,46.26076889038086
2010-03-12,46.284507751464844
2010-03-15,47.186458587646484
2010-03-16,47.48712158203125
2010-03-17,47.305145263671875
2010-03-18,46.624725341796875
2010-03-19,45.38255310058594
2010-03-22,46.6168098449707
2010-03-23,48.088409423828125
2010-03-24,46.779510498046875
2010-03-25,47.017486572265625
2010-03-26,47.55691146850586
2010-03-29,47.33478927612305
2010-03-30,47.90595626831055
2010-03-31,47.12855529785156
2010-04-01,47.27927780151367
2010-04-05,48.44538879394531
2010-04-06,49.357669830322266
2010-04-07,49.452850341796875
2010-04-08,49.468711853027344
2010-04-09,49.825687408447266
2010-04-12,50.031944274902344
2010-04-13,50.58723449707031
2010-04-14,50.3968620300293
2010-04-15,50.8172721862793
2010-04-16,50.3968620300293
2010-04-19,50.15885925292969
2010-04-20,50.58723449707031
2010-04-21,50.44444274902344
2010-04-22,51.26944351196289
2010-04-23,51.81681442260742
2010-04-26,51.3804931640625
2010-04-27,51.039390563964844
2010-04-28,51.372581481933594
2010-04-29,52.06272506713867
2010-04-30,50.19059371948242
2010-05-03,51.93581771850586
2010-05-04,48.572322845458984
2010-05-05,48.67544937133789
2010-05-06,46.35114669799805
2010-05-07,45.772056579589844
2010-05-10,49.341793060302734
2010-05-11,49.41318893432617
2010-05-12,51.555023193359375
2010-05-13,50.706233978271484
2010-05-14,49.452850341796875
2010-05-17,49.460777282714844
2010-05-18,49.04035186767578
2010-05-19,47.50931930541992
2010-05-20,45.27228546142578
2010-05-21,46.25594711303711
2010-05-24,46.33527755737305
2010-05-25,46.382869720458984
2010-05-26,47.42205047607422
2010-05-27,49.59563446044922
2010-05-28,47.82664489746094
2010-06-01,46.74778366088867
2010-06-02,48.143943786621094
2010-06-03,50.50790786743164
2010-06-04,46.96989822387695
2010-06-07,45.91483688354492
2010-06-08,45.851375579833984
2010-06-09,45.81964874267578
2010-06-10,48.183597564697266
2010-06-11,48.619895935058594
2010-06-14,48.42158889770508
2010-06-15,50.254058837890625
2010-06-16,50.15092849731445
2010-06-17,50.17472457885742
2010-06-18,50.07954788208008
2010-06-21,49.793975830078125
2010-06-22,48.397796630859375
2010-06-23,48.8910026550293
2010-06-24,45.94767379760742
2010-06-25,45.49424743652344
2010-06-28,45.239681243896484
2010-06-29,44.28510665893555
2010-06-30,44.37258529663086
2010-07-01,44.30101013183594
2010-07-02,44.13395690917969
2010-07-06,43.82371139526367
2010-07-07,45.5419807434082
2010-07-08,46.59202194213867
2010-07-09,47.443206787109375
2010-07-12,46.9818229675293
2010-07-13,48.469390869140625
2010-07-14,48.668277740478516
2010-07-15,48.34210205078125
2010-07-16,46.584068298339844
2010-07-19,46.82270812988281
2010-07-20,47.689796447753906
2010-07-21,47.65003204345703
2010-07-22,48.51711654663086
2010-07-23,49.575138092041016
2010-07-26,50.832000732421875
2010-07-27,49.917179107666016
2010-07-28,49.98878860473633
2010-07-29,49.66263198852539
2010-07-30,48.389835357666016
2010-08-02,49.34443283081055
2010-08-03,50.19560241699219
2010-08-04,51.25362014770508
2010-08-05,51.76274871826172
2010-08-06,50.77631759643555
2010-08-09,50.442203521728516
2010-08-10,49.79785919189453
2010-08-11,47.02159118652344
2010-08-12,47.10908889770508
2010-08-13,46.361351013183594
2010-08-16,46.15449523925781
2010-08-17,46.36928176879883
2010-08-18,45.9715461730957
2010-08-19,45.486289978027344
2010-08-20,45.510162353515625
2010-08-23,45.64539337158203
2010-08-24,44.85785675048828
2010-08-25,44.87376403808594
2010-08-26,45.14423751831055
2010-08-27,45.85221862792969
2010-08-30,44.75442886352539
2010-08-31,44.006675720214844
2010-09-01,45.65334701538086
2010-09-02,46.965919494628906
2010-09-03,47.66593551635742
2010-09-07,46.42496871948242
2010-09-08,46.75111389160156
2010-09-09,46.63976287841797
2010-09-10,46.56021499633789
2010-09-13,47.244319915771484
2010-09-14,47.546627044677734
2010-09-15,47.12501907348633
2010-09-16,48.023902893066406
2010-09-17,48.44553756713867
2010-09-20,49.28078842163086
