Date,SBCF
2010-01-04,7.928070545196533
2010-01-05,8.062443733215332
2010-01-06,8.15202522277832
2010-01-07,8.779104232788086
2010-01-08,9.137434005737305
2010-01-11,8.958269119262695
2010-01-12,9.003059387207031
2010-01-13,8.779104232788086
2010-01-14,9.003059387207031
2010-01-15,8.91347599029541
2010-01-19,8.86868667602539
2010-01-20,8.823895454406738
2010-01-21,8.734312057495117
2010-01-22,7.883277416229248
2010-01-25,8.15202522277832
2010-01-26,7.838485240936279
2010-01-27,7.928070545196533
2010-01-28,7.883277416229248
2010-01-29,6.8978681564331055
2010-02-01,6.808285713195801
2010-02-02,6.763493537902832
2010-02-03,6.71870231628418
2010-02-04,6.315580368041992
2010-02-05,6.27078914642334
2010-02-08,6.136415481567383
2010-02-09,6.181206703186035
2010-02-10,6.225998401641846
2010-02-11,6.181206703186035
2010-02-12,6.27078914642334
2010-02-16,6.27078914642334
2010-02-17,6.136415481567383
2010-02-18,6.494744777679443
2010-02-19,6.494744777679443
2010-02-22,6.5843281745910645
2010-02-23,6.71870231628418
2010-02-24,6.8978681564331055
2010-02-25,7.032242774963379
2010-02-26,6.942660331726074
2010-03-01,6.8978681564331055
2010-03-02,7.21140718460083
2010-03-03,7.345780849456787
2010-03-04,7.614529609680176
2010-03-05,8.062443733215332
2010-03-08,7.972860813140869
2010-03-09,7.838485240936279
2010-03-10,7.569738388061523
2010-03-11,7.614529609680176
2010-03-12,7.614529609680176
2010-03-15,7.569738388061523
2010-03-16,8.017653465270996
2010-03-17,8.017653465270996
2010-03-18,8.510357856750488
2010-03-19,7.838485240936279
2010-03-22,8.062443733215332
2010-03-23,8.062443733215332
2010-03-24,8.017653465270996
2010-03-25,7.928070545196533
2010-03-26,8.196816444396973
2010-03-29,8.017653465270996
2010-03-30,7.704112529754639
2010-03-31,7.569738388061523
2010-04-01,7.793693542480469
2010-04-05,8.017653465270996
2010-04-06,8.017653465270996
2010-04-07,8.42077350616455
2010-04-08,8.55514907836914
2010-04-09,8.241606712341309
2010-04-12,9.854096412658691
2010-04-13,10.749921798706055
2010-04-14,11.197836875915527
2010-04-15,10.3468017578125
2010-04-16,10.302011489868164
2010-04-19,8.86868667602539
2010-04-20,8.958269119262695
2010-04-21,8.734312057495117
2010-04-22,8.779104232788086
2010-04-23,9.495767593383789
2010-04-26,9.092643737792969
2010-04-27,9.047852516174316
2010-04-28,9.092643737792969
2010-04-29,9.585348129272461
2010-04-30,9.76451587677002
2010-05-03,9.988469123840332
2010-05-04,9.898887634277344
2010-05-05,10.257218360900879
2010-05-06,9.495767593383789
2010-05-07,9.898887634277344
2010-05-10,9.898887634277344
2010-05-11,9.898887634277344
2010-05-12,10.52596664428711
2010-05-13,10.391592979431152
2010-05-14,9.809306144714355
2010-05-17,9.495767593383789
2010-05-18,8.958269119262695
2010-05-19,8.331192970275879
2010-05-20,8.062443733215332
2010-05-21,8.644730567932129
2010-05-24,8.107234954833984
2010-05-25,7.883277416229248
2010-05-26,7.569738388061523
2010-05-27,8.196816444396973
2010-05-28,8.465564727783203
2010-06-01,8.196816444396973
2010-06-02,8.644730567932129
2010-06-03,8.286397933959961
2010-06-04,7.883277416229248
2010-06-07,7.032242774963379
2010-06-08,6.629119873046875
2010-06-09,6.27078914642334
2010-06-10,6.494744777679443
2010-06-11,6.673911094665527
2010-06-14,6.53953742980957
2010-06-15,6.405162811279297
2010-06-16,6.136415481567383
2010-06-17,6.27078914642334
2010-06-18,6.71870231628418
2010-06-21,7.032242774963379
2010-06-22,6.449954986572266
2010-06-23,6.494744777679443
2010-06-24,6.002039909362793
2010-06-25,6.136415481567383
2010-06-28,6.046832084655762
2010-06-29,5.733293056488037
2010-06-30,5.957249164581299
2010-07-01,5.643710136413574
2010-07-02,5.643710136413574
2010-07-06,6.002039909362793
2010-07-07,6.002039909362793
2010-07-08,6.181206703186035
2010-07-09,6.225998401641846
2010-07-12,6.449954986572266
2010-07-13,6.629119873046875
2010-07-14,6.27078914642334
2010-07-15,6.225998401641846
2010-07-16,6.046832084655762
2010-07-19,5.8228759765625
2010-07-20,5.867666244506836
2010-07-21,5.912458419799805
2010-07-22,6.002039909362793
2010-07-23,5.643710136413574
2010-07-26,5.2405877113342285
2010-07-27,5.374960899353027
2010-07-28,5.464544296264648
2010-07-29,5.419753551483154
2010-07-30,6.091624736785889
2010-08-02,6.002039909362793
2010-08-03,5.643710136413574
2010-08-04,5.464544296264648
2010-08-05,6.046832084655762
2010-08-06,5.733293056488037
2010-08-09,5.733293056488037
2010-08-10,5.688501834869385
2010-08-11,5.464544296264648
2010-08-12,5.8228759765625
2010-08-13,5.554128170013428
2010-08-16,5.374960899353027
2010-08-17,5.554128170013428
2010-08-18,5.643710136413574
2010-08-19,5.733293056488037
2010-08-20,5.464544296264648
2010-08-23,5.509335994720459
2010-08-24,5.419753551483154
2010-08-25,5.2405877113342285
2010-08-26,5.01663064956665
2010-08-27,5.151005744934082
2010-08-30,5.285378932952881
2010-08-31,5.419753551483154
2010-09-01,5.330170631408691
2010-09-02,5.374960899353027
2010-09-03,5.2405877113342285
2010-09-07,5.374960899353027
2010-09-08,5.330170631408691
2010-09-09,5.688501834869385
2010-09-10,5.733293056488037
2010-09-13,5.957249164581299
2010-09-14,5.957249164581299
2010-09-15,6.046832084655762
2010-09-16,5.957249164581299
2010-09-17,5.554128170013428
2010-09-20,5.867666244506836
2010-09-21,6.136415481567383
2010-09-22,6.046832084655762
2010-09-23,6.046832084655762
2010-09-24,5.867666244506836
2010-09-27,5.419753551483154
2010-09-28,5.598918437957764
2010-09-29,5.598918437957764
2010-09-30,5.464544296264648
2010-10-01,5.598918437957764
2010-10-04,5.867666244506836
2010-10-05,6.002039909362793
2010-10-06,6.002039909362793
2010-10-07,6.225998401641846
2010-10-08,5.957249164581299
2010-10-11,5.8228759765625
2010-10-12,5.8228759765625
2010-10-13,5.8228759765625
2010-10-14,5.8228759765625
2010-10-15,6.046832084655762
2010-10-18,6.136415481567383
2010-10-19,6.449954986572266
2010-10-20,6.181206703186035
2010-10-21,5.778083324432373
2010-10-22,6.136415481567383
2010-10-25,5.8228759765625
