Date,ROOT
2021-07-12,161.63999938964844
2021-07-13,157.67999267578125
2021-07-14,147.4199981689453
2021-07-15,149.5800018310547
2021-07-16,144.72000122070312
2021-07-19,143.27999877929688
2021-07-20,146.6999969482422
2021-07-21,147.60000610351562
2021-07-22,142.55999755859375
2021-07-23,137.8800048828125
2021-07-26,140.0399932861328
2021-07-27,133.9199981689453
2021-07-28,138.4199981689453
2021-07-29,139.5
2021-07-30,137.33999633789062
2021-08-02,130.5
2021-08-03,132.66000366210938
2021-08-04,131.0399932861328
2021-08-05,129.9600067138672
2021-08-06,129.05999755859375
2021-08-09,136.0800018310547
2021-08-10,123.66000366210938
2021-08-11,123.66000366210938
2021-08-12,99.72000122070312
2021-08-13,94.13999938964844
2021-08-16,99.0
2021-08-17,99.9000015258789
2021-08-18,104.94000244140625
2021-08-19,101.69999694824219
2021-08-20,101.69999694824219
2021-08-23,100.08000183105469
2021-08-24,105.12000274658203
2021-08-25,104.4000015258789
2021-08-26,106.37999725341797
2021-08-27,115.19999694824219
2021-08-30,115.0199966430664
2021-08-31,116.0999984741211
2021-09-01,113.22000122070312
2021-09-02,112.31999969482422
2021-09-03,108.18000030517578
2021-09-07,106.73999786376953
2021-09-08,112.68000030517578
2021-09-09,119.16000366210938
2021-09-10,115.37999725341797
2021-09-13,117.9000015258789
2021-09-14,109.08000183105469
2021-09-15,106.19999694824219
2021-09-16,107.45999908447266
2021-09-17,109.80000305175781
2021-09-20,104.4000015258789
2021-09-21,103.5
2021-09-22,108.36000061035156
2021-09-23,110.69999694824219
2021-09-24,103.5
2021-09-27,101.69999694824219
2021-09-28,97.73999786376953
2021-09-29,94.68000030517578
2021-09-30,94.86000061035156
2021-10-01,93.05999755859375
2021-10-04,86.58000183105469
2021-10-05,89.0999984741211
2021-10-06,91.62000274658203
2021-10-07,92.69999694824219
2021-10-08,90.0
2021-10-11,89.27999877929688
2021-10-12,90.72000122070312
2021-10-13,91.44000244140625
2021-10-14,94.5
2021-10-15,91.44000244140625
2021-10-18,89.63999938964844
2021-10-19,92.69999694824219
2021-10-20,96.12000274658203
2021-10-21,98.63999938964844
2021-10-22,94.13999938964844
2021-10-25,95.4000015258789
2021-10-26,89.81999969482422
2021-10-27,86.94000244140625
2021-10-28,86.76000213623047
2021-10-29,83.5199966430664
2021-11-01,89.63999938964844
2021-11-02,88.0199966430664
2021-11-03,91.44000244140625
2021-11-04,90.54000091552734
2021-11-05,88.19999694824219
2021-11-08,91.26000213623047
2021-11-09,89.0999984741211
2021-11-10,84.05999755859375
2021-11-11,104.04000091552734
2021-11-12,100.62000274658203
2021-11-15,90.54000091552734
2021-11-16,90.0
2021-11-17,86.22000122070312
2021-11-18,79.73999786376953
2021-11-19,80.81999969482422
2021-11-22,77.4000015258789
2021-11-23,73.80000305175781
2021-11-24,75.77999877929688
2021-11-26,73.44000244140625
2021-11-29,73.26000213623047
2021-11-30,71.63999938964844
2021-12-01,64.80000305175781
2021-12-02,63.36000061035156
2021-12-03,59.939998626708984
2021-12-06,61.7400016784668
2021-12-07,66.5999984741211
2021-12-08,68.76000213623047
2021-12-09,63.36000061035156
2021-12-10,60.65999984741211
2021-12-13,59.040000915527344
2021-12-14,58.31999969482422
2021-12-15,59.58000183105469
2021-12-16,57.2400016784668
2021-12-17,55.79999923706055
2021-12-20,54.720001220703125
2021-12-21,56.880001068115234
2021-12-22,57.779998779296875
2021-12-23,58.31999969482422
2021-12-27,55.79999923706055
2021-12-28,55.08000183105469
2021-12-29,51.84000015258789
2021-12-30,55.619998931884766
2021-12-31,55.79999923706055
2022-01-03,59.220001220703125
2022-01-04,56.880001068115234
2022-01-05,53.099998474121094
2022-01-06,51.29999923706055
2022-01-07,51.47999954223633
2022-01-10,50.58000183105469
2022-01-11,51.47999954223633
2022-01-12,50.220001220703125
2022-01-13,47.34000015258789
2022-01-14,48.41999816894531
2022-01-18,44.63999938964844
2022-01-19,42.84000015258789
2022-01-20,41.040000915527344
2022-01-21,34.20000076293945
2022-01-24,34.02000045776367
2022-01-25,34.02000045776367
2022-01-26,30.959999084472656
2022-01-27,28.440000534057617
2022-01-28,32.040000915527344
2022-01-31,36.18000030517578
2022-02-01,37.79999923706055
2022-02-02,35.099998474121094
2022-02-03,32.939998626708984
2022-02-04,34.20000076293945
2022-02-07,34.02000045776367
2022-02-08,33.119998931884766
2022-02-09,34.560001373291016
2022-02-10,32.220001220703125
2022-02-11,30.780000686645508
2022-02-14,30.420000076293945
2022-02-15,32.220001220703125
2022-02-16,31.5
2022-02-17,29.700000762939453
2022-02-18,28.799999237060547
2022-02-22,27.719999313354492
2022-02-23,26.100000381469727
2022-02-24,29.520000457763672
2022-02-25,33.29999923706055
2022-02-28,32.58000183105469
2022-03-01,31.31999969482422
2022-03-02,29.34000015258789
2022-03-03,27.719999313354492
2022-03-04,26.81999969482422
2022-03-07,27.719999313354492
2022-03-08,27.360000610351562
2022-03-09,29.8799991607666
2022-03-10,29.520000457763672
2022-03-11,27.540000915527344
2022-03-14,25.290000915527344
2022-03-15,27.360000610351562
2022-03-16,28.979999542236328
2022-03-17,32.58000183105469
2022-03-18,38.880001068115234
2022-03-21,36.900001525878906
2022-03-22,38.52000045776367
2022-03-23,37.79999923706055
2022-03-24,38.52000045776367
2022-03-25,36.720001220703125
2022-03-28,37.439998626708984
2022-03-29,40.5
2022-03-30,37.97999954223633
2022-03-31,35.459999084472656
2022-04-01,36.18000030517578
2022-04-04,38.15999984741211
2022-04-05,35.099998474121094
2022-04-06,33.84000015258789
2022-04-07,33.29999923706055
2022-04-08,32.400001525878906
2022-04-11,32.400001525878906
2022-04-12,32.58000183105469
2022-04-13,33.47999954223633
2022-04-14,31.139999389648438
2022-04-18,28.979999542236328
2022-04-19,31.31999969482422
2022-04-20,30.239999771118164
2022-04-21,28.079999923706055
2022-04-22,28.079999923706055
2022-04-25,28.799999237060547
2022-04-26,29.8799991607666
2022-04-27,31.139999389648438
2022-04-28,34.380001068115234
2022-04-29,34.7400016784668
2022-05-02,34.380001068115234
2022-05-03,32.939998626708984
2022-05-04,34.20000076293945
2022-05-05,31.139999389648438
2022-05-06,29.700000762939453
2022-05-09,26.459999084472656
2022-05-10,24.299999237060547
2022-05-11,21.780000686645508
2022-05-12,22.139999389648438
2022-05-13,24.479999542236328
2022-05-16,22.139999389648438
2022-05-17,23.940000534057617
2022-05-18,23.579999923706055
2022-05-19,24.1200008392334
2022-05-20,23.219999313354492
2022-05-23,21.780000686645508
2022-05-24,22.31999969482422
2022-05-25,23.040000915527344
2022-05-26,23.399999618530273
2022-05-27,25.559999465942383
2022-05-31,25.020000457763672
2022-06-01,24.65999984741211
2022-06-02,26.639999389648438
2022-06-03,25.739999771118164
2022-06-06,25.739999771118164
2022-06-07,25.559999465942383
2022-06-08,25.920000076293945
2022-06-09,23.399999618530273
2022-06-10,22.139999389648438
2022-06-13,20.700000762939453
2022-06-14,21.059999465942383
2022-06-15,22.68000030517578
2022-06-16,21.239999771118164
2022-06-17,22.68000030517578
2022-06-21,23.219999313354492
2022-06-22,23.940000534057617
2022-06-23,26.280000686645508
2022-06-24,24.299999237060547
2022-06-27,24.1200008392334
2022-06-28,22.68000030517578
2022-06-29,20.8799991607666
2022-06-30,21.420000076293945
2022-07-01,21.239999771118164
2022-07-05,21.780000686645508
2022-07-06,20.520000457763672
2022-07-07,21.239999771118164
2022-07-08,20.700000762939453
2022-07-11,18.540000915527344
2022-07-12,18.899999618530273
2022-07-13,18.18000030517578
2022-07-14,18.719999313354492
2022-07-15,18.719999313354492
2022-07-18,18.540000915527344
2022-07-19,18.899999618530273
2022-07-20,19.6200008392334
2022-07-21,19.6200008392334
2022-07-22,18.18000030517578
2022-07-25,19.079999923706055
2022-07-26,18.18000030517578
2022-07-27,18.899999618530273
2022-07-28,19.440000534057617
2022-07-29,18.899999618530273
2022-08-01,18.899999618530273
2022-08-02,21.059999465942383
2022-08-03,22.860000610351562
2022-08-04,23.760000228881836
2022-08-05,24.84000015258789
2022-08-08,24.65999984741211
2022-08-09,18.540000915527344
2022-08-10,17.766000747680664
2022-08-11,18.18000030517578
2022-08-12,17.100000381469727
2022-08-15,19.219999313354492
2022-08-16,19.65999984741211
2022-08-17,20.270000457763672
2022-08-18,17.1299991607666
2022-08-19,14.710000038146973
2022-08-22,13.850000381469727
2022-08-23,14.3100004196167
2022-08-24,15.380000114440918
2022-08-25,14.569999694824219
2022-08-26,13.369999885559082
2022-08-29,12.770000457763672
2022-08-30,12.6899995803833
2022-08-31,12.390000343322754
2022-09-01,11.399999618530273
2022-09-02,11.170000076293945
2022-09-06,10.869999885559082
2022-09-07,10.970000267028809
2022-09-08,11.0
2022-09-09,11.699999809265137
2022-09-12,11.569999694824219
2022-09-13,10.579999923706055
2022-09-14,10.300000190734863
2022-09-15,10.359999656677246
2022-09-16,9.600000381469727
2022-09-19,9.630000114440918
2022-09-20,9.270000457763672
2022-09-21,9.199999809265137
2022-09-22,8.489999771118164
2022-09-23,8.529999732971191
2022-09-26,8.350000381469727
2022-09-27,8.319999694824219
2022-09-28,8.65999984741211
2022-09-29,7.989999771118164
2022-09-30,7.880000114440918
2022-10-03,8.390000343322754
2022-10-04,8.6899995803833
2022-10-05,9.09000015258789
2022-10-06,8.640000343322754
2022-10-07,8.199999809265137
2022-10-10,8.380000114440918
2022-10-11,8.520000457763672
2022-10-12,8.329999923706055
2022-10-13,8.59000015258789
2022-10-14,7.78000020980835
2022-10-17,7.829999923706055
2022-10-18,7.71999979019165
2022-10-19,7.059999942779541
2022-10-20,6.909999847412109
2022-10-21,6.809999942779541
2022-10-24,6.510000228881836
2022-10-25,7.300000190734863
2022-10-26,7.510000228881836
2022-10-27,7.420000076293945
2022-10-28,7.78000020980835
2022-10-31,8.529999732971191
2022-11-01,8.069999694824219
2022-11-02,7.639999866485596
2022-11-03,7.519999980926514
2022-11-04,7.559999942779541
2022-11-07,7.110000133514404
2022-11-08,7.110000133514404
2022-11-09,6.550000190734863
2022-11-10,7.800000190734863
2022-11-11,8.369999885559082
2022-11-14,7.849999904632568
2022-11-15,8.210000038146973
2022-11-16,8.100000381469727
2022-11-17,7.329999923706055
2022-11-18,7.050000190734863
2022-11-21,6.880000114440918
2022-11-22,6.78000020980835
2022-11-23,7.289999961853027
2022-11-25,7.519999980926514
2022-11-28,6.909999847412109
2022-11-29,7.199999809265137
2022-11-30,7.269999980926514
2022-12-01,7.050000190734863
2022-12-02,7.53000020980835
2022-12-05,6.989999771118164
2022-12-06,6.389999866485596
2022-12-07,5.739999771118164
2022-12-08,5.829999923706055
2022-12-09,5.599999904632568
2022-12-12,5.599999904632568
2022-12-13,5.28000020980835
2022-12-14,5.460000038146973
2022-12-15,4.960000038146973
2022-12-16,5.170000076293945
2022-12-19,4.739999771118164
2022-12-20,4.889999866485596
2022-12-21,4.730000019073486
2022-12-22,4.460000038146973
2022-12-23,4.639999866485596
2022-12-27,4.210000038146973
2022-12-28,4.159999847412109
2022-12-29,4.489999771118164
2022-12-30,4.489999771118164
2023-01-03,4.309999942779541
2023-01-04,4.630000114440918
2023-01-05,4.5
2023-01-06,4.400000095367432
2023-01-09,4.400000095367432
2023-01-10,4.480000019073486
2023-01-11,4.71999979019165
2023-01-12,5.239999771118164
2023-01-13,5.289999961853027
2023-01-17,5.329999923706055
2023-01-18,5.150000095367432
2023-01-19,4.920000076293945
2023-01-20,5.099999904632568
2023-01-23,5.380000114440918
2023-01-24,5.150000095367432
2023-01-25,5.260000228881836
2023-01-26,5.230000019073486
2023-01-27,5.610000133514404
2023-01-30,5.630000114440918
2023-01-31,5.880000114440918
2023-02-01,6.119999885559082
2023-02-02,7.340000152587891
2023-02-03,7.239999771118164
2023-02-06,7.019999980926514
2023-02-07,6.699999809265137
2023-02-08,6.340000152587891
2023-02-09,5.735000133514404
2023-02-10,5.769999980926514
2023-02-13,5.880000114440918
2023-02-14,6.239999771118164
2023-02-15,6.829999923706055
2023-02-16,6.659999847412109
2023-02-17,6.179999828338623
2023-02-21,5.929999828338623
2023-02-22,5.860000133514404
2023-02-23,5.769999980926514
2023-02-24,5.349999904632568
2023-02-27,4.96999979019165
2023-02-28,5.010000228881836
2023-03-01,4.889999866485596
2023-03-02,4.829999923706055
2023-03-03,4.989999771118164
2023-03-06,4.730000019073486
2023-03-07,4.659999847412109
2023-03-08,4.53000020980835
2023-03-09,3.9749999046325684
2023-03-10,3.690000057220459
2023-03-13,3.4600000381469727
2023-03-14,3.4700000286102295
2023-03-15,3.569999933242798
2023-03-16,3.7799999713897705
2023-03-17,3.5399999618530273
2023-03-20,3.6600000858306885
2023-03-21,4.119999885559082
2023-03-22,4.110000133514404
2023-03-23,4.150000095367432
2023-03-24,4.369999885559082
2023-03-27,4.329999923706055
2023-03-28,4.110000133514404
2023-03-29,4.480000019073486
2023-03-30,4.579999923706055
2023-03-31,4.510000228881836
2023-04-03,4.360000133514404
2023-04-04,4.449999809265137
2023-04-05,4.159999847412109
2023-04-06,4.329999923706055
2023-04-10,4.329999923706055
2023-04-11,4.28000020980835
2023-04-12,4.150000095367432
2023-04-13,4.139999866485596
2023-04-14,4.0
2023-04-17,3.990000009536743
2023-04-18,3.930000066757202
2023-04-19,4.190000057220459
2023-04-20,3.950000047683716
2023-04-21,3.8299999237060547
2023-04-24,3.740000009536743
2023-04-25,3.869999885559082
2023-04-26,3.940000057220459
2023-04-27,4.199999809265137
2023-04-28,4.289999961853027
2023-05-01,4.239999771118164
2023-05-02,4.019999980926514
2023-05-03,4.150000095367432
2023-05-04,4.880000114440918
2023-05-05,5.320000171661377
2023-05-08,5.539999961853027
2023-05-09,5.210000038146973
2023-05-10,5.190000057220459
2023-05-11,5.139999866485596
2023-05-12,5.0
2023-05-15,4.909999847412109
2023-05-16,4.559999942779541
2023-05-17,4.730000019073486
2023-05-18,4.699999809265137
2023-05-19,4.440000057220459
2023-05-22,4.710000038146973
2023-05-23,4.699999809265137
2023-05-24,4.480000019073486
2023-05-25,4.420000076293945
2023-05-26,4.480000019073486
2023-05-30,4.820000171661377
2023-05-31,4.809999942779541
2023-06-01,4.760000228881836
2023-06-02,4.980000019073486
2023-06-05,4.789999961853027
2023-06-06,5.210000038146973
2023-06-07,6.019999980926514
2023-06-08,5.909999847412109
2023-06-09,5.599999904632568
2023-06-12,5.869999885559082
2023-06-13,6.0
2023-06-14,5.789999961853027
2023-06-15,6.409999847412109
2023-06-16,6.349999904632568
2023-06-20,6.019999980926514
2023-06-21,9.619999885559082
2023-06-22,12.899999618530273
2023-06-23,10.979999542236328
2023-06-26,10.979999542236328
2023-06-27,9.979999542236328
2023-06-28,11.9399995803833
2023-06-29,11.210000038146973
2023-06-30,8.9399995803833
2023-07-03,10.079999923706055
2023-07-05,9.800000190734863
2023-07-06,9.880000114440918
2023-07-07,10.180000305175781
2023-07-10,10.6899995803833
2023-07-11,10.65999984741211
2023-07-12,10.5
2023-07-13,10.710000038146973
2023-07-14,9.850000381469727
2023-07-17,10.449999809265137
2023-07-18,10.649999618530273
2023-07-19,12.630000114440918
2023-07-20,11.449999809265137
2023-07-21,11.300000190734863
2023-07-24,10.979999542236328
2023-07-25,10.029999732971191
2023-07-26,10.079999923706055
2023-07-27,9.670000076293945
2023-07-28,10.109999656677246
2023-07-31,10.890000343322754
2023-08-01,10.930000305175781
2023-08-02,10.329999923706055
2023-08-03,10.979999542236328
2023-08-04,10.09000015258789
2023-08-07,9.699999809265137
2023-08-08,9.5600004196167
2023-08-09,9.0600004196167
2023-08-10,9.109999656677246
2023-08-11,9.399999618530273
2023-08-14,9.300000190734863
2023-08-15,9.020000457763672
2023-08-16,9.15999984741211
2023-08-17,8.859999656677246
2023-08-18,9.449999809265137
2023-08-21,8.970000267028809
2023-08-22,9.020000457763672
2023-08-23,9.850000381469727
2023-08-24,10.079999923706055
2023-08-25,10.6899995803833
2023-08-28,10.59000015258789
2023-08-29,11.170000076293945
2023-08-30,11.670000076293945
2023-08-31,11.4399995803833
2023-09-01,11.800000190734863
2023-09-05,11.779999732971191
2023-09-06,11.680000305175781
2023-09-07,11.579999923706055
2023-09-08,11.239999771118164
2023-09-11,11.520000457763672
2023-09-12,11.229999542236328
2023-09-13,10.789999961853027
2023-09-14,10.899999618530273
2023-09-15,10.550000190734863
2023-09-18,10.579999923706055
2023-09-19,10.520000457763672
2023-09-20,10.800000190734863
2023-09-21,10.390000343322754
2023-09-22,10.199999809265137
2023-09-25,9.899999618530273
2023-09-26,9.75
2023-09-27,9.569999694824219
2023-09-28,9.5
2023-09-29,9.510000228881836
2023-10-02,8.829999923706055
2023-10-03,8.460000038146973
2023-10-04,8.880000114440918
2023-10-05,8.960000038146973
2023-10-06,9.520000457763672
2023-10-09,9.779999732971191
2023-10-10,9.90999984741211
2023-10-11,10.420000076293945
2023-10-12,10.050000190734863
2023-10-13,9.630000114440918
2023-10-16,10.109999656677246
2023-10-17,10.180000305175781
2023-10-18,9.710000038146973
2023-10-19,9.420000076293945
2023-10-20,9.220000267028809
2023-10-23,9.180000305175781
2023-10-24,9.579999923706055
2023-10-25,9.100000381469727
2023-10-26,9.100000381469727
2023-10-27,8.640000343322754
2023-10-30,8.579999923706055
2023-10-31,9.039999961853027
2023-11-01,8.850000381469727
2023-11-02,10.300000190734863
2023-11-03,9.9399995803833
2023-11-06,10.039999961853027
2023-11-07,10.550000190734863
2023-11-08,10.130000114440918
2023-11-09,9.869999885559082
2023-11-10,9.829999923706055
2023-11-13,10.600000381469727
2023-11-14,9.399999618530273
2023-11-15,9.800000190734863
2023-11-16,9.470000267028809
2023-11-17,9.4399995803833
2023-11-20,9.699999809265137
2023-11-21,9.420000076293945
2023-11-22,9.430000305175781
2023-11-24,9.739999771118164
2023-11-27,9.199999809265137
2023-11-28,9.520000457763672
2023-11-29,9.649999618530273
2023-11-30,9.670000076293945
2023-12-01,10.550000190734863
2023-12-04,12.385000228881836
2023-12-05,11.880000114440918
2023-12-06,11.5
2023-12-07,10.25
2023-12-08,10.699999809265137
2023-12-11,10.319999694824219
2023-12-12,9.84000015258789
2023-12-13,9.880000114440918
2023-12-14,10.470000267028809
2023-12-15,10.520000457763672
2023-12-18,10.40999984741211
2023-12-19,10.600000381469727
2023-12-20,10.460000038146973
2023-12-21,10.779999732971191
2023-12-22,10.850000381469727
2023-12-26,11.079999923706055
2023-12-27,10.720000267028809
2023-12-28,10.550000190734863
2023-12-29,10.479999542236328
2024-01-02,10.470000267028809
2024-01-03,10.5
2024-01-04,10.449999809265137
2024-01-05,10.649999618530273
2024-01-08,11.119999885559082
2024-01-09,10.800000190734863
2024-01-10,10.579999923706055
2024-01-11,10.170000076293945
2024-01-12,9.779999732971191
2024-01-16,9.09000015258789
2024-01-17,9.350000381469727
2024-01-18,9.130000114440918
2024-01-19,8.90999984741211
2024-01-22,9.119999885559082
2024-01-23,9.0
2024-01-24,8.8100004196167
2024-01-25,8.800000190734863
2024-01-26,8.760000228881836
2024-01-29,8.640000343322754
2024-01-30,8.420000076293945
2024-01-31,8.100000381469727
2024-02-01,8.199999809265137
2024-02-02,8.069999694824219
2024-02-05,7.630000114440918
2024-02-06,7.630000114440918
2024-02-07,7.349999904632568
2024-02-08,7.389999866485596
2024-02-09,7.579999923706055
2024-02-12,8.4399995803833
2024-02-13,8.069999694824219
2024-02-14,8.720000267028809
2024-02-15,9.119999885559082
2024-02-16,8.90999984741211
2024-02-20,9.069999694824219
2024-02-21,8.670000076293945
2024-02-22,13.289999961853027
2024-02-23,16.959999084472656
2024-02-26,22.760000228881836
2024-02-27,25.200000762939453
2024-02-28,27.969999313354492
2024-02-29,32.11000061035156
2024-03-01,39.11000061035156
2024-03-04,41.900001525878906
2024-03-05,39.099998474121094
2024-03-06,44.119998931884766
2024-03-07,44.5
2024-03-08,45.77000045776367
2024-03-11,42.650001525878906
2024-03-12,43.709999084472656
2024-03-13,46.77000045776367
2024-03-14,46.27000045776367
2024-03-15,52.88999938964844
2024-03-18,59.130001068115234
2024-03-19,46.540000915527344
2024-03-20,52.25
2024-03-21,51.77000045776367
2024-03-22,53.7599983215332
2024-03-25,56.11000061035156
2024-03-26,58.375
2024-03-27,56.040000915527344
2024-03-28,61.08000183105469
2024-04-01,60.52000045776367
2024-04-02,62.08000183105469
2024-04-03,68.11000061035156
2024-04-04,70.93000030517578
2024-04-05,82.9000015258789
2024-04-08,78.2699966430664
2024-04-09,80.2699966430664
2024-04-10,76.87000274658203
2024-04-11,65.69999694824219
2024-04-12,66.77999877929688
2024-04-15,63.45000076293945
2024-04-16,61.84000015258789
2024-04-17,53.720001220703125
2024-04-18,51.43000030517578
2024-04-19,51.439998626708984
2024-04-22,54.470001220703125
2024-04-23,59.16999816894531
2024-04-24,60.02000045776367
2024-04-25,62.65999984741211
2024-04-26,64.4000015258789
2024-04-29,66.80999755859375
2024-04-30,69.6500015258789
2024-05-01,69.91000366210938
2024-05-02,56.849998474121094
2024-05-03,56.290000915527344
2024-05-06,56.619998931884766
2024-05-07,62.970001220703125
2024-05-08,62.47999954223633
2024-05-09,70.33999633789062
2024-05-10,63.86000061035156
2024-05-13,62.95000076293945
2024-05-14,61.040000915527344
2024-05-15,61.369998931884766
2024-05-16,61.810001373291016
2024-05-17,65.58000183105469
2024-05-20,63.779998779296875
2024-05-21,62.220001220703125
2024-05-22,60.7599983215332
2024-05-23,55.90999984741211
2024-05-24,55.5
2024-05-28,55.5
2024-05-29,53.529998779296875
2024-05-30,52.189998626708984
2024-05-31,50.84000015258789
2024-06-03,48.04999923706055
2024-06-04,49.61000061035156
2024-06-05,51.4900016784668
2024-06-06,49.369998931884766
2024-06-07,49.45000076293945
2024-06-10,48.59000015258789
2024-06-11,47.79999923706055
2024-06-12,44.86000061035156
2024-06-13,44.09000015258789
2024-06-14,42.39500045776367
2024-06-17,45.61000061035156
2024-06-18,43.779998779296875
2024-06-20,42.470001220703125
2024-06-21,45.029998779296875
2024-06-24,44.18000030517578
2024-06-25,46.04999923706055
2024-06-26,46.900001525878906
2024-06-27,50.7400016784668
2024-06-28,51.61000061035156
2024-07-01,51.47999954223633
2024-07-02,53.77000045776367
2024-07-03,54.470001220703125
2024-07-05,55.63999938964844
2024-07-08,60.119998931884766
2024-07-09,66.44999694824219
2024-07-10,61.91999816894531
2024-07-11,63.29999923706055
2024-07-12,69.41000366210938
2024-07-15,76.11000061035156
2024-07-16,80.97000122070312
2024-07-17,79.41000366210938
2024-07-18,79.08000183105469
2024-07-19,77.02999877929688
2024-07-22,75.66000366210938
2024-07-23,74.0
2024-07-24,70.0
2024-07-25,66.27999877929688
2024-07-26,67.8499984741211
2024-07-29,67.05999755859375
