Date,DOLE
2021-07-30,13.12459945678711
2021-08-02,13.830612182617188
2021-08-03,13.631482124328613
2021-08-04,13.64958381652832
2021-08-05,13.685789108276367
2021-08-06,13.622428894042969
2021-08-09,13.767252922058105
2021-08-10,13.903023719787598
2021-08-11,13.875871658325195
2021-08-12,13.812512397766113
2021-08-13,14.283186912536621
2021-08-16,14.446112632751465
2021-08-17,14.147416114807129
2021-08-18,14.029746055603027
2021-08-19,13.812512397766113
2021-08-20,14.373702049255371
2021-08-23,14.527573585510254
2021-08-24,14.563782691955566
2021-08-25,14.536625862121582
2021-08-26,14.771965980529785
2021-08-27,14.726707458496094
2021-08-30,14.418959617614746
2021-08-31,14.527573585510254
2021-09-01,14.808173179626465
2021-09-02,14.690500259399414
2021-09-03,14.292237281799316
2021-09-07,13.903023719787598
2021-09-08,13.57717227935791
2021-09-09,13.37804126739502
2021-09-10,13.30562973022461
2021-09-13,13.37804126739502
2021-09-14,13.323732376098633
2021-09-15,13.459505081176758
2021-09-16,13.405197143554688
2021-09-17,13.468554496765137
2021-09-20,13.830612182617188
2021-09-21,13.8396635055542
2021-09-22,13.504761695861816
2021-09-23,13.540966987609863
2021-09-24,13.477606773376465
2021-09-27,13.278474807739258
2021-09-28,13.595276832580566
2021-09-29,14.346546173095703
2021-09-30,15.351258277893066
2021-10-01,14.219826698303223
2021-10-04,13.74009895324707
2021-10-05,13.857767105102539
2021-10-06,14.011643409729004
2021-10-07,13.758199691772461
2021-10-08,13.550019264221191
2021-10-11,13.86681842803955
2021-10-12,13.685789108276367
2021-10-13,13.586223602294922
2021-10-14,13.540966987609863
2021-10-15,13.613380432128906
2021-10-18,13.441402435302734
2021-10-19,13.495710372924805
2021-10-20,13.86681842803955
2021-10-21,13.966386795043945
2021-10-22,13.803458213806152
2021-10-25,13.37804126739502
2021-10-26,13.269423484802246
2021-10-27,13.323732376098633
2021-10-28,13.197011947631836
2021-10-29,13.215115547180176
2021-11-01,13.486659049987793
2021-11-02,13.350887298583984
2021-11-03,12.997880935668945
2021-11-04,12.41858959197998
2021-11-05,12.35522747039795
2021-11-08,12.337125778198242
2021-11-09,12.717287063598633
2021-11-10,12.672028541564941
2021-11-11,12.590564727783203
2021-11-12,12.672028541564941
2021-11-15,12.8983154296875
2021-11-16,12.60866928100586
2021-11-17,12.436691284179688
2021-11-18,12.500051498413086
2021-11-19,12.23755931854248
2021-11-22,12.500051498413086
2021-11-23,12.065583229064941
2021-11-24,12.41858959197998
2021-11-26,12.020322799682617
2021-11-29,11.784987449645996
2021-11-30,11.703522682189941
2021-12-01,11.640161514282227
2021-12-02,11.911707878112793
2021-12-03,11.603955268859863
2021-12-06,11.594905853271484
2021-12-07,11.540597915649414
2021-12-08,11.468185424804688
2021-12-09,11.730677604675293
2021-12-10,11.966015815734863
2021-12-13,12.246610641479492
2021-12-14,11.67636775970459
2021-12-15,11.712573051452637
2021-12-16,12.122425079345703
2021-12-17,12.450302124023438
2021-12-20,12.259039878845215
2021-12-21,11.940268516540527
2021-12-22,12.031347274780273
2021-12-23,11.922054290771484
2021-12-27,11.88562297821045
2021-12-28,11.931159973144531
2021-12-29,11.648819923400879
2021-12-30,11.949377059936523
2021-12-31,12.13153076171875
2022-01-03,12.259039878845215
2022-01-04,12.122425079345703
2022-01-05,11.849190711975098
2022-01-06,11.803651809692383
2022-01-07,11.958484649658203
2022-01-10,11.585065841674805
2022-01-11,11.767220497131348
2022-01-12,12.13153076171875
2022-01-13,12.268147468566895
2022-01-14,12.231717109680176
2022-01-18,11.85830020904541
2022-01-19,11.55774211883545
2022-01-20,11.876513481140137
2022-01-21,11.949377059936523
2022-01-24,11.758112907409668
2022-01-25,12.022238731384277
2022-01-26,12.058670043945312
2022-01-27,11.840082168579102
2022-01-28,12.286362648010254
2022-01-31,12.322794914245605
2022-02-01,13.260892868041992
2022-02-02,13.206244468688965
2022-02-03,13.270000457763672
2022-02-04,13.497694969177246
2022-02-07,13.616092681884766
2022-02-08,13.65252685546875
2022-02-09,13.716280937194824
2022-02-10,13.452156066894531
2022-02-11,13.361077308654785
2022-02-14,13.00587272644043
2022-02-15,13.42483139038086
2022-02-16,13.452156066894531
2022-02-17,13.47037124633789
2022-02-18,13.67074203491211
2022-02-22,13.63431167602539
2022-02-23,13.534125328063965
2022-02-24,13.452156066894531
2022-02-25,13.8984375
2022-02-28,13.962191581726074
2022-03-01,13.66163444519043
2022-03-02,14.262746810913086
2022-03-03,13.597881317138672
2022-03-04,13.42483139038086
2022-03-07,13.41572380065918
2022-03-08,12.167961120605469
2022-03-09,12.750858306884766
2022-03-10,12.386548042297363
2022-03-11,12.259039878845215
2022-03-14,11.767220497131348
2022-03-15,12.422979354858398
2022-03-16,12.933012008666992
2022-03-17,12.623348236083984
2022-03-18,12.040453910827637
2022-03-21,12.259039878845215
2022-03-22,12.067776679992676
2022-03-23,11.730789184570312
2022-03-24,12.104207992553711
2022-03-25,12.004021644592285
2022-03-28,11.71995735168457
2022-03-29,11.729121208190918
2022-03-30,11.380913734436035
2022-03-31,11.362586975097656
2022-04-01,11.655814170837402
2022-04-04,11.839080810546875
2022-04-05,11.463382720947266
2022-04-06,11.674140930175781
2022-04-07,11.71995735168457
2022-04-08,11.93071460723877
2022-04-11,12.031511306762695
2022-04-12,12.022348403930664
2022-04-13,11.912388801574707
2022-04-14,11.683303833007812
2022-04-18,11.481711387634277
2022-04-19,11.646651268005371
2022-04-20,11.866570472717285
2022-04-21,11.710795402526855
2022-04-22,11.426729202270508
2022-04-25,11.289277076721191
2022-04-26,10.996049880981445
2022-04-27,11.270951271057129
2022-04-28,11.33509635925293
2022-04-29,10.913579940795898
2022-05-02,11.078520774841309
2022-05-03,11.188482284545898
2022-05-04,11.234298706054688
2022-05-05,10.95023250579834
2022-05-06,10.821948051452637
2022-05-09,10.528718948364258
2022-05-10,9.960590362548828
2022-05-11,9.887282371520996
2022-05-12,10.107203483581543
2022-05-13,10.3546142578125
2022-05-16,10.345450401306152
2022-05-17,10.492063522338867
2022-05-18,10.098041534423828
2022-05-19,10.125529289245605
2022-05-20,10.015570640563965
2022-05-23,10.208002090454102
2022-05-24,9.080904960632324
2022-05-25,9.612382888793945
2022-05-26,9.575728416442871
2022-05-27,9.548237800598145
2022-05-31,9.38329792022705
2022-06-01,9.419950485229492
2022-06-02,9.200029373168945
2022-06-03,9.16337776184082
2022-06-06,9.016761779785156
2022-06-07,8.980110168457031
2022-06-08,8.79684066772461
2022-06-09,8.4944486618042
2022-06-10,8.567757606506348
2022-06-13,8.430306434631348
2022-06-14,8.622736930847168
2022-06-15,8.485286712646484
2022-06-16,8.134045600891113
2022-06-17,8.198747634887695
2022-06-21,8.180261611938477
2022-06-22,8.152528762817383
2022-06-23,8.097070693969727
2022-06-24,8.300421714782715
2022-06-27,8.235718727111816
2022-06-28,8.143285751342773
2022-06-29,8.041609764099121
2022-06-30,7.8197736740112305
2022-07-01,8.198747634887695
2022-07-05,8.207990646362305
2022-07-06,7.9491801261901855
2022-07-07,8.069340705871582
2022-07-08,8.152528762817383
2022-07-11,8.023125648498535
2022-07-12,8.069340705871582
2022-07-13,7.976909160614014
2022-07-14,7.856744766235352
2022-07-15,7.912206172943115
2022-07-18,8.180261611938477
2022-07-19,8.549988746643066
2022-07-20,8.781070709228516
2022-07-21,8.79955768585205
2022-07-22,8.642419815063477
2022-07-25,8.73485279083252
2022-07-26,8.642419815063477
2022-07-27,8.660907745361328
2022-07-28,8.744096755981445
2022-07-29,8.660907745361328
2022-08-01,8.707124710083008
2022-08-02,8.614689826965332
2022-08-03,8.411340713500977
2022-08-04,8.309664726257324
2022-08-05,8.374368667602539
2022-08-08,8.485286712646484
2022-08-09,8.429826736450195
2022-08-10,8.67015266418457
2022-08-11,8.633177757263184
2022-08-12,8.596206665039062
2022-08-15,8.614689826965332
2022-08-16,8.586962699890137
2022-08-17,8.411340713500977
2022-08-18,8.485286712646484
2022-08-19,8.411340713500977
2022-08-22,8.309664726257324
2022-08-23,8.171016693115234
2022-08-24,7.986152648925781
2022-08-25,8.217231750488281
