Date,TMUS
2010-01-04,12.822617530822754
2010-01-05,12.8547945022583
2010-01-06,11.986008644104004
2010-01-07,12.098628997802734
2010-01-08,11.422907829284668
2010-01-11,11.567706108093262
2010-01-12,10.216263771057129
2010-01-13,10.184085845947266
2010-01-14,10.023200035095215
2010-01-15,10.167997360229492
2010-01-19,10.296707153320312
2010-01-20,10.039288520812988
2010-01-21,9.637072563171387
2010-01-22,9.460098266601562
2010-01-25,9.427922248840332
2010-01-26,9.250947952270508
2010-01-27,9.154415130615234
2010-01-28,8.896997451782227
2010-01-29,9.057884216308594
2010-02-01,9.540542602539062
2010-02-02,9.508365631103516
2010-02-03,9.781869888305664
2010-02-04,9.347478866577148
2010-02-05,9.460098266601562
2010-02-08,9.444009780883789
2010-02-09,9.66925048828125
2010-02-10,9.299212455749512
2010-02-11,9.556629180908203
2010-02-12,9.588808059692383
2010-02-16,9.974932670593262
2010-02-17,9.991022109985352
2010-02-18,10.087552070617676
2010-02-19,10.151908874511719
2010-02-22,10.039288520812988
2010-02-23,9.910579681396484
2010-02-24,10.039288520812988
2010-02-25,10.4254150390625
2010-02-26,9.92667007446289
2010-03-01,9.71751594543457
2010-03-02,10.023200035095215
2010-03-03,10.184085845947266
2010-03-04,10.24843978881836
2010-03-05,10.26452922821045
2010-03-08,10.538034439086914
2010-03-09,10.618478775024414
2010-03-10,10.634567260742188
2010-03-11,10.827629089355469
2010-03-12,10.763273239135742
2010-03-15,10.666743278503418
2010-03-16,11.020692825317383
2010-03-17,11.11722469329834
2010-03-18,11.165491104125977
2010-03-19,11.342466354370117
2010-03-22,11.358553886413574
2010-03-23,11.583793640136719
2010-03-24,11.374643325805664
2010-03-25,11.165491104125977
2010-03-26,11.14940071105957
2010-03-29,11.229844093322754
2010-03-30,11.406820297241211
2010-03-31,11.390728950500488
2010-04-01,11.599883079528809
2010-04-05,11.712502479553223
2010-04-06,11.776857376098633
2010-04-07,11.519439697265625
2010-04-08,11.905566215515137
2010-04-09,11.825122833251953
2010-04-12,12.098628997802734
2010-04-13,12.13080883026123
2010-04-14,12.162983894348145
2010-04-15,12.420401573181152
2010-04-16,12.01818561553955
2010-04-19,12.03427505493164
2010-04-20,12.227338790893555
2010-04-21,12.323869705200195
2010-04-22,12.436490058898926
2010-04-23,12.581287384033203
2010-04-26,12.50084400177002
2010-04-27,12.162983894348145
2010-04-28,12.13080883026123
2010-04-29,12.533021926879883
2010-04-30,12.275603294372559
2010-05-03,12.80652904510498
2010-05-04,12.50084400177002
2010-05-05,12.4525785446167
2010-05-06,12.967412948608398
2010-05-07,11.503352165222168
2010-05-10,12.613465309143066
2010-05-11,13.273096084594727
2010-05-12,14.07752799987793
2010-05-13,14.125791549682617
2010-05-14,14.02926254272461
2010-05-17,14.560185432434082
2010-05-18,14.093616485595703
2010-05-19,14.19014835357666
2010-05-20,13.739666938781738
2010-05-21,13.498339653015137
2010-05-24,13.578782081604004
2010-05-25,13.578782081604004
2010-05-26,14.109704971313477
2010-05-27,14.479742050170898
2010-05-28,14.463652610778809
2010-06-01,13.852287292480469
