Date,BGS
2010-01-04,3.5311121940612793
2010-01-05,3.6150050163269043
2010-01-06,3.6569511890411377
2010-01-07,3.6378865242004395
2010-01-08,3.561619997024536
2010-01-11,3.5311121940612793
2010-01-12,3.546365737915039
2010-01-13,3.6073789596557617
2010-01-14,3.63407301902771
2010-01-15,3.618818998336792
2010-01-19,3.6645798683166504
2010-01-20,3.6111927032470703
2010-01-21,3.546365737915039
2010-01-22,3.49298095703125
2010-01-25,3.500607967376709
2010-01-26,3.4701004028320312
2010-01-27,3.481541156768799
2010-01-28,3.473914384841919
2010-01-29,3.4243407249450684
2010-02-01,3.454847812652588
2010-02-02,3.4434075355529785
2010-02-03,3.420527935028076
2010-02-04,3.3938350677490234
2010-02-05,3.3137547969818115
2010-02-08,3.3633275032043457
2010-02-09,3.4281535148620605
2010-02-10,3.473914384841919
2010-02-11,3.481541156768799
2010-02-12,3.588312864303589
2010-02-16,3.6150050163269043
2010-02-17,3.66839337348938
2010-02-18,3.6569511890411377
2010-02-19,3.6722052097320557
2010-02-22,3.6569511890411377
2010-02-23,3.6950857639312744
2010-02-24,3.6798317432403564
2010-02-25,3.573059558868408
2010-02-26,3.5501785278320312
2010-03-01,3.5425543785095215
2010-03-02,3.618818998336792
2010-03-03,3.6569511890411377
2010-03-04,3.7179644107818604
2010-03-05,3.6950857639312744
2010-03-08,3.733217716217041
2010-03-09,3.74847149848938
2010-03-10,3.729403495788574
2010-03-11,3.6912710666656494
2010-03-12,3.7827911376953125
2010-03-15,3.7904183864593506
2010-03-16,3.8094844818115234
2010-03-17,3.855243682861328
2010-03-18,3.88193678855896
2010-03-19,3.702712059020996
2010-03-22,3.7446582317352295
2010-03-23,3.836176872253418
2010-03-24,3.8018581867218018
2010-03-25,3.7942302227020264
2010-03-26,3.7866058349609375
2010-03-29,3.8098831176757812
2010-03-30,4.031026840209961
2010-03-31,4.065944671630859
2010-04-01,4.015508651733398
2010-04-05,4.031026840209961
2010-04-06,4.089224338531494
2010-04-07,4.081462383270264
2010-04-08,4.042665958404541
2010-04-09,3.9999897480010986
2010-04-12,3.9844682216644287
2010-04-13,4.023266315460205
2010-04-14,4.038784980773926
2010-04-15,4.054304599761963
2010-04-16,3.9573116302490234
2010-04-19,3.9495534896850586
2010-04-20,4.015508651733398
2010-04-21,4.019388198852539
2010-04-22,4.019388198852539
2010-04-23,3.9456729888916016
2010-04-26,3.941793203353882
2010-04-27,3.8603193759918213
2010-04-28,3.996110677719116
2010-04-29,4.073703765869141
2010-04-30,4.007747173309326
2010-05-03,4.081462383270264
2010-05-04,4.108621120452881
2010-05-05,4.267688751220703
2010-05-06,3.9068753719329834
2010-05-07,3.8758385181427
2010-05-10,4.116379737854004
2010-05-11,4.151296615600586
2010-05-12,4.240530490875244
2010-05-13,4.248290061950684
2010-05-14,4.186215877532959
2010-05-17,4.186215877532959
2010-05-18,4.14741849899292
2010-05-19,4.186215877532959
2010-05-20,3.9340333938598633
2010-05-21,3.9844682216644287
2010-05-24,4.023266315460205
2010-05-25,3.9728307723999023
2010-05-26,3.9767098426818848
2010-05-27,4.139658451080322
2010-05-28,4.112500190734863
2010-06-01,4.182334899902344
2010-06-02,4.2638092041015625
2010-06-03,4.27156925201416
2010-06-04,4.062065124511719
2010-06-07,4.089224338531494
2010-06-08,4.20561408996582
2010-06-09,4.2172532081604
2010-06-10,4.290970325469971
2010-06-11,4.310366630554199
2010-06-14,4.275449275970459
2010-06-15,4.372443199157715
2010-06-16,4.395719051361084
2010-06-17,4.403480529785156
2010-06-18,4.403480529785156
2010-06-21,4.329765319824219
2010-06-22,4.310366630554199
2010-06-23,4.287088394165039
2010-06-24,4.314246654510498
2010-06-25,4.469435214996338
2010-06-28,4.433994293212891
2010-06-29,4.315858840942383
2010-06-30,4.244978427886963
2010-07-01,4.166221618652344
2010-07-02,4.118968963623047
2010-07-06,4.063838958740234
2010-07-07,4.264667510986328
2010-07-08,4.2371015548706055
2010-07-09,4.311922550201416
2010-07-12,4.292233467102051
2010-07-13,4.37886381149292
2010-07-14,4.3631134033203125
2010-07-15,4.386741638183594
2010-07-16,4.331610202789307
2010-07-19,4.311922550201416
2010-07-20,4.268605709075928
2010-07-21,4.197724342346191
2010-07-22,4.311922550201416
2010-07-23,4.331610202789307
2010-07-26,4.339485168457031
2010-07-27,4.430057048797607
2010-07-28,4.441868305206299
2010-07-29,4.453682899475098
2010-07-30,4.516689777374268
2010-08-02,4.449746608734131
2010-08-03,4.496999740600586
2010-08-04,4.500936985015869
2010-08-05,4.449746608734131
2010-08-06,4.465496063232422
2010-08-09,4.3906779289245605
2010-08-10,4.327671527862549
2010-08-11,4.221351623535156
2010-08-12,4.2371015548706055
2010-08-13,4.181973457336426
2010-08-16,4.323733806610107
2010-08-17,4.402492523193359
2010-08-18,4.339485168457031
2010-08-19,4.181973457336426
2010-08-20,4.166221618652344
2010-08-23,4.252853870391846
2010-08-24,4.201663494110107
2010-08-25,4.2804179191589355
2010-08-26,4.201663494110107
2010-08-27,4.296171188354492
2010-08-30,4.170160293579102
2010-08-31,4.205601692199707
2010-09-01,4.331610202789307
2010-09-02,4.335549354553223
2010-09-03,4.343423843383789
2010-09-07,4.276480197906494
2010-09-08,4.276480197906494
2010-09-09,4.335549354553223
2010-09-10,4.3631134033203125
2010-09-13,4.42218017578125
2010-09-14,4.410367965698242
2010-09-15,4.481249809265137
2010-09-16,4.4694342613220215
2010-09-17,4.500936985015869
2010-09-20,4.528501987457275
2010-09-21,4.4694342613220215
2010-09-22,4.430057048797607
2010-09-23,4.382802486419678
2010-09-24,4.414304733276367
2010-09-27,4.437932968139648
2010-09-28,4.429935455322266
2010-09-29,4.413941860198975
2010-09-30,4.365966320037842
2010-10-01,4.317988872528076
2010-10-04,4.274007797241211
2010-10-05,4.377959728240967
2010-10-06,4.441930770874023
2010-10-07,4.421939849853516
2010-10-08,4.481911659240723
2010-10-11,4.449926853179932
2010-10-12,4.477913856506348
2010-10-13,4.545881748199463
2010-10-14,4.533888339996338
2010-10-15,4.541882514953613
2010-10-18,4.52988862991333
2010-10-19,4.465919017791748
2010-10-20,4.501901626586914
2010-10-21,4.453923225402832
2010-10-22,4.509897708892822
2010-10-25,4.481911659240723
2010-10-26,4.477913856506348
2010-10-27,4.789770126342773
2010-10-28,4.909712314605713
2010-10-29,4.897717475891113
2010-11-01,4.8937177658081055
2010-11-02,4.941699028015137
2010-11-03,4.977679252624512
2010-11-04,5.033653259277344
2010-11-05,5.045648097991943
2010-11-08,5.061641216278076
2010-11-09,5.061641216278076
2010-11-10,5.081632137298584
2010-11-11,5.081632137298584
2010-11-12,5.041649341583252
2010-11-15,5.045648097991943
2010-11-16,4.965686321258545
2010-11-17,4.8937177658081055
2010-11-18,4.997669219970703
2010-11-19,5.021658897399902
2010-11-22,5.069637775421143
2010-11-23,5.009664058685303
2010-11-24,5.069637775421143
2010-11-26,5.137607097625732
2010-11-29,5.157598495483398
2010-11-30,5.109619617462158
2010-12-01,5.157598495483398
2010-12-02,5.18958044052124
2010-12-03,5.197579383850098
2010-12-06,5.209570407867432
2010-12-07,5.321521282196045
2010-12-08,5.3974833488464355
2010-12-09,5.393486022949219
2010-12-10,5.38948917388916
2010-12-13,5.393486022949219
2010-12-14,5.449460506439209
2010-12-15,5.453457355499268
2010-12-16,5.469451904296875
2010-12-17,5.441466808319092
2010-12-20,5.493441581726074
2010-12-21,5.521427631378174
2010-12-22,5.457457542419434
2010-12-23,5.473449230194092
2010-12-27,5.433469295501709
2010-12-28,5.493441581726074
2010-12-29,5.550113201141357
2010-12-30,5.537969589233398
2010-12-31,5.5582098960876465
2011-01-03,5.5582098960876465
2011-01-04,5.42866849899292
2011-01-05,5.4408135414123535
2011-01-06,5.436763286590576
2011-01-07,5.489393711090088
2011-01-10,5.457007884979248
2011-01-11,5.485342979431152
2011-01-12,5.574403762817383
2011-01-13,5.598694801330566
2011-01-14,5.521777629852295
2011-01-18,5.533920764923096
2011-01-19,5.5582098960876465
2011-01-20,5.529873371124268
2011-01-21,5.497487545013428
2011-01-24,5.578453540802002
2011-01-25,5.550113201141357
2011-01-26,5.675610542297363
2011-01-27,5.586549282073975
2011-01-28,5.4651031494140625
2011-01-31,5.436763286590576
2011-02-01,5.505584239959717
2011-02-02,5.481293678283691
2011-02-03,5.497487545013428
2011-02-04,5.517728805541992
2011-02-07,5.610837459564209
2011-02-08,5.622982978820801
2011-02-09,5.606791019439697
2011-02-10,5.537969589233398
2011-02-11,5.554164409637451
2011-02-14,5.550113201141357
2011-02-15,5.513682842254639
2011-02-16,5.533920764923096
2011-02-17,5.788960933685303
2011-02-18,5.76871919631958
2011-02-22,5.728237152099609
2011-02-23,5.659416198730469
2011-02-24,5.622982978820801
2011-02-25,5.817296028137207
2011-02-28,6.072336196899414
2011-03-01,6.080432891845703
2011-03-02,7.2787089347839355
2011-03-03,7.153213977813721
2011-03-04,7.197742462158203
2011-03-07,7.282754421234131
2011-03-08,7.307043075561523
2011-03-09,7.392058372497559
2011-03-10,7.347524642944336
2011-03-11,7.294901371002197
2011-03-14,7.416345119476318
2011-03-15,7.311095237731934
2011-03-16,7.3272857666015625
2011-03-17,7.412299633026123
2011-03-18,7.58232307434082
2011-03-21,7.764493942260742
2011-03-22,7.505405426025391
2011-03-23,7.578277587890625
2011-03-24,7.667335033416748
2011-03-25,7.853554725646973
2011-03-28,7.788782119750977
2011-03-29,7.821525573730469
2011-03-30,7.661900043487549
2011-03-31,7.682369709014893
2011-04-01,7.796968936920166
2011-04-04,7.796968936920166
2011-04-05,7.809247016906738
2011-04-06,7.657808780670166
2011-04-07,7.682369709014893
2011-04-08,7.56367301940918
2011-04-11,7.477723598480225
2011-04-12,7.162570953369141
2011-04-13,7.4163289070129395
2011-04-14,7.661900043487549
2011-04-15,7.678277015686035
2011-04-18,7.559580326080322
2011-04-19,7.539113998413086
2011-04-20,7.690555095672607
2011-04-21,7.702831268310547
2011-04-25,7.551395416259766
2011-04-26,7.6987385749816895
2011-04-27,7.408141136169434
