Date,HASI
2013-04-18,5.950132846832275
2013-04-19,5.8718414306640625
2013-04-22,5.934476375579834
2013-04-23,5.8405256271362305
2013-04-24,5.877063274383545
2013-04-25,5.939693927764893
2013-04-26,6.002326488494873
2013-04-29,5.924036026000977
2013-04-30,5.939693927764893
2013-05-01,5.971011638641357
2013-05-02,6.002326488494873
2013-05-03,6.0127668380737305
2013-05-06,6.101497173309326
2013-05-07,6.263298988342285
2013-05-08,6.252860069274902
2013-05-09,6.216322422027588
2013-05-10,6.247641563415527
2013-05-13,6.263298988342285
2013-05-14,6.299835205078125
2013-05-15,6.372904300689697
2013-05-16,6.440760135650635
2013-05-17,6.524271488189697
2013-05-20,6.492953300476074
2013-05-21,6.466856002807617
2013-05-22,6.158910751342773
2013-05-23,6.2893967628479
2013-05-24,6.216322422027588
2013-05-28,6.252860069274902
2013-05-29,6.017986297607422
2013-05-30,6.0754008293151855
2013-05-31,6.007545471191406
2013-06-03,5.960572242736816
2013-06-04,5.997110366821289
2013-06-05,5.793551921844482
2013-06-06,5.882280349731445
2013-06-07,5.783111095428467
2013-06-10,5.897939205169678
2013-06-11,5.803989410400391
2013-06-12,5.803989410400391
2013-06-13,5.6735029220581055
2013-06-14,5.8927226066589355
2013-06-17,6.049301624298096
2013-06-18,6.033644676208496
2013-06-19,6.0754008293151855
2013-06-20,6.0754008293151855
2013-06-21,6.138033390045166
2013-06-24,6.0545220375061035
2013-06-25,5.924036026000977
2013-06-26,6.023204803466797
2013-06-27,6.028423309326172
2013-06-28,6.2006659507751465
2013-07-01,6.492953300476074
2013-07-02,6.461637020111084
2013-07-03,6.472073554992676
2013-07-05,6.477294445037842
2013-07-08,6.451196193695068
2013-07-09,6.278956890106201
2013-07-10,6.231980323791504
2013-07-11,6.346807956695557
2013-07-12,6.3990020751953125
2013-07-15,6.294613361358643
2013-07-16,6.263298988342285
2013-07-17,6.164131164550781
2013-07-18,6.174567699432373
2013-07-19,6.002326488494873
2013-07-22,6.002326488494873
2013-07-23,6.132814407348633
2013-07-24,5.960572242736816
2013-07-25,5.950132846832275
2013-07-26,5.913597583770752
2013-07-29,6.122374057769775
2013-07-30,6.158910751342773
2013-07-31,6.195446491241455
2013-08-01,6.028423309326172
2013-08-02,6.017986297607422
2013-08-05,5.960572242736816
2013-08-06,5.939693927764893
2013-08-07,5.934476375579834
2013-08-08,5.971011638641357
2013-08-09,5.98145055770874
2013-08-12,6.117155075073242
2013-08-13,6.148470878601074
2013-08-14,6.007545471191406
2013-08-15,5.991887092590332
2013-08-16,6.154541015625
2013-08-19,6.322439670562744
2013-08-20,6.369660377502441
2013-08-21,6.374909400939941
2013-08-22,6.374909400939941
2013-08-23,6.4221296310424805
2013-08-26,6.4273762702941895
2013-08-27,6.191268444061279
2013-08-28,6.186018943786621
2013-08-29,6.243737697601318
2013-08-30,6.159787654876709
2013-09-03,6.212257385253906
2013-09-04,6.14404821395874
2013-09-05,6.117813587188721
2013-09-06,6.065344333648682
2013-09-09,6.14404821395874
2013-09-10,6.086332321166992
2013-09-11,6.159787654876709
2013-09-12,6.1125640869140625
2013-09-13,6.154541015625
2013-09-16,6.159787654876709
2013-09-17,6.264723777770996
2013-09-18,6.343427658081055
2013-09-19,6.25423002243042
2013-09-20,6.128307342529297
2013-09-23,6.128307342529297
2013-09-24,6.12306022644043
2013-09-25,6.086332321166992
2013-09-26,6.0758376121521
2013-09-27,5.981393814086914
2013-09-30,5.981393814086914
2013-10-01,5.981393814086914
2013-10-02,5.955162525177002
2013-10-03,5.834485054016113
2013-10-04,5.923680305480957
2013-10-07,5.865964889526367
2013-10-08,5.865964889526367
2013-10-09,5.803001403808594
2013-10-10,5.87121057510376
2013-10-11,6.002382755279541
2013-10-14,6.028617858886719
2013-10-15,5.9131855964660645
2013-10-16,5.986640453338623
2013-10-17,6.128307342529297
2013-10-18,6.248983383178711
2013-10-21,6.217501640319824
2013-10-22,6.165034770965576
2013-10-23,6.154541015625
2013-10-24,6.201761722564697
2013-10-25,6.285711765289307
2013-10-28,6.30145263671875
2013-10-29,6.317191123962402
2013-10-30,6.385401725769043
2013-10-31,6.4273762702941895
2013-11-01,6.474597930908203
2013-11-04,6.532314300537109
2013-11-05,6.448367118835449
2013-11-06,6.500833034515381
2013-11-07,6.453609943389893
2013-11-08,6.133553981781006
2013-11-11,6.30145263671875
2013-11-12,6.117813587188721
2013-11-13,6.322439670562744
2013-11-14,6.359598159790039
2013-11-15,6.364908218383789
2013-11-18,6.29058837890625
2013-11-19,6.317130088806152
2013-11-20,6.237503528594971
2013-11-21,6.317130088806152
2013-11-22,6.375523567199707
2013-11-25,6.380832195281982
2013-11-26,6.524159908294678
2013-11-27,6.5613203048706055
2013-11-29,6.582557201385498
2013-12-02,6.556013584136963
2013-12-03,6.545396327972412
2013-12-04,6.534782409667969
2013-12-05,6.545396327972412
2013-12-06,6.598484039306641
2013-12-09,6.593173503875732
2013-12-10,6.63033390045166
2013-12-11,6.60378885269165
2013-12-12,6.63033390045166
2013-12-13,6.640947341918945
2013-12-16,6.6356425285339355
2013-12-17,6.63033390045166
2013-12-18,6.863905906677246
2013-12-19,6.842674255371094
2013-12-20,7.044398307800293
2013-12-23,7.293895721435547
2013-12-24,7.389450550079346
2013-12-26,7.44338846206665
2013-12-27,7.470357894897461
2013-12-30,7.459569454193115
2013-12-31,7.529691219329834
2014-01-02,7.313937187194824
2014-01-03,7.335510730743408
2014-01-06,7.146730899810791
2014-01-07,7.044249534606934
2014-01-08,7.038856506347656
2014-01-09,6.963342189788818
2014-01-10,6.979526042938232
2014-01-13,6.941766738891602
2014-01-14,7.103583812713623
2014-01-15,7.125156402587891
2014-01-16,7.103583812713623
2014-01-17,7.098187446594238
2014-01-21,7.135944366455078
2014-01-22,7.135944366455078
2014-01-23,7.135944366455078
2014-01-24,7.108976364135742
2014-01-27,7.017280578613281
2014-01-28,7.028067588806152
2014-01-29,6.898617267608643
2014-01-30,7.0496439933776855
2014-01-31,7.135944366455078
2014-02-03,7.0334625244140625
2014-02-04,7.0334625244140625
2014-02-05,7.001097202301025
2014-02-06,7.146730899810791
2014-02-07,7.098187446594238
2014-02-10,7.384055137634277
2014-02-11,7.362480163574219
2014-02-12,7.378663539886475
2014-02-13,7.384055137634277
2014-02-14,7.545867443084717
2014-02-18,7.578233242034912
2014-02-19,7.621384620666504
2014-02-20,7.65913724899292
2014-02-21,7.6429572105407715
2014-02-24,7.723863124847412
