Date,SOUN
2022-04-28,7.5
2022-04-29,6.5
2022-05-02,10.949999809265137
2022-05-03,12.619999885559082
2022-05-04,14.510000228881836
2022-05-05,14.979999542236328
2022-05-06,13.470000267028809
2022-05-09,10.350000381469727
2022-05-10,8.9399995803833
2022-05-11,7.190000057220459
2022-05-12,6.619999885559082
2022-05-13,6.789999961853027
2022-05-16,6.099999904632568
2022-05-17,6.21999979019165
2022-05-18,5.190000057220459
2022-05-19,4.860000133514404
2022-05-20,4.789999961853027
2022-05-23,5.139999866485596
2022-05-24,5.449999809265137
2022-05-25,5.949999809265137
2022-05-26,6.519999980926514
2022-05-27,7.909999847412109
2022-05-31,7.679999828338623
2022-06-01,8.569999694824219
2022-06-02,7.949999809265137
2022-06-03,7.940000057220459
2022-06-06,4.099999904632568
2022-06-07,4.0
2022-06-08,4.179999828338623
2022-06-09,4.199999809265137
2022-06-10,3.619999885559082
2022-06-13,3.200000047683716
2022-06-14,2.930000066757202
2022-06-15,2.8399999141693115
2022-06-16,2.6700000762939453
2022-06-17,4.0
2022-06-21,3.75
2022-06-22,3.5899999141693115
2022-06-23,3.450000047683716
2022-06-24,3.200000047683716
2022-06-27,2.940000057220459
2022-06-28,2.950000047683716
2022-06-29,2.7149999141693115
2022-06-30,2.680000066757202
2022-07-01,2.5899999141693115
2022-07-05,3.069999933242798
2022-07-06,3.0299999713897705
2022-07-07,3.140000104904175
2022-07-08,3.0999999046325684
2022-07-11,3.25
2022-07-12,3.5
2022-07-13,3.369999885559082
2022-07-14,3.2300000190734863
2022-07-15,3.5199999809265137
2022-07-18,3.630000114440918
2022-07-19,3.680000066757202
2022-07-20,4.25
2022-07-21,4.170000076293945
2022-07-22,3.7300000190734863
2022-07-25,4.099999904632568
2022-07-26,3.5999999046325684
2022-07-27,3.7899999618530273
2022-07-28,3.690000057220459
2022-07-29,3.5
2022-08-01,3.6500000953674316
2022-08-02,3.930000066757202
2022-08-03,3.799999952316284
2022-08-04,3.700000047683716
2022-08-05,3.7699999809265137
2022-08-08,3.509999990463257
2022-08-09,3.2100000381469727
2022-08-10,3.569999933242798
2022-08-11,3.569999933242798
2022-08-12,3.6600000858306885
2022-08-15,3.75
2022-08-16,3.680000066757202
2022-08-17,3.4200000762939453
2022-08-18,3.359999895095825
2022-08-19,3.2300000190734863
2022-08-22,2.8550000190734863
2022-08-23,2.9649999141693115
2022-08-24,3.009999990463257
2022-08-25,3.1500000953674316
2022-08-26,2.950000047683716
2022-08-29,2.859999895095825
2022-08-30,2.880000114440918
2022-08-31,2.8499999046325684
2022-09-01,3.200000047683716
2022-09-02,3.309999942779541
2022-09-06,2.9100000858306885
2022-09-07,3.009999990463257
2022-09-08,3.1600000858306885
2022-09-09,3.240000009536743
2022-09-12,3.259999990463257
2022-09-13,3.2300000190734863
2022-09-14,3.319999933242798
2022-09-15,3.25
2022-09-16,3.740000009536743
2022-09-19,3.240000009536743
2022-09-20,3.0399999618530273
2022-09-21,2.8499999046325684
2022-09-22,3.240000009536743
2022-09-23,3.069999933242798
2022-09-26,3.0799999237060547
2022-09-27,3.259999990463257
2022-09-28,3.3399999141693115
2022-09-29,3.240000009536743
2022-09-30,3.2799999713897705
2022-10-03,3.5199999809265137
2022-10-04,3.7699999809265137
2022-10-05,3.609999895095825
2022-10-06,3.680000066757202
2022-10-07,3.4200000762939453
2022-10-10,3.5899999141693115
2022-10-11,3.5
2022-10-12,3.4700000286102295
2022-10-13,3.369999885559082
2022-10-14,3.930000066757202
2022-10-17,3.5
2022-10-18,3.190000057220459
2022-10-19,3.130000114440918
2022-10-20,2.9200000762939453
2022-10-21,2.950000047683716
2022-10-24,2.684999942779541
2022-10-25,2.8299999237060547
2022-10-26,2.799999952316284
2022-10-27,2.680000066757202
2022-10-28,2.549999952316284
2022-10-31,2.7100000381469727
2022-11-01,2.609999895095825
2022-11-02,2.4000000953674316
2022-11-03,2.200000047683716
2022-11-04,2.109999895095825
2022-11-07,1.9900000095367432
2022-11-08,2.0399999618530273
2022-11-09,2.059999942779541
2022-11-10,1.8899999856948853
2022-11-11,1.809999942779541
2022-11-14,1.850000023841858
2022-11-15,1.8200000524520874
2022-11-16,1.909999966621399
2022-11-17,2.0299999713897705
2022-11-18,1.9199999570846558
2022-11-21,1.6200000047683716
2022-11-22,1.4500000476837158
2022-11-23,1.4500000476837158
2022-11-25,1.5199999809265137
2022-11-28,1.3300000429153442
2022-11-29,1.3200000524520874
2022-11-30,1.2799999713897705
2022-12-01,1.25
2022-12-02,1.350000023841858
2022-12-05,1.2699999809265137
2022-12-06,1.2899999618530273
2022-12-07,1.190000057220459
2022-12-08,1.2000000476837158
2022-12-09,1.3700000047683716
2022-12-12,1.1200000047683716
2022-12-13,1.1399999856948853
2022-12-14,1.149999976158142
2022-12-15,1.2100000381469727
2022-12-16,1.159999966621399
2022-12-19,1.1299999952316284
2022-12-20,1.100000023841858
2022-12-21,1.0199999809265137
2022-12-22,0.9660000205039978
2022-12-23,1.0
2022-12-27,0.9890000224113464
2022-12-28,1.0
2022-12-29,1.0299999713897705
2022-12-30,1.7699999809265137
2023-01-03,1.309999942779541
2023-01-04,1.1799999475479126
2023-01-05,1.100000023841858
2023-01-06,1.0700000524520874
2023-01-09,1.0299999713897705
2023-01-10,1.0399999618530273
2023-01-11,1.0700000524520874
2023-01-12,1.100000023841858
2023-01-13,1.2100000381469727
2023-01-17,1.350000023841858
2023-01-18,1.25
2023-01-19,1.25
2023-01-20,1.4199999570846558
2023-01-23,1.4700000286102295
2023-01-24,1.440000057220459
2023-01-25,1.4600000381469727
2023-01-26,1.5499999523162842
2023-01-27,1.809999942779541
2023-01-30,2.059999942779541
2023-01-31,1.9900000095367432
2023-02-01,2.059999942779541
2023-02-02,1.9600000381469727
2023-02-03,2.819999933242798
2023-02-06,4.03000020980835
2023-02-07,3.5999999046325684
2023-02-08,4.630000114440918
2023-02-09,4.0
2023-02-10,3.9600000381469727
2023-02-13,3.2799999713897705
2023-02-14,3.7699999809265137
2023-02-15,3.9200000762939453
2023-02-16,3.6600000858306885
2023-02-17,4.019999980926514
2023-02-21,3.819999933242798
