Date,ALK
2010-01-04,7.839311122894287
2010-01-05,8.268710136413574
2010-01-06,8.194519996643066
2010-01-07,8.15180492401123
2010-01-08,7.989936828613281
2010-01-11,7.940478324890137
2010-01-12,8.118081092834473
2010-01-13,8.394606590270996
2010-01-14,8.40809440612793
2010-01-15,8.106840133666992
2010-01-19,8.356385231018066
2010-01-20,8.318166732788086
2010-01-21,8.369874000549316
2010-01-22,8.104593276977539
2010-01-25,8.208006858825684
2010-01-26,7.976448059082031
2010-01-27,8.205761909484863
2010-01-28,7.3267316818237305
2010-01-29,7.045713424682617
2010-02-01,7.187345027923584
2010-02-02,7.475109577178955
2010-02-03,7.477358818054199
2010-02-04,7.194090843200684
2010-02-05,7.230062007904053
2010-02-08,7.281768321990967
2010-02-09,7.502087116241455
2010-02-10,7.140134811401367
2010-02-11,7.268280029296875
2010-02-12,7.3627028465271
2010-02-16,7.645970821380615
2010-02-17,7.699924945831299
2010-02-18,7.994433879852295
2010-02-19,8.203512191772461
2010-02-22,7.987689018249512
2010-02-23,7.850552082061768
2010-02-24,7.857295513153076
2010-02-25,7.783106327056885
2010-02-26,7.868537425994873
2010-03-01,8.356385231018066
2010-03-02,8.15180492401123
2010-03-03,8.232736587524414
2010-03-04,8.145057678222656
2010-03-05,8.351889610290527
2010-03-08,8.11583137512207
2010-03-09,8.533988952636719
2010-03-10,9.015095710754395
2010-03-11,9.078044891357422
2010-03-12,9.118509292602539
2010-03-15,9.170219421386719
2010-03-16,9.064557075500488
2010-03-17,9.221924781799316
2010-03-18,9.084787368774414
2010-03-19,9.030830383300781
2010-03-22,9.282626152038574
2010-03-23,9.413015365600586
2010-03-24,9.233165740966797
2010-03-25,9.24440860748291
2010-03-26,9.291619300842285
2010-03-29,9.2489013671875
2010-03-30,9.24440860748291
2010-03-31,9.269135475158691
2010-04-01,9.19269847869873
2010-04-05,9.239911079406738
2010-04-06,9.212933540344238
2010-04-07,9.001607894897461
2010-04-08,9.39278507232666
2010-04-09,9.478214263916016
2010-04-12,9.761480331420898
2010-04-13,9.799700736999512
2010-04-14,9.93009090423584
2010-04-15,10.130178451538086
2010-04-16,9.68729019165039
2010-04-19,9.415266036987305
2010-04-20,9.451236724853516
2010-04-21,9.242158889770508
2010-04-22,9.44449234008789
2010-04-23,9.844664573669434
2010-04-26,10.089713096618652
2010-04-27,9.462479591369629
2010-04-28,9.496201515197754
2010-04-29,9.446739196777344
2010-04-30,9.309603691101074
2010-05-03,10.161651611328125
2010-05-04,9.559148788452148
2010-05-05,9.525425910949707
2010-05-06,8.909430503845215
2010-05-07,9.224170684814453
2010-05-10,9.76822566986084
2010-05-11,9.961567878723145
2010-05-12,10.352742195129395
2010-05-13,10.25607681274414
2010-05-14,10.07622241973877
2010-05-17,10.217856407165527
2010-05-18,10.231346130371094
2010-05-19,10.211112976074219
2010-05-20,9.518682479858398
2010-05-21,9.970559120178223
2010-05-24,9.972808837890625
2010-05-25,10.330265045166016
2010-05-26,10.503374099731445
2010-05-27,10.948504447937012
2010-05-28,10.498878479003906
2010-06-01,10.381972312927246
2010-06-02,11.225029945373535
2010-06-03,11.305965423583984
2010-06-04,10.84734058380127
2010-06-07,10.609036445617676
2010-06-08,10.689969062805176
2010-06-09,10.757413864135742
2010-06-10,11.018200874328613
2010-06-11,11.43410873413086
2010-06-14,11.526281356811523
2010-06-15,11.63644027709961
2010-06-16,11.870248794555664
2010-06-17,11.982657432556152
2010-06-18,11.823040008544922
2010-06-21,11.627448081970215
2010-06-22,11.157581329345703
2010-06-23,11.207042694091797
2010-06-24,10.896797180175781
2010-06-25,10.678728103637695
2010-06-28,10.865326881408691
2010-06-29,10.168394088745117
2010-06-30,10.105450630187988
2010-07-01,9.950324058532715
2010-07-02,9.721016883850098
2010-07-06,10.042500495910645
2010-07-07,10.57531452178955
2010-07-08,10.636014938354492
2010-07-09,10.710203170776367
2010-07-12,10.543839454650879
2010-07-13,10.741676330566406
2010-07-14,10.977734565734863
2010-07-15,10.903542518615723
2010-07-16,10.759664535522461
2010-07-19,10.723692893981934
2010-07-20,11.000215530395508
2010-07-21,10.77540111541748
2010-07-22,11.074402809143066
2010-07-23,11.240769386291504
2010-07-26,11.663420677185059
2010-07-27,11.456588745117188
2010-07-28,11.568997383117676
2010-07-29,11.634193420410156
2010-07-30,11.598219871520996
2010-08-02,11.903973579406738
2010-08-03,11.542020797729492
2010-08-04,11.533025741577148
2010-08-05,11.789312362670898
2010-08-06,11.847768783569336
2010-08-09,12.160261154174805
2010-08-10,11.917459487915039
2010-08-11,11.186809539794922
2010-08-12,11.267745018005371
2010-08-13,11.490311622619629
2010-08-16,11.706134796142578
2010-08-17,11.962422370910645
2010-08-18,12.1422758102417
2010-08-19,11.56450080871582
2010-08-20,11.249760627746582
2010-08-23,10.85633373260498
2010-08-24,10.593299865722656
2010-08-25,10.242585182189941
2010-08-26,10.00877857208252
2010-08-27,10.071725845336914
2010-08-30,9.975054740905762
2010-08-31,9.943584442138672
2010-09-01,10.163901329040527
2010-09-02,10.444917678833008
2010-09-03,10.638262748718262
2010-09-07,10.33700942993164
2010-09-08,10.188629150390625
2010-09-09,10.415695190429688
