Date,IVZ
2010-01-04,12.820205688476562
2010-01-05,12.891613960266113
2010-01-06,12.622469902038574
2010-01-07,12.660917282104492
2010-01-08,12.589512825012207
2010-01-11,12.979496955871582
2010-01-12,12.792746543884277
2010-01-13,12.842182159423828
2010-01-14,12.633455276489258
2010-01-15,12.474165916442871
2010-01-19,12.649932861328125
2010-01-20,12.30937671661377
2010-01-21,11.782064437866211
2010-01-22,11.441513061523438
2010-01-25,11.62827205657959
2010-01-26,11.166874885559082
2010-01-27,11.913895606994629
2010-01-28,11.10095500946045
2010-01-29,10.601112365722656
2010-02-01,11.013072967529297
2010-02-02,11.117437362670898
2010-02-03,10.749419212341309
2010-02-04,10.211126327514648
2010-02-05,10.205636024475098
2010-02-08,10.062819480895996
2010-02-09,10.222110748291016
2010-02-10,10.299010276794434
2010-02-11,10.167184829711914
2010-02-12,10.128734588623047
2010-02-16,10.513226509094238
2010-02-17,10.524215698242188
2010-02-18,10.705475807189941
2010-02-19,10.789962768554688
2010-02-22,10.834138870239258
2010-02-23,10.519383430480957
2010-02-24,10.795483589172363
2010-02-25,10.905932426452637
2010-02-26,10.823097229003906
2010-03-01,11.088155746459961
2010-03-02,11.226202964782715
2010-03-03,11.320079803466797
2010-03-04,11.546479225158691
2010-03-05,11.794966697692871
2010-03-08,11.64035415649414
2010-03-09,11.038451194763184
2010-03-10,11.027411460876465
2010-03-11,10.99427604675293
2010-03-12,11.24828815460205
2010-03-15,11.215161323547363
2010-03-16,11.424997329711914
2010-03-17,11.822575569152832
2010-03-18,11.690052032470703
2010-03-19,11.292464256286621
2010-03-22,11.408430099487305
2010-03-23,11.474691390991211
2010-03-24,11.35872745513916
2010-03-25,11.375296592712402
2010-03-26,11.634831428527832
2010-03-29,11.855709075927734
2010-03-30,11.988235473632812
2010-03-31,12.098675727844238
2010-04-01,12.19806957244873
2010-04-05,12.231199264526367
2010-04-06,12.512825012207031
2010-04-07,12.275375366210938
2010-04-08,12.187026977539062
2010-04-09,12.424478530883789
2010-04-12,12.209117889404297
2010-04-13,12.258813858032227
2010-04-14,12.512825012207031
2010-04-15,12.523868560791016
2010-04-16,12.037933349609375
2010-04-19,12.187026977539062
2010-04-20,12.441038131713867
2010-04-21,12.170461654663086
2010-04-22,12.16494369506836
2010-04-23,12.247767448425293
2010-04-26,11.916452407836914
2010-04-27,11.4470796585083
2010-04-28,11.933011054992676
2010-04-29,13.065022468566895
2010-04-30,12.695049285888672
2010-05-03,12.921451568603516
2010-05-04,12.430000305175781
2010-05-05,11.894359588623047
2010-05-06,11.524389266967773
2010-05-07,11.104718208312988
2010-05-10,11.883317947387695
2010-05-11,11.701093673706055
2010-05-12,12.060019493103027
2010-05-13,12.048973083496094
2010-05-14,11.496782302856445
2010-05-17,11.320079803466797
2010-05-18,10.961146354675293
2010-05-19,11.016365051269531
2010-05-20,10.316740036010742
2010-05-21,10.64433765411377
2010-05-24,10.261209487915039
2010-05-25,10.327839851379395
2010-05-26,10.222347259521484
2010-05-27,10.561054229736328
2010-05-28,10.305632591247559
2010-06-01,10.072422981262207
2010-06-02,10.466658592224121
2010-06-03,10.3944730758667
2010-06-04,9.905844688415527
2010-06-07,9.511610984802246
2010-06-08,9.911397933959961
2010-06-09,9.800345420837402
2010-06-10,10.255661010742188
2010-06-11,10.494420051574707
2010-06-14,10.505522727966309
2010-06-15,10.855339050292969
2010-06-16,10.810920715332031
2010-06-17,10.627680778503418
2010-06-18,10.666548728942871
2010-06-21,10.71652603149414
2010-06-22,10.466658592224121
2010-06-23,10.3944730758667
2010-06-24,9.939163208007812
2010-06-25,10.261209487915039
2010-06-28,10.233450889587402
2010-06-29,9.594901084899902
2010-06-30,9.345033645629883
2010-07-01,9.417216300964355
2010-07-02,9.233981132507324
2010-07-06,9.39500617980957
2010-07-07,9.778133392333984
2010-07-08,9.928056716918945
2010-07-09,10.305632591247559
2010-07-12,10.133501052856445
2010-07-13,10.788711547851562
2010-07-14,10.694314002990723
2010-07-15,10.661001205444336
2010-07-16,10.072422981262207
2010-07-19,10.133501052856445
2010-07-20,10.383369445800781
2010-07-21,10.16126537322998
2010-07-22,10.694314002990723
2010-07-23,10.79981517791748
2010-07-26,11.010811805725098
2010-07-27,10.805365562438965
2010-07-28,10.738733291625977
2010-07-29,10.905315399169922
2010-07-30,10.849786758422852
2010-08-02,11.171838760375977
2010-08-03,10.92752456665039
2010-08-04,10.94417667388916
2010-08-05,10.888654708862305
2010-08-06,10.727629661560059
2010-08-09,11.005258560180664
2010-08-10,11.005258560180664
2010-08-11,10.355607032775879
2010-08-12,10.250105857849121
2010-08-13,10.277870178222656
2010-08-16,10.300078392028809
2010-08-17,10.483311653137207
2010-08-18,10.555502891540527
2010-08-19,10.248330116271973
2010-08-20,10.33210563659668
2010-08-23,10.170140266418457
2010-08-24,9.818291664123535
2010-08-25,9.840633392333984
2010-08-26,10.00818157196045
2010-08-27,10.253912925720215
