Date,G
2010-01-04,11.848565101623535
2010-01-05,11.975712776184082
2010-01-06,12.158487319946289
2010-01-07,12.086966514587402
2010-01-08,11.737313270568848
2010-01-11,11.920084953308105
2010-01-12,11.808831214904785
2010-01-13,11.896245956420898
2010-01-14,12.198223114013672
2010-01-15,12.023396492004395
2010-01-19,11.959820747375488
2010-01-20,11.769098281860352
2010-01-21,11.522748947143555
2010-01-22,11.093629837036133
2010-01-25,11.13336181640625
2010-01-26,11.204883575439453
2010-01-27,11.29229736328125
2010-01-28,11.23666763305664
2010-01-29,11.022106170654297
2010-02-01,11.65784740447998
2010-02-02,11.800888061523438
2010-02-03,11.904193878173828
2010-02-04,11.641948699951172
2010-02-05,11.506855010986328
2010-02-08,11.483017921447754
2010-02-09,11.626058578491211
2010-02-10,11.721417427062988
2010-02-11,12.047233581542969
2010-02-12,12.269742012023926
2010-02-16,12.245904922485352
2010-02-17,12.309475898742676
2010-02-18,12.285635948181152
2010-02-19,12.317426681518555
2010-02-22,12.301527976989746
2010-02-23,12.071075439453125
2010-02-24,12.031340599060059
2010-02-25,11.920084953308105
2010-02-26,11.991606712341309
2010-03-01,11.920084953308105
2010-03-02,11.920084953308105
2010-03-03,11.935977935791016
2010-03-04,12.079022407531738
2010-03-05,12.380999565124512
2010-03-08,12.587610244750977
2010-03-09,12.547877311706543
2010-03-10,12.484307289123535
2010-03-11,12.547877311706543
2010-03-12,12.91342830657959
2010-03-15,12.698869705200195
2010-03-16,11.848565101623535
2010-03-17,12.277689933776855
2010-03-18,12.023396492004395
2010-03-19,12.317426681518555
2010-03-22,12.277689933776855
2010-03-23,12.309475898742676
2010-03-24,12.341262817382812
2010-03-25,12.301527976989746
2010-03-26,12.452516555786133
2010-03-29,13.135937690734863
2010-03-30,13.469698905944824
2010-03-31,13.326659202575684
2010-04-01,13.517377853393555
2010-04-05,13.978289604187012
2010-04-06,13.739883422851562
2010-04-07,14.097491264343262
2010-04-08,14.184904098510742
2010-04-09,14.010071754455566
2010-04-12,14.176958084106445
2010-04-13,14.125258445739746
2010-04-14,14.308183670043945
2010-04-15,14.180931091308594
2010-04-16,13.91847038269043
2010-04-19,13.870750427246094
2010-04-20,13.838935852050781
2010-04-21,13.751450538635254
2010-04-22,13.902562141418457
2010-04-23,13.719636917114258
2010-04-26,13.838935852050781
2010-04-27,13.791215896606445
2010-04-28,13.942329406738281
2010-04-29,13.584429740905762
2010-04-30,13.425358772277832
2010-05-03,13.43331241607666
2010-05-04,13.123130798339844
2010-05-05,13.107221603393555
2010-05-06,12.67773723602295
2010-05-07,12.311881065368652
2010-05-10,12.900434494018555
2010-05-11,12.741365432739258
2010-05-12,12.852712631225586
2010-05-13,13.131082534790039
2010-05-14,12.987922668457031
2010-05-17,12.916342735290527
2010-05-18,12.987922668457031
2010-05-19,12.66183090209961
2010-05-20,12.526622772216797
2010-05-21,12.653877258300781
2010-05-24,12.590252876281738
2010-05-25,12.486855506896973
2010-05-26,12.645922660827637
2010-05-27,13.051548957824707
2010-05-28,13.43331241607666
2010-06-01,13.353775978088379
2010-06-02,13.751450538635254
2010-06-03,13.838935852050781
2010-06-04,13.441264152526855
2010-06-07,13.075409889221191
2010-06-08,13.146988868713379
2010-06-09,13.329914093017578
2010-06-10,13.679866790771484
2010-06-11,13.727591514587402
2010-06-14,13.544662475585938
2010-06-15,13.65600872039795
2010-06-16,13.600334167480469
2010-06-17,13.417404174804688
2010-06-18,13.687821388244629
2010-06-21,13.560565948486328
2010-06-22,13.314010620117188
2010-06-23,13.059501647949219
2010-06-24,12.916342735290527
2010-06-25,12.916342735290527
2010-06-28,12.87657356262207
2010-06-29,12.431181907653809
2010-06-30,12.35164737701416
2010-07-01,12.367554664611816
2010-07-02,12.33574104309082
2010-07-06,12.065323829650879
2010-07-07,12.327790260314941
2010-07-08,12.17667293548584
2010-07-09,12.343697547912598
2010-07-12,12.415275573730469
2010-07-13,12.407323837280273
2010-07-14,12.391414642333984
2010-07-15,12.431181907653809
2010-07-16,12.144861221313477
2010-07-19,12.041465759277344
2010-07-20,12.16076946258545
2010-07-21,12.057374000549316
2010-07-22,12.295973777770996
2010-07-23,12.622060775756836
2010-07-26,12.725457191467285
2010-07-27,12.590252876281738
2010-07-28,12.200533866882324
2010-07-29,11.930119514465332
2010-07-30,11.985793113708496
2010-08-02,12.168720245361328
2010-08-03,12.033512115478516
2010-08-04,11.946023941040039
2010-08-05,11.92216682434082
2010-08-06,11.771050453186035
2010-08-09,11.96988296508789
2010-08-10,11.810815811157227
2010-08-11,11.41314697265625
2010-08-12,11.15068244934082
2010-08-13,11.087055206298828
2010-08-16,11.055241584777832
2010-08-17,11.087055206298828
2010-08-18,11.102961540222168
2010-08-19,11.02342700958252
2010-08-20,10.776870727539062
2010-08-23,10.753012657165527
2010-08-24,10.737107276916504
2010-08-25,10.975706100463867
2010-08-26,10.967755317687988
2010-08-27,11.246124267578125
2010-08-30,11.16658878326416
2010-08-31,11.126822471618652
2010-09-01,11.421099662780762
2010-09-02,11.667654037475586
2010-09-03,11.930119514465332
2010-09-07,11.9539794921875
2010-09-08,12.200533866882324
2010-09-09,12.33574104309082
2010-09-10,12.447088241577148
2010-09-13,12.844758987426758
2010-09-14,12.693646430969238
2010-09-15,12.749316215515137
2010-09-16,12.78908920288086
2010-09-17,13.146988868713379
2010-09-20,13.719636917114258
2010-09-21,13.560565948486328
2010-09-22,13.449214935302734
2010-09-23,13.40945816040039
2010-09-24,13.775308609008789
2010-09-27,13.648056030273438
2010-09-28,13.846888542175293
2010-09-29,13.775308609008789
2010-09-30,14.101397514343262
2010-10-01,14.165027618408203
2010-10-04,14.037768363952637
2010-10-05,14.260468482971191
2010-10-06,14.276372909545898
2010-10-07,14.260468482971191
2010-10-08,14.443395614624023
2010-10-11,14.236608505249023
2010-10-12,14.292283058166504
2010-10-13,14.514975547790527
2010-10-14,14.713810920715332
2010-10-15,14.499073028564453
2010-10-18,14.554741859436035
2010-10-19,14.013909339904785
2010-10-20,13.401501655578613
2010-10-21,13.401501655578613
2010-10-22,13.4730806350708
2010-10-25,12.956107139587402
2010-10-26,12.987922668457031
2010-10-27,13.107221603393555
2010-10-28,12.439138412475586
2010-10-29,12.645922660827637
2010-11-01,12.144861221313477
2010-11-02,12.518671035766602
2010-11-03,12.582297325134277
2010-11-04,12.391414642333984
2010-11-05,12.22439193725586
2010-11-08,12.16076946258545
2010-11-09,12.22439193725586
2010-11-10,12.017603874206543
2010-11-11,11.779001235961914
2010-11-12,11.540399551391602
2010-11-15,11.57221508026123
2010-11-16,11.476774215698242
2010-11-17,11.301796913146973
2010-11-18,11.556304931640625
2010-11-19,11.468820571899414
2010-11-22,11.46086597442627
2010-11-23,11.25407600402832
2010-11-24,11.365424156188965
2010-11-26,11.23817253112793
2010-11-29,11.492676734924316
2010-11-30,11.071148872375488
2010-12-01,11.532447814941406
2010-12-02,11.604028701782227
2010-12-03,11.779001235961914
2010-12-06,11.802864074707031
2010-12-07,11.8505859375
2010-12-08,11.890353202819824
2010-12-09,11.946023941040039
2010-12-10,11.890353202819824
2010-12-13,11.786956787109375
2010-12-14,11.890353202819824
2010-12-15,11.8505859375
2010-12-16,11.858534812927246
2010-12-17,12.025559425354004
2010-12-20,11.92216682434082
2010-12-21,12.049416542053223
2010-12-22,12.10509204864502
2010-12-23,12.113045692443848
2010-12-27,12.280067443847656
2010-12-28,12.256208419799805
2010-12-29,12.24825382232666
2010-12-30,12.232346534729004
2010-12-31,12.089183807373047
2011-01-03,12.303929328918457
2011-01-04,12.311881065368652
2011-01-05,12.10509204864502
2011-01-06,11.739238739013672
2011-01-07,12.009651184082031
2011-01-10,12.168720245361328
2011-01-11,12.327790260314941
2011-01-12,12.462997436523438
2011-01-13,12.0812349319458
2011-01-14,12.07327938079834
2011-01-18,11.906258583068848
