Date,CASS
2010-01-04,15.294978141784668
2010-01-05,15.07121467590332
2010-01-06,14.966797828674316
2010-01-07,15.011547088623047
2010-01-08,15.07121467590332
2010-01-11,15.051331520080566
2010-01-12,15.056303024291992
2010-01-13,15.2203950881958
2010-01-14,15.170665740966797
2010-01-15,15.096086502075195
2010-01-19,15.374534606933594
2010-01-20,15.299952507019043
2010-01-21,15.185577392578125
2010-01-22,15.185577392578125
2010-01-25,15.046351432800293
2010-01-26,14.996634483337402
2010-01-27,15.101051330566406
2010-01-28,14.807684898376465
2010-01-29,14.966797828674316
2010-02-01,15.11597728729248
2010-02-02,14.97177791595459
2010-02-03,14.986689567565918
2010-02-04,14.966797828674316
2010-02-05,15.145803451538086
2010-02-08,14.981718063354492
2010-02-09,15.08116626739502
2010-02-10,15.031440734863281
2010-02-11,15.275077819824219
2010-02-12,15.294978141784668
2010-02-16,15.255199432373047
2010-02-17,15.250226974487305
2010-02-18,15.359618186950684
2010-02-19,15.29000186920166
2010-02-22,15.255199432373047
2010-02-23,15.424264907836914
2010-02-24,15.185577392578125
2010-02-25,15.175644874572754
2010-02-26,15.051331520080566
2010-03-01,15.255199432373047
2010-03-02,15.488898277282715
2010-03-03,15.468916893005371
2010-03-04,15.458932876586914
2010-03-05,15.543840408325195
2010-03-08,15.52885627746582
2010-03-09,15.563817977905273
2010-03-10,15.728650093078613
2010-03-11,15.553831100463867
2010-03-12,15.39399242401123
2010-03-15,15.369022369384766
2010-03-16,15.448938369750977
2010-03-17,15.39399242401123
2010-03-18,15.264131546020508
2010-03-19,15.418974876403809
2010-03-22,15.389007568359375
2010-03-23,15.573807716369629
2010-03-24,15.548840522766113
2010-03-25,15.668712615966797
2010-03-26,15.70367431640625
2010-03-29,15.548840522766113
2010-03-30,15.668712615966797
2010-03-31,15.558822631835938
2010-04-01,15.443941116333008
2010-04-05,16.11325454711914
2010-04-06,16.263093948364258
2010-04-07,16.138219833374023
2010-04-08,16.128232955932617
2010-04-09,15.758617401123047
2010-04-12,15.43895149230957
2010-04-13,15.578804016113281
2010-04-14,15.86850643157959
2010-04-15,15.983379364013672
2010-04-16,15.688691139221191
2010-04-19,15.623744010925293
2010-04-20,15.948417663574219
2010-04-21,15.898469924926758
2010-04-22,16.053312301635742
2010-04-23,16.058307647705078
2010-04-26,16.04831314086914
2010-04-27,16.008352279663086
2010-04-28,16.068286895751953
2010-04-29,16.417932510375977
2010-04-30,15.883488655090332
2010-05-03,16.19316291809082
2010-05-04,15.70866870880127
2010-05-05,15.808568000793457
2010-05-06,15.65871810913086
2010-05-07,15.114285469055176
2010-05-10,15.973396301269531
2010-05-11,16.537803649902344
2010-05-12,17.292022705078125
2010-05-13,17.272048950195312
2010-05-14,16.602737426757812
2010-05-17,16.248111724853516
2010-05-18,16.417932510375977
2010-05-19,16.56278419494629
2010-05-20,15.354037284851074
2010-05-21,15.32407283782959
2010-05-24,15.488896369934082
2010-05-25,15.154245376586914
2010-05-26,15.698678970336914
2010-05-27,16.43290901184082
2010-05-28,15.843522071838379
2010-06-01,15.48390007019043
2010-06-02,16.622865676879883
2010-06-03,16.652973175048828
2010-06-04,15.669551849365234
2010-06-07,15.759862899780273
2010-06-08,15.865229606628418
2010-06-09,16.13616371154785
2010-06-10,16.12111473083496
2010-06-11,16.18132781982422
2010-06-14,16.321821212768555
2010-06-15,16.652973175048828
2010-06-16,16.37199592590332
2010-06-17,16.296728134155273
2010-06-18,16.005712509155273
2010-06-21,16.00069808959961
2010-06-22,16.030803680419922
2010-06-23,16.030803680419922
2010-06-24,16.055891036987305
2010-06-25,16.938968658447266
2010-06-28,16.67303466796875
2010-06-29,16.938968658447266
2010-06-30,17.184823989868164
2010-07-01,17.01924705505371
2010-07-02,17.014232635498047
2010-07-06,16.96405792236328
2010-07-07,17.400569915771484
2010-07-08,17.3253116607666
2010-07-09,17.541065216064453
2010-07-12,17.405595779418945
2010-07-13,17.701623916625977
2010-07-14,17.26509666442871
2010-07-15,16.863704681396484
2010-07-16,16.12613868713379
2010-07-19,16.161264419555664
2010-07-20,16.55764389038086
2010-07-21,16.040847778320312
2010-07-22,16.457294464111328
2010-07-23,16.853673934936523
2010-07-26,16.969074249267578
