Date,MEI
2010-01-04,6.474985122680664
2010-01-05,6.525970935821533
2010-01-06,6.525970935821533
2010-01-07,6.591522216796875
2010-01-08,8.244865417480469
2010-01-11,9.002342224121094
2010-01-12,8.914941787719727
2010-01-13,9.171329498291016
2010-01-14,9.024820327758789
2010-01-15,8.783087730407715
2010-01-19,8.812387466430664
2010-01-20,8.717156410217285
2010-01-21,8.68785572052002
2010-01-22,8.695182800292969
2010-01-25,9.024820327758789
2010-01-26,8.951566696166992
2010-01-27,9.1420259475708
2010-01-28,8.519376754760742
2010-01-29,8.050553321838379
2010-02-01,8.11647891998291
2010-02-02,8.11647891998291
2010-02-03,7.845445156097412
2010-02-04,7.6916093826293945
2010-02-05,8.197056770324707
2010-02-08,7.728233337402344
2010-02-09,8.021246910095215
2010-02-10,8.350889205932617
2010-02-11,8.870990753173828
2010-02-12,9.38376235961914
2010-02-16,9.618178367614746
2010-02-17,9.60352611541748
2010-02-18,10.233502388000488
2010-02-19,9.955141067504883
2010-02-22,9.830609321594238
2010-02-23,9.281209945678711
2010-02-24,9.339811325073242
2010-02-25,9.471667289733887
2010-02-26,9.112725257873535
2010-03-01,9.515618324279785
2010-03-02,9.530274391174316
2010-03-03,9.530274391174316
2010-03-04,8.43879508972168
2010-03-05,7.947999477386475
2010-03-08,7.34731912612915
2010-03-09,7.34731912612915
2010-03-10,7.405921459197998
2010-03-11,7.361968517303467
2010-03-12,7.420571327209473
2010-03-15,7.34731912612915
2010-03-16,7.244762897491455
2010-03-17,7.383945941925049
2010-03-18,7.354647159576416
2010-03-19,7.325344085693359
2010-03-22,7.435221195220947
2010-03-23,7.611029148101807
2010-03-24,7.383945941925049
2010-03-25,7.398595809936523
2010-03-26,7.413245677947998
2010-03-29,7.442549705505371
2010-03-30,7.464521408081055
2010-03-31,7.252089977264404
2010-04-01,7.318018436431885
2010-04-05,7.537779331207275
2010-04-06,7.4498748779296875
2010-04-07,7.633008003234863
2010-04-08,7.647658824920654
2010-04-09,7.6696319580078125
2010-04-12,8.27031135559082
2010-04-13,8.065201759338379
2010-04-14,8.286369323730469
2010-04-15,8.124180793762207
2010-04-16,8.34534740447998
2010-04-19,8.190528869628906
2010-04-20,8.212644577026367
2010-04-21,8.286369323730469
2010-04-22,8.396950721740723
2010-04-23,8.654975891113281
2010-04-26,8.610745429992676
2010-04-27,8.34534740447998
2010-04-28,8.389579772949219
2010-04-29,8.699211120605469
2010-04-30,8.183158874511719
2010-05-03,8.455931663513184
2010-05-04,8.131551742553711
2010-05-05,8.1094331741333
2010-05-06,8.146299362182617
2010-05-07,7.740828037261963
2010-05-10,8.168414115905762
2010-05-11,8.337974548339844
2010-05-12,8.618119239807129
2010-05-13,8.640233993530273
2010-05-14,8.34534740447998
2010-05-17,8.153672218322754
2010-05-18,8.020966529846191
2010-05-19,7.917758941650391
2010-05-20,7.357466697692871
2010-05-21,7.50491189956665
2010-05-24,7.261634826660156
2010-05-25,7.276373386383057
2010-05-26,7.254258155822754
2010-05-27,7.792429447174072
2010-05-28,7.482795238494873
2010-06-01,7.342724800109863
2010-06-02,7.571263313293457
2010-06-03,7.873526096343994
2010-06-04,7.453307628631592
2010-06-07,7.2690043449401855
2010-06-08,7.210027694702148
2010-06-09,7.335351943969727
2010-06-10,7.512284278869629
2010-06-11,7.5786356925964355
2010-06-14,7.593379497528076
2010-06-15,7.667102336883545
2010-06-16,7.556517124176025
2010-06-17,7.571263313293457
2010-06-18,7.622870445251465
2010-06-21,7.431192398071289
2010-06-22,7.335351943969727
2010-06-23,7.431192398071289
2010-06-24,7.298492908477783
2010-06-25,7.357466697692871
2010-06-28,7.386961460113525
2010-06-29,7.210027694702148
2010-06-30,7.180536270141602
2010-07-01,7.342724800109863
2010-07-02,7.659727573394775
2010-07-06,7.372215270996094
2010-07-07,7.482795238494873
2010-07-08,7.726081371307373
2010-07-09,7.814546585083008
2010-07-12,7.41644811630249
2010-07-13,7.777682304382324
2010-07-14,7.681207180023193
2010-07-15,7.5773091316223145
2010-07-16,7.421456813812256
2010-07-19,7.540198802947998
2010-07-20,7.495670795440674
2010-07-21,7.376925945281982
2010-07-22,7.666365146636963
2010-07-23,7.8222150802612305
2010-07-26,8.260082244873047
2010-07-27,8.067121505737305
2010-07-28,8.09681224822998
2010-07-29,8.052282333374023
2010-07-30,7.926117420196533
2010-08-02,8.074545860290527
2010-08-03,7.978065490722656
2010-08-04,7.940954685211182
2010-08-05,7.8667402267456055
2010-08-06,7.606992244720459
2010-08-09,7.733158111572266
2010-08-10,7.384348392486572
2010-08-11,7.23591947555542
2010-08-12,7.221076965332031
2010-08-13,7.042961120605469
2010-08-16,7.080068588256836
2010-08-17,7.3175578117370605
2010-08-18,7.421456813812256
2010-08-19,6.939061641693115
2010-08-20,7.094908714294434
2010-08-23,6.850003242492676
2010-08-24,6.790631294250488
2010-08-25,6.976170063018799
2010-08-26,6.7461018562316895
2010-08-27,7.042961120605469
2010-08-30,6.835160255432129
2010-08-31,6.6273603439331055
2010-09-01,6.991011619567871
2010-09-02,6.033645153045654
2010-09-03,6.3453450202941895
2010-09-07,6.159806728363037
2010-09-08,6.293394088745117
2010-09-09,6.137546062469482
2010-09-10,6.070751667022705
2010-09-13,6.271129608154297
2010-09-14,6.315658092498779
2010-09-15,6.426980018615723
2010-09-16,6.382452487945557
2010-09-17,6.4640889167785645
2010-09-20,6.590251922607422
2010-09-21,6.530879974365234
2010-09-22,6.530879974365234
2010-09-23,6.501194953918457
2010-09-24,6.864845275878906
2010-09-27,6.70157527923584
2010-09-28,6.909377098083496
2010-09-29,6.991011619567871
2010-09-30,6.738682270050049
2010-10-01,6.731260776519775
2010-10-04,6.6793107986450195
2010-10-05,7.087489128112793
2010-10-06,7.042961120605469
2010-10-07,6.909377098083496
2010-10-08,6.864845275878906
2010-10-11,6.812898635864258
2010-10-12,6.731260776519775
2010-10-13,6.7611775398254395
2010-10-14,6.910761833190918
2010-10-15,6.895802974700928
2010-10-18,6.955634117126465
2010-10-19,6.858407020568848
2010-10-20,6.933196544647217
2010-10-21,6.895802974700928
2010-10-22,6.925718307495117
2010-10-25,6.925718307495117
2010-10-26,6.918239116668701
2010-10-27,6.880843639373779
2010-10-28,6.843447685241699
2010-10-29,6.948156356811523
2010-11-01,6.843447685241699
2010-11-02,7.03790807723999
2010-11-03,7.075303554534912
2010-11-04,7.501616954803467
2010-11-05,7.389429569244385
2010-11-08,7.254803657531738
2010-11-09,7.187488555908203
2010-11-10,7.4642181396484375
2010-11-11,7.411865711212158
2010-11-12,7.209925651550293
2010-11-15,7.516573905944824
2010-11-16,7.509097099304199
2010-11-17,7.733471870422363
2010-11-18,7.90549373626709
2010-11-19,7.718510150909424
2010-11-22,7.673635005950928
2010-11-23,7.404384136199951
2010-11-24,7.740949630737305
2010-11-26,7.823217391967773
2010-11-29,7.778346061706543
2010-11-30,7.636244297027588
2010-12-01,7.898012161254883
2010-12-02,8.010199546813965
2010-12-03,8.234575271606445
2010-12-06,8.354239463806152
2010-12-07,8.586097717285156
2010-12-08,8.817954063415527
2010-12-09,9.707974433898926
2010-12-10,9.752846717834473
2010-12-13,9.730413436889648
2010-12-14,9.663100242614746
2010-12-15,9.730413436889648
2010-12-16,9.954789161682129
2010-12-17,9.909908294677734
2010-12-20,10.022098541259766
2010-12-21,10.096891403198242
2010-12-22,9.969743728637695
2010-12-23,10.022098541259766
2010-12-27,10.134285926818848
2010-12-28,10.066971778869629
2010-12-29,10.029577255249023
2010-12-30,9.820159912109375
2010-12-31,9.700490951538086
2011-01-03,10.141767501831055
2011-01-04,9.752846717834473
2011-01-05,9.685534477233887
2011-01-06,9.476120948791504
2011-01-07,9.386368751525879
2011-01-10,9.446206092834473
2011-01-11,9.341493606567383
2011-01-12,9.303886413574219
2011-01-13,9.522006034851074
2011-01-14,9.589698791503906
2011-01-18,9.529529571533203
2011-01-19,9.070727348327637
2011-01-20,8.792435646057129
2011-01-21,8.860127449035645
2011-01-24,9.108332633972168
2011-01-25,8.905255317687988
2011-01-26,9.349014282226562
2011-01-27,9.326448440551758
2011-01-28,8.822525024414062
2011-01-31,8.890212059020996
2011-02-01,9.108332633972168
2011-02-02,8.927817344665527
2011-02-03,8.754830360412598
2011-02-04,8.754830360412598
2011-02-07,8.89773178100586
2011-02-08,9.040640830993652
2011-02-09,9.0782470703125
2011-02-10,9.108332633972168
2011-02-11,9.251239776611328
2011-02-14,9.281323432922363
2011-02-15,9.191068649291992
2011-02-16,9.236194610595703
2011-02-17,9.206109046936035
2011-02-18,9.251239776611328
2011-02-22,9.025596618652344
2011-02-23,8.559274673461914
2011-02-24,8.672094345092773
2011-02-25,8.912778854370117
2011-02-28,8.799958229064941
2011-03-01,8.581839561462402
2011-03-02,8.762351036071777
2011-03-03,9.446792602539062
2011-03-04,9.559609413146973
2011-03-07,9.19858455657959
2011-03-08,9.296364784240723
2011-03-09,9.153460502624512
2011-03-10,8.807477951049805
2011-03-11,8.815000534057617
2011-03-14,8.845084190368652
2011-03-15,8.852611541748047
2011-03-16,8.672094345092773
2011-03-17,8.649534225463867
2011-03-18,8.942864418029785
2011-03-21,9.183551788330078
2011-03-22,9.063209533691406
2011-03-23,8.980467796325684
2011-03-24,8.890212059020996
2011-03-25,9.040640830993652
2011-03-28,9.03311824798584
2011-03-29,8.995512008666992
2011-03-30,9.040640830993652
2011-03-31,9.085773468017578
2011-04-01,9.070727348327637
2011-04-04,9.17602252960205
2011-04-05,9.303886413574219
2011-04-06,9.401666641235352
2011-04-07,9.303886413574219
2011-04-08,9.19858455657959
2011-04-11,9.070727348327637
2011-04-12,8.619449615478516
2011-04-13,8.770794868469238
2011-04-14,8.854040145874023
2011-04-15,8.869178771972656
2011-04-18,8.899449348449707
2011-04-19,8.861604690551758
2011-04-20,9.043228149414062
2011-04-21,9.111336708068848
2011-04-25,9.012960433959961
2011-04-26,9.179448127746582
2011-04-27,9.194578170776367
2011-04-28,9.361067771911621
2011-04-29,9.353503227233887
2011-05-02,9.277825355529785
2011-05-03,9.164310455322266
2011-05-04,8.876742362976074
2011-05-05,8.793498992919922
2011-05-06,8.914580345153809
2011-05-09,8.95241928100586
2011-05-10,9.18701457977295
2011-05-11,9.081067085266113
2011-05-12,9.277825355529785
2011-05-13,9.081067085266113
2011-05-16,9.005390167236328
2011-05-17,8.816203117370605
2011-05-18,9.043228149414062
2011-05-19,9.073498725891113
2011-05-20,8.846470832824707
2011-05-23,8.627012252807617
2011-05-24,8.445392608642578
2011-05-25,8.657283782958984
2011-05-26,8.907012939453125
2011-05-27,8.861604690551758
2011-05-31,9.050793647766113
2011-06-01,8.407552719116211
2011-06-02,8.551338195800781
2011-06-03,8.142688751220703
2011-06-06,7.983772277832031
2011-06-07,7.998906135559082
2011-06-08,7.915660858154297
2011-06-09,7.968636512756348
2011-06-10,7.5675554275512695
2011-06-13,7.552420616149902
2011-06-14,7.80971622467041
2011-06-15,7.559985160827637
2011-06-16,7.665935516357422
2011-06-17,7.5675554275512695
2011-06-20,7.544853687286377
2011-06-21,7.817287445068359
2011-06-22,7.771880626678467
2011-06-23,7.764312744140625
2011-06-24,7.734044075012207
2011-06-27,7.839987277984619
