Date,RLJ
2011-05-11,9.781046867370605
2011-05-12,9.941479682922363
2011-05-13,9.947013854980469
2011-05-16,9.924884796142578
2011-05-17,9.958080291748047
2011-05-18,9.980210304260254
2011-05-19,10.002336502075195
2011-05-20,9.980210304260254
2011-05-23,9.96361255645752
2011-05-24,9.958080291748047
2011-05-25,9.96914291381836
2011-05-26,10.041058540344238
2011-05-27,10.035531044006348
2011-05-31,10.096383094787598
2011-06-01,9.897221565246582
2011-06-02,9.980210304260254
2011-06-03,10.135108947753906
2011-06-06,10.06872272491455
2011-06-07,9.991271018981934
2011-06-08,10.096383094787598
2011-06-09,10.157238960266113
2011-06-10,10.007868766784668
2011-06-13,10.007868766784668
2011-06-14,9.897221565246582
2011-06-15,9.482301712036133
2011-06-16,9.620609283447266
2011-06-17,9.698060035705566
2011-06-20,9.875091552734375
2011-06-21,9.819768905639648
2011-06-22,9.841897010803223
2011-06-23,9.61507797241211
2011-06-24,9.44357681274414
2011-06-27,9.465706825256348
2011-06-28,9.643570899963379
2011-06-29,9.565752029418945
2011-06-30,9.654685974121094
2011-07-01,9.80476188659668
2011-07-05,9.888131141662598
2011-07-06,9.782524108886719
2011-07-07,9.860340118408203
2011-07-08,9.860340118408203
2011-07-11,9.726946830749512
2011-07-12,9.749176025390625
2011-07-13,9.732502937316895
2011-07-14,9.69359302520752
2011-07-15,9.78808307647705
2011-07-18,9.715829849243164
2011-07-19,9.726946830749512
2011-07-20,9.726946830749512
2011-07-21,9.726946830749512
2011-07-22,9.726946830749512
2011-07-25,9.699151039123535
2011-07-26,9.676920890808105
2011-07-27,9.582432746887207
2011-07-28,9.649131774902344
2011-07-29,9.571313858032227
2011-08-01,9.437917709350586
2011-08-02,9.232258796691895
2011-08-03,8.73201847076416
2011-08-04,8.298474311828613
2011-08-05,8.042794227600098
2011-08-08,7.303544044494629
2011-08-09,7.592574119567871
2011-08-10,7.058981418609619
2011-08-11,7.60924768447876
2011-08-12,7.720411777496338
2011-08-15,7.7926716804504395
2011-08-16,7.625926494598389
2011-08-17,7.664833068847656
2011-08-18,6.947816371917725
2011-08-19,6.808860778808594
2011-08-22,6.692136764526367
2011-08-23,6.819974899291992
2011-08-24,6.92558479309082
2011-08-25,6.831092357635498
2011-08-26,6.747720718383789
2011-08-29,7.19793701171875
2011-08-30,7.170147895812988
2011-08-31,7.370244026184082
2011-09-01,7.38136100769043
2011-09-02,7.236845016479492
2011-09-06,7.2979865074157715
2011-09-07,7.648155212402344
2011-09-08,7.370244026184082
2011-09-09,7.320218563079834
2011-09-12,7.392477989196777
2011-09-13,7.353570461273193
2011-09-14,7.65371561050415
2011-09-15,7.587015151977539
2011-09-16,7.570342540740967
2011-09-19,7.481408596038818
2011-09-20,7.492525577545166
2011-09-21,7.398035049438477
2011-09-22,7.286869525909424
2011-09-23,7.281315803527832
2011-09-26,7.236845016479492
2011-09-27,7.359126091003418
2011-09-28,7.066787242889404
2011-09-29,7.269176483154297
2011-09-30,7.179224967956543
2011-10-03,6.622650146484375
2011-10-04,7.505295753479004
2011-10-05,6.948724269866943
2011-10-06,7.34788179397583
2011-10-07,6.78568696975708
2011-10-10,7.207335948944092
2011-10-11,7.235444068908691
2011-10-12,7.454700946807861
2011-10-13,7.420969009399414
2011-10-14,7.679577827453613
2011-10-17,7.297286033630371
2011-10-18,7.578383922576904
2011-10-19,7.600874423980713
2011-10-20,7.645848274230957
2011-10-21,7.8145036697387695
2011-10-24,7.932567596435547
2011-10-25,7.808881759643555
2011-10-26,7.8594818115234375
2011-10-27,8.359831809997559
2011-10-28,8.511627197265625
2011-10-31,8.331722259521484
2011-11-01,7.921322345733643
2011-11-02,8.41605281829834
2011-11-03,8.359831809997559
2011-11-04,8.376699447631836
2011-11-07,8.43292236328125
2011-11-08,8.556604385375977
2011-11-09,8.247394561767578
2011-11-10,8.5341157913208
2011-11-11,8.792725563049316
2011-11-14,8.65217399597168
2011-11-15,8.719639778137207
2011-11-16,9.21436882019043
2011-11-17,9.130041122436523
2011-11-18,9.219989776611328
2011-11-21,8.92203140258789
2011-11-22,8.989493370056152
2011-11-23,8.624063491821289
2011-11-25,8.837698936462402
2011-11-28,9.07944393157959
2011-11-29,9.118800163269043
2011-11-30,8.99511432647705
2011-12-01,9.034467697143555
2011-12-02,8.832079887390137
2011-12-05,9.1469087600708
2011-12-06,9.191882133483887
2011-12-07,9.0457124710083
2011-12-08,8.607197761535645
2011-12-09,8.910785675048828
2011-12-12,8.89953899383545
2011-12-13,8.787100791931152
2011-12-14,9.130041122436523
2011-12-15,9.270587921142578
2011-12-16,9.67536735534668
2011-12-19,9.546066284179688
2011-12-20,9.557312965393066
2011-12-21,9.383030891418457
2011-12-22,9.428004264831543
2011-12-23,9.293079376220703
2011-12-27,9.546066284179688
2011-12-28,9.460982322692871
2011-12-29,9.608460426330566
2011-12-30,9.546062469482422
2012-01-03,9.659506797790527
2012-01-04,9.506360054016113
2012-01-05,9.597115516662598
2012-01-06,9.636818885803223
2012-01-09,9.591439247131348
2012-01-10,9.869369506835938
2012-01-11,9.846686363220215
2012-01-12,9.716226577758789
2012-01-13,9.704883575439453
2012-01-17,9.73324203491211
2012-01-18,9.750258445739746
2012-01-19,9.665180206298828
2012-01-20,9.608460426330566
2012-01-23,9.858026504516602
2012-01-24,10.09625244140625
2012-01-25,10.255073547363281
2012-01-26,10.164313316345215
2012-01-27,10.079237937927246
2012-01-30,10.175662994384766
2012-01-31,10.118943214416504
2012-02-01,10.323135375976562
2012-02-02,10.294774055480957
2012-02-03,10.56136417388916
2012-02-06,10.674799919128418
2012-02-07,10.748538970947266
2012-02-08,10.822277069091797
2012-02-09,10.720176696777344
2012-02-10,10.538671493530273
2012-02-13,10.555688858032227
2012-02-14,10.30044937133789
2012-02-15,10.090579986572266
2012-02-16,10.294774055480957
2012-02-17,10.31746768951416
2012-02-21,10.323135375976562
2012-02-22,10.294774055480957
2012-02-23,10.436577796936035
2012-02-24,10.345824241638184
2012-02-27,10.260740280151367
2012-02-28,10.152972221374512
2012-02-29,9.937435150146484
2012-03-01,10.016847610473633
2012-03-02,9.875044822692871
2012-03-05,9.823995590209961
2012-03-06,9.54039192199707
2012-03-07,9.597115516662598
2012-03-08,9.869369506835938
2012-03-09,9.83534049987793
2012-03-12,9.886388778686523
2012-03-13,9.943109512329102
2012-03-14,9.897729873657227
2012-03-15,9.846686363220215
2012-03-16,9.892058372497559
2012-03-19,9.948780059814453
2012-03-20,10.289105415344238
2012-03-21,10.33447551727295
2012-03-22,10.209697723388672
2012-03-23,10.283432006835938
2012-03-26,10.51598834991455
2012-03-27,10.550015449523926
2012-03-28,10.610109329223633
2012-03-29,10.57577133178711
2012-03-30,10.661611557006836
2012-04-02,10.959200859069824
2012-04-03,10.781793594360352
2012-04-04,10.57577133178711
2012-04-05,10.587214469909668
2012-04-09,10.449867248535156
2012-04-10,10.100777626037598
2012-04-11,10.352580070495605
2012-04-12,10.524266242980957
2012-04-13,10.306795120239258
2012-04-16,10.409808158874512
2012-04-17,10.55288028717041
2012-04-18,10.529987335205078
2012-04-19,10.615830421447754
2012-04-20,10.781793594360352
2012-04-23,10.484207153320312
2012-04-24,10.724566459655762
2012-04-25,10.764616966247559
2012-04-26,10.741734504699707
2012-04-27,10.827576637268066
2012-04-30,10.747457504272461
2012-05-01,10.844745635986328
2012-05-02,10.81612777709961
2012-05-03,10.850464820861816
2012-05-04,10.81612777709961
2012-05-07,10.695952415466309
2012-05-08,10.776066780090332
2012-05-09,10.501374244689941
2012-05-10,10.541435241699219
2012-05-11,10.644445419311523
2012-05-14,10.55288028717041
2012-05-15,10.55288028717041
2012-05-16,10.449867248535156
2012-05-17,10.072164535522461
2012-05-18,9.911925315856934
2012-05-21,10.026383399963379
2012-05-22,10.032103538513184
2012-05-23,10.083611488342285
2012-05-24,10.203787803649902
2012-05-25,10.232400894165039
2012-05-29,10.444149017333984
2012-05-30,10.163731575012207
2012-05-31,10.089329719543457
2012-06-01,9.87186336517334
2012-06-04,9.808910369873047
2012-06-05,10.077885627746582
2012-06-06,10.255295753479004
2012-06-07,10.095052719116211
2012-06-08,10.306795120239258
2012-06-11,10.146562576293945
2012-06-12,10.478485107421875
2012-06-13,10.386917114257812
2012-06-14,10.18089485168457
2012-06-15,10.26102066040039
2012-06-18,10.352580070495605
2012-06-19,10.467037200927734
2012-06-20,10.346860885620117
2012-06-21,10.215231895446777
2012-06-22,9.860418319702148
2012-06-25,9.986318588256836
2012-06-26,9.974873542785645
2012-06-27,10.220417976379395
2012-06-28,10.174195289611816
2012-06-29,10.474627494812012
2012-07-02,10.480403900146484
2012-07-03,10.5150728225708
2012-07-05,10.50351619720459
2012-07-06,10.393741607666016
2012-07-09,10.399521827697754
2012-07-10,10.278190612792969
2012-07-11,10.341748237609863
2012-07-12,10.214642524719238
2012-07-13,10.30708122253418
2012-07-16,10.231973648071289
2012-07-17,10.272416114807129
2012-07-18,10.243526458740234
2012-07-19,10.104866981506348
2012-07-20,9.931543350219727
2012-07-23,9.787108421325684
2012-07-24,9.631112098693848
2012-07-25,9.625334739685059
2012-07-26,9.77554988861084
2012-07-27,10.041315078735352
2012-07-30,10.081757545471191
2012-07-31,10.168423652648926
2012-08-01,9.862213134765625
2012-08-02,9.85066032409668
2012-08-03,10.11064338684082
2012-08-06,10.174195289611816
2012-08-07,10.151091575622559
2012-08-08,10.052868843078613
2012-08-09,10.116423606872559
2012-08-10,10.035538673400879
2012-08-13,10.058648109436035
2012-08-14,10.13375473022461
2012-08-15,10.168423652648926
2012-08-16,10.312857627868652
2012-08-17,10.33596420288086
2012-08-20,10.33596420288086
2012-08-21,10.411075592041016
2012-08-22,10.387965202331543
2012-08-23,10.289750099182129
2012-08-24,10.33596420288086
2012-08-27,10.255084037780762
2012-08-28,10.33596420288086
2012-08-29,10.405295372009277
2012-08-30,10.353301048278809
2012-08-31,10.30708122253418
2012-09-04,10.405295372009277
2012-09-05,10.399521827697754
2012-09-06,10.4977388381958
2012-09-07,10.676840782165527
2012-09-10,10.590180397033691
2012-09-11,10.717284202575684
