Date,URI
2010-01-04,9.744173049926758
2010-01-05,9.637414932250977
2010-01-06,9.637414932250977
2010-01-07,9.511245727539062
2010-01-08,9.297728538513184
2010-01-11,9.02597713470459
2010-01-12,8.870692253112793
2010-01-13,8.695995330810547
2010-01-14,8.715407371520996
2010-01-15,8.870692253112793
2010-01-19,9.00656795501709
2010-01-20,8.977450370788574
2010-01-21,8.54071044921875
2010-01-22,8.23984432220459
2010-01-25,8.36601448059082
2010-01-26,8.24954891204834
2010-01-27,8.094264030456543
2010-01-28,8.084559440612793
2010-01-29,7.773986339569092
2010-02-01,8.133084297180176
2010-02-02,8.210728645324707
2010-02-03,8.065147399902344
2010-02-04,7.16254997253418
2010-02-05,7.16254997253418
2010-02-08,7.1916656494140625
2010-02-09,7.317836761474609
2010-02-10,7.065496444702148
2010-02-11,6.871389389038086
2010-02-12,6.861684322357178
2010-02-16,6.929622173309326
2010-02-17,6.949031829833984
2010-02-18,6.813157558441162
2010-02-19,6.82286262512207
2010-02-22,7.2207818031311035
2010-02-23,7.075201511383057
2010-02-24,7.143139362335205
2010-02-25,7.065496444702148
2010-02-26,7.327540397644043
2010-03-01,7.570174694061279
2010-03-02,7.783692836761475
2010-03-03,7.53135347366333
2010-03-04,7.638112545013428
2010-03-05,8.036031723022461
2010-03-08,7.938978672027588
2010-03-09,8.142790794372559
2010-03-10,8.24954891204834
2010-03-11,8.220433235168457
2010-03-12,8.171906471252441
2010-03-15,8.006916046142578
2010-03-16,8.006916046142578
2010-03-17,8.006916046142578
2010-03-18,7.900155544281006
2010-03-19,7.725460529327393
2010-03-22,7.735166549682617
2010-03-23,8.142790794372559
2010-03-24,8.210728645324707
2010-03-25,8.162200927734375
2010-03-26,8.152496337890625
2010-03-29,8.734816551208496
2010-03-30,9.123030662536621
2010-03-31,9.103620529174805
2010-04-01,8.996862411499023
2010-04-05,9.317138671875
2010-04-06,9.45301342010498
2010-04-07,9.540360450744629
2010-04-08,9.530655860900879
2010-04-09,10.1517972946167
2010-04-12,9.899459838867188
2010-04-13,10.161504745483398
2010-04-14,10.462369918823242
2010-04-15,10.617654800415039
2010-04-16,10.316789627075195
2010-04-19,10.41384220123291
2010-04-20,10.41384220123291
2010-04-21,10.384727478027344
2010-04-22,12.141396522521973
2010-04-23,12.752833366394043
2010-04-26,13.412796020507812
2010-04-27,12.830476760864258
2010-04-28,12.908120155334473
2010-04-29,14.033940315246582
2010-04-30,13.936884880065918
