Date,MWA
2010-01-04,4.259377479553223
2010-01-05,4.228057861328125
2010-01-06,4.228057861328125
2010-01-07,4.447292327880859
2010-01-08,4.470782279968262
2010-01-11,4.502099990844727
2010-01-12,4.3611650466918945
2010-01-13,4.353333950042725
2010-01-14,4.306356430053711
2010-01-15,4.110612392425537
2010-01-19,4.267207145690918
2010-01-20,4.032315731048584
2010-01-21,3.914870500564575
2010-01-22,3.8835511207580566
2010-01-25,3.9070401191711426
2010-01-26,3.758275270462036
2010-01-27,3.766103744506836
2010-01-28,3.6564881801605225
2010-01-29,3.5312137603759766
2010-02-01,3.5390424728393555
2010-02-02,3.6643173694610596
2010-02-03,4.188911437988281
2010-02-04,3.938358783721924
2010-02-05,3.938358783721924
2010-02-08,3.8896403312683105
2010-02-09,4.023222923278809
2010-02-10,3.976076126098633
2010-02-11,4.070372581481934
2010-02-12,4.133233547210693
2010-02-16,3.9053547382354736
2010-02-17,3.928929090499878
2010-02-18,3.944645643234253
2010-02-19,3.9367876052856445
2010-02-22,3.740341901779175
2010-02-23,3.5988998413085938
2010-02-24,3.669619083404541
2010-02-25,3.6617624759674072
2010-02-26,3.638188362121582
2010-03-01,3.7717719078063965
2010-03-02,3.748199701309204
2010-03-03,3.6617624759674072
2010-03-04,3.7717719078063965
2010-03-05,3.8503499031066895
2010-03-08,3.826777458190918
2010-03-09,3.803203582763672
2010-03-10,3.7639143466949463
2010-03-11,3.8110616207122803
2010-03-12,3.669619083404541
2010-03-15,3.669619083404541
2010-03-16,3.740341901779175
2010-03-17,3.8346359729766846
2010-03-18,3.866065502166748
2010-03-19,3.7796313762664795
2010-03-22,3.8424928188323975
2010-03-23,3.866065502166748
2010-03-24,3.9053547382354736
2010-03-25,3.8739233016967773
2010-03-26,3.7796313762664795
2010-03-29,3.881784200668335
2010-03-30,3.8739233016967773
2010-03-31,3.756054639816284
2010-04-01,3.7874884605407715
2010-04-05,3.944645643234253
2010-04-06,3.9210708141326904
2010-04-07,3.9132132530212402
2010-04-08,3.881784200668335
2010-04-09,3.9210708141326904
2010-04-12,3.928929090499878
2010-04-13,3.7874884605407715
2010-04-14,3.944645643234253
2010-04-15,3.897496461868286
2010-04-16,4.031081199645996
2010-04-19,4.054655075073242
2010-04-20,4.20395565032959
2010-04-21,4.156808376312256
2010-04-22,4.337538719177246
2010-04-23,4.64399528503418
2010-04-26,4.533984184265137
2010-04-27,4.384685516357422
2010-04-28,4.384685516357422
2010-04-29,4.494694232940674
2010-04-30,4.4004011154174805
2010-05-03,4.502553939819336
2010-05-04,4.1960954666137695
2010-05-05,4.070372581481934
2010-05-06,3.8322367668151855
2010-05-07,3.5956778526306152
2010-05-10,3.87166166305542
2010-05-11,3.8558919429779053
2010-05-12,3.982055902481079
2010-05-13,4.021482944488525
2010-05-14,3.863776445388794
2010-05-17,3.8006961345672607
2010-05-18,3.7376136779785156
2010-05-19,3.5404810905456543
2010-05-20,3.3354649543762207
2010-05-21,3.493168830871582
2010-05-24,3.3196933269500732
2010-05-25,3.288154125213623
2010-05-26,3.359121799468994
2010-05-27,3.5641367435455322
2010-05-28,3.414318084716797
2010-06-01,3.248727321624756
2010-06-02,3.3118081092834473
2010-06-03,3.3196933269500732
2010-06-04,3.0989065170288086
2010-06-07,2.8150382041931152
2010-06-08,2.759840965270996
2010-06-09,2.8071534633636475
2010-06-10,3.0042836666107178
2010-06-11,3.083137273788452
2010-06-14,3.1304478645324707
2010-06-15,3.414318084716797
2010-06-16,3.3512351512908936
2010-06-17,3.367006301879883
2010-06-18,3.288154125213623
2010-06-21,3.374891519546509
2010-06-22,3.2171852588653564
2010-06-23,3.225072145462036
2010-06-24,3.2171852588653564
2010-06-25,3.16198992729187
2010-06-28,3.2093002796173096
2010-06-29,3.020054578781128
2010-06-30,2.9254310131073
2010-07-01,3.067365884780884
2010-07-02,2.996398448944092
2010-07-06,2.8386926651000977
2010-07-07,3.027939796447754
2010-07-08,3.09102201461792
2010-07-09,3.083137273788452
2010-07-12,3.0121686458587646
2010-07-13,3.1462180614471436
2010-07-14,3.0594818592071533
2010-07-15,2.9806277751922607
2010-07-16,2.8386926651000977
2010-07-19,2.878119707107544
2010-07-20,2.9885127544403076
2010-07-21,2.9333174228668213
2010-07-22,3.0358245372772217
2010-07-23,3.1225626468658447
2010-07-26,3.2171852588653564
2010-07-27,3.138333320617676
2010-07-28,3.043710947036743
2010-07-29,3.0121686458587646
2010-07-30,2.996398448944092
2010-08-02,3.043710947036743
2010-08-03,3.0358245372772217
2010-08-04,2.7440707683563232
2010-08-05,2.4917423725128174
2010-08-06,2.482225179672241
2010-08-09,2.442572593688965
2010-08-10,2.236381769180298
2010-08-11,2.077773094177246
2010-08-12,2.0143301486968994
2010-08-13,2.077773094177246
2010-08-16,2.172938823699951
2010-08-17,2.2443127632141113
2010-08-18,2.2601735591888428
2010-08-19,2.1253554821014404
2010-08-20,2.2205212116241455
2010-08-23,2.1174252033233643
2010-08-24,1.903303861618042
2010-08-25,1.839860200881958
2010-08-26,1.8240000009536743
2010-08-27,1.8953728675842285
2010-08-30,1.8002084493637085
2010-08-31,1.879512071609497
2010-09-01,2.046051263809204
2010-09-02,2.1174252033233643
2010-09-03,2.212589740753174
2010-09-07,2.069842576980591
2010-09-08,2.0857036113739014
2010-09-09,2.0857036113739014
2010-09-10,2.1491472721099854
2010-09-13,2.2443127632141113
2010-09-14,2.196730375289917
2010-09-15,2.1808688640594482
2010-09-16,2.1570777893066406
2010-09-17,2.41085147857666
2010-09-20,2.3791301250457764
2010-09-21,2.3711998462677
2010-09-22,2.2443127632141113
2010-09-23,2.212589740753174
2010-09-24,2.3474080562591553
2010-09-27,2.3711998462677
2010-09-28,2.4346423149108887
2010-09-29,2.3791301250457764
2010-09-30,2.394990921020508
2010-10-01,2.4187819957733154
2010-10-04,2.3870599269866943
2010-10-05,2.5060174465179443
2010-10-06,2.474294662475586
2010-10-07,2.458434820175171
2010-10-08,2.5060174465179443
2010-10-11,2.5456695556640625
2010-10-12,2.577390670776367
2010-10-13,2.5694596767425537
2010-10-14,2.482225179672241
2010-10-15,2.474294662475586
2010-10-18,2.3870599269866943
2010-10-19,2.252241611480713
2010-10-20,2.3236172199249268
2010-10-21,2.3870599269866943
2010-10-22,2.4187819957733154
2010-10-25,2.394990921020508
2010-10-26,2.3791301250457764
2010-10-27,2.363269329071045
2010-10-28,2.331547737121582
2010-10-29,2.394990921020508
2010-11-01,2.3156864643096924
2010-11-02,2.3474080562591553
2010-11-03,2.498086452484131
2010-11-04,2.696347713470459
2010-11-05,2.648764133453369
2010-11-08,2.6870369911193848
2010-11-09,2.60730242729187
2010-11-10,2.6312222480773926
2010-11-11,2.615277051925659
2010-11-12,2.567436695098877
2010-11-15,2.7747435569763184
2010-11-16,2.702984094619751
2010-11-17,2.6950106620788574
2010-11-18,2.734877347946167
2010-11-19,2.7827179431915283
2010-11-22,2.7667713165283203
2010-11-23,2.7428512573242188
2010-11-24,2.8465051651000977
2010-11-26,2.822584390640259
2010-11-29,2.798664093017578
2010-11-30,2.806637763977051
2010-12-01,2.822584390640259
2010-12-02,2.982052803039551
2010-12-03,2.966106414794922
2010-12-06,2.942185640335083
2010-12-07,2.942185640335083
2010-12-08,3.029893636703491
2010-12-09,3.053813934326172
2010-12-10,3.1973347663879395
2010-12-13,3.1973347663879395
2010-12-14,3.141521692276001
2010-12-15,3.117600440979004
2010-12-16,3.141521692276001
2010-12-17,3.1654412746429443
2010-12-20,3.308962345123291
2010-12-21,3.364776372909546
2010-12-22,3.364776372909546
2010-12-23,3.524244785308838
2010-12-27,3.4445109367370605
2010-12-28,3.3328819274902344
2010-12-29,3.293015241622925
2010-12-30,3.3169360160827637
2010-12-31,3.324910879135132
2011-01-03,3.4205894470214844
2011-01-04,3.4445109367370605
2011-01-05,3.4923510551452637
2011-01-06,3.428562879562378
2011-01-07,3.588031053543091
2011-01-10,3.588031053543091
2011-01-11,3.6837124824523926
2011-01-12,3.7554731369018555
2011-01-13,3.635871171951294
2011-01-14,3.627898693084717
2011-01-18,3.540191173553467
2011-01-19,3.2690951824188232
2011-01-20,3.293015241622925
2011-01-21,3.237201690673828
2011-01-24,3.2611217498779297
2011-01-25,3.253147602081299
2011-01-26,3.3568027019500732
2011-01-27,3.3328819274902344
2011-01-28,3.2292284965515137
2011-01-31,3.189362049102783
2011-02-01,3.516270637512207
2011-02-02,2.926239252090454
2011-02-03,2.9740800857543945
2011-02-04,3.0777342319488525
2011-02-07,3.0777342319488525
2011-02-08,3.132206439971924
2011-02-09,3.1241958141326904
2011-02-10,3.0841426849365234
2011-02-11,3.1882822513580322
2011-02-14,3.2363474369049072
2011-02-15,3.316453695297241
2011-02-16,3.4125843048095703
2011-02-17,3.4125843048095703
2011-02-18,3.2924230098724365
2011-02-22,3.1642491817474365
2011-02-23,3.1241958141326904
2011-02-24,3.116185188293457
2011-02-25,3.268389940261841
2011-02-28,3.252368450164795
2011-03-01,3.172260046005249
2011-03-02,3.172260046005249
2011-03-03,3.0841426849365234
2011-03-04,3.1241958141326904
2011-03-07,3.028067111968994
2011-03-08,3.2844107151031494
2011-03-09,3.2603793144226074
2011-03-10,3.1081745624542236
2011-03-11,3.1001646518707275
2011-03-14,3.1241958141326904
2011-03-15,3.076131820678711
2011-03-16,3.1001646518707275
2011-03-17,3.1402180194854736
2011-03-18,3.2844107151031494
2011-03-21,3.2363474369049072
2011-03-22,3.332474708557129
2011-03-23,3.3484973907470703
2011-03-24,3.444626569747925
2011-03-25,3.476670265197754
2011-03-28,3.436615467071533
2011-03-29,3.5327441692352295
2011-03-30,3.588820219039917
2011-03-31,3.588820219039917
2011-04-01,3.5808093547821045
2011-04-04,3.5808093547821045
2011-04-05,3.5007011890411377
2011-04-06,3.5407567024230957
2011-04-07,3.5327441692352295
2011-04-08,3.4045724868774414
2011-04-11,3.2603793144226074
2011-04-12,3.2764010429382324
2011-04-13,3.252368450164795
2011-04-14,3.2443578243255615
2011-04-15,3.3004331588745117
2011-04-18,3.252368450164795
2011-04-19,3.268389940261841
2011-04-20,3.332474708557129
2011-04-21,3.3885509967803955
2011-04-25,3.396561622619629
2011-04-26,3.452637195587158
2011-04-27,3.4926910400390625
2011-04-28,3.5407567024230957
2011-04-29,3.5247342586517334
2011-05-02,3.484680652618408
2011-05-03,3.620863676071167
2011-05-04,3.5087132453918457
2011-05-05,3.380540132522583
2011-05-06,3.403066635131836
2011-05-09,3.395021677017212
2011-05-10,3.4593818187713623
2011-05-11,3.4432923793792725
2011-05-12,3.475473642349243
2011-05-13,3.386976718902588
2011-05-16,3.3789305686950684
2011-05-17,3.4513356685638428
2011-05-18,3.475473642349243
2011-05-19,3.4674270153045654
2011-05-20,3.419156551361084
2011-05-23,3.3145711421966553
2011-05-24,3.29848051071167
2011-05-25,3.3547966480255127
2011-05-26,3.3226158618927
2011-05-27,3.3145711421966553
2011-05-31,3.2502102851867676
2011-06-01,3.1778042316436768
2011-06-02,3.1938953399658203
2011-06-03,3.097353458404541
2011-06-06,3.02494740486145
2011-06-07,3.0008134841918945
2011-06-08,3.0169034004211426
2011-06-09,3.0329935550689697
2011-06-10,2.9686317443847656
2011-06-13,2.9364523887634277
2011-06-14,3.0088577270507812
2011-06-15,2.960587739944458
2011-06-16,2.952542304992676
2011-06-17,2.984722852706909
2011-06-20,2.9766786098480225
2011-06-21,3.081263780593872
2011-06-22,2.9364523887634277
2011-06-23,2.9203622341156006
2011-06-24,2.831866502761841
2011-06-27,2.8962268829345703
2011-06-28,3.0169034004211426
2011-06-29,3.1134443283081055
2011-06-30,3.201939821243286
2011-07-01,3.1938953399658203
2011-07-05,3.1456241607666016
2011-07-06,3.153669595718384
2011-07-07,3.185850143432617
2011-07-08,3.1456241607666016
2011-07-11,2.952542304992676
2011-07-12,2.944498062133789
2011-07-13,2.9686317443847656
2011-07-14,2.960587739944458
2011-07-15,2.960587739944458
2011-07-18,2.759460687637329
2011-07-19,2.880136728286743
2011-07-20,2.8399112224578857
2011-07-21,2.8238208293914795
2011-07-22,2.880136728286743
2011-07-25,2.831866502761841
2011-07-26,2.8238208293914795
2011-07-27,2.614649534225464
2011-07-28,2.646829128265381
2011-07-29,2.630739212036133
2011-08-01,2.5261528491973877
2011-08-02,2.333071708679199
2011-08-03,2.0354039669036865
2011-08-04,1.7860071659088135
2011-08-05,1.7618714570999146
2011-08-08,1.6547962427139282
2011-08-09,1.7359142303466797
2011-08-10,1.7034664154052734
2011-08-11,1.8089197874069214
2011-08-12,1.776472568511963
2011-08-15,1.8819254636764526
2011-08-16,1.7602487802505493
2011-08-17,1.8494782447814941
2011-08-18,1.6710193157196045
2011-08-19,1.6547962427139282
2011-08-22,1.6466844081878662
2011-08-23,1.7440249919891357
2011-08-24,1.7440249919891357
2011-08-25,1.69535493850708
2011-08-26,1.7845847606658936
2011-08-29,2.019824981689453
2011-08-30,2.0117125511169434
2011-08-31,1.8819254636764526
2011-09-01,1.7926956415176392
2011-09-02,1.72780179977417
2011-09-06,1.8008075952529907
2011-09-07,1.8981480598449707
2011-09-08,1.8657017946243286
2011-09-09,1.8332545757293701
2011-09-12,1.8494782447814941
2011-09-13,1.8332545757293701
2011-09-14,1.9143717288970947
2011-09-15,2.019824981689453
2011-09-16,1.9630438089370728
2011-09-19,1.9792664051055908
2011-09-20,1.9549309015274048
2011-09-21,1.8251430988311768
2011-09-22,1.7926956415176392
2011-09-23,1.9630438089370728
2011-09-26,2.003601312637329
2011-09-27,2.044160842895508
2011-09-28,2.117166042327881
2011-09-29,2.133389949798584
2011-09-30,2.0117125511169434
2011-10-03,1.8575892448425293
2011-10-04,2.003601312637329
2011-10-05,1.987377405166626
2011-10-06,2.019824981689453
2011-10-07,1.9549309015274048
2011-10-10,2.1252777576446533
2011-10-11,2.068495988845825
2011-10-12,2.1577248573303223
2011-10-13,2.287513017654419
2011-10-14,2.214508295059204
2011-10-17,2.068495988845825
2011-10-18,2.190171003341675
2011-10-19,2.173947811126709
2011-10-20,2.1577248573303223
2011-10-21,2.1982839107513428
2011-10-24,2.287513017654419
2011-10-25,2.2226176261901855
2011-10-26,2.3524067401885986
2011-10-27,2.441636800765991
2011-10-28,2.498418092727661
2011-10-31,2.2307302951812744
2011-11-01,2.190171003341675
2011-11-02,1.9792664051055908
2011-11-03,1.9468200206756592
2011-11-04,1.9792664051055908
2011-11-07,1.9630438089370728
2011-11-08,2.002270460128784
2011-11-09,1.9042006731033325
2011-11-10,1.8388203382492065
2011-11-11,1.9450633525848389
2011-11-14,1.8306472301483154
2011-11-15,1.8061296939849854
