Date,RUSHA
2010-01-04,4.977715492248535
2010-01-05,5.0137858390808105
2010-01-06,4.797362804412842
2010-01-07,4.7813310623168945
2010-01-08,4.729230880737305
2010-01-11,4.893552780151367
2010-01-12,4.701176166534424
2010-01-13,4.713200092315674
2010-01-14,4.77732515335083
2010-01-15,4.588955879211426
2010-01-19,5.001762866973877
2010-01-20,4.741255760192871
2010-01-21,4.613003730773926
2010-01-22,4.6210174560546875
2010-01-25,4.633042335510254
2010-01-26,4.5448713302612305
2010-01-27,4.765300273895264
2010-01-28,4.604987621307373
2010-01-29,4.552886009216309
2010-02-01,4.60098123550415
2010-02-02,4.701176166534424
2010-02-03,4.681136608123779
2010-02-04,4.677128791809082
2010-02-05,4.697168350219727
2010-02-08,4.460707664489746
2010-02-09,4.468721389770508
2010-02-10,4.440667152404785
2010-02-11,4.5448713302612305
2010-02-12,4.480744361877441
2010-02-16,4.47273063659668
2010-02-17,4.697168350219727
2010-02-18,4.889543533325195
2010-02-19,4.92160701751709
2010-02-22,4.969699859619141
2010-02-23,4.733238697052002
2010-02-24,4.520823001861572
2010-02-25,4.47273063659668
2010-02-26,4.380550861358643
2010-03-01,4.39257287979126
2010-03-02,4.400589466094971
2010-03-03,4.42463493347168
2010-03-04,4.444675445556641
2010-03-05,4.661097526550293
2010-03-08,4.733238697052002
2010-03-09,4.90557336807251
2010-03-10,5.005769729614258
2010-03-11,5.005769729614258
2010-03-12,4.989737510681152
2010-03-15,5.0097784996032715
2010-03-16,5.077912330627441
2010-03-17,5.13401985168457
2010-03-18,5.126004219055176
2010-03-19,5.065888404846191
2010-03-22,5.113980293273926
2010-03-23,5.16608190536499
2010-03-24,5.073902130126953
2010-03-25,5.077912330627441
2010-03-26,5.20215368270874
2010-03-29,5.130011558532715
2010-03-30,5.274294376373291
2010-03-31,5.294332504272461
2010-04-01,5.494724273681641
2010-04-05,5.695114612579346
2010-04-06,5.863443851470947
2010-04-07,6.156015396118164
2010-04-08,6.208117485046387
2010-04-09,6.224147319793701
2010-04-12,6.352397441864014
2010-04-13,6.256209850311279
2010-04-14,6.3564066886901855
2010-04-15,6.540765762329102
2010-04-16,6.212125778198242
2010-04-19,6.224147319793701
2010-04-20,6.168037414550781
2010-04-21,6.380453109741211
2010-04-22,6.46461820602417
2010-04-23,6.532749652862549
2010-04-26,6.5888590812683105
2010-04-27,6.444579124450684
2010-04-28,6.488663673400879
2010-04-29,6.757187366485596
2010-04-30,6.496679306030273
2010-05-03,6.669016361236572
2010-05-04,6.46461820602417
2010-05-05,6.344383239746094
2010-05-06,6.1960930824279785
2010-05-07,5.83538818359375
2010-05-10,6.376445770263672
2010-05-11,6.5888590812683105
2010-05-12,6.612905502319336
2010-05-13,6.460608959197998
2010-05-14,6.336366653442383
2010-05-17,6.312319755554199
2010-05-18,6.139983177185059
2010-05-19,5.82737398147583
2010-05-20,5.426590919494629
2010-05-21,5.626981735229492
2010-05-24,5.622974872589111
2010-05-25,5.530795097351074
2010-05-26,5.787296295166016
2010-05-27,6.1960930824279785
2010-05-28,6.087882995605469
2010-06-01,5.691107273101807
2010-06-02,5.859436511993408
2010-06-03,6.019750595092773
2010-06-04,5.454646110534668
2010-06-07,5.4506378173828125
2010-06-08,5.526787757873535
2010-06-09,5.422582626342773
2010-06-10,5.72717809677124
2010-06-11,5.931576728820801
2010-06-14,6.003718852996826
2010-06-15,6.051811695098877
2010-06-16,6.007724761962891
2010-06-17,5.955623626708984
2010-06-18,6.019750595092773
2010-06-21,6.015739917755127
2010-06-22,5.6590471267700195
2010-06-23,5.606944561004639
2010-06-24,5.550834655761719
2010-06-25,5.775270938873291
2010-06-28,5.582897186279297
2010-06-29,5.418575763702393
2010-06-30,5.354450225830078
2010-07-01,5.394528388977051
2010-07-02,5.278301239013672
2010-07-06,5.085926055908203
2010-07-07,5.158066749572754
2010-07-08,5.210168838500977
2010-07-09,5.286317348480225
2010-07-12,5.222192764282227
2010-07-13,5.6349992752075195
2010-07-14,5.602935314178467
2010-07-15,5.418575763702393
2010-07-16,5.178106307983398
2010-07-19,5.20215368270874
2010-07-20,5.430599212646484
2010-07-21,5.462662696838379
2010-07-22,5.863443851470947
2010-07-23,5.951616287231445
2010-07-26,6.043795108795166
2010-07-27,6.007724761962891
2010-07-28,5.891498565673828
2010-07-29,6.023757457733154
2010-07-30,5.98768424987793
2010-08-02,6.20010232925415
2010-08-03,6.059826374053955
2010-08-04,6.011733531951904
2010-08-05,5.887490749359131
2010-08-06,5.83538818359375
2010-08-09,5.963639736175537
2010-08-10,5.514763832092285
2010-08-11,5.3263959884643555
2010-08-12,5.374489784240723
2010-08-13,5.266278266906738
2010-08-16,5.29032564163208
2010-08-17,5.546825885772705
2010-08-18,5.675077438354492
2010-08-19,5.410560607910156
2010-08-20,5.394528388977051
2010-08-23,5.170090198516846
2010-08-24,5.162074089050293
2010-08-25,5.342426776885986
2010-08-26,5.206161975860596
2010-08-27,5.502739429473877
2010-08-30,5.162074089050293
2010-08-31,5.089934349060059
2010-09-01,5.5708723068237305
2010-09-02,5.679084300994873
2010-09-03,5.683091163635254
2010-09-07,5.430599212646484
2010-09-08,5.502739429473877
2010-09-09,5.618967056274414
2010-09-10,5.82737398147583
2010-09-13,6.003718852996826
2010-09-14,5.891498565673828
2010-09-15,5.963639736175537
2010-09-16,5.851421356201172
2010-09-17,5.915546417236328
2010-09-20,5.871459007263184
2010-09-21,5.859436511993408
2010-09-22,5.755231857299805
2010-09-23,5.783287048339844
2010-09-24,6.015739917755127
2010-09-27,5.94760799407959
2010-09-28,6.051811695098877
2010-09-29,6.051811695098877
2010-09-30,6.148000240325928
2010-10-01,5.967647075653076
2010-10-04,5.7071380615234375
2010-10-05,5.955623626708984
2010-10-06,5.983679294586182
2010-10-07,5.931576728820801
2010-10-08,6.039788722991943
2010-10-11,6.003718852996826
2010-10-12,6.011733531951904
2010-10-13,6.616915225982666
2010-10-14,6.456599712371826
2010-10-15,6.408508777618408
2010-10-18,6.568819999694824
2010-10-19,6.324342250823975
2010-10-20,6.400492191314697
2010-10-21,6.404500484466553
2010-10-22,6.41652250289917
2010-10-25,6.368431091308594
2010-10-26,6.412516117095947
2010-10-27,6.360413074493408
2010-10-28,6.404500484466553
2010-10-29,6.368431091308594
