Date,AIZ
2010-01-04,22.143970489501953
2010-01-05,22.804763793945312
2010-01-06,22.738689422607422
2010-01-07,23.017690658569336
2010-01-08,23.03237533569336
2010-01-11,23.19390106201172
2010-01-12,22.980979919433594
2010-01-13,23.19390106201172
2010-01-14,22.951608657836914
2010-01-15,22.415624618530273
2010-01-19,22.635894775390625
2010-01-20,22.24676513671875
2010-01-21,22.980979919433594
2010-01-22,23.370115280151367
2010-01-25,23.583040237426758
2010-01-26,23.120473861694336
2010-01-27,23.384798049926758
2010-01-28,23.186555862426758
2010-01-29,23.076431274414062
2010-02-01,23.25263214111328
2010-02-02,23.575695037841797
2010-02-03,23.245296478271484
2010-02-04,23.29668617248535
2010-02-05,22.701982498168945
2010-02-08,22.143970489501953
2010-02-09,22.29816436767578
2010-02-10,22.121950149536133
2010-02-11,21.850282669067383
2010-02-12,21.923707962036133
2010-02-16,22.62120819091797
2010-02-17,22.547788619995117
2010-02-18,22.61419677734375
2010-02-19,22.806028366088867
2010-02-22,22.73223876953125
2010-02-23,22.451885223388672
2010-02-24,22.835533142089844
2010-02-25,22.54779624938965
2010-02-26,22.518278121948242
2010-03-01,22.61419677734375
2010-03-02,22.673219680786133
2010-03-03,22.70273208618164
2010-03-04,22.850299835205078
2010-03-05,23.3741512298584
2010-03-08,23.77257537841797
2010-03-09,23.861116409301758
2010-03-10,24.060321807861328
2010-03-11,24.33332061767578
2010-03-12,24.274288177490234
2010-03-15,24.067705154418945
2010-03-16,24.451366424560547
2010-03-17,24.716989517211914
2010-03-18,24.56941795349121
2010-03-19,24.495635986328125
2010-03-22,24.606313705444336
2010-03-23,24.47350311279297
2010-03-24,24.702224731445312
2010-03-25,24.8424072265625
2010-03-26,25.06376075744629
2010-03-29,25.358882904052734
2010-03-30,25.336746215820312
2010-03-31,25.366273880004883
2010-04-01,25.742549896240234
2010-04-05,26.288541793823242
2010-04-06,26.17049217224121
2010-04-07,25.74993133544922
2010-04-08,25.646629333496094
2010-04-09,25.55071449279785
2010-04-12,25.794212341308594
2010-04-13,25.83846664428711
2010-04-14,26.406597137451172
2010-04-15,26.332809448242188
2010-04-16,25.410537719726562
2010-04-19,25.742549896240234
2010-04-20,25.823713302612305
2010-04-21,25.779436111450195
2010-04-22,25.76468849182129
2010-04-23,25.742549896240234
2010-04-26,25.779436111450195
2010-04-27,24.930953979492188
2010-04-28,24.857168197631836
2010-04-29,26.827144622802734
2010-04-30,26.878803253173828
2010-05-03,26.98209571838379
2010-05-04,26.266408920288086
2010-05-05,26.893545150756836
2010-05-06,26.02292823791504
2010-05-07,25.565481185913086
2010-05-10,26.959949493408203
2010-05-11,26.75336456298828
2010-05-12,27.432161331176758
2010-05-13,27.314117431640625
2010-05-14,26.465620040893555
2010-05-17,26.738616943359375
2010-05-18,26.037689208984375
2010-05-19,26.133602142333984
2010-05-20,25.07373046875
2010-05-21,25.422073364257812
2010-05-24,24.85878562927246
2010-05-25,25.473955154418945
2010-05-26,25.34054183959961
2010-05-27,26.16324806213379
2010-05-28,25.718547821044922
2010-06-01,25.659244537353516
2010-06-02,26.47454071044922
2010-06-03,26.518997192382812
2010-06-04,25.429485321044922
2010-06-07,25.02925682067871
2010-06-08,25.288671493530273
2010-06-09,25.19972801208496
2010-06-10,26.192895889282227
2010-06-11,26.570892333984375
2010-06-14,26.496768951416016
2010-06-15,27.356525421142578
2010-06-16,27.326879501342773
2010-06-17,27.601110458374023
2010-06-18,27.46029281616211
2010-06-21,27.423229217529297
2010-06-22,27.186054229736328
2010-06-23,26.993349075317383
2010-06-24,26.637592315673828
2010-06-25,26.711708068847656
2010-06-28,27.12676239013672
2010-06-29,25.859365463256836
2010-06-30,25.718547821044922
2010-07-01,25.577726364135742
2010-07-02,25.34054183959961
2010-07-06,25.488788604736328
2010-07-07,26.541242599487305
2010-07-08,26.570892333984375
2010-07-09,26.593124389648438
2010-07-12,26.11878204345703
2010-07-13,27.03041648864746
2010-07-14,27.223115921020508
2010-07-15,27.393590927124023
2010-07-16,27.111942291259766
2010-07-19,27.237939834594727
2010-07-20,27.801223754882812
2010-07-21,26.96370506286621
2010-07-22,27.371353149414062
2010-07-23,27.282405853271484
2010-07-26,27.43062973022461
2010-07-27,27.134172439575195
2010-07-28,27.03782844543457
2010-07-29,27.55663299560547
2010-07-30,27.638174057006836
2010-08-02,28.349681854248047
2010-08-03,28.112512588500977
2010-08-04,27.55663299560547
2010-08-05,27.875337600708008
2010-08-06,27.875337600708008
2010-08-09,28.1051025390625
2010-08-10,28.253347396850586
2010-08-11,27.423229217529297
2010-08-12,27.31205177307129
2010-08-13,27.43062973022461
2010-08-16,27.163820266723633
2010-08-17,27.75674819946289
2010-08-18,27.8160457611084
2010-08-19,27.215709686279297
2010-08-20,26.948883056640625
2010-08-23,26.822872161865234
2010-08-24,26.452295303344727
2010-08-25,26.62276840209961
2010-08-26,26.667436599731445
2010-08-27,27.43425178527832
2010-08-30,26.808879852294922
2010-08-31,27.218353271484375
2010-09-01,27.962833404541016
2010-09-02,28.00750732421875
2010-09-03,28.826446533203125
2010-09-07,28.53608512878418
2010-09-08,28.975339889526367
2010-09-09,29.005123138427734
2010-09-10,29.191242218017578
2010-09-13,29.5039119720459
2010-09-14,29.585811614990234
2010-09-15,29.920833587646484
2010-09-16,29.719820022583008
2010-09-17,29.779380798339844
2010-09-20,30.226070404052734
2010-09-21,30.017614364624023
2010-09-22,29.742162704467773
2010-09-23,29.28802490234375
2010-09-24,30.054832458496094
2010-09-27,30.06973648071289
2010-09-28,30.1962890625
2010-09-29,30.054832458496094
2010-09-30,30.30052375793457
2010-10-01,30.233524322509766
2010-10-04,30.084619522094727
2010-10-05,30.79188346862793
2010-10-06,30.79188346862793
2010-10-07,30.561100006103516
2010-10-08,30.44198226928711
2010-10-11,30.092065811157227
2010-10-12,30.29306983947754
2010-10-13,30.650434494018555
2010-10-14,30.43453025817871
2010-10-15,30.486637115478516
2010-10-18,31.03011131286621
2010-10-19,30.598329544067383
2010-10-20,30.754657745361328
2010-10-21,30.82910919189453
2010-10-22,30.79932975769043
2010-10-25,30.70254898071289
2010-10-26,30.940767288208008
2010-10-27,30.74721336364746
2010-10-28,29.712371826171875
2010-10-29,29.436920166015625
2010-11-01,29.6975040435791
2010-11-02,29.801721572875977
2010-11-03,29.444360733032227
2010-11-04,30.374969482421875
2010-11-05,30.81421661376953
2010-11-08,30.687644958496094
2010-11-09,29.88361358642578
2010-11-10,26.548328399658203
2010-11-11,26.466426849365234
2010-11-12,26.056957244873047
2010-11-15,26.042068481445312
2010-11-16,25.774049758911133
2010-11-17,26.07184410095215
2010-11-18,26.347307205200195
2010-11-19,26.056957244873047
2010-11-22,26.094192504882812
2010-11-23,25.922954559326172
2010-11-24,26.45397186279297
2010-11-26,26.281953811645508
2010-11-29,26.409101486206055
2010-11-30,26.379180908203125
2010-12-01,26.90273094177246
2010-12-02,27.351478576660156
2010-12-03,27.43374252319336
2010-12-06,27.665611267089844
2010-12-07,27.815185546875
2010-12-08,28.189146041870117
2010-12-09,28.421010971069336
2010-12-10,28.406047821044922
2010-12-13,28.824886322021484
2010-12-14,28.660354614257812
2010-12-15,28.047029495239258
2010-12-16,28.009653091430664
2010-12-17,27.822677612304688
