Date,TILE
2010-01-04,7.66896390914917
2010-01-05,7.580408573150635
2010-01-06,7.385587215423584
2010-01-07,7.465287208557129
2010-01-08,7.5095648765563965
2010-01-11,7.571556568145752
2010-01-12,7.5007100105285645
2010-01-13,7.695531368255615
2010-01-14,7.7132439613342285
2010-01-15,7.571556568145752
2010-01-19,7.686678886413574
2010-01-20,7.580408573150635
2010-01-21,7.367876052856445
2010-01-22,7.040216445922852
2010-01-25,7.0844950675964355
2010-01-26,6.889672756195068
2010-01-27,7.1730523109436035
2010-01-28,7.137629985809326
2010-01-29,7.1819071769714355
2010-02-01,7.102207183837891
2010-02-02,7.119919300079346
2010-02-03,7.031363010406494
2010-02-04,6.871962547302246
2010-02-05,6.615148067474365
2010-02-08,6.367190837860107
2010-02-09,6.562014579772949
2010-02-10,6.606292724609375
2010-02-11,6.712559223175049
2010-02-12,6.845395565032959
2010-02-16,7.199621200561523
2010-02-17,7.2970290184021
2010-02-18,7.6158342361450195
2010-02-19,7.536132335662842
2010-02-22,7.660106658935547
2010-02-23,7.438718795776367
2010-02-24,7.5095648765563965
2010-02-25,7.624691009521484
2010-02-26,7.6158342361450195
2010-03-01,8.076326370239258
2010-03-02,8.147168159484863
2010-03-03,8.040903091430664
2010-03-04,8.173734664916992
2010-03-05,8.73163890838623
2010-03-08,8.802484512329102
2010-03-09,9.12128734588623
2010-03-10,9.611146926879883
2010-03-11,9.894608497619629
2010-03-12,10.054056167602539
2010-03-15,9.91232681274414
2010-03-16,9.717448234558105
2010-03-17,9.788312911987305
2010-03-18,9.850321769714355
2010-03-19,9.48713493347168
2010-03-22,9.779455184936523
2010-03-23,10.089494705200195
2010-03-24,10.027485847473145
2010-03-25,10.045198440551758
2010-03-26,10.009766578674316
2010-03-29,10.319802284240723
2010-03-30,10.346380233764648
2010-03-31,10.257796287536621
2010-04-01,10.372953414916992
2010-04-05,10.532403945922852
2010-04-06,10.48810863494873
2010-04-07,10.257796287536621
2010-04-08,10.266654014587402
2010-04-09,10.505825996398926
2010-04-12,10.505825996398926
2010-04-13,10.532403945922852
2010-04-14,10.762714385986328
2010-04-15,10.913304328918457
2010-04-16,10.629837989807129
2010-04-19,10.656416893005371
2010-04-20,11.17018985748291
2010-04-21,11.42707633972168
2010-04-22,11.17905044555664
2010-04-23,11.356212615966797
2010-04-26,11.063891410827637
2010-04-27,10.60326862335205
2010-04-28,10.771574020385742
2010-04-29,11.515661239624023
2010-04-30,11.604240417480469
2010-05-03,12.100302696228027
2010-05-04,11.533377647399902
2010-05-05,11.311920166015625
2010-05-06,10.984169960021973
2010-05-07,10.97530746459961
2010-05-10,11.763691902160645
2010-05-11,11.869986534118652
2010-05-12,12.357551574707031
2010-05-13,12.056154251098633
2010-05-14,12.118203163146973
2010-05-17,12.011826515197754
2010-05-18,11.453341484069824
