Date,CENTA
2010-01-04,7.943999767303467
2010-01-05,7.4720001220703125
2010-01-06,7.328000068664551
2010-01-07,7.5279998779296875
2010-01-08,7.616000175476074
2010-01-11,7.696000099182129
2010-01-12,7.552000045776367
2010-01-13,7.607999801635742
2010-01-14,7.624000072479248
2010-01-15,7.5279998779296875
2010-01-19,7.599999904632568
2010-01-20,7.288000106811523
2010-01-21,7.191999912261963
2010-01-22,7.191999912261963
2010-01-25,7.144000053405762
2010-01-26,6.952000141143799
2010-01-27,7.28000020980835
2010-01-28,7.015999794006348
2010-01-29,7.0320000648498535
2010-02-01,7.191999912261963
2010-02-02,7.02400016784668
2010-02-03,7.136000156402588
2010-02-04,6.920000076293945
2010-02-05,7.079999923706055
2010-02-08,7.248000144958496
2010-02-09,7.383999824523926
2010-02-10,7.23199987411499
2010-02-11,7.311999797821045
2010-02-12,7.127999782562256
2010-02-16,7.191999912261963
2010-02-17,7.320000171661377
2010-02-18,7.335999965667725
2010-02-19,7.3520002365112305
2010-02-22,7.415999889373779
2010-02-23,7.455999851226807
2010-02-24,7.519999980926514
2010-02-25,7.688000202178955
2010-02-26,7.639999866485596
2010-03-01,8.015999794006348
2010-03-02,7.952000141143799
2010-03-03,7.952000141143799
2010-03-04,7.97599983215332
2010-03-05,8.031999588012695
2010-03-08,7.960000038146973
2010-03-09,8.095999717712402
2010-03-10,8.055999755859375
2010-03-11,7.952000141143799
2010-03-12,7.823999881744385
2010-03-15,7.943999767303467
2010-03-16,7.927999973297119
2010-03-17,8.15999984741211
2010-03-18,8.199999809265137
2010-03-19,8.015999794006348
2010-03-22,8.279999732971191
2010-03-23,8.32800006866455
2010-03-24,8.008000373840332
2010-03-25,7.823999881744385
2010-03-26,7.495999813079834
2010-03-29,7.607999801635742
2010-03-30,7.48799991607666
2010-03-31,7.328000068664551
2010-04-01,7.360000133514404
2010-04-05,7.4720001220703125
2010-04-06,7.480000019073486
2010-04-07,7.544000148773193
2010-04-08,7.51200008392334
2010-04-09,7.519999980926514
2010-04-12,7.504000186920166
2010-04-13,7.5279998779296875
2010-04-14,7.791999816894531
2010-04-15,7.992000102996826
2010-04-16,7.984000205993652
2010-04-19,8.04800033569336
2010-04-20,8.432000160217285
2010-04-21,8.407999992370605
2010-04-22,8.527999877929688
2010-04-23,8.760000228881836
2010-04-26,8.631999969482422
2010-04-27,8.496000289916992
2010-04-28,8.607999801635742
2010-04-29,8.800000190734863
2010-04-30,8.272000312805176
2010-05-03,8.67199993133545
2010-05-04,8.095999717712402
2010-05-05,8.031999588012695
2010-05-06,7.6479997634887695
2010-05-07,7.047999858856201
2010-05-10,7.495999813079834
2010-05-11,7.5279998779296875
2010-05-12,7.728000164031982
2010-05-13,7.791999816894531
2010-05-14,7.76800012588501
2010-05-17,8.0
2010-05-18,7.952000141143799
2010-05-19,7.631999969482422
2010-05-20,7.119999885559082
2010-05-21,7.392000198364258
2010-05-24,7.191999912261963
2010-05-25,7.28000020980835
2010-05-26,7.296000003814697
2010-05-27,7.751999855041504
2010-05-28,7.567999839782715
2010-06-01,7.271999835968018
2010-06-02,7.599999904632568
2010-06-03,7.711999893188477
2010-06-04,7.191999912261963
2010-06-07,7.111999988555908
2010-06-08,6.808000087738037
2010-06-09,7.0
2010-06-10,7.119999885559082
2010-06-11,7.199999809265137
2010-06-14,7.455999851226807
2010-06-15,7.664000034332275
2010-06-16,7.599999904632568
2010-06-17,7.711999893188477
2010-06-18,7.639999866485596
2010-06-21,7.624000072479248
2010-06-22,7.392000198364258
2010-06-23,7.415999889373779
2010-06-24,7.400000095367432
2010-06-25,7.559999942779541
2010-06-28,7.440000057220459
2010-06-29,7.320000171661377
2010-06-30,7.176000118255615
2010-07-01,7.136000156402588
2010-07-02,7.400000095367432
2010-07-06,7.0879998207092285
2010-07-07,7.5279998779296875
2010-07-08,7.480000019073486
2010-07-09,7.711999893188477
2010-07-12,7.624000072479248
2010-07-13,7.8480000495910645
2010-07-14,7.783999919891357
2010-07-15,7.823999881744385
2010-07-16,7.464000225067139
2010-07-19,7.535999774932861
2010-07-20,7.584000110626221
2010-07-21,7.480000019073486
2010-07-22,7.8480000495910645
2010-07-23,8.13599967956543
2010-07-26,8.112000465393066
2010-07-27,8.255999565124512
2010-07-28,8.232000350952148
2010-07-29,8.152000427246094
2010-07-30,8.088000297546387
2010-08-02,8.008000373840332
2010-08-03,7.880000114440918
2010-08-04,8.223999977111816
2010-08-05,7.679999828338623
2010-08-06,7.48799991607666
2010-08-09,8.031999588012695
2010-08-10,7.920000076293945
2010-08-11,7.671999931335449
2010-08-12,7.671999931335449
2010-08-13,7.464000225067139
2010-08-16,7.559999942779541
2010-08-17,7.607999801635742
2010-08-18,7.639999866485596
2010-08-19,7.5279998779296875
2010-08-20,7.504000186920166
2010-08-23,7.3520002365112305
2010-08-24,7.328000068664551
2010-08-25,7.624000072479248
2010-08-26,7.607999801635742
2010-08-27,7.688000202178955
2010-08-30,7.400000095367432
2010-08-31,7.4720001220703125
2010-09-01,7.760000228881836
2010-09-02,7.703999996185303
2010-09-03,7.815999984741211
2010-09-07,7.703999996185303
2010-09-08,7.711999893188477
2010-09-09,7.679999828338623
2010-09-10,7.664000034332275
2010-09-13,7.895999908447266
2010-09-14,7.760000228881836
2010-09-15,7.679999828338623
2010-09-16,7.624000072479248
2010-09-17,7.567999839782715
2010-09-20,8.119999885559082
2010-09-21,7.97599983215332
2010-09-22,7.927999973297119
2010-09-23,7.751999855041504
2010-09-24,8.128000259399414
2010-09-27,8.104000091552734
2010-09-28,8.232000350952148
2010-09-29,8.319999694824219
2010-09-30,8.288000106811523
2010-10-01,8.359999656677246
2010-10-04,8.039999961853027
2010-10-05,8.479999542236328
2010-10-06,8.496000289916992
2010-10-07,8.543999671936035
2010-10-08,8.616000175476074
2010-10-11,8.5600004196167
2010-10-12,8.727999687194824
2010-10-13,8.727999687194824
2010-10-14,8.760000228881836
2010-10-15,8.736000061035156
2010-10-18,8.86400032043457
2010-10-19,8.736000061035156
2010-10-20,8.744000434875488
2010-10-21,8.64799976348877
2010-10-22,8.704000473022461
2010-10-25,8.767999649047852
2010-10-26,8.520000457763672
2010-10-27,8.288000106811523
2010-10-28,8.383999824523926
2010-10-29,8.359999656677246
2010-11-01,8.399999618530273
2010-11-02,8.784000396728516
2010-11-03,8.62399959564209
2010-11-04,8.800000190734863
2010-11-05,8.776000022888184
2010-11-08,8.767999649047852
2010-11-09,8.631999969482422
2010-11-10,8.656000137329102
2010-11-11,8.631999969482422
2010-11-12,8.456000328063965
2010-11-15,8.46399974822998
2010-11-16,8.168000221252441
2010-11-17,8.071999549865723
2010-11-18,8.15999984741211
2010-11-19,7.208000183105469
2010-11-22,7.208000183105469
2010-11-23,7.239999771118164
2010-11-24,7.248000144958496
2010-11-26,7.248000144958496
2010-11-29,7.440000057220459
2010-11-30,7.4720001220703125
2010-12-01,7.559999942779541
2010-12-02,7.495999813079834
2010-12-03,7.6479997634887695
2010-12-06,7.4079999923706055
2010-12-07,7.552000045776367
2010-12-08,7.544000148773193
2010-12-09,7.599999904632568
2010-12-10,8.055999755859375
2010-12-13,7.888000011444092
2010-12-14,7.943999767303467
2010-12-15,7.927999973297119
2010-12-16,7.783999919891357
2010-12-17,7.776000022888184
2010-12-20,7.736000061035156
2010-12-21,7.895999908447266
2010-12-22,8.15999984741211
2010-12-23,7.984000205993652
2010-12-27,8.0
2010-12-28,7.984000205993652
2010-12-29,7.992000102996826
2010-12-30,7.960000038146973
2010-12-31,7.9039998054504395
2011-01-03,8.312000274658203
2011-01-04,8.232000350952148
2011-01-05,8.223999977111816
2011-01-06,8.215999603271484
2011-01-07,8.13599967956543
2011-01-10,7.920000076293945
2011-01-11,8.008000373840332
2011-01-12,8.168000221252441
2011-01-13,8.015999794006348
2011-01-14,8.13599967956543
2011-01-18,8.071999549865723
2011-01-19,7.840000152587891
2011-01-20,7.855999946594238
2011-01-21,7.815999984741211
2011-01-24,7.927999973297119
2011-01-25,7.880000114440918
2011-01-26,8.031999588012695
2011-01-27,8.232000350952148
2011-01-28,7.671999931335449
