Date,EGY
2010-01-04,3.915362596511841
2010-01-05,3.8068344593048096
2010-01-06,3.6732614040374756
2010-01-07,3.7734413146972656
2010-01-08,3.840226888656616
2010-01-11,3.840226888656616
2010-01-12,3.7567434310913086
2010-01-13,3.7483952045440674
2010-01-14,3.7483952045440674
2010-01-15,3.689957618713379
2010-01-19,3.7650928497314453
2010-01-20,3.6482162475585938
2010-01-21,3.6732614040374756
2010-01-22,3.6398677825927734
2010-01-25,3.689957618713379
2010-01-26,3.6732614040374756
2010-01-27,3.698306083679199
2010-01-28,3.6398677825927734
2010-01-29,3.531339406967163
2010-02-01,3.6148226261138916
2010-02-02,3.606473922729492
2010-02-03,3.581429958343506
2010-02-04,3.4311599731445312
2010-02-05,3.397766351699829
2010-02-08,3.4144630432128906
2010-02-09,3.356024742126465
2010-02-10,3.297586679458618
2010-02-11,3.4979465007781982
2010-02-12,3.5730814933776855
2010-02-16,3.581429958343506
2010-02-17,3.4979465007781982
2010-02-18,3.556384563446045
2010-02-19,3.606473922729492
2010-02-22,3.581429958343506
2010-02-23,3.4895973205566406
2010-02-24,3.556384563446045
2010-02-25,3.581429958343506
2010-02-26,3.5647330284118652
2010-03-01,3.556384563446045
2010-03-02,3.6231698989868164
2010-03-03,3.5730814933776855
2010-03-04,3.6148226261138916
2010-03-05,3.656564474105835
2010-03-08,3.6398677825927734
2010-03-09,3.6482162475585938
2010-03-10,3.6732614040374756
2010-03-11,3.664912700653076
2010-03-12,3.664912700653076
2010-03-15,3.531339406967163
2010-03-16,3.606473922729492
2010-03-17,3.656564474105835
2010-03-18,3.5480358600616455
2010-03-19,3.4979465007781982
2010-03-22,3.456204652786255
2010-03-23,3.5647330284118652
2010-03-24,3.5730814933776855
2010-03-25,3.6398677825927734
2010-03-26,3.8819684982299805
2010-03-29,3.99049711227417
2010-03-30,4.040587425231934
2010-03-31,4.124069690704346
2010-04-01,4.065631866455078
2010-04-05,4.174160480499268
2010-04-06,4.257643699645996
2010-04-07,4.374520778656006
2010-04-08,4.399565696716309
2010-04-09,4.4413065910339355
2010-04-12,4.416261672973633
2010-04-13,4.533137798309326
2010-04-14,4.616621494293213
2010-04-15,4.9755988121032715
2010-04-16,5.100823402404785
2010-04-19,4.700104236602783
2010-04-20,4.650014400482178
2010-04-21,4.4413065910339355
2010-04-22,4.54148530960083
2010-04-23,4.775238990783691
2010-04-26,4.683407783508301
2010-04-27,4.608272075653076
2010-04-28,4.675059795379639
2010-04-29,4.708453178405762
2010-04-30,4.683407783508301
2010-05-03,4.599924564361572
2010-05-04,4.432957649230957
2010-05-05,4.3494744300842285
2010-05-06,4.032238483428955
2010-05-07,3.815182685852051
2010-05-10,3.9070136547088623
2010-05-11,4.048935413360596
2010-05-12,4.132418155670166
2010-05-13,4.107373237609863
2010-05-14,3.9070136547088623
2010-05-17,4.232598781585693
2010-05-18,4.157464027404785
2010-05-19,4.18250846862793
2010-05-20,4.048935413360596
2010-05-21,4.199204921722412
2010-05-24,4.165811061859131
2010-05-25,4.190855979919434
2010-05-26,4.307733535766602
2010-05-27,4.549834728240967
2010-05-28,4.458003044128418
2010-06-01,4.282687664031982
2010-06-02,4.591575622558594
2010-06-03,4.8086323738098145
2010-06-04,4.716800689697266
2010-06-07,4.650014400482178
2010-06-08,4.6333184242248535
2010-06-09,4.833676815032959
2010-06-10,4.9755988121032715
2010-06-11,5.092474937438965
2010-06-14,5.025688648223877
2010-06-15,5.150913715362549
2010-06-16,4.983946800231934
2010-06-17,5.050734043121338
2010-06-18,4.967251300811768
2010-06-21,4.9004645347595215
2010-06-22,4.766890048980713
2010-06-23,4.716800689697266
2010-06-24,4.758542537689209
2010-06-25,4.950553894042969
2010-06-28,4.858722686767578
2010-06-29,4.691756248474121
2010-06-30,4.675059795379639
2010-07-01,4.558183670043945
2010-07-02,4.533137798309326
2010-07-06,4.516441345214844
2010-07-07,4.758542537689209
2010-07-08,4.8086323738098145
2010-07-09,4.9004645347595215
2010-07-12,4.833676815032959
2010-07-13,4.958902835845947
2010-07-14,4.917161464691162
2010-07-15,4.950553894042969
2010-07-16,4.716800689697266
2010-07-19,4.883767604827881
2010-07-20,4.967251300811768
2010-07-21,4.725148677825928
2010-07-22,4.917161464691162
2010-07-23,4.958902835845947
2010-07-26,5.0841264724731445
2010-07-27,5.042384624481201
2010-07-28,5.017340183258057
2010-07-29,5.000643730163574
2010-07-30,4.983946800231934
2010-08-02,5.1091718673706055
2010-08-03,5.142565727233887
2010-08-04,5.06743049621582
2010-08-05,5.025688648223877
2010-08-06,5.059081554412842
2010-08-09,5.209351539611816
2010-08-10,5.117520809173584
2010-08-11,4.800284385681152
2010-08-12,4.54148530960083
2010-08-13,4.549834728240967
2010-08-16,4.716800689697266
2010-08-17,4.983946800231934
2010-08-18,4.775238990783691
2010-08-19,4.624969959259033
2010-08-20,4.549834728240967
2010-08-23,4.516441345214844
2010-08-24,4.4496541023254395
2010-08-25,4.357822895050049
2010-08-26,4.3494744300842285
2010-08-27,4.533137798309326
2010-08-30,4.6333184242248535
2010-08-31,4.7501935958862305
2010-09-01,4.833676815032959
2010-09-02,4.716800689697266
2010-09-03,4.775238990783691
2010-09-07,4.616621494293213
2010-09-08,4.700104236602783
2010-09-09,4.616621494293213
2010-09-10,4.583227634429932
2010-09-13,4.7501935958862305
2010-09-14,4.666711807250977
2010-09-15,4.599924564361572
2010-09-16,4.416261672973633
2010-09-17,4.3494744300842285
2010-09-20,4.5247883796691895
2010-09-21,4.399565696716309
2010-09-22,4.549834728240967
2010-09-23,4.599924564361572
2010-09-24,4.766890048980713
2010-09-27,4.6333184242248535
2010-09-28,4.741846084594727
2010-09-29,4.8086323738098145
2010-09-30,4.79193639755249
2010-10-01,4.758542537689209
2010-10-04,4.641666412353516
2010-10-05,4.7501935958862305
2010-10-06,4.733497619628906
2010-10-07,4.700104236602783
2010-10-08,4.775238990783691
2010-10-11,4.79193639755249
2010-10-12,4.766890048980713
2010-10-13,4.658362865447998
2010-10-14,5.034038066864014
2010-10-15,5.025688648223877
2010-10-18,5.125869274139404
2010-10-19,4.783587455749512
2010-10-20,4.917161464691162
2010-10-21,4.766890048980713
2010-10-22,4.783587455749512
2010-10-25,5.042384624481201
2010-10-26,4.842024803161621
2010-10-27,4.7501935958862305
2010-10-28,4.917161464691162
2010-10-29,4.908812999725342
2010-11-01,4.917161464691162
2010-11-02,5.159262180328369
2010-11-03,5.175958156585693
2010-11-04,5.384666919708252
2010-11-05,5.601722717285156
2010-11-08,5.651812553405762
2010-11-09,5.910611152648926
2010-11-10,5.93565559387207
2010-11-11,6.01078987121582
2010-11-12,5.994093418121338
2010-11-15,6.436554908752441
2010-11-16,6.1276679039001465
2010-11-17,6.052532196044922
2010-11-18,6.077576160430908
2010-11-19,6.13601541519165
2010-11-22,6.344722747802734
2010-11-23,6.236194610595703
2010-11-24,6.236194610595703
2010-11-26,6.269588947296143
2010-11-29,6.269588947296143
2010-11-30,6.169409275054932
2010-12-01,6.361419677734375
2010-12-02,6.653610706329346
2010-12-03,6.636914253234863
2010-12-06,6.1276679039001465
2010-12-07,6.261240482330322
2010-12-08,6.378117084503174
2010-12-09,6.069228649139404
2010-12-10,6.110970973968506
2010-12-13,6.052532196044922
2010-12-14,5.969048500061035
2010-12-15,5.802082538604736
2010-12-16,5.93565559387207
2010-12-17,5.827126979827881
2010-12-20,5.793734073638916
2010-12-21,6.077576160430908
2010-12-22,6.002441883087158
2010-12-23,5.960700988769531
2010-12-27,6.002441883087158
2010-12-28,5.960700988769531
2010-12-29,5.985744953155518
2010-12-30,5.960700988769531
2010-12-31,5.977396488189697
2011-01-03,6.202801704406738
2011-01-04,6.152712821960449
2011-01-05,6.027486801147461
2011-01-06,6.069228649139404
2011-01-07,5.985744953155518
2011-01-10,6.035836219787598
2011-01-11,6.044184684753418
2011-01-12,6.236194610595703
2011-01-13,6.469947814941406
2011-01-14,6.369769096374512
2011-01-18,6.611869812011719
2011-01-19,6.227847099304199
2011-01-20,6.13601541519165
2011-01-21,5.93565559387207
2011-01-24,6.044184684753418
2011-01-25,6.01078987121582
2011-01-26,6.244543552398682
2011-01-27,6.110970973968506
2011-01-28,5.960700988769531
2011-01-31,6.077576160430908
2011-02-01,6.286285877227783
2011-02-02,6.436554908752441
2011-02-03,6.328027248382568
2011-02-04,6.244543552398682
2011-02-07,6.269588947296143
2011-02-08,6.369769096374512
2011-02-09,6.161060810089111
2011-02-10,6.044184684753418
2011-02-11,6.002441883087158
2011-02-14,6.085925102233887
2011-02-15,6.102622032165527
2011-02-16,6.211150169372559
2011-02-17,6.394813537597656
2011-02-18,6.369769096374512
2011-02-22,6.227847099304199
2011-02-23,6.436554908752441
2011-02-24,6.419858932495117
2011-02-25,6.620217323303223
2011-02-28,6.695353031158447
2011-03-01,6.661959648132324
2011-03-02,6.611869812011719
2011-03-03,6.720397472381592
2011-03-04,6.71204948425293
2011-03-07,6.954150676727295
2011-03-08,6.720397472381592
2011-03-09,6.703701019287109
2011-03-10,6.152712821960449
2011-03-11,6.436554908752441
2011-03-14,6.269588947296143
2011-03-15,5.793734073638916
2011-03-16,5.559981822967529
2011-03-17,5.810431480407715
2011-03-18,5.818778038024902
2011-03-21,5.9523515701293945
2011-03-22,5.944003582000732
2011-03-23,6.052532196044922
2011-03-24,6.102622032165527
2011-03-25,6.169409275054932
2011-03-28,6.378117084503174
2011-03-29,6.269588947296143
2011-03-30,6.436554908752441
2011-03-31,6.478295803070068
2011-04-01,6.1276679039001465
2011-04-04,6.110970973968506
2011-04-05,6.319677352905273
2011-04-06,6.211150169372559
2011-04-07,6.186105728149414
2011-04-08,6.1276679039001465
2011-04-11,5.877217769622803
2011-04-12,5.877217769622803
2011-04-13,5.760341167449951
2011-04-14,5.693554878234863
2011-04-15,5.7436442375183105
2011-04-18,5.585026264190674
2011-04-19,5.643464088439941
2011-04-20,5.802082538604736
2011-04-21,5.802082538604736
2011-04-25,5.835475921630859
2011-04-26,6.01078987121582
2011-04-27,5.910611152648926
2011-04-28,5.885566234588623
2011-04-29,5.818778038024902
2011-05-02,5.751992225646973
2011-05-03,5.5432844161987305
2011-05-04,5.384666919708252
2011-05-05,5.476498603820801
2011-05-06,5.551633358001709
2011-05-09,5.676858901977539
2011-05-10,5.84382438659668
2011-05-11,5.8521728515625
2011-05-12,5.785385608673096
2011-05-13,5.676858901977539
2011-05-16,5.601722717285156
2011-05-17,5.484846115112305
2011-05-18,5.8521728515625
2011-05-19,5.785385608673096
2011-05-20,5.768689155578613
2011-05-23,5.618419170379639
2011-05-24,5.668508529663086
2011-05-25,5.777038097381592
2011-05-26,5.810431480407715
2011-05-27,5.868869781494141
2011-05-31,5.927308082580566
2011-06-01,5.585026264190674
2011-06-02,5.534936428070068
2011-06-03,5.434756755828857
2011-06-06,5.359621524810791
2011-06-07,5.25109338760376
