Date,NNE
2024-09-16,14.149999618530273
2024-09-17,12.390000343322754
2024-09-18,10.960000038146973
2024-09-19,10.59000015258789
2024-09-20,13.020000457763672
2024-09-23,14.170000076293945
2024-09-24,13.779999732971191
2024-09-25,12.640000343322754
2024-09-26,15.079999923706055
2024-09-27,14.989999771118164
2024-09-30,14.40999984741211
2024-10-01,16.540000915527344
2024-10-02,17.579999923706055
2024-10-03,16.889999389648438
2024-10-04,19.389999389648438
2024-10-07,18.639999389648438
2024-10-08,16.68000030517578
2024-10-09,16.6200008392334
2024-10-10,17.690000534057617
2024-10-11,17.940000534057617
2024-10-14,17.59000015258789
2024-10-15,15.5600004196167
2024-10-16,21.450000762939453
2024-10-17,18.729999542236328
2024-10-18,20.3799991607666
2024-10-21,27.360000610351562
2024-10-22,23.549999237060547
2024-10-23,19.8700008392334
2024-10-24,18.389999389648438
2024-10-25,19.18000030517578
2024-10-28,21.770000457763672
2024-10-29,20.899999618530273
2024-10-30,20.34000015258789
2024-10-31,19.559999465942383
2024-11-01,19.260000228881836
2024-11-04,16.799999237060547
2024-11-05,17.889999389648438
2024-11-06,19.049999237060547
2024-11-07,21.700000762939453
2024-11-08,22.81999969482422
2024-11-11,21.600000381469727
2024-11-12,23.219999313354492
2024-11-13,23.09000015258789
2024-11-14,22.639999389648438
2024-11-15,21.700000762939453
2024-11-18,22.690000534057617
2024-11-19,25.260000228881836
2024-11-20,23.145000457763672
2024-11-21,29.25
2024-11-22,33.599998474121094
2024-11-25,25.90999984741211
2024-11-26,26.020000457763672
2024-11-27,26.770000457763672
2024-11-29,27.610000610351562
2024-12-02,28.0
2024-12-03,26.6200008392334
2024-12-04,26.5
2024-12-05,25.459999084472656
2024-12-06,26.584999084472656
2024-12-09,25.25
2024-12-10,23.350000381469727
2024-12-11,24.100000381469727
2024-12-12,23.100000381469727
2024-12-13,24.940000534057617
2024-12-16,26.31999969482422
2024-12-17,25.75
2024-12-18,23.729999542236328
2024-12-19,24.40999984741211
2024-12-20,25.190000534057617
2024-12-23,27.239999771118164
2024-12-24,28.579999923706055
2024-12-26,28.469999313354492
2024-12-27,26.920000076293945
2024-12-30,24.829999923706055
2024-12-31,24.895000457763672
2025-01-02,23.93000030517578
2025-01-03,27.010000228881836
2025-01-06,32.560001373291016
2025-01-07,30.239999771118164
2025-01-08,26.84000015258789
2025-01-10,25.65999984741211
2025-01-13,20.389999389648438
2025-01-14,21.3799991607666
2025-01-15,22.850000381469727
2025-01-16,23.40999984741211
2025-01-17,24.709999084472656
2025-01-21,32.18000030517578
2025-01-22,36.45000076293945
2025-01-23,42.7400016784668
2025-01-24,44.5099983215332
2025-01-27,33.2599983215332
2025-01-28,34.790000915527344
2025-01-29,36.540000915527344
2025-01-30,40.0099983215332
2025-01-31,38.619998931884766
2025-02-03,38.099998474121094
2025-02-04,37.06999969482422
2025-02-05,35.36000061035156
2025-02-06,33.560001373291016
2025-02-07,35.28499984741211
2025-02-10,35.11000061035156
2025-02-11,32.20000076293945
2025-02-12,34.619998931884766
2025-02-13,33.72999954223633
2025-02-14,32.4900016784668
2025-02-18,31.5
2025-02-19,31.479999542236328
2025-02-20,30.6299991607666
2025-02-21,28.940000534057617
2025-02-24,26.65999984741211
2025-02-25,25.5
2025-02-26,29.639999389648438
2025-02-27,27.549999237060547
2025-02-28,28.790000915527344
2025-03-03,27.200000762939453
2025-03-04,28.6200008392334
2025-03-05,28.770000457763672
2025-03-06,26.969999313354492
2025-03-07,26.979999542236328
2025-03-10,25.229999542236328
2025-03-11,27.530000686645508
2025-03-12,27.780000686645508
2025-03-13,28.31999969482422
2025-03-14,30.260000228881836
2025-03-17,30.610000610351562
2025-03-18,30.1200008392334
2025-03-19,31.260000228881836
2025-03-20,30.920000076293945
2025-03-21,30.190000534057617
2025-03-24,32.93000030517578
2025-03-25,31.6299991607666
2025-03-26,29.329999923706055
2025-03-27,28.25
2025-03-28,26.770000457763672
2025-03-31,26.459999084472656
2025-04-01,25.959999084472656
2025-04-02,24.5
2025-04-03,23.469999313354492
2025-04-04,21.450000762939453
2025-04-07,23.06999969482422
2025-04-08,22.6200008392334
2025-04-09,24.739999771118164
2025-04-10,22.75
2025-04-11,23.270000457763672
2025-04-14,23.440000534057617
2025-04-15,22.149999618530273
2025-04-16,20.520000457763672
2025-04-17,19.860000610351562
2025-04-21,18.520000457763672
2025-04-22,19.190000534057617
2025-04-23,20.520000457763672
2025-04-24,23.049999237060547
2025-04-25,22.920000076293945
2025-04-28,23.860000610351562
2025-04-29,23.270000457763672
2025-04-30,22.75
2025-05-01,23.459999084472656
2025-05-02,24.190000534057617
2025-05-05,23.360000610351562
2025-05-06,25.1200008392334
2025-05-07,23.520000457763672
2025-05-08,23.469999313354492
2025-05-09,24.059999465942383
2025-05-12,25.170000076293945
2025-05-13,27.31999969482422
2025-05-14,26.479999542236328
2025-05-15,26.06999969482422
2025-05-16,27.25
2025-05-19,26.84000015258789
2025-05-20,25.90999984741211
2025-05-21,25.700000762939453
2025-05-22,27.56999969482422
2025-05-23,35.86000061035156
2025-05-27,34.88999938964844
2025-05-28,31.940000534057617
2025-05-29,31.139999389648438
2025-05-30,30.1299991607666
2025-06-02,30.93000030517578
2025-06-03,29.18000030517578
2025-06-04,29.6299991607666
2025-06-05,28.43000030517578
2025-06-06,31.190000534057617
2025-06-09,31.149999618530273
2025-06-10,30.530000686645508
2025-06-11,34.25
2025-06-12,32.290000915527344
2025-06-13,30.5
2025-06-16,34.6150016784668
2025-06-17,33.4900016784668
2025-06-18,37.970001220703125
2025-06-20,37.310001373291016
2025-06-23,35.59000015258789
2025-06-24,39.5
2025-06-25,35.66999816894531
2025-06-26,35.65999984741211
2025-06-27,34.560001373291016
2025-06-30,34.4900016784668
2025-07-01,32.47999954223633
2025-07-02,32.95000076293945
2025-07-03,33.61000061035156
2025-07-07,34.13999938964844
2025-07-08,33.720001220703125
2025-07-09,34.630001068115234
2025-07-10,35.02000045776367
2025-07-11,34.220001220703125
2025-07-14,36.0
2025-07-15,35.08000183105469
2025-07-16,37.02000045776367
2025-07-17,37.68000030517578
2025-07-18,37.619998931884766
2025-07-21,34.099998474121094
2025-07-22,34.25
2025-07-23,36.91999816894531
2025-07-24,38.95000076293945
2025-07-25,41.849998474121094
2025-07-28,37.880001068115234
2025-07-29,35.45000076293945
2025-07-30,36.06999969482422
2025-07-31,35.43000030517578
2025-08-01,33.9900016784668
2025-08-04,35.58000183105469
2025-08-05,37.95000076293945
2025-08-06,38.290000915527344
2025-08-07,36.900001525878906
2025-08-08,35.459999084472656
2025-08-11,35.130001068115234
2025-08-12,36.81999969482422
2025-08-13,36.09000015258789
2025-08-14,35.20000076293945
2025-08-15,35.88999938964844
2025-08-18,32.05500030517578
2025-08-19,29.325000762939453
2025-08-20,29.045000076293945
2025-08-21,29.1200008392334
2025-08-22,31.31999969482422
2025-08-25,30.979999542236328
2025-08-26,32.33000183105469
2025-08-27,32.88999938964844
2025-08-28,34.5
2025-08-29,32.540000915527344
2025-09-02,32.61000061035156
2025-09-03,32.0
2025-09-04,31.170000076293945
2025-09-05,31.68000030517578
2025-09-08,31.8799991607666
2025-09-09,32.56999969482422
2025-09-10,31.440000534057617
2025-09-11,32.959999084472656
2025-09-12,33.060001373291016
2025-09-15,37.349998474121094
2025-09-16,36.290000915527344
2025-09-17,35.810001373291016
2025-09-18,38.209999084472656
2025-09-19,46.310001373291016
