Date,GT
2010-01-04,13.173116683959961
2010-01-05,14.028165817260742
2010-01-06,14.099421501159668
2010-01-07,13.903473854064941
2010-01-08,14.197395324707031
2010-01-11,14.188488960266113
2010-01-12,13.796591758728027
2010-01-13,13.199836730957031
2010-01-14,13.529386520385742
2010-01-15,13.377971649169922
2010-01-19,13.146393775939941
2010-01-20,12.799029350280762
2010-01-21,12.246810913085938
2010-01-22,11.792564392089844
2010-01-25,11.774754524230957
2010-01-26,11.935074806213379
2010-01-27,12.576361656188965
2010-01-28,11.890541076660156
2010-01-29,11.881636619567871
2010-02-01,12.0864896774292
2010-02-02,12.407134056091309
2010-02-03,12.237903594970703
2010-02-04,11.48973560333252
2010-02-05,11.258160591125488
2010-02-08,11.133464813232422
2010-02-09,11.47192096710205
2010-02-10,11.436296463012695
2010-02-11,11.801472663879395
2010-02-12,11.828192710876465
2010-02-16,11.943982124328613
2010-02-17,12.380412101745605
2010-02-18,12.736687660217285
2010-02-19,11.988515853881836
2010-02-22,11.71240520477295
2010-02-23,11.34722900390625
2010-02-24,11.641151428222656
2010-02-25,11.34722900390625
2010-02-26,11.569897651672363
2010-03-01,11.8371000289917
2010-03-02,11.863821029663086
2010-03-03,11.854913711547852
2010-03-04,11.872725486755371
2010-03-05,12.202278137207031
2010-03-08,12.184464454650879
2010-03-09,12.14883804321289
2010-03-10,12.113212585449219
2010-03-11,12.157743453979492
2010-03-12,12.30915641784668
2010-03-15,12.237903594970703
2010-03-16,12.068676948547363
2010-03-17,12.050863265991211
2010-03-18,11.890541076660156
2010-03-19,11.587713241577148
2010-03-22,11.51645565032959
2010-03-23,11.872725486755371
2010-03-24,11.828192710876465
2010-03-25,11.748032569885254
2010-03-26,11.605524063110352
2010-03-29,11.71240520477295
2010-03-30,11.525364875793457
2010-03-31,11.258160591125488
2010-04-01,11.47192096710205
2010-04-05,11.605524063110352
2010-04-06,11.552084922790527
2010-04-07,11.39176082611084
2010-04-08,11.552084922790527
2010-04-09,11.463016510009766
2010-04-12,11.54317855834961
2010-04-13,12.424947738647461
2010-04-14,12.683244705200195
2010-04-15,13.048420906066895
2010-04-16,12.709965705871582
2010-04-19,12.567453384399414
2010-04-20,12.745591163635254
2010-04-21,12.977168083190918
2010-04-22,12.905912399291992
2010-04-23,12.986074447631836
2010-04-26,12.888100624084473
2010-04-27,12.514015197753906
2010-04-28,12.30915641784668
2010-04-29,12.745591163635254
2010-04-30,11.961796760559082
2010-05-03,12.424947738647461
2010-05-04,12.006328582763672
2010-05-05,11.765844345092773
2010-05-06,11.382853507995605
2010-05-07,10.786103248596191
2010-05-10,11.427388191223145
2010-05-11,11.311599731445312
2010-05-12,11.71240520477295
2010-05-13,11.908353805541992
2010-05-14,11.623337745666504
2010-05-17,11.534269332885742
2010-05-18,11.035490036010742
2010-05-19,10.661410331726074
2010-05-20,9.984492301940918
2010-05-21,10.091374397277832
2010-05-24,9.895424842834473
2010-05-25,10.020120620727539
2010-05-26,10.2249755859375
2010-05-27,10.848448753356934
2010-05-28,10.5990571975708
2010-06-01,10.153718948364258
2010-06-02,10.54561996459961
2010-06-03,10.74156665802002
2010-06-04,10.233881950378418
2010-06-07,9.833074569702148
2010-06-08,9.7261962890625
2010-06-09,9.5925931930542
2010-06-10,10.037931442260742
2010-06-11,10.32295036315918
2010-06-14,10.518899917602539
2010-06-15,11.008770942687988
2010-06-16,10.714847564697266
2010-06-17,10.634686470031738
2010-06-18,10.67922306060791
2010-06-21,10.946422576904297
2010-06-22,10.75047492980957
2010-06-23,10.661410331726074
2010-06-24,10.340763092041016
2010-06-25,10.153718948364258
2010-06-28,9.993399620056152
2010-06-29,9.10272216796875
2010-06-30,8.8533296585083
2010-07-01,9.013651847839355
2010-07-02,8.915678977966309
2010-07-06,8.817704200744629
2010-07-07,9.24522876739502
2010-07-08,9.565874099731445
2010-07-09,9.699474334716797
2010-07-12,9.690567970275879
2010-07-13,10.198253631591797
2010-07-14,10.233881950378418
2010-07-15,10.385295867919922
2010-07-16,9.74400806427002
2010-07-19,9.859796524047852
2010-07-20,10.082465171813965
2010-07-21,10.447644233703613
2010-07-22,10.892984390258789
2010-07-23,10.884077072143555
2010-07-26,11.017678260803223
2010-07-27,10.857354164123535
2010-07-28,10.643593788146973
2010-07-29,10.037931442260742
2010-07-30,9.503525733947754
2010-08-02,10.198253631591797
2010-08-03,10.153718948364258
2010-08-04,10.2249755859375
2010-08-05,10.198253631591797
2010-08-06,9.931051254272461
2010-08-09,9.886516571044922
2010-08-10,9.699474334716797
2010-08-11,9.29866886138916
2010-08-12,8.951305389404297
2010-08-13,8.888956069946289
2010-08-16,8.826611518859863
2010-08-17,9.17397403717041
2010-08-18,9.396645545959473
2010-08-19,8.897866249084473
2010-08-20,8.773170471191406
2010-08-23,8.586128234863281
2010-08-24,8.345643997192383
2010-08-25,8.612847328186035
2010-08-26,8.559407234191895
2010-08-27,8.630660057067871
2010-08-30,8.310018539428711
2010-08-31,8.229857444763184
2010-09-01,8.488151550292969
2010-09-02,9.022560119628906
2010-09-03,9.17397403717041
2010-09-07,8.621752738952637
2010-09-08,8.8533296585083
2010-09-09,9.004744529724121
2010-09-10,9.218506813049316
2010-09-13,9.548059463500977
2010-09-14,9.539153099060059
2010-09-15,9.628219604492188
2010-09-16,9.610404968261719
2010-09-17,9.939956665039062
2010-09-20,10.046839714050293
2010-09-21,9.86870288848877
2010-09-22,9.485713005065918
2010-09-23,9.227416038513184
2010-09-24,9.637126922607422
2010-09-27,9.663848876953125
2010-09-28,9.646034240722656
2010-09-29,9.6014986038208
2010-09-30,9.574779510498047
2010-10-01,9.663848876953125
2010-10-04,9.40555191040039
2010-10-05,9.681658744812012
2010-10-06,9.7261962890625
2010-10-07,9.770729064941406
2010-10-08,10.305133819580078
2010-10-11,10.53670883178711
2010-10-12,10.474365234375
2010-10-13,10.581244468688965
2010-10-14,10.438737869262695
2010-10-15,10.661410331726074
2010-10-18,10.786103248596191
2010-10-19,10.39420223236084
2010-10-20,10.581244468688965
2010-10-21,10.412018775939941
2010-10-22,10.456551551818848
2010-10-25,10.447644233703613
2010-10-26,10.474365234375
2010-10-27,10.340763092041016
2010-10-28,9.40555191040039
2010-10-29,9.10272216796875
2010-11-01,9.0938138961792
2010-11-02,8.933492660522461
2010-11-03,9.067092895507812
2010-11-04,9.343202590942383
2010-11-05,9.325389862060547
2010-11-08,9.494619369506836
2010-11-09,9.17397403717041
2010-11-10,9.049280166625977
2010-11-11,9.182882308959961
2010-11-12,8.995840072631836
2010-11-15,8.986929893493652
2010-11-16,8.773170471191406
2010-11-17,8.648476600646973
2010-11-18,9.058187484741211
2010-11-19,9.200695037841797
2010-11-22,9.10272216796875
2010-11-23,8.871146202087402
2010-11-24,9.004744529724121
2010-11-26,8.933492660522461
2010-11-29,8.586128234863281
2010-11-30,8.514873504638672
2010-12-01,8.799891471862793
2010-12-02,8.773170471191406
2010-12-03,8.8444242477417
2010-12-06,9.280854225158691
2010-12-07,9.352109909057617
2010-12-08,9.334294319152832
2010-12-09,10.287321090698242
2010-12-10,10.109187126159668
2010-12-13,10.189348220825195
2010-12-14,10.17153549194336
2010-12-15,10.17153549194336
2010-12-16,10.474365234375
2010-12-17,10.367483139038086
2010-12-20,10.483270645141602
2010-12-21,10.634686470031738
2010-12-22,10.688127517700195
2010-12-23,10.53670883178711
2010-12-27,10.73266315460205
2010-12-28,10.54561996459961
2010-12-29,10.527804374694824
2010-12-30,10.607963562011719
2010-12-31,10.554526329040527
2011-01-03,10.901888847351074
2011-01-04,10.97314453125
2011-01-05,11.311599731445312
2011-01-06,10.928609848022461
2011-01-07,11.48973560333252
2011-01-10,11.694592475891113
2011-01-11,11.463016510009766
2011-01-12,11.748032569885254
2011-01-13,11.106745719909668
2011-01-14,10.803915023803711
2011-01-18,10.714847564697266
2011-01-19,10.39420223236084
2011-01-20,10.465457916259766
2011-01-21,10.314043998718262
2011-01-24,10.527804374694824
2011-01-25,10.830633163452148
2011-01-26,11.133464813232422
