Date,SSB
2010-01-04,20.45265769958496
2010-01-05,20.033342361450195
2010-01-06,20.24299430847168
2010-01-07,20.850290298461914
2010-01-08,21.681699752807617
2010-01-11,21.681699752807617
2010-01-12,21.8262939453125
2010-01-13,21.753992080688477
2010-01-14,21.920276641845703
2010-01-15,21.862438201904297
2010-01-19,22.411897659301758
2010-01-20,22.58540916442871
2010-01-21,22.484189987182617
2010-01-22,22.505874633789062
2010-01-25,22.578168869018555
2010-01-26,22.469728469848633
2010-01-27,22.867361068725586
2010-01-28,22.411897659301758
2010-01-29,21.68892478942871
2010-02-01,25.267602920532227
2010-02-02,24.168697357177734
2010-02-03,24.038564682006836
2010-02-04,24.783206939697266
2010-02-05,25.332672119140625
2010-02-08,24.74706268310547
2010-02-09,25.289283752441406
2010-02-10,25.449113845825195
2010-02-11,25.54356575012207
2010-02-12,25.572620391845703
2010-02-16,25.950410842895508
2010-02-17,26.175615310668945
2010-02-18,26.313650131225586
2010-02-19,26.25554084777832
2010-02-22,26.509794235229492
2010-02-23,26.662363052368164
2010-02-24,26.88032341003418
2010-02-25,26.829463958740234
2010-02-26,26.415363311767578
2010-03-01,26.735008239746094
2010-03-02,26.553388595581055
2010-03-03,26.56065559387207
2010-03-04,26.64056968688965
2010-03-05,26.735008239746094
2010-03-08,26.5751895904541
2010-03-09,26.735008239746094
2010-03-10,27.141847610473633
2010-03-11,26.858516693115234
2010-03-12,26.88032341003418
2010-03-15,27.03288459777832
2010-03-16,27.141847610473633
2010-03-17,27.35980224609375
2010-03-18,27.35980224609375
2010-03-19,27.490571975708008
2010-03-22,27.35980224609375
2010-03-23,27.34527587890625
2010-03-24,26.887575149536133
2010-03-25,26.931171417236328
2010-03-26,26.90938377380371
2010-03-29,26.88032341003418
2010-03-30,26.92391014099121
2010-03-31,26.90938377380371
2010-04-01,26.873058319091797
2010-04-05,27.31620979309082
2010-04-06,27.185449600219727
2010-04-07,27.512361526489258
2010-04-08,28.07176399230957
2010-04-09,28.173471450805664
2010-04-12,28.376888275146484
2010-04-13,28.260665893554688
2010-04-14,28.61663246154785
2010-04-15,28.98714828491211
2010-04-16,28.69655418395996
2010-04-19,28.500396728515625
2010-04-20,28.841846466064453
2010-04-21,28.60211181640625
2010-04-22,28.231595993041992
2010-04-23,27.047405242919922
2010-04-26,27.824756622314453
2010-04-27,27.773910522460938
2010-04-28,28.100826263427734
2010-04-29,29.27775001525879
2010-04-30,28.90723991394043
2010-05-03,29.779037475585938
2010-05-04,28.71834945678711
2010-05-05,27.955528259277344
2010-05-06,26.509794235229492
2010-05-07,27.12005615234375
2010-05-10,28.173471450805664
2010-05-11,28.413227081298828
2010-05-12,29.12099838256836
2010-05-13,29.15747833251953
2010-05-14,27.858673095703125
2010-05-17,27.347915649414062
2010-05-18,27.034147262573242
2010-05-19,26.54527473449707
2010-05-20,26.092880249023438
2010-05-21,26.523374557495117
2010-05-24,25.487255096435547
2010-05-25,25.822904586791992
2010-05-26,25.96883201599121
2010-05-27,26.713092803955078
2010-05-28,26.11476707458496
2010-06-01,25.655078887939453
2010-06-02,27.238445281982422
2010-06-03,26.625537872314453
2010-06-04,24.961898803710938
2010-06-07,24.545989990234375
2010-06-08,24.334383010864258
2010-06-09,24.16655731201172
2010-06-10,24.757587432861328
2010-06-11,24.98378562927246
2010-06-14,25.560216903686523
2010-06-15,25.895872116088867
2010-06-16,25.99072265625
2010-06-17,26.16584014892578
2010-06-18,26.173147201538086
2010-06-21,25.903169631958008
2010-06-22,25.676963806152344
2010-06-23,25.54563331604004
2010-06-24,25.36321449279785
2010-06-25,26.333675384521484
2010-06-28,26.253402709960938
2010-06-29,25.80830192565918
2010-06-30,25.69886016845703
2010-07-01,25.370508193969727
2010-07-02,25.01296043395996
2010-07-06,24.604368209838867
2010-07-07,25.02756690979004
2010-07-08,25.049457550048828
2010-07-09,25.093242645263672
2010-07-12,24.845144271850586
2010-07-13,25.24646759033203
2010-07-14,25.042156219482422
2010-07-15,24.961898803710938
2010-07-16,23.77254295349121
2010-07-19,23.54634666442871
2010-07-20,23.429590225219727
2010-07-21,22.882349014282227
2010-07-22,23.62660789489746
2010-07-23,23.670385360717773
2010-07-26,23.48067855834961
2010-07-27,23.61931037902832
2010-07-28,23.466079711914062
2010-07-29,23.524459838867188
2010-07-30,23.517152786254883
2010-08-02,23.77254295349121
2010-08-03,23.91117286682129
2010-08-04,23.984142303466797
2010-08-05,23.6339054107666
2010-08-06,23.407705307006836
2010-08-09,23.706871032714844
2010-08-10,23.29825210571289
2010-08-11,22.652713775634766
2010-08-12,22.2565860748291
2010-08-13,21.91913414001465
2010-08-16,21.93381690979004
2010-08-17,22.197898864746094
2010-08-18,22.197898864746094
2010-08-19,20.840787887573242
2010-08-20,21.44231605529785
2010-08-23,20.752758026123047
2010-08-24,20.7820987701416
2010-08-25,21.11955451965332
2010-08-26,20.745420455932617
2010-08-27,21.280935287475586
2010-08-30,21.016847610473633
2010-08-31,21.090206146240234
2010-09-01,21.464326858520508
2010-09-02,21.44231605529785
2010-09-03,21.845783233642578
2010-09-07,21.58903694152832
2010-09-08,22.007169723510742
2010-09-09,22.3372802734375
2010-09-10,22.76275062561035
2010-09-13,23.672380447387695
2010-09-14,23.29091453552246
2010-09-15,23.459640502929688
2010-09-16,23.34960174560547
2010-09-17,23.364273071289062
2010-09-20,24.097850799560547
2010-09-21,23.657703399658203
2010-09-22,23.23957061767578
2010-09-23,22.278589248657227
2010-09-24,23.488985061645508
2010-09-27,22.366619110107422
2010-09-28,22.784759521484375
2010-09-29,22.814104080200195
2010-09-30,22.88011932373047
2010-10-01,23.16621208190918
2010-10-04,22.31527328491211
2010-10-05,23.217561721801758
2010-10-06,22.704063415527344
2010-10-07,22.06585693359375
2010-10-08,22.447317123413086
2010-10-11,22.395965576171875
2010-10-12,22.40329360961914
2010-10-13,22.82143783569336
2010-10-14,22.696727752685547
2010-10-15,22.46198081970215
2010-10-18,23.048845291137695
2010-10-19,22.572025299072266
2010-10-20,22.836103439331055
2010-10-21,22.586688995361328
2010-10-22,22.733409881591797
2010-10-25,22.542678833007812
2010-10-26,22.46198081970215
2010-10-27,22.3446102142334
2010-10-28,22.733409881591797
2010-10-29,22.395965576171875
2010-11-01,22.535343170166016
2010-11-02,22.733409881591797
2010-11-03,22.453109741210938
2010-11-04,22.873546600341797
2010-11-05,22.74815559387207
2010-11-08,22.82192039489746
2010-11-09,22.578506469726562
2010-11-10,22.998950958251953
2010-11-11,22.88092803955078
2010-11-12,22.667016983032227
2010-11-15,22.659648895263672
2010-11-16,22.674394607543945
2010-11-17,22.5932559967041
2010-11-18,22.777664184570312
2010-11-19,22.5932559967041
2010-11-22,22.858797073364258
2010-11-23,22.667016983032227
2010-11-24,23.2349853515625
2010-11-26,23.16122817993164
