Date,GME
2010-01-04,3.8546433448791504
2010-01-05,3.9590041637420654
2010-01-06,4.044850826263428
2010-01-07,3.443929672241211
2010-01-08,3.415314197540283
2010-01-11,3.4203641414642334
2010-01-12,3.4961116313934326
2010-01-13,3.4994776248931885
2010-01-14,3.4506630897521973
2010-01-15,3.4506630897521973
2010-01-19,3.5028438568115234
2010-01-20,3.4523470401763916
2010-01-21,3.43719744682312
2010-01-22,3.3715507984161377
2010-01-25,3.3547184467315674
2010-01-26,3.305903196334839
2010-01-27,3.356400728225708
2010-01-28,3.342935562133789
2010-01-29,3.3277859687805176
2010-02-01,3.3547184467315674
2010-02-02,3.405214786529541
2010-02-03,3.4523470401763916
2010-02-04,3.3833327293395996
2010-02-05,3.391749382019043
2010-02-08,3.3143205642700195
2010-02-09,3.167877197265625
2010-02-10,3.2267906665802
2010-02-11,3.2587733268737793
2010-02-12,3.2267906665802
2010-02-16,3.1964926719665527
2010-02-17,3.245306968688965
2010-02-18,3.268871784210205
2010-02-19,3.2503561973571777
2010-02-22,3.211642265319824
2010-02-23,3.1762938499450684
2010-02-24,3.1746106147766113
2010-02-25,2.9473719596862793
2010-02-26,2.8951902389526367
2010-03-01,2.9440042972564697
2010-03-02,2.9440042972564697
2010-03-03,3.0046017169952393
2010-03-04,2.994502067565918
2010-03-05,3.043316602706909
2010-03-08,3.1089632511138916
2010-03-09,3.039950132369995
2010-03-10,3.07698130607605
2010-03-11,3.257089614868164
2010-03-12,3.23352313041687
2010-03-15,3.26550555229187
2010-03-16,3.267188787460327
2010-03-17,3.342935562133789
2010-03-18,3.5617570877075195
2010-03-19,3.553342342376709
2010-03-22,3.6358211040496826
2010-03-23,3.7368149757385254
2010-03-24,3.6543354988098145
2010-03-25,3.66611909866333
2010-03-26,3.7031514644622803
2010-03-29,3.664435625076294
2010-03-30,3.672851324081421
2010-03-31,3.6880013942718506
2010-04-01,3.7704813480377197
2010-04-05,3.810879707336426
2010-04-06,3.7889962196350098
2010-04-07,3.8176116943359375
2010-04-08,3.8916749954223633
2010-04-09,3.9219725131988525
2010-04-12,3.9505879878997803
2010-04-13,3.9825706481933594
2010-04-14,4.031384468078613
2010-04-15,4.110496520996094
2010-04-16,4.176144599914551
2010-04-19,4.258622169494629
2010-04-20,4.27545690536499
2010-04-21,4.231690406799316
2010-04-22,4.213176250457764
2010-04-23,4.245158672332764
2010-04-26,4.285555362701416
2010-04-27,4.130695819854736
2010-04-28,4.160995006561279
2010-04-29,4.206441879272461
2010-04-30,4.091980934143066
2010-05-03,4.231690406799316
2010-05-04,4.164361000061035
2010-05-05,4.125646114349365
2010-05-06,3.9017744064331055
2010-05-07,3.8007800579071045
2010-05-10,3.9219725131988525
2010-05-11,3.861377239227295
2010-05-12,3.895040988922119
2010-05-13,3.8176116943359375
2010-05-14,3.6779022216796875
2010-05-17,3.708200454711914
2010-05-18,3.603839635848999
2010-05-19,3.580273389816284
2010-05-20,3.470862627029419
2010-05-21,3.585322380065918
2010-05-24,3.5819573402404785
2010-05-25,3.6880013942718506
2010-05-26,3.6459197998046875
2010-05-27,3.868109703063965
2010-05-28,3.836127996444702
2010-06-01,3.6795852184295654
2010-06-02,3.7250328063964844
2010-06-03,3.8176116943359375
2010-06-04,3.664435625076294
2010-06-07,3.558391571044922
2010-06-08,3.533141851425171
2010-06-09,3.533141851425171
2010-06-10,3.573540687561035
2010-06-11,3.6459197998046875
2010-06-14,3.682952404022217
2010-06-15,3.4860126972198486
2010-06-16,3.305903196334839
2010-06-17,3.2587733268737793
2010-06-18,3.23352313041687
2010-06-21,3.1746106147766113
2010-06-22,3.169559955596924
2010-06-23,3.179659605026245
2010-06-24,3.0921308994293213
2010-06-25,3.115696907043457
2010-06-28,3.156094551086426
2010-06-29,3.083714246749878
2010-06-30,3.1628270149230957
2010-07-01,3.209958076477051
2010-07-02,3.075298309326172
2010-07-06,3.0971808433532715
2010-07-07,3.156094551086426
2010-07-08,3.172926664352417
2010-07-09,3.20322585105896
2010-07-12,3.252039670944214
2010-07-13,3.2840211391448975
2010-07-14,3.2840211391448975
2010-07-15,3.2857048511505127
2010-07-16,3.189758777618408
2010-07-19,3.26550555229187
2010-07-20,3.3328354358673096
2010-07-21,3.3092706203460693
2010-07-22,3.3648173809051514
2010-07-23,3.4506630897521973
2010-07-26,3.5163097381591797
2010-07-27,3.415314197540283
2010-07-28,3.3681838512420654
2010-07-29,3.32273530960083
2010-07-30,3.3749167919158936
2010-08-02,3.553342342376709
2010-08-03,3.477595329284668
2010-08-04,3.578589677810669
2010-08-05,3.5567078590393066
2010-08-06,3.5297751426696777
2010-08-09,3.5280933380126953
2010-08-10,3.4557127952575684
2010-08-11,3.342935562133789
2010-08-12,3.317686080932617
2010-08-13,3.294121265411377
2010-08-16,3.3378849029541016
2010-08-17,3.3698673248291016
2010-08-18,3.4944276809692383
2010-08-19,3.2082738876342773
2010-08-20,3.1661934852600098
2010-08-23,3.1005470752716064
2010-08-24,3.087080717086792
2010-08-25,3.1005470752716064
2010-08-26,3.087080717086792
2010-08-27,3.085397720336914
2010-08-30,3.0079684257507324
2010-08-31,3.0180675983428955
2010-09-01,3.07698130607605
2010-09-02,3.114013671875
2010-09-03,3.199859380722046
2010-09-07,3.156094551086426
2010-09-08,3.125795841217041
2010-09-09,3.0938141345977783
2010-09-10,3.0719313621520996
2010-09-13,3.139261484146118
2010-09-14,3.132528781890869
2010-09-15,3.129161834716797
2010-09-16,3.26550555229187
2010-09-17,3.260455846786499
2010-09-20,3.2924375534057617
2010-09-21,3.2789719104766846
2010-09-22,3.2823376655578613
2010-09-23,3.289072275161743
2010-09-24,3.353034496307373
2010-09-27,3.3362016677856445
2010-09-28,3.3463022708892822
2010-09-29,3.3160030841827393
2010-09-30,3.317686080932617
2010-10-01,3.366499900817871
2010-10-04,3.347985029220581
2010-10-05,3.4068989753723145
2010-10-06,3.401848793029785
2010-10-07,3.353034496307373
2010-10-08,3.379967212677002
2010-10-11,3.428781509399414
2010-10-12,3.3328354358673096
2010-10-13,3.2402570247650146
2010-10-14,3.167877197265625
2010-10-15,3.083714246749878
2010-10-18,3.075298309326172
2010-10-19,3.1005470752716064
2010-10-20,3.1914432048797607
2010-10-21,3.2049083709716797
2010-10-22,3.220057725906372
2010-10-25,3.2368905544281006
2010-10-26,3.26550555229187
2010-10-27,3.262138605117798
2010-10-28,3.267188787460327
2010-10-29,3.307587146759033
2010-11-01,3.2503561973571777
2010-11-02,3.2958037853240967
2010-11-03,3.2907540798187256
2010-11-04,3.3580844402313232
2010-11-05,3.3648173809051514
2010-11-08,3.4557127952575684
2010-11-09,3.3984830379486084
2010-11-10,3.3900656700134277
2010-11-11,3.5516581535339355
2010-11-12,3.506211519241333
2010-11-15,3.48769474029541
2010-11-16,3.509577512741089
2010-11-17,3.534825086593628
2010-11-18,3.4338316917419434
2010-11-19,3.3866991996765137
2010-11-22,3.4304635524749756
2010-11-23,3.401848793029785
2010-11-24,3.4254143238067627
2010-11-26,3.4506630897521973
2010-11-29,3.3866991996765137
2010-11-30,3.353034496307373
2010-12-01,3.4119482040405273
2010-12-02,3.5600738525390625
2010-12-03,3.5903732776641846
2010-12-06,3.5769076347351074
2010-12-07,3.608889102935791
2010-12-08,3.588690757751465
2010-12-09,3.6425538063049316
2010-12-10,3.7435498237609863
2010-12-13,3.689685344696045
2010-12-14,3.659386157989502
2010-12-15,3.6290884017944336
2010-12-16,3.6543354988098145
2010-12-17,3.6476027965545654
2010-12-20,3.578589677810669
2010-12-21,3.6425538063049316
2010-12-22,3.652653932571411
2010-12-23,3.7401812076568604
2010-12-27,3.7452316284179688
2010-12-28,3.7906806468963623
2010-12-29,3.7889962196350098
2010-12-30,3.863060474395752
2010-12-31,3.851275682449341
2011-01-03,3.856327533721924
2011-01-04,3.78731369972229
2011-01-05,3.6846344470977783
2011-01-06,3.4725444316864014
2011-01-07,3.4961116313934326
2011-01-10,3.484328031539917
2011-01-11,3.3984830379486084
2011-01-12,3.479278087615967
2011-01-13,3.4674956798553467
2011-01-14,3.428781509399414
2011-01-18,3.428781509399414
2011-01-19,3.443929672241211
2011-01-20,3.5365092754364014
2011-01-21,3.5179922580718994
2011-01-24,3.5499749183654785
2011-01-25,3.5449252128601074
2011-01-26,3.541558027267456
2011-01-27,3.546609878540039
2011-01-28,3.531459331512451
2011-01-31,3.546609878540039
2011-02-01,3.4590795040130615
2011-02-02,3.3362016677856445
2011-02-03,3.2823376655578613
2011-02-04,3.3749167919158936
2011-02-07,3.3900656700134277
2011-02-08,3.3698673248291016
2011-02-09,3.3160030841827393
2011-02-10,3.428781509399414
2011-02-11,3.413632392883301
2011-02-14,3.344618082046509
2011-02-15,3.3732340335845947
2011-02-16,3.4119482040405273
2011-02-17,3.385016441345215
2011-02-18,3.3580844402313232
2011-02-22,3.312636613845825
2011-02-23,3.312636613845825
2011-02-24,3.2840211391448975
2011-02-25,3.341252326965332
2011-02-28,3.3580844402313232
2011-03-01,3.319369316101074
2011-03-02,3.3160030841827393
