Date,JBSS
2010-01-04,8.3694486618042
2010-01-05,8.36413860321045
2010-01-06,8.029572486877441
2010-01-07,7.93929386138916
2010-01-08,7.88087797164917
2010-01-11,7.93929386138916
2010-01-12,8.295101165771484
2010-01-13,8.135785102844238
2010-01-14,8.305723190307617
2010-01-15,8.380070686340332
2010-01-19,8.380070686340332
2010-01-20,8.486281394958496
2010-01-21,8.449109077453613
2010-01-22,8.300413131713867
2010-01-25,8.496902465820312
2010-01-26,8.496902465820312
2010-01-27,8.443798065185547
2010-01-28,9.261624336242676
2010-01-29,8.098609924316406
2010-02-01,8.459728240966797
2010-02-02,8.36413860321045
2010-02-03,8.411934852600098
2010-02-04,8.167646408081055
2010-02-05,8.172961235046387
2010-02-08,8.162338256835938
2010-02-09,8.199511528015137
2010-02-10,8.024262428283691
2010-02-11,8.034884452819824
2010-02-12,8.162338256835938
2010-02-16,8.502211570739746
2010-02-17,8.459728240966797
2010-02-18,8.502211570739746
2010-02-19,8.496902465820312
2010-02-22,8.380070686340332
2010-02-23,8.502211570739746
2010-02-24,8.3482084274292
2010-02-25,8.326964378356934
2010-02-26,8.401311874389648
2010-03-01,8.433176040649414
2010-03-02,8.560629844665527
2010-03-03,8.475659370422363
2010-03-04,8.60311508178711
2010-03-05,8.629668235778809
2010-03-08,8.783674240112305
2010-03-09,8.70401668548584
2010-03-10,8.778363227844238
2010-03-11,8.762431144714355
2010-03-12,8.757121086120605
2010-03-15,8.70932674407959
2010-03-16,8.757121086120605
2010-03-17,8.613737106323242
2010-03-18,8.496902465820312
2010-03-19,8.241995811462402
2010-03-22,8.321654319763184
2010-03-23,8.353517532348633
2010-03-24,8.337584495544434
2010-03-25,8.23137378692627
2010-03-26,8.167646408081055
2010-03-29,8.135785102844238
2010-03-30,8.018953323364258
2010-03-31,7.8702569007873535
2010-04-01,8.3694486618042
2010-04-05,8.321654319763184
2010-04-06,8.295101165771484
2010-04-07,8.342894554138184
2010-04-08,8.36413860321045
2010-04-09,8.337584495544434
2010-04-12,8.342894554138184
2010-04-13,8.358827590942383
2010-04-14,8.36413860321045
2010-04-15,8.443798065185547
2010-04-16,8.443798065185547
2010-04-19,8.422554969787598
2010-04-20,8.326964378356934
2010-04-21,8.358827590942383
2010-04-22,8.279169082641602
2010-04-23,8.23137378692627
2010-04-26,8.23137378692627
2010-04-27,8.210132598876953
2010-04-28,8.194201469421387
2010-04-29,8.380070686340332
2010-04-30,7.981778621673584
2010-05-03,7.992398262023926
2010-05-04,7.923363208770752
2010-05-05,7.7003173828125
2010-05-06,7.583484649658203
2010-05-07,7.5516228675842285
2010-05-10,8.050816535949707
2010-05-11,8.178269386291504
2010-05-12,8.279169082641602
2010-05-13,8.358827590942383
2010-05-14,8.305723190307617
2010-05-17,8.321654319763184
2010-05-18,8.358827590942383
2010-05-19,8.215442657470703
2010-05-20,7.854323863983154
2010-05-21,8.061436653137207
2010-05-24,7.875568866729736
2010-05-25,7.721561908721924
2010-05-26,7.689696311950684
2010-05-27,7.8914995193481445
2010-05-28,7.753423690795898
2010-06-01,7.795908451080322
2010-06-02,7.817149639129639
2010-06-03,7.732183456420898
2010-06-04,7.594107627868652
2010-06-07,7.583484649658203
2010-06-08,7.450721740722656
2010-06-09,7.5516228675842285
2010-06-10,7.742802143096924
2010-06-11,7.801219463348389
2010-06-14,7.7640461921691895
2010-06-15,7.918052673339844
2010-06-16,7.684386253356934
2010-06-17,7.753423690795898
2010-06-18,7.8118391036987305
2010-06-21,7.748112201690674
2010-06-22,7.636592864990234
2010-06-23,7.668455123901367
2010-06-24,8.04550552368164
2010-06-25,7.875568866729736
2010-06-28,7.822459697723389
2010-06-29,7.705628395080566
2010-06-30,7.684386253356934
2010-07-01,7.429479122161865
2010-07-02,7.3604416847229
2010-07-06,7.509138584136963
2010-07-07,7.928673267364502
2010-07-08,8.029572486877441
2010-07-09,8.188891410827637
2010-07-12,8.103920936584473
2010-07-13,8.480969429016113
2010-07-14,8.592493057250977
2010-07-15,8.3694486618042
2010-07-16,7.896810054779053
2010-07-19,7.721561908721924
2010-07-20,7.817149639129639
2010-07-21,7.625969886779785
2010-07-22,7.795908451080322
2010-07-23,7.785287857055664
2010-07-26,7.726869583129883
2010-07-27,7.604729652404785
2010-07-28,7.49320650100708
2010-07-29,7.498516082763672
2010-07-30,7.456031799316406
2010-08-02,7.471965312957764
2010-08-03,7.323268413543701
2010-08-04,7.344509601593018
2010-08-05,7.17988395690918
2010-08-06,7.015255451202393
2010-08-09,7.158640384674072
2010-08-10,7.041806697845459
2010-08-11,7.015255451202393
2010-08-12,6.871870994567871
2010-08-13,6.79752254486084
2010-08-16,7.047119140625
2010-08-17,7.073671817779541
