Date,CBZ
2010-01-04,7.619999885559082
2010-01-05,7.550000190734863
2010-01-06,7.400000095367432
2010-01-07,7.5
2010-01-08,7.519999980926514
2010-01-11,7.519999980926514
2010-01-12,7.5
2010-01-13,7.519999980926514
2010-01-14,7.519999980926514
2010-01-15,7.519999980926514
2010-01-19,7.550000190734863
2010-01-20,7.489999771118164
2010-01-21,7.489999771118164
2010-01-22,7.5
2010-01-25,7.489999771118164
2010-01-26,7.309999942779541
2010-01-27,7.380000114440918
2010-01-28,7.289999961853027
2010-01-29,7.25
2010-02-01,7.21999979019165
2010-02-02,7.179999828338623
2010-02-03,7.110000133514404
2010-02-04,7.03000020980835
2010-02-05,7.03000020980835
2010-02-08,6.940000057220459
2010-02-09,6.96999979019165
2010-02-10,6.840000152587891
2010-02-11,6.949999809265137
2010-02-12,6.889999866485596
2010-02-16,6.190000057220459
2010-02-17,6.269999980926514
2010-02-18,6.389999866485596
2010-02-19,6.519999980926514
2010-02-22,6.429999828338623
2010-02-23,6.230000019073486
2010-02-24,6.21999979019165
2010-02-25,6.28000020980835
2010-02-26,6.230000019073486
2010-03-01,6.380000114440918
2010-03-02,6.349999904632568
2010-03-03,6.260000228881836
2010-03-04,6.269999980926514
2010-03-05,6.389999866485596
2010-03-08,6.400000095367432
2010-03-09,6.389999866485596
2010-03-10,6.420000076293945
2010-03-11,6.510000228881836
2010-03-12,6.590000152587891
2010-03-15,6.639999866485596
2010-03-16,6.550000190734863
2010-03-17,6.53000020980835
2010-03-18,6.510000228881836
2010-03-19,6.590000152587891
2010-03-22,6.650000095367432
2010-03-23,6.550000190734863
2010-03-24,6.480000019073486
2010-03-25,6.510000228881836
2010-03-26,6.570000171661377
2010-03-29,6.590000152587891
2010-03-30,6.630000114440918
2010-03-31,6.570000171661377
2010-04-01,6.590000152587891
2010-04-05,6.710000038146973
2010-04-06,6.630000114440918
2010-04-07,6.659999847412109
2010-04-08,6.610000133514404
2010-04-09,6.610000133514404
2010-04-12,6.599999904632568
2010-04-13,6.590000152587891
2010-04-14,6.670000076293945
2010-04-15,6.75
2010-04-16,6.829999923706055
2010-04-19,6.800000190734863
2010-04-20,6.849999904632568
2010-04-21,6.940000057220459
2010-04-22,7.03000020980835
2010-04-23,7.03000020980835
2010-04-26,7.090000152587891
2010-04-27,7.110000133514404
2010-04-28,7.119999885559082
2010-04-29,7.150000095367432
2010-04-30,7.010000228881836
2010-05-03,7.260000228881836
2010-05-04,7.139999866485596
2010-05-05,6.650000095367432
2010-05-06,6.550000190734863
2010-05-07,6.409999847412109
2010-05-10,6.559999942779541
2010-05-11,6.599999904632568
2010-05-12,6.71999979019165
2010-05-13,6.75
2010-05-14,6.71999979019165
2010-05-17,6.840000152587891
2010-05-18,6.670000076293945
2010-05-19,6.670000076293945
2010-05-20,6.460000038146973
2010-05-21,6.449999809265137
2010-05-24,6.440000057220459
2010-05-25,6.440000057220459
2010-05-26,6.559999942779541
2010-05-27,6.659999847412109
2010-05-28,6.599999904632568
2010-06-01,6.510000228881836
2010-06-02,6.579999923706055
2010-06-03,6.860000133514404
2010-06-04,6.53000020980835
2010-06-07,6.46999979019165
2010-06-08,6.570000171661377
2010-06-09,6.539999961853027
2010-06-10,6.71999979019165
2010-06-11,6.78000020980835
2010-06-14,6.570000171661377
2010-06-15,6.820000171661377
2010-06-16,6.730000019073486
2010-06-17,6.71999979019165
2010-06-18,6.71999979019165
2010-06-21,6.659999847412109
2010-06-22,6.53000020980835
2010-06-23,6.550000190734863
2010-06-24,6.550000190734863
2010-06-25,6.789999961853027
2010-06-28,6.599999904632568
2010-06-29,6.429999828338623
2010-06-30,6.360000133514404
2010-07-01,6.230000019073486
2010-07-02,6.179999828338623
2010-07-06,6.199999809265137
2010-07-07,6.349999904632568
2010-07-08,6.489999771118164
2010-07-09,6.519999980926514
2010-07-12,6.489999771118164
2010-07-13,6.679999828338623
2010-07-14,6.489999771118164
2010-07-15,6.409999847412109
2010-07-16,6.170000076293945
2010-07-19,6.269999980926514
2010-07-20,6.349999904632568
2010-07-21,6.210000038146973
2010-07-22,6.440000057220459
2010-07-23,6.519999980926514
2010-07-26,6.349999904632568
2010-07-27,6.630000114440918
2010-07-28,6.71999979019165
2010-07-29,6.519999980926514
2010-07-30,6.590000152587891
2010-08-02,6.489999771118164
2010-08-03,6.489999771118164
2010-08-04,6.400000095367432
2010-08-05,6.360000133514404
2010-08-06,6.179999828338623
2010-08-09,6.230000019073486
2010-08-10,6.039999961853027
2010-08-11,5.78000020980835
2010-08-12,5.690000057220459
2010-08-13,5.690000057220459
2010-08-16,5.809999942779541
2010-08-17,5.960000038146973
2010-08-18,5.869999885559082
2010-08-19,5.71999979019165
2010-08-20,5.730000019073486
2010-08-23,5.699999809265137
2010-08-24,5.420000076293945
2010-08-25,5.800000190734863
2010-08-26,6.010000228881836
2010-08-27,6.099999904632568
2010-08-30,6.010000228881836
2010-08-31,5.929999828338623
2010-09-01,6.039999961853027
2010-09-02,5.900000095367432
2010-09-03,6.039999961853027
2010-09-07,5.869999885559082
2010-09-08,5.989999771118164
2010-09-09,5.929999828338623
2010-09-10,5.889999866485596
2010-09-13,6.079999923706055
2010-09-14,6.050000190734863
2010-09-15,6.349999904632568
2010-09-16,6.139999866485596
2010-09-17,6.159999847412109
2010-09-20,6.090000152587891
2010-09-21,5.489999771118164
2010-09-22,5.409999847412109
2010-09-23,5.579999923706055
2010-09-24,5.800000190734863
2010-09-27,5.789999961853027
2010-09-28,5.889999866485596
2010-09-29,5.920000076293945
2010-09-30,5.929999828338623
2010-10-01,6.0
2010-10-04,5.840000152587891
2010-10-05,5.960000038146973
2010-10-06,6.110000133514404
2010-10-07,6.090000152587891
2010-10-08,6.099999904632568
2010-10-11,6.099999904632568
2010-10-12,5.980000019073486
2010-10-13,6.010000228881836
2010-10-14,5.940000057220459
2010-10-15,5.949999809265137
2010-10-18,6.0
2010-10-19,5.880000114440918
2010-10-20,5.920000076293945
2010-10-21,5.769999980926514
2010-10-22,5.650000095367432
2010-10-25,5.369999885559082
2010-10-26,5.360000133514404
2010-10-27,5.269999980926514
2010-10-28,5.78000020980835
2010-10-29,5.920000076293945
2010-11-01,6.110000133514404
2010-11-02,6.25
2010-11-03,6.079999923706055
2010-11-04,6.25
2010-11-05,6.340000152587891
2010-11-08,6.349999904632568
2010-11-09,6.300000190734863
2010-11-10,6.400000095367432
2010-11-11,6.360000133514404
2010-11-12,6.25
2010-11-15,6.46999979019165
2010-11-16,6.400000095367432
2010-11-17,6.320000171661377
2010-11-18,6.400000095367432
2010-11-19,6.329999923706055
2010-11-22,6.269999980926514
2010-11-23,6.210000038146973
2010-11-24,6.260000228881836
2010-11-26,6.210000038146973
2010-11-29,6.170000076293945
2010-11-30,6.019999980926514
2010-12-01,6.099999904632568
2010-12-02,6.25
2010-12-03,6.269999980926514
2010-12-06,6.28000020980835
2010-12-07,6.329999923706055
2010-12-08,6.389999866485596
2010-12-09,6.409999847412109
2010-12-10,6.460000038146973
2010-12-13,6.420000076293945
2010-12-14,6.400000095367432
2010-12-15,6.389999866485596
2010-12-16,6.119999885559082
2010-12-17,6.130000114440918
2010-12-20,6.210000038146973
2010-12-21,6.289999961853027
2010-12-22,6.079999923706055
2010-12-23,6.010000228881836
2010-12-27,6.03000020980835
2010-12-28,5.96999979019165
2010-12-29,5.989999771118164
2010-12-30,6.079999923706055
2010-12-31,6.239999771118164
2011-01-03,6.329999923706055
2011-01-04,6.320000171661377
2011-01-05,6.369999885559082
2011-01-06,6.650000095367432
2011-01-07,6.699999809265137
2011-01-10,6.739999771118164
2011-01-11,6.710000038146973
2011-01-12,6.710000038146973
2011-01-13,6.690000057220459
2011-01-14,6.71999979019165
2011-01-18,6.679999828338623
2011-01-19,6.650000095367432
2011-01-20,6.650000095367432
2011-01-21,6.909999847412109
2011-01-24,7.110000133514404
2011-01-25,7.159999847412109
2011-01-26,7.210000038146973
2011-01-27,7.179999828338623
2011-01-28,6.949999809265137
2011-01-31,6.96999979019165
2011-02-01,7.059999942779541
2011-02-02,7.059999942779541
2011-02-03,7.0
2011-02-04,7.019999980926514
2011-02-07,7.019999980926514
2011-02-08,7.039999961853027
2011-02-09,6.949999809265137
2011-02-10,6.940000057220459
2011-02-11,7.0
2011-02-14,7.039999961853027
2011-02-15,7.119999885559082
2011-02-16,6.949999809265137
2011-02-17,7.090000152587891
2011-02-18,7.070000171661377
2011-02-22,6.980000019073486
2011-02-23,6.920000076293945
2011-02-24,6.96999979019165
2011-02-25,7.070000171661377
2011-02-28,7.079999923706055
2011-03-01,7.010000228881836
2011-03-02,6.949999809265137
2011-03-03,7.03000020980835
2011-03-04,6.949999809265137
2011-03-07,6.929999828338623
2011-03-08,7.139999866485596
2011-03-09,7.210000038146973
2011-03-10,7.070000171661377
2011-03-11,7.050000190734863
2011-03-14,7.0
2011-03-15,7.0
2011-03-16,6.840000152587891
2011-03-17,6.949999809265137
2011-03-18,7.079999923706055
2011-03-21,7.130000114440918
2011-03-22,7.019999980926514
2011-03-23,6.980000019073486
2011-03-24,6.980000019073486
2011-03-25,7.119999885559082
2011-03-28,7.099999904632568
2011-03-29,7.139999866485596
2011-03-30,7.21999979019165
2011-03-31,7.210000038146973
2011-04-01,7.230000019073486
2011-04-04,7.409999847412109
2011-04-05,7.289999961853027
2011-04-06,7.360000133514404
2011-04-07,7.260000228881836
2011-04-08,7.21999979019165
2011-04-11,7.179999828338623
2011-04-12,7.039999961853027
2011-04-13,7.0
2011-04-14,7.070000171661377
2011-04-15,7.179999828338623
2011-04-18,7.070000171661377
2011-04-19,7.050000190734863
2011-04-20,7.130000114440918
2011-04-21,7.130000114440918
2011-04-25,7.110000133514404
2011-04-26,7.239999771118164
2011-04-27,7.190000057220459
2011-04-28,7.269999980926514
2011-04-29,7.329999923706055
2011-05-02,7.239999771118164
2011-05-03,7.230000019073486
2011-05-04,7.159999847412109
2011-05-05,7.079999923706055
2011-05-06,7.059999942779541
2011-05-09,7.159999847412109
2011-05-10,7.349999904632568
2011-05-11,7.329999923706055
2011-05-12,7.349999904632568
