Date,CART
2024-07-29,34.560001373291016
2024-07-30,34.2400016784668
2024-07-31,34.4900016784668
2024-08-01,33.02000045776367
2024-08-02,31.549999237060547
2024-08-05,31.110000610351562
2024-08-06,31.43000030517578
2024-08-07,32.310001373291016
2024-08-08,32.119998931884766
2024-08-09,31.899999618530273
2024-08-12,32.35499954223633
2024-08-13,32.150001525878906
2024-08-14,31.84000015258789
2024-08-15,32.349998474121094
2024-08-16,32.16999816894531
2024-08-19,33.56999969482422
2024-08-20,33.060001373291016
2024-08-21,33.58000183105469
2024-08-22,34.470001220703125
2024-08-23,35.599998474121094
2024-08-26,36.349998474121094
2024-08-27,35.70000076293945
2024-08-28,35.369998931884766
2024-08-29,35.33000183105469
2024-08-30,35.88999938964844
2024-09-03,34.72999954223633
2024-09-04,33.63999938964844
2024-09-05,34.619998931884766
2024-09-06,34.0099983215332
2024-09-09,35.40999984741211
2024-09-10,35.22999954223633
2024-09-11,35.31999969482422
2024-09-12,36.31999969482422
2024-09-13,36.9900016784668
2024-09-16,37.279998779296875
2024-09-17,37.869998931884766
2024-09-18,39.869998931884766
2024-09-19,41.83000183105469
2024-09-20,42.13999938964844
2024-09-23,40.220001220703125
2024-09-24,40.08000183105469
2024-09-25,40.5
2024-09-26,39.459999084472656
2024-09-27,39.900001525878906
2024-09-30,40.7400016784668
2024-10-01,40.45000076293945
2024-10-02,39.45000076293945
2024-10-03,39.540000915527344
2024-10-04,40.40999984741211
2024-10-07,41.95000076293945
2024-10-08,44.0
2024-10-09,43.9900016784668
2024-10-10,42.7400016784668
2024-10-11,43.599998474121094
2024-10-14,42.84000015258789
2024-10-15,43.0
2024-10-16,41.9900016784668
2024-10-17,42.70000076293945
2024-10-18,42.7599983215332
2024-10-21,42.93000030517578
2024-10-22,43.97999954223633
2024-10-23,43.83000183105469
2024-10-24,43.779998779296875
2024-10-25,44.540000915527344
2024-10-28,44.5
2024-10-29,44.65999984741211
2024-10-30,44.63999938964844
2024-10-31,44.099998474121094
2024-11-01,44.775001525878906
2024-11-04,44.63999938964844
2024-11-05,45.59000015258789
2024-11-06,47.7400016784668
2024-11-07,48.65999984741211
2024-11-08,47.720001220703125
2024-11-11,47.7400016784668
2024-11-12,48.34000015258789
2024-11-13,43.02000045776367
2024-11-14,42.93000030517578
2024-11-15,42.0
2024-11-18,40.90999984741211
2024-11-19,42.779998779296875
2024-11-20,41.58000183105469
2024-11-21,43.25
2024-11-22,43.220001220703125
2024-11-25,43.61000061035156
2024-11-26,43.540000915527344
2024-11-27,43.439998626708984
2024-11-29,43.66999816894531
2024-12-02,43.5099983215332
2024-12-03,43.70000076293945
2024-12-04,45.59000015258789
2024-12-05,43.81999969482422
2024-12-06,44.189998626708984
2024-12-09,42.470001220703125
2024-12-10,42.369998931884766
2024-12-11,41.650001525878906
2024-12-12,41.88999938964844
2024-12-13,41.779998779296875
2024-12-16,42.58000183105469
2024-12-17,42.810001373291016
2024-12-18,41.95000076293945
2024-12-19,42.06999969482422
2024-12-20,42.02000045776367
2024-12-23,42.20000076293945
2024-12-24,43.810001373291016
2024-12-26,43.720001220703125
2024-12-27,42.20000076293945
2024-12-30,42.06999969482422
2024-12-31,41.41999816894531
2025-01-02,43.040000915527344
2025-01-03,44.93000030517578
2025-01-06,44.08000183105469
2025-01-07,42.90999984741211
2025-01-08,44.81999969482422
2025-01-10,44.22999954223633
2025-01-13,44.5099983215332
2025-01-14,46.45000076293945
2025-01-15,45.11000061035156
2025-01-16,46.58000183105469
2025-01-17,46.31999969482422
2025-01-21,46.43000030517578
2025-01-22,44.61000061035156
2025-01-23,45.45000076293945
2025-01-24,45.9900016784668
2025-01-27,45.650001525878906
2025-01-28,46.75
2025-01-29,48.099998474121094
2025-01-30,48.900001525878906
2025-01-31,48.279998779296875
2025-02-03,48.130001068115234
2025-02-04,48.880001068115234
2025-02-05,48.4900016784668
2025-02-06,48.59000015258789
2025-02-07,49.209999084472656
2025-02-10,50.31999969482422
2025-02-11,49.689998626708984
2025-02-12,50.25
2025-02-13,49.9900016784668
2025-02-14,50.970001220703125
2025-02-18,50.349998474121094
2025-02-19,53.150001525878906
2025-02-20,52.54999923706055
2025-02-21,52.3650016784668
2025-02-24,49.36000061035156
2025-02-25,48.779998779296875
2025-02-26,42.79999923706055
2025-02-27,40.73500061035156
2025-02-28,41.09000015258789
2025-03-03,38.900001525878906
2025-03-04,38.439998626708984
2025-03-05,38.59000015258789
2025-03-06,37.75
2025-03-07,39.900001525878906
2025-03-10,38.310001373291016
2025-03-11,38.02000045776367
2025-03-12,38.79999923706055
2025-03-13,37.459999084472656
2025-03-14,38.56999969482422
2025-03-17,40.63999938964844
2025-03-18,40.15999984741211
2025-03-19,39.7400016784668
2025-03-20,38.93000030517578
2025-03-21,38.900001525878906
2025-03-24,40.90999984741211
2025-03-25,41.880001068115234
2025-03-26,40.349998474121094
2025-03-27,40.52000045776367
2025-03-28,39.72999954223633
2025-03-31,39.88999938964844
2025-04-01,40.220001220703125
2025-04-02,40.5
2025-04-03,40.02000045776367
2025-04-04,37.369998931884766
2025-04-07,37.40999984741211
2025-04-08,37.119998931884766
2025-04-09,39.060001373291016
2025-04-10,38.599998474121094
2025-04-11,41.16999816894531
2025-04-14,41.79999923706055
2025-04-15,41.86000061035156
2025-04-16,42.08000183105469
2025-04-17,42.9900016784668
2025-04-21,41.790000915527344
2025-04-22,42.349998474121094
2025-04-23,42.0099983215332
2025-04-24,41.65999984741211
2025-04-25,41.90999984741211
2025-04-28,39.91999816894531
2025-04-29,39.81999969482422
2025-04-30,39.88999938964844
2025-05-01,39.79999923706055
2025-05-02,45.220001220703125
2025-05-05,47.09000015258789
2025-05-06,45.61000061035156
2025-05-07,45.72999954223633
2025-05-08,42.939998626708984
2025-05-09,43.77000045776367
2025-05-12,43.61000061035156
2025-05-13,44.310001373291016
2025-05-14,45.209999084472656
2025-05-15,44.119998931884766
2025-05-16,45.65999984741211
2025-05-19,45.939998626708984
2025-05-20,47.11000061035156
2025-05-21,46.90999984741211
2025-05-22,47.029998779296875
2025-05-23,46.9900016784668
2025-05-27,47.04999923706055
2025-05-28,47.02000045776367
2025-05-29,45.7599983215332
2025-05-30,45.66999816894531
2025-06-02,46.439998626708984
2025-06-03,46.040000915527344
2025-06-04,46.20000076293945
2025-06-05,46.2400016784668
2025-06-06,45.66999816894531
2025-06-09,45.91999816894531
2025-06-10,44.18000030517578
2025-06-11,44.16999816894531
2025-06-12,44.08000183105469
2025-06-13,43.369998931884766
2025-06-16,43.869998931884766
2025-06-17,43.54999923706055
2025-06-18,43.13999938964844
2025-06-20,43.75
2025-06-23,43.86000061035156
2025-06-24,44.970001220703125
2025-06-25,43.33000183105469
2025-06-26,44.939998626708984
2025-06-27,44.86000061035156
2025-06-30,45.2400016784668
2025-07-01,45.63999938964844
2025-07-02,46.08000183105469
2025-07-03,47.18000030517578
2025-07-07,48.849998474121094
2025-07-08,48.709999084472656
2025-07-09,48.0
2025-07-10,48.43000030517578
2025-07-11,47.9900016784668
2025-07-14,48.0099983215332
2025-07-15,48.66999816894531
2025-07-16,47.79999923706055
2025-07-17,48.369998931884766
2025-07-18,49.11000061035156
2025-07-21,49.029998779296875
2025-07-22,49.959999084472656
2025-07-23,49.790000915527344
2025-07-24,49.84000015258789
2025-07-25,48.40999984741211
2025-07-28,47.22999954223633
2025-07-29,46.77000045776367
2025-07-30,46.86000061035156
2025-07-31,47.970001220703125
2025-08-01,47.0099983215332
2025-08-04,48.72999954223633
2025-08-05,47.939998626708984
2025-08-06,47.720001220703125
2025-08-07,49.38999938964844
2025-08-08,51.209999084472656
2025-08-11,51.77000045776367
2025-08-12,50.97999954223633
2025-08-13,45.11000061035156
2025-08-14,43.875
2025-08-15,43.91999816894531
2025-08-18,45.91999816894531
2025-08-19,46.5
2025-08-20,45.5099983215332
2025-08-21,44.52000045776367
2025-08-22,43.369998931884766
2025-08-25,42.75
2025-08-26,42.970001220703125
2025-08-27,43.290000915527344
2025-08-28,43.849998474121094
2025-08-29,43.369998931884766
2025-09-02,43.86000061035156
2025-09-03,44.41999816894531
2025-09-04,44.459999084472656
2025-09-05,45.290000915527344
2025-09-08,45.16999816894531
2025-09-09,45.470001220703125
2025-09-10,46.9900016784668
2025-09-11,45.93000030517578
2025-09-12,46.36000061035156
2025-09-15,46.380001068115234
2025-09-16,45.75
2025-09-17,44.880001068115234
2025-09-18,45.400001525878906
2025-09-19,41.5
