Date,STEP
2020-09-16,22.204418182373047
2020-09-17,21.982378005981445
2020-09-18,22.204418182373047
2020-09-21,21.68927574157715
2020-09-22,23.78537940979004
2020-09-23,22.98601722717285
2020-09-24,22.346529006958008
2020-09-25,22.204418182373047
2020-09-28,23.527803421020508
2020-09-29,22.701797485351562
2020-09-30,23.634382247924805
2020-10-01,22.923839569091797
2020-10-02,22.568571090698242
2020-10-05,22.719560623168945
2020-10-06,22.533044815063477
2020-10-07,22.68403434753418
2020-10-08,23.53668212890625
2020-10-09,24.042943954467773
2020-10-12,23.27911376953125
2020-10-13,22.364295959472656
2020-10-14,22.49751853942871
2020-10-15,22.906084060668945
2020-10-16,23.31464195251465
2020-10-19,23.78537940979004
2020-10-20,23.874191284179688
2020-10-21,23.643266677856445
2020-10-22,23.980777740478516
2020-10-23,23.581092834472656
2020-10-26,23.119243621826172
2020-10-27,23.02154541015625
2020-10-28,22.559688568115234
2020-10-29,22.293235778808594
2020-10-30,22.83502769470215
2020-11-02,23.137006759643555
2020-11-03,24.05182456970215
2020-11-04,24.975536346435547
2020-11-05,24.96665382385254
2020-11-06,24.584732055664062
2020-11-09,25.135400772094727
2020-11-10,25.313039779663086
2020-11-11,25.517322540283203
2020-11-12,25.766006469726562
2020-11-13,26.050230026245117
2020-11-16,25.650545120239258
2020-11-17,24.51367950439453
2020-11-18,24.23834800720215
2020-11-19,23.145889282226562
2020-11-20,22.577451705932617
2020-11-23,22.675155639648438
2020-11-24,22.923839569091797
2020-11-25,23.45674705505371
2020-11-27,23.359050750732422
2020-11-30,24.087358474731445
2020-12-01,24.38045310974121
2020-12-02,24.540325164794922
2020-12-03,25.597257614135742
2020-12-04,26.343324661254883
2020-12-07,26.663063049316406
2020-12-08,26.63642120361328
2020-12-09,27.950925827026367
2020-12-10,28.723636627197266
2020-12-11,28.86574363708496
2020-12-14,29.63846206665039
2020-12-15,28.42165756225586
2020-12-16,28.61705780029297
2020-12-17,29.407543182373047
2020-12-18,30.47334861755371
2020-12-21,30.908554077148438
2020-12-22,32.18752670288086
2020-12-23,32.676021575927734
2020-12-24,32.7559700012207
2020-12-28,33.83953094482422
2020-12-29,34.026058197021484
2020-12-30,35.27838134765625
2020-12-31,35.349430084228516
2021-01-04,33.96387481689453
2021-01-05,32.96023941040039
2021-01-06,32.53391647338867
2021-01-07,31.974361419677734
2021-01-08,32.50727462768555
2021-01-11,32.676021575927734
2021-01-12,32.34739303588867
2021-01-13,34.31915283203125
2021-01-14,33.65301513671875
2021-01-15,33.27109909057617
2021-01-19,33.90169906616211
2021-01-20,34.114871978759766
2021-01-21,33.6707763671875
2021-01-22,33.11123275756836
2021-01-25,32.34739303588867
2021-01-26,32.409568786621094
2021-01-27,32.34739303588867
2021-01-28,31.88555145263672
2021-01-29,31.192766189575195
2021-02-01,31.82337760925293
2021-02-02,32.427337646484375
2021-02-03,32.640499114990234
2021-02-04,33.155643463134766
2021-02-05,33.102352142333984
2021-02-08,32.7559700012207
2021-02-09,33.102352142333984
2021-02-10,34.70995330810547
2021-02-11,34.08823013305664
2021-02-12,34.09711456298828
2021-02-16,35.0740966796875
2021-02-17,32.13424301147461
2021-02-18,30.340120315551758
2021-02-19,31.13060188293457
2021-02-22,30.26906394958496
2021-02-23,30.93518829345703
2021-02-24,31.11283302307129
2021-02-25,31.583566665649414
2021-02-26,31.983251571655273
2021-03-01,32.56944274902344
2021-03-02,30.499996185302734
2021-03-03,29.984844207763672
2021-03-04,29.025619506835938
2021-03-05,28.119678497314453
2021-03-08,28.217378616333008
2021-03-09,27.5423641204834
2021-03-10,27.426898956298828
2021-03-11,27.791053771972656
2021-03-12,27.062746047973633
2021-03-15,28.42165756225586
2021-03-16,30.091432571411133
2021-03-17,27.49795150756836
2021-03-18,27.230899810791016
2021-03-19,30.10621452331543
2021-03-22,30.64922332763672
2021-03-23,28.57508659362793
2021-03-24,27.81842041015625
2021-03-25,28.15669822692871
2021-03-26,28.619592666625977
2021-03-29,29.474184036254883
2021-03-30,30.337657928466797
2021-03-31,31.396991729736328
2021-04-01,32.874698638916016
2021-04-05,33.44441604614258
2021-04-06,32.937007904052734
2021-04-07,32.812381744384766
2021-04-08,32.14474105834961
2021-04-09,31.886587142944336
2021-04-12,31.85097885131836
2021-04-13,31.57501792907715
2021-04-14,30.978595733642578
2021-04-15,29.500883102416992
2021-04-16,30.09731674194336
2021-04-19,29.981586456298828
2021-04-20,29.02017593383789
2021-04-21,29.35845375061035
2021-04-22,29.36735725402832
2021-04-23,29.821352005004883
2021-04-26,29.954877853393555
2021-04-27,29.78574562072754
2021-04-28,30.09731674194336
2021-04-29,30.213031768798828
2021-04-30,29.643308639526367
2021-05-03,29.527587890625
2021-05-04,29.447471618652344
2021-05-05,29.465272903442383
2021-05-06,29.483078002929688
2021-05-07,29.43856430053711
2021-05-10,29.002370834350586
2021-05-11,28.325828552246094
2021-05-12,27.604780197143555
2021-05-13,27.364421844482422
2021-05-14,27.7561092376709
2021-05-17,28.521669387817383
2021-05-18,28.44155502319336
2021-05-19,28.24571418762207
2021-05-20,28.414852142333984
2021-05-21,28.82433319091797
2021-05-24,29.260530471801758
2021-05-25,29.082489013671875
2021-05-26,28.77982521057129
2021-05-27,29.732332229614258
2021-05-28,28.21900749206543
2021-06-01,28.797626495361328
2021-06-02,28.610689163208008
2021-06-03,28.236814498901367
2021-06-04,28.032068252563477
2021-06-07,27.934144973754883
2021-06-08,28.299123764038086
2021-06-09,27.862932205200195
2021-06-10,28.040966033935547
2021-06-11,28.27242088317871
2021-06-14,28.16559600830078
2021-06-15,28.103282928466797
2021-06-16,29.527587890625
2021-06-17,29.71452522277832
2021-06-18,30.41777229309082
2021-06-21,30.10621452331543
2021-06-22,30.382179260253906
2021-06-23,30.26644515991211
2021-06-24,29.78574562072754
2021-06-25,30.711536407470703
2021-06-28,30.248641967773438
2021-06-29,30.212961196899414
2021-06-30,30.68573760986328
2021-07-01,30.774938583374023
2021-07-02,31.301239013671875
2021-07-06,31.952411651611328
2021-07-07,33.789981842041016
2021-07-08,33.629425048828125
2021-07-09,34.7890625
2021-07-12,35.689998626708984
2021-07-13,35.11018753051758
2021-07-14,34.494686126708984
2021-07-15,34.36088562011719
2021-07-16,34.70878219604492
2021-07-19,34.27168273925781
2021-07-20,36.30549621582031
2021-07-21,39.5435676574707
2021-07-22,39.320552825927734
2021-07-23,40.37314987182617
2021-07-26,40.1679801940918
2021-07-27,40.23042297363281
2021-07-28,40.774559020996094
2021-07-29,42.005558013916016
2021-07-30,40.59615707397461
2021-08-02,40.016334533691406
2021-08-03,40.25718688964844
2021-08-04,39.87361526489258
