Date,HCA
2011-03-10,23.143404006958008
2011-03-11,23.21800994873047
2011-03-14,23.061336517333984
2011-03-15,23.38214874267578
2011-03-16,23.31500244140625
2011-03-17,23.807409286499023
2011-03-18,24.665403366088867
2011-03-21,24.061080932617188
2011-03-22,23.777568817138672
2011-03-23,24.381893157958984
2011-03-24,24.389352798461914
2011-03-25,24.583335876464844
2011-03-28,24.650484085083008
2011-03-29,25.284656524658203
2011-03-30,25.5457820892334
2011-03-31,25.269729614257812
2011-04-01,25.17273712158203
2011-04-04,25.120515823364258
2011-04-05,25.381641387939453
2011-04-06,24.84446144104004
2011-04-07,25.11305809020996
2011-04-08,24.747474670410156
2011-04-11,23.964086532592773
2011-04-12,23.52390480041504
2011-04-13,23.91932487487793
2011-04-14,23.979015350341797
2011-04-15,23.859634399414062
2011-04-18,23.93425178527832
2011-04-19,23.68057632446289
2011-04-20,23.613428115844727
2011-04-21,23.42691421508789
2011-04-25,23.42691421508789
2011-04-26,23.874563217163086
2011-04-27,24.359514236450195
2011-04-28,24.29982566833496
2011-04-29,24.471426010131836
2011-05-02,24.94891357421875
2011-05-03,24.329675674438477
2011-05-04,25.030982971191406
2011-05-05,25.620393753051758
2011-05-06,25.553239822387695
2011-05-09,25.732295989990234
2011-05-10,25.80690574645996
2011-05-11,25.769611358642578
2011-05-12,25.74722671508789
2011-05-13,25.814369201660156
2011-05-16,25.553239822387695
2011-05-17,25.769611358642578
2011-05-18,26.165021896362305
2011-05-19,26.150100708007812
2011-05-20,25.83675765991211
2011-05-23,25.672611236572266
2011-05-24,25.732295989990234
2011-05-25,25.874052047729492
2011-05-26,25.985965728759766
2011-05-27,25.918821334838867
2011-05-31,26.030736923217773
2011-06-01,25.94120979309082
2011-06-02,25.635313034057617
2011-06-03,25.471179962158203
2011-06-06,25.17273712158203
2011-06-07,25.754676818847656
2011-06-08,25.93373680114746
2011-06-09,26.291854858398438
2011-06-10,25.292110443115234
2011-06-13,25.105587005615234
2011-06-14,25.023530960083008
2011-06-15,24.7325496673584
2011-06-16,25.269729614257812
2011-06-17,25.80690574645996
2011-06-20,25.538318634033203
2011-06-21,25.292110443115234
2011-06-22,24.933990478515625
2011-06-23,24.777320861816406
2011-06-24,24.061080932617188
2011-06-27,24.232685089111328
2011-06-28,24.434125900268555
2011-06-29,24.441577911376953
2011-06-30,24.620643615722656
2011-07-01,24.665403366088867
2011-07-05,24.747474670410156
2011-07-06,25.359264373779297
2011-07-07,25.583086013793945
2011-07-08,25.23988914489746
2011-07-11,24.665403366088867
2011-07-12,24.471426010131836
2011-07-13,24.799701690673828
2011-07-14,24.78478240966797
2011-07-15,24.78478240966797
2011-07-18,24.314746856689453
2011-07-19,24.643020629882812
2011-07-20,24.807159423828125
2011-07-21,25.687536239624023
2011-07-22,25.821826934814453
2011-07-25,20.867856979370117
2011-07-26,20.920087814331055
2011-07-27,20.420207977294922
2011-07-28,20.308300018310547
2011-07-29,19.905412673950195
2011-08-01,18.607234954833984
2011-08-02,18.383407592773438
2011-08-03,18.472942352294922
2011-08-04,17.085233688354492
2011-08-05,16.406295776367188
2011-08-08,13.571194648742676
2011-08-09,13.690570831298828
2011-08-10,13.862166404724121
2011-08-11,14.526178359985352
2011-08-12,15.831815719604492
2011-08-15,16.846485137939453
2011-08-16,16.242162704467773
2011-08-17,15.660221099853516
2011-08-18,14.89176082611084
2011-08-19,14.376958847045898
2011-08-22,14.220285415649414
2011-08-23,14.608243942260742
2011-08-24,14.951445579528809
2011-08-25,14.220285415649414
2011-08-26,14.54856014251709
2011-08-29,14.90667724609375
2011-08-30,14.817148208618164
2011-08-31,14.943982124328613
2011-09-01,14.317276000976562
2011-09-02,13.914398193359375
2011-09-06,13.996460914611816
2011-09-07,14.802226066589355
2011-09-08,14.541101455688477
2011-09-09,13.653264999389648
2011-09-12,13.72786808013916
2011-09-13,13.175771713256836
2011-09-14,13.88454818725586
2011-09-15,15.548309326171875
2011-09-16,15.839282989501953
2011-09-19,14.7798433303833
2011-09-20,14.846994400024414
2011-09-21,14.78730583190918
2011-09-22,14.861915588378906
2011-09-23,14.518714904785156
2011-09-26,14.809687614440918
2011-09-27,14.794768333435059
2011-09-28,14.324736595153809
2011-09-29,14.772383689880371
2011-09-30,15.040973663330078
2011-10-03,14.033764839172363
2011-10-04,13.88454818725586
2011-10-05,13.481661796569824
2011-10-06,13.630884170532227
2011-10-07,13.877091407775879
2011-10-10,14.309812545776367
2011-10-11,14.250127792358398
2011-10-12,15.160347938537598
2011-10-13,15.764664649963379
2011-10-14,16.451065063476562
2011-10-17,16.264543533325195
2011-10-18,16.936016082763672
2011-10-19,16.36899757385254
2011-10-20,16.16755485534668
2011-10-21,17.39112091064453
2011-10-24,17.0106258392334
2011-10-25,16.533132553100586
2011-10-26,16.667428970336914
2011-10-27,16.816646575927734
2011-10-28,16.995704650878906
2011-10-31,17.49557876586914
2011-11-01,17.532878875732422
2011-11-02,17.42096519470215
2011-11-03,17.226985931396484
2011-11-04,17.54034423828125
2011-11-07,18.29387664794922
2011-11-08,18.808677673339844
2011-11-09,18.66691780090332
2011-11-10,19.30109214782715
2011-11-11,19.79350471496582
2011-11-14,19.79350471496582
2011-11-15,19.85318946838379
2011-11-16,19.039966583251953
2011-11-17,18.689308166503906
2011-11-18,18.80121612548828
2011-11-21,18.681842803955078
2011-11-22,17.868621826171875
2011-11-23,17.59256935119629
2011-11-25,17.503032684326172
2011-11-28,17.73432159423828
2011-11-29,17.943227767944336
2011-11-30,18.189430236816406
2011-12-01,18.04767608642578
2011-12-02,16.749496459960938
2011-12-05,17.644794464111328
2011-12-06,17.338899612426758
2011-12-07,16.913633346557617
2011-12-08,16.003419876098633
2011-12-09,15.801970481872559
2011-12-12,15.414013862609863
2011-12-13,15.085739135742188
2011-12-14,15.36925220489502
2011-12-15,15.77213191986084
2011-12-16,16.092945098876953
2011-12-19,15.839282989501953
2011-12-20,15.712447166442871
2011-12-21,16.33915138244629
2011-12-22,16.32423210144043
2011-12-23,16.01087760925293
2011-12-27,15.951191902160645
2011-12-28,15.600533485412598
2011-12-29,15.869119644165039
2011-12-30,16.436140060424805
2012-01-03,16.145170211791992
2012-01-04,15.51846694946289
2012-01-05,15.884045600891113
2012-01-06,16.667428970336914
2012-01-09,16.152633666992188
2012-01-10,16.756954193115234
2012-01-11,17.756702423095703
2012-01-12,17.39858627319336
2012-01-13,17.83131217956543
2012-01-17,17.92084312438965
2012-01-18,18.099897384643555
2012-01-19,18.286420822143555
2012-01-20,18.278955459594727
2012-01-23,18.383407592773438
2012-01-24,19.442848205566406
2012-01-25,20.144161224365234
2012-01-26,19.666671752929688
2012-01-27,19.18917465209961
2012-01-30,18.540090560913086
2012-01-31,18.234195709228516
2012-02-01,18.62961769104004
2012-02-02,18.853445053100586
2012-02-03,19.74127769470215
2012-02-06,21.18867301940918
2012-02-07,21.502023696899414
2012-02-08,21.61393928527832
2012-02-09,20.74102783203125
2012-02-10,20.763412475585938
2012-02-13,20.375446319580078
2012-02-14,20.198335647583008
2012-02-15,19.9970760345459
2012-02-16,20.88262367248535
2012-02-17,20.190288543701172
2012-02-21,20.262739181518555
2012-02-22,20.608905792236328
2012-02-23,20.987272262573242
2012-02-24,21.526647567749023
2012-02-27,21.7198543548584
2012-02-28,21.679603576660156
2012-02-29,21.470294952392578
2012-03-01,21.132179260253906
2012-03-02,20.858463287353516
2012-03-05,20.834318161010742
2012-03-06,20.25469207763672
2012-03-07,20.439844131469727
2012-03-08,20.351299285888672
2012-03-09,20.625011444091797
2012-03-12,20.14198112487793
2012-03-13,20.3271427154541
2012-03-14,20.737709045410156
2012-03-15,20.463998794555664
2012-03-16,20.4801025390625
2012-03-19,20.25469207763672
2012-03-20,19.86022186279297
2012-03-21,20.14198112487793
2012-03-22,19.948780059814453
2012-03-23,20.166139602661133
2012-03-26,20.375444412231445
2012-03-27,19.54625701904297
2012-03-28,19.288644790649414
2012-03-29,19.232295989990234
2012-03-30,19.916574478149414
2012-04-02,20.914823532104492
2012-04-03,21.671550750732422
2012-04-04,21.62325096130371
2012-04-05,21.703754425048828
2012-04-09,21.615198135375977
2012-04-10,21.21268081665039
2012-04-11,21.518596649169922
2012-04-12,22.194822311401367
2012-04-13,21.7359561920166
2012-04-16,21.880863189697266
2012-04-17,22.227035522460938
2012-04-18,22.130422592163086
2012-04-19,22.218975067138672
2012-04-20,21.7198543548584
2012-04-23,21.14022445678711
2012-04-24,21.62325096130371
