Date,SEB
2010-01-04,1352.2965087890625
2010-01-05,1342.5950927734375
2010-01-06,1387.219482421875
2010-01-07,1293.12109375
2010-01-08,1292.1513671875
2010-01-11,1333.8837890625
2010-01-12,1324.1639404296875
2010-01-13,1319.313232421875
2010-01-14,1314.463134765625
2010-01-15,1306.7020263671875
2010-01-19,1304.76220703125
2010-01-20,1281.48046875
2010-01-21,1242.677001953125
2010-01-22,1202.90380859375
2010-01-25,1159.2496337890625
2010-01-26,1181.5616455078125
2010-01-27,1200.963134765625
2010-01-28,1205.8138427734375
2010-01-29,1193.2027587890625
2010-02-01,1251.8441162109375
2010-02-02,1265.9593505859375
2010-02-03,1251.40771484375
2010-02-04,1188.3521728515625
2010-02-05,1204.8438720703125
2010-02-08,1207.75390625
2010-02-09,1231.0355224609375
2010-02-10,1232.005859375
2010-02-11,1248.4974365234375
2010-02-12,1236.8565673828125
2010-02-16,1268.869384765625
2010-02-17,1273.719482421875
2010-02-18,1256.2579345703125
2010-02-19,1251.40771484375
2010-02-22,1271.29443359375
2010-02-23,1247.52734375
2010-02-24,1257.228271484375
2010-02-25,1243.6468505859375
2010-02-26,1232.9754638671875
2010-03-01,1262.07861328125
2010-03-02,1280.461669921875
2010-03-03,1273.719482421875
2010-03-04,1344.5357666015625
2010-03-05,1350.356201171875
2010-03-08,1329.984130859375
2010-03-09,1361.9971923828125
2010-03-10,1294.0911865234375
2010-03-11,1270.8094482421875
2010-03-12,1273.719482421875
2010-03-15,1275.659423828125
2010-03-16,1314.463134765625
2010-03-17,1328.7796630859375
2010-03-18,1315.191162109375
2010-03-19,1340.4271240234375
2010-03-22,1357.8978271484375
2010-03-23,1334.6031494140625
2010-03-24,1348.92041015625
2010-03-25,1271.51318359375
2010-03-26,1223.4671630859375
2010-03-29,1282.1903076171875
2010-03-30,1288.0135498046875
2010-03-31,1260.9329833984375
2010-04-01,1272.4835205078125
2010-04-05,1289.9547119140625
2010-04-06,1306.455078125
2010-04-07,1378.281494140625
2010-04-08,1349.1627197265625
2010-04-09,1368.536376953125
2010-04-12,1386.0462646484375
2010-04-13,1365.66357421875
2010-04-14,1368.5748291015625
2010-04-15,1321.0146484375
2010-04-16,1324.897216796875
2010-04-19,1351.793212890625
2010-04-20,1401.5765380859375
2010-04-21,1414.1942138671875
2010-04-22,1428.75390625
2010-04-23,1436.499267578125
2010-04-26,1423.9005126953125
2010-04-27,1402.5467529296875
2010-04-28,1393.8106689453125
2010-04-29,1444.23486328125
2010-04-30,1417.1163330078125
2010-05-03,1395.6654052734375
2010-05-04,1370.5167236328125
2010-05-05,1334.6031494140625
2010-05-06,1277.3369140625
2010-05-07,1223.9525146484375
2010-05-10,1349.1627197265625
2010-05-11,1416.86376953125
2010-05-12,1438.4603271484375
2010-05-13,1438.4603271484375
2010-05-14,1409.3511962890625
2010-05-17,1443.3131103515625
2010-05-18,1413.2236328125
2010-05-19,1407.3995361328125
2010-05-20,1306.455078125
2010-05-21,1370.5167236328125
2010-05-24,1393.8106689453125
2010-05-25,1378.281494140625
2010-05-26,1395.752197265625
2010-05-27,1455.9310302734375
2010-05-28,1384.1051025390625
2010-06-01,1365.66357421875
2010-06-02,1424.8712158203125
2010-06-03,1459.8133544921875
2010-06-04,1447.1951904296875
2010-06-07,1427.7828369140625
2010-06-08,1470.4906005859375
2010-06-09,1460.7838134765625
2010-06-10,1519.991455078125
2010-06-11,1505.4324951171875
2010-06-14,1516.109619140625
2010-06-15,1553.8472900390625
2010-06-16,1551.7789306640625
2010-06-17,1539.154296875
2010-06-18,1563.431640625
2010-06-21,1548.8656005859375
2010-06-22,1466.3243408203125
2010-06-23,1461.478515625
2010-06-24,1429.4423828125
2010-06-25,1437.19189453125
2010-06-28,1466.567138671875
2010-06-29,1437.19189453125
2010-06-30,1466.3243408203125
2010-07-01,1406.1177978515625
2010-07-02,1365.3323974609375
2010-07-06,1346.9306640625
2010-07-07,1417.98388671875
2010-07-08,1442.047607421875
2010-07-09,1412.9052734375
2010-07-12,1412.9150390625
2010-07-13,1523.6175537109375
2010-07-14,1512.93603515625
2010-07-15,1495.4561767578125
2010-07-16,1436.2208251953125
2010-07-19,1382.821044921875
2010-07-20,1414.857177734375
2010-07-21,1397.3778076171875
2010-07-22,1456.6136474609375
2010-07-23,1449.815673828125
2010-07-26,1469.2371826171875
2010-07-27,1525.559814453125
2010-07-28,1484.01708984375
2010-07-29,1504.196044921875
2010-07-30,1474.0926513671875
2010-08-02,1561.4896240234375
2010-08-03,1543.0582275390625
2010-08-04,1532.017578125
2010-08-05,1542.0677490234375
2010-08-06,1532.3572998046875
2010-08-09,1557.605712890625
2010-08-10,1560.8001708984375
2010-08-11,1559.5472412109375
2010-08-12,1582.8531494140625
2010-08-13,1528.472900390625
2010-08-16,1568.2872314453125
2010-08-17,1592.321044921875
2010-08-18,1540.1256103515625
2010-08-19,1475.0634765625
2010-08-20,1476.0350341796875
2010-08-23,1442.0960693359375
2010-08-24,1410.972900390625
2010-08-25,1461.4200439453125
2010-08-26,1445.6888427734375
2010-08-27,1512.4013671875
2010-08-30,1474.0926513671875
2010-08-31,1563.431640625
2010-09-01,1571.2000732421875
2010-09-02,1621.6961669921875
2010-09-03,1639.17578125
2010-09-07,1602.275146484375
2010-09-08,1625.58056640625
2010-09-09,1611.014404296875
2010-09-10,1633.349365234375
2010-09-13,1649.8572998046875
2010-09-14,1638.388916015625
2010-09-15,1694.30908203125
2010-09-16,1643.7904052734375
2010-09-17,1657.3917236328125
2010-09-20,1650.591064453125
2010-09-21,1612.702392578125
2010-09-22,1608.816162109375
2010-09-23,1584.528564453125
2010-09-24,1635.873046875
2010-09-27,1605.90185546875
2010-09-28,1636.990234375
2010-09-29,1725.008544921875
2010-09-30,1720.53955078125
2010-10-01,1743.8558349609375
2010-10-04,1706.9775390625
2010-10-05,1747.74169921875
2010-10-06,1761.343017578125
2010-10-07,1700.14794921875
2010-10-08,1755.5140380859375
2010-10-11,1763.2861328125
2010-10-12,1731.22607421875
2010-10-13,1757.4573974609375
2010-10-14,1738.9984130859375
2010-10-15,1734.140869140625
2010-10-18,1757.447509765625
2010-10-19,1758.428466796875
2010-10-20,1758.428466796875
2010-10-21,1748.4705810546875
2010-10-22,1758.428466796875
2010-10-25,1796.31689453125
2010-10-26,1825.462890625
2010-10-27,1782.716552734375
2010-10-28,1781.74462890625
2010-10-29,1801.223388671875
2010-11-01,1850.7216796875
2010-11-02,1867.2369384765625
2010-11-03,1932.3282470703125
2010-11-04,1943.0147705078125
2010-11-05,1942.0433349609375
2010-11-08,1872.0948486328125
2010-11-09,1890.553955078125
2010-11-10,1879.8670654296875
2010-11-11,1838.092041015625
2010-11-12,1821.6251220703125
2010-11-15,1877.739501953125
2010-11-16,1875.009521484375
2010-11-17,1879.8670654296875
2010-11-18,1881.8099365234375
2010-11-19,1884.724609375
2010-11-22,1879.8670654296875
2010-11-23,1860.436767578125
2010-11-24,1864.3226318359375
2010-11-26,1870.1517333984375
2010-11-29,1822.5479736328125
2010-11-30,1808.947021484375
2010-12-01,1883.7530517578125
2010-12-02,1885.696044921875
2010-12-03,1894.536865234375
2010-12-06,1875.98095703125
2010-12-07,1908.0406494140625
2010-12-08,1933.2998046875
2010-12-09,1937.1864013671875
2010-12-10,1947.8724365234375
2010-12-13,1929.41357421875
2010-12-14,1948.84375
2010-12-15,1940.6441650390625
2010-12-16,1932.0562744140625
2010-12-17,1906.7115478515625
2010-12-20,1949.4859619140625
2010-12-21,1950.57763671875
2010-12-22,1952.5274658203125
2010-12-23,1946.678466796875
2010-12-27,1952.5274658203125
2010-12-28,1939.854736328125
2010-12-29,1945.703857421875
2010-12-30,1945.703857421875
2010-12-31,1940.8292236328125
2011-01-03,1952.478271484375
2011-01-04,1930.1070556640625
2011-01-05,1949.593017578125
2011-01-06,1951.552490234375
2011-01-07,1952.5274658203125
2011-01-10,1952.5274658203125
2011-01-11,1957.4012451171875
2011-01-12,1986.6455078125
2011-01-13,2006.140869140625
2011-01-14,2011.990234375
2011-01-18,2008.0914306640625
2011-01-19,1997.3680419921875
2011-01-20,1993.46923828125
2011-01-21,1980.796630859375
2011-01-24,2007.1162109375
2011-01-25,1995.0283203125
2011-01-26,2019.788818359375
2011-01-27,2017.8394775390625
2011-01-28,1915.4847412109375
2011-01-31,1951.552490234375
2011-02-01,2007.0675048828125
2011-02-02,2000.2919921875
2011-02-03,2056.8310546875
2011-02-04,2016.8638916015625
2011-02-07,2037.335205078125
2011-02-08,2046.1077880859375
2011-02-09,2033.445556640625
2011-02-10,2051.95751953125
2011-02-11,2119.21826171875
2011-02-14,2131.891357421875
2011-02-15,2212.799072265625
2011-02-16,2250.816650390625
2011-02-17,2256.664794921875
2011-02-18,2273.23681640625
2011-02-22,2242.04345703125
2011-02-23,2225.4716796875
2011-02-24,2212.799072265625
2011-02-25,2221.68896484375
2011-02-28,2261.73388671875
2011-03-01,2199.201416015625
2011-03-02,2194.2587890625
2011-03-03,2154.311279296875
2011-03-04,2120.193359375
2011-03-07,2110.44580078125
2011-03-08,2135.789794921875
2011-03-09,2152.36181640625
2011-03-10,2076.326904296875
2011-03-11,2079.2509765625
2011-03-14,2012.96484375
2011-03-15,1951.552490234375
2011-03-16,1995.4183349609375
2011-03-17,2006.140869140625
2011-03-18,2115.319091796875
2011-03-21,2156.260498046875
2011-03-22,2231.320556640625
2011-03-23,2234.24462890625
2011-03-24,2242.04345703125
2011-03-25,2256.664794921875
2011-03-28,2269.337646484375
2011-03-29,2293.707275390625
2011-03-30,2336.598876953125
2011-03-31,2352.19482421875
2011-04-01,2349.271728515625
2011-04-04,2357.06982421875
2011-04-05,2381.43896484375
2011-04-06,2380.46484375
2011-04-07,2290.78369140625
2011-04-08,2256.664794921875
2011-04-11,2213.7744140625
2011-04-12,2254.716064453125
2011-04-13,2188.428466796875
2011-04-14,2196.072021484375
2011-04-15,2226.446044921875
2011-04-18,2233.269775390625
2011-04-19,2261.53955078125
2011-04-20,2314.1787109375
2011-04-21,2299.556640625
2011-04-25,2320.02783203125
2011-04-26,2315.15380859375
2011-04-27,2294.6826171875
2011-04-28,2326.851806640625
2011-04-29,2326.851806640625
2011-05-02,2319.052734375
2011-05-03,2308.329833984375
2011-05-04,2285.90869140625
2011-05-05,2242.092041015625
2011-05-06,2242.04345703125
2011-05-09,2230.345703125
2011-05-10,2258.078369140625
2011-05-11,2288.83349609375
2011-05-12,2324.9013671875
2011-05-13,2308.329833984375
2011-05-16,2252.765625
2011-05-17,2250.816650390625
2011-05-18,2269.337646484375
2011-05-19,2256.148193359375
2011-05-20,2310.279541015625
2011-05-23,2344.397216796875
2011-05-24,2315.10546875
2011-05-25,2299.556640625
2011-05-26,2285.90869140625
2011-05-27,2285.90869140625
2011-05-31,2251.791259765625
2011-06-01,2184.530517578125
2011-06-02,2192.328125
2011-06-03,2164.05908203125
2011-06-06,2154.311279296875
2011-06-07,2105.571044921875
2011-06-08,2183.55419921875
2011-06-09,2243.9931640625
2011-06-10,2201.1015625
2011-06-13,2232.29541015625
2011-06-14,2245.46484375
2011-06-15,2217.7216796875
2011-06-16,2241.117431640625
2011-06-17,2283.95947265625
2011-06-20,2337.57421875
2011-06-21,2339.523193359375
2011-06-22,2290.78369140625
2011-06-23,2260.56396484375
2011-06-24,2244.967529296875
2011-06-27,2294.6826171875
2011-06-28,2347.321044921875
2011-06-29,2334.649658203125
2011-06-30,2357.06982421875
2011-07-01,2359.068115234375
2011-07-05,2353.170654296875
2011-07-06,2348.297119140625
2011-07-07,2406.784423828125
2011-07-08,2416.533203125
2011-07-11,2359.26318359375
2011-07-12,2385.338623046875
2011-07-13,2413.608642578125
2011-07-14,2396.0615234375
2011-07-15,2410.684326171875
2011-07-18,2438.17333984375
2011-07-19,2514.0126953125
2011-07-20,2534.48388671875
2011-07-21,2635.863037109375
2011-07-22,2592.97216796875
2011-07-25,2604.668701171875
2011-07-26,2583.223876953125
2011-07-27,2537.6513671875
2011-07-28,2579.3251953125
2011-07-29,2549.10595703125
2011-08-01,2553.979248046875
2011-08-02,2486.718017578125
2011-08-03,2602.719482421875
2011-08-04,2437.978759765625
2011-08-05,2514.98828125
2011-08-08,2303.455322265625
2011-08-09,2526.39306640625
2011-08-10,2355.1201171875
2011-08-11,2450.65087890625
2011-08-12,2347.380126953125
2011-08-15,2386.31396484375
2011-08-16,2297.607177734375
2011-08-17,2248.91552734375
2011-08-18,2125.1650390625
2011-08-19,2125.1650390625
2011-08-22,2167.705078125
2011-08-23,2307.345458984375
2011-08-24,2299.605224609375
2011-08-25,2144.56396484375
2011-08-26,2199.152099609375
2011-08-29,2288.68798828125
2011-08-30,2265.4384765625
2011-08-31,2250.816650390625
2011-09-01,2146.5126953125
2011-09-02,2043.183349609375
2011-09-06,1993.46923828125
2011-09-07,2124.09228515625
2011-09-08,2003.2171630859375
2011-09-09,1922.3084716796875
2011-09-12,1932.0562744140625
2011-09-13,2037.27685546875
2011-09-14,2109.4697265625
2011-09-15,2163.08447265625
2011-09-16,2053.993896484375
2011-09-19,2077.301513671875
2011-09-20,2063.801025390625
2011-09-21,1977.872314453125
2011-09-22,1882.341552734375
2011-09-23,1887.205322265625
2011-09-26,1871.550537109375
2011-09-27,1929.1318359375
2011-09-28,1795.15478515625
2011-09-29,1852.90234375
2011-09-30,1756.582275390625
2011-10-03,1708.7490234375
2011-10-04,1657.16259765625
2011-10-05,1641.5653076171875
2011-10-06,1712.7259521484375
2011-10-07,1671.78466796875
2011-10-10,1796.5584716796875
2011-10-11,1740.0205078125
2011-10-12,1836.5257568359375
2011-10-13,1862.845458984375
2011-10-14,1949.6026611328125
2011-10-17,1832.626708984375
2011-10-18,2022.712890625
2011-10-19,2011.0155029296875
2011-10-20,1983.7205810546875
2011-10-21,2046.1077880859375
2011-10-24,2087.04931640625
2011-10-25,1999.3173828125
2011-10-26,2017.8394775390625
2011-10-27,2248.86669921875
2011-10-28,2161.135009765625
2011-10-31,2142.61279296875
2011-11-01,2012.96484375
2011-11-02,2110.44580078125
2011-11-03,2150.41162109375
2011-11-04,2008.0914306640625
2011-11-07,2036.360595703125
2011-11-08,2081.20068359375
2011-11-09,1946.72705078125
2011-11-10,1995.4183349609375
2011-11-11,2119.21826171875
2011-11-14,2082.176025390625
2011-11-15,2092.7431640625
2011-11-16,2010.07958984375
2011-11-17,1998.0504150390625
2011-11-18,2058.780029296875
2011-11-21,1944.11474609375
2011-11-22,1869.6690673828125
2011-11-23,1811.4344482421875
2011-11-25,1827.99658203125
2011-11-28,1848.223388671875
2011-11-29,1788.7608642578125
2011-11-30,1959.0679931640625
2011-12-01,1900.8626708984375
2011-12-02,1914.4708251953125
