Date,SEB
2011-12-05,1996.7828369140625
2011-12-06,1969.06005859375
2011-12-07,1900.0047607421875
2011-12-08,1857.239990234375
2011-12-09,1973.973388671875
2011-12-12,1913.37939453125
2011-12-13,1896.291015625
2011-12-14,1992.2017822265625
2011-12-15,1945.64501953125
2011-12-16,2017.8394775390625
2011-12-19,1925.2425537109375
2011-12-20,2036.360595703125
2011-12-21,1991.090576171875
2011-12-22,2024.6624755859375
2011-12-23,2060.730712890625
2011-12-27,2035.229248046875
2011-12-28,1961.300048828125
2011-12-29,2012.91650390625
2011-12-30,1984.69580078125
2012-01-03,2086.035888671875
2012-01-04,1971.048828125
2012-01-05,1930.1070556640625
2012-01-06,1863.050048828125
2012-01-09,1870.643798828125
2012-01-10,1871.6187744140625
2012-01-11,1848.223388671875
2012-01-12,1815.0313720703125
2012-01-13,1806.989501953125
2012-01-17,1852.122802734375
2012-01-18,1859.1605224609375
2012-01-19,1858.409912109375
2012-01-20,1842.374267578125
2012-01-23,1861.870849609375
2012-01-24,1856.9967041015625
2012-01-25,1885.265869140625
2012-01-26,1886.24072265625
2012-01-27,1917.1126708984375
2012-01-30,1892.0897216796875
2012-01-31,1892.5965576171875
2012-02-01,1910.610595703125
2012-02-02,1948.5306396484375
2012-02-03,2008.314697265625
2012-02-06,2025.6568603515625
2012-02-07,2012.2923583984375
2012-02-08,2020.2469482421875
2012-02-09,2003.2171630859375
2012-02-10,1958.4349365234375
2012-02-13,1950.57763671875
2012-02-14,1914.510009765625
2012-02-15,1925.232666015625
2012-02-16,1947.653076171875
2012-02-17,1978.417724609375
2012-02-21,1965.19970703125
2012-02-22,1920.359130859375
2012-02-23,1950.8016357421875
2012-02-24,1921.333984375
2012-02-27,1909.9385986328125
2012-02-28,1934.0059814453125
2012-02-29,1864.912353515625
2012-03-01,1856.9967041015625
2012-03-02,1813.344482421875
2012-03-05,1861.7733154296875
2012-03-06,1805.33203125
2012-03-07,1852.122802734375
2012-03-08,1860.8961181640625
2012-03-09,1859.921142578125
2012-03-12,1843.3592529296875
2012-03-13,1895.0140380859375
2012-03-14,1880.391845703125
2012-03-15,1896.9639892578125
2012-03-16,1895.0140380859375
2012-03-19,1905.7369384765625
2012-03-20,1906.448486328125
2012-03-21,1933.888916015625
2012-03-22,1893.0643310546875
2012-03-23,1920.359130859375
2012-03-26,1968.1241455078125
2012-03-27,1950.57763671875
2012-03-28,1950.8310546875
2012-03-29,1911.5850830078125
2012-03-30,1901.8375244140625
2012-04-02,1900.375244140625
2012-04-03,1878.4422607421875
2012-04-04,1852.122802734375
2012-04-05,1864.77587890625
2012-04-09,1809.231689453125
2012-04-10,1782.570556640625
2012-04-11,1808.822021484375
2012-04-12,1825.7542724609375
2012-04-13,1796.5296630859375
2012-04-16,1842.374267578125
2012-04-17,1872.5933837890625
2012-04-18,1855.758544921875
2012-04-19,1803.6260986328125
2012-04-20,1828.034912109375
2012-04-23,1840.29833984375
2012-04-24,1854.2967529296875
2012-04-25,1904.7523193359375
2012-04-26,1934.98095703125
2012-04-27,1943.705078125
2012-04-30,1940.26416015625
2012-05-01,1910.1334228515625
2012-05-02,1897.8406982421875
2012-05-03,1949.6026611328125
2012-05-04,1882.341552734375
2012-05-07,1852.366455078125
2012-05-08,1903.7872314453125
2012-05-09,1898.91357421875
2012-05-10,1905.03515625
2012-05-11,1892.4698486328125
2012-05-14,1889.0191650390625
2012-05-15,1866.7447509765625
2012-05-16,1884.0377197265625
2012-05-17,1876.4248046875
2012-05-18,1892.2261962890625
2012-05-21,1996.3934326171875
2012-05-22,1966.6622314453125
2012-05-23,1934.98095703125
2012-05-24,1927.0557861328125
2012-05-25,1914.5682373046875
2012-05-29,1922.3084716796875
2012-05-30,1920.359130859375
2012-05-31,1936.27734375
2012-06-01,1891.114990234375
2012-06-04,1946.805419921875
2012-06-05,1959.9359130859375
2012-06-06,1983.7205810546875
2012-06-07,2026.1937255859375
2012-06-08,2039.2857666015625
2012-06-11,1968.7579345703125
2012-06-12,1949.6026611328125
2012-06-13,1919.77392578125
2012-06-14,1990.5445556640625
2012-06-15,2042.06298828125
2012-06-18,2037.335205078125
2012-06-19,2080.128173828125
2012-06-20,2047.0830078125
2012-06-21,1989.1605224609375
2012-06-22,2025.13037109375
2012-06-25,2013.0142822265625
2012-06-26,2038.1632080078125
2012-06-27,2050.98193359375
2012-06-28,2054.179443359375
2012-06-29,2079.231201171875
2012-07-02,2129.648193359375
2012-07-03,2135.068115234375
2012-07-05,2138.7138671875
2012-07-06,2107.51953125
2012-07-09,2095.8232421875
2012-07-10,2098.748291015625
2012-07-11,2100.745361328125
2012-07-12,2119.8818359375
2012-07-13,2173.807373046875
2012-07-16,2148.472412109375
2012-07-17,2149.436767578125
2012-07-18,2147.48681640625
2012-07-19,2118.244140625
2012-07-20,2116.303466796875
2012-07-23,2100.7353515625
2012-07-24,2099.118896484375
2012-07-25,2128.965576171875
2012-07-26,2144.904541015625
2012-07-27,2180.63134765625
2012-07-30,2142.61279296875
2012-07-31,2144.56396484375
2012-08-01,2098.748291015625
2012-08-02,2135.789794921875
2012-08-03,2269.035400390625
2012-08-06,2242.365478515625
2012-08-07,2268.49951171875
2012-08-08,2237.23681640625
2012-08-09,2263.196533203125
2012-08-10,2244.967529296875
2012-08-13,2212.700927734375
2012-08-14,2232.168701171875
2012-08-15,2195.253173828125
2012-08-16,2177.3173828125
2012-08-17,2200.4970703125
2012-08-20,2210.84912109375
2012-08-21,2203.099853515625
2012-08-22,2170.463623046875
2012-08-23,2073.25634765625
2012-08-24,1947.45849609375
2012-08-27,2050.98193359375
2012-08-28,2076.112548828125
2012-08-29,2069.074462890625
2012-08-30,2065.360595703125
2012-08-31,2036.5445556640625
2012-09-04,2024.2242431640625
2012-09-05,2134.717041015625
2012-09-06,2164.05908203125
2012-09-07,2156.260498046875
2012-09-10,2168.933349609375
2012-09-11,2199.13232421875
2012-09-12,2151.386962890625
2012-09-13,2224.496337890625
2012-09-14,2221.63037109375
2012-09-17,2225.5400390625
2012-09-18,2224.496337890625
2012-09-19,2230.345703125
2012-09-20,2160.696533203125
2012-09-21,2164.05908203125
2012-09-24,2159.48828125
2012-09-25,2143.773681640625
2012-09-26,2205.01025390625
2012-09-27,2220.23681640625
2012-09-28,2203.17822265625
2012-10-01,2232.29541015625
2012-10-02,2235.619140625
2012-10-03,2235.2294921875
2012-10-04,2255.28076171875
2012-10-05,2267.779052734375
2012-10-08,2276.162353515625
2012-10-09,2239.1279296875
2012-10-10,2232.1982421875
2012-10-11,2251.986083984375
2012-10-12,2234.24462890625
2012-10-15,2249.841796875
2012-10-16,2241.03955078125
2012-10-17,2250.816650390625
2012-10-18,2212.126708984375
2012-10-19,2194.2783203125
2012-10-22,2174.781982421875
2012-10-23,2163.08447265625
2012-10-24,2154.301513671875
2012-10-25,2188.244873046875
2012-10-26,2185.076416015625
2012-10-31,2223.843505859375
2012-11-01,2255.6904296875
2012-11-02,2174.87939453125
2012-11-05,2271.228759765625
2012-11-06,2293.707275390625
2012-11-07,2201.1015625
2012-11-08,2188.428466796875
2012-11-09,2188.408935546875
2012-11-12,2158.210693359375
2012-11-13,2173.807373046875
2012-11-14,2151.689697265625
2012-11-15,2143.58837890625
2012-11-16,2143.58837890625
2012-11-19,2088.024169921875
2012-11-20,2090.51025390625
2012-11-21,2139.718994140625
2012-11-23,2174.041015625
2012-11-26,2199.433837890625
2012-11-27,2290.78369140625
2012-11-28,2292.732666015625
2012-11-29,2282.000244140625
2012-11-30,2300.882568359375
2012-12-03,2469.152099609375
2012-12-04,2465.272216796875
2012-12-05,2310.279541015625
2012-12-06,2354.622802734375
2012-12-07,2345.11865234375
2012-12-10,2342.691650390625
2012-12-11,2320.02783203125
2012-12-12,2328.089111328125
2012-12-13,2361.134521484375
2012-12-14,2371.873046875
2012-12-17,2401.303466796875
2012-12-18,2468.11083984375
2012-12-19,2404.369873046875
2012-12-20,2433.2333984375
2012-12-21,2498.297119140625
2012-12-24,2583.64013671875
2012-12-26,2511.972412109375
2012-12-27,2447.87060546875
2012-12-28,2449.309326171875
2012-12-31,2478.5849609375
2013-01-02,2589.05712890625
2013-01-03,2562.458740234375
2013-01-04,2556.1005859375
2013-01-07,2464.03466796875
2013-01-08,2540.140625
2013-01-09,2516.91162109375
2013-01-10,2536.506103515625
2013-01-11,2508.09326171875
2013-01-14,2491.4384765625
2013-01-15,2468.905029296875
2013-01-16,2453.22900390625
2013-01-17,2516.91162109375
2013-01-18,2480.670654296875
2013-01-22,2502.519287109375
2013-01-23,2481.64111328125
2013-01-24,2486.883056640625
2013-01-25,2510.190185546875
2013-01-28,2571.4912109375
2013-01-29,2644.25537109375
2013-01-30,2586.19775390625
2013-01-31,2648.49853515625
2013-02-01,2630.68701171875
2013-02-04,2612.248291015625
2013-02-05,2659.627197265625
2013-02-06,2681.53466796875
2013-02-07,2645.176513671875
2013-02-08,2661.71435546875
2013-02-11,2662.694091796875
2013-02-12,2692.28125
2013-02-13,2737.3388671875
2013-02-14,2791.234375
2013-02-15,2773.42236328125
2013-02-19,2792.21337890625
2013-02-20,2738.3291015625
2013-02-21,2723.6318359375
2013-02-22,2726.58251953125
2013-02-25,2589.77392578125
2013-02-26,2672.657958984375
2013-02-27,2743.20751953125
2013-02-28,2795.142822265625
2013-03-01,2765.2216796875
2013-03-04,2757.923583984375
2013-03-05,2749.3505859375
2013-03-06,2767.72021484375
2013-03-07,2776.537841796875
2013-03-08,2758.785400390625
2013-03-11,2769.68017578125
2013-03-12,2743.246826171875
2013-03-13,2771.64013671875
2013-03-14,2800.05224609375
2013-03-15,2772.618896484375
2013-03-18,2739.563720703125
2013-03-19,2792.115478515625
2013-03-20,2792.16455078125
2013-03-21,2745.196044921875
2013-03-22,2746.16650390625
2013-03-25,2738.3291015625
2013-03-26,2739.200927734375
2013-03-27,2823.50634765625
2013-03-28,2743.21728515625
2013-04-01,2713.835693359375
2013-04-02,2659.94091796875
2013-04-03,2691.262939453125
2013-04-04,2735.388916015625
2013-04-05,2686.089599609375
2013-04-08,2703.05859375
2013-04-09,2726.43505859375
2013-04-10,2709.867919921875
2013-04-11,2705.3603515625
2013-04-12,2693.26171875
2013-04-15,2625.13134765625
2013-04-16,2657.01123046875
2013-04-17,2613.78662109375
2013-04-18,2619.7822265625
2013-04-19,2649.95751953125
2013-04-22,2633.058349609375
2013-04-23,2672.68701171875
2013-04-24,2642.54150390625
2013-04-25,2657.01123046875
2013-04-26,2645.2451171875
2013-04-29,2669.748291015625
2013-04-30,2690.302490234375
2013-05-01,2570.0908203125
2013-05-02,2668.7587890625
2013-05-03,2707.409423828125
2013-05-06,2689.342529296875
2013-05-07,2721.673095703125
2013-05-08,2768.62109375
2013-05-09,2755.033447265625
2013-05-10,2717.744873046875
2013-05-13,2683.435302734375
2013-05-14,2711.504150390625
2013-05-15,2709.9169921875
2013-05-16,2664.849365234375
2013-05-17,2635.458251953125
2013-05-20,2653.0927734375
2013-05-21,2625.670654296875
2013-05-22,2608.025634765625
2013-05-23,2640.3662109375
2013-05-24,2645.254638671875
2013-05-28,2726.41552734375
2013-05-29,2690.3125
2013-05-30,2710.896728515625
2013-05-31,2699.414306640625
2013-06-03,2590.390869140625
2013-06-04,2704.038330078125
2013-06-05,2611.6982421875
2013-06-06,2549.2421875
2013-06-07,2542.16748046875
2013-06-10,2594.3486328125
2013-06-11,2617.822509765625
2013-06-12,2617.735595703125
2013-06-13,2645.254638671875
2013-06-14,2606.89892578125
2013-06-17,2637.760498046875
2013-06-18,2694.231201171875
2013-06-19,2682.31787109375
2013-06-20,2620.801513671875
2013-06-21,2585.481689453125
2013-06-24,2561.008056640625
2013-06-25,2642.31591796875
2013-06-26,2623.47607421875
2013-06-27,2640.210205078125
2013-06-28,2653.0927734375
2013-07-01,2661.341796875
2013-07-02,2669.797607421875
2013-07-03,2674.6474609375
2013-07-05,2709.583740234375
2013-07-08,2738.358642578125
2013-07-09,2704.313232421875
2013-07-10,2698.159423828125
2013-07-11,2747.117431640625
2013-07-12,2716.187255859375
2013-07-15,2754.86669921875
2013-07-16,2746.16650390625
2013-07-17,2815.717041015625
2013-07-18,2853.847900390625
2013-07-19,2845.079345703125
2013-07-22,2864.046630859375
2013-07-23,2836.2529296875
2013-07-24,2802.011474609375
2013-07-25,2832.40185546875
2013-07-26,2785.39453125
2013-07-29,2714.1689453125
2013-07-30,2774.5791015625
2013-07-31,2762.822021484375
2013-08-01,2802.011474609375
2013-08-02,2848.057861328125
2013-08-05,2885.287841796875
2013-08-06,2800.707275390625
2013-08-07,2788.29541015625
2013-08-08,2841.1513671875
2013-08-09,2780.59423828125
2013-08-12,2795.79931640625
2013-08-13,2797.111572265625
2013-08-14,2772.628662109375
2013-08-15,2743.227294921875
2013-08-16,2743.2373046875
2013-08-19,2663.907958984375
2013-08-20,2742.061279296875
2013-08-21,2714.816162109375
2013-08-22,2763.292236328125
2013-08-23,2777.497314453125
2013-08-26,2741.26708984375
2013-08-27,2636.319580078125
2013-08-28,2649.41845703125
2013-08-29,2696.20068359375
2013-08-30,2625.660888671875
