Date,CVI
2010-01-04,2.158473253250122
2010-01-05,2.199143409729004
2010-01-06,2.2688660621643066
2010-01-07,2.27177095413208
2010-01-08,2.27177095413208
2010-01-11,2.1788084506988525
2010-01-12,2.1265172958374023
2010-01-13,2.146852493286133
2010-01-14,2.2688660621643066
2010-01-15,2.3356833457946777
2010-01-19,2.4431703090667725
2010-01-20,2.417024612426758
2010-01-21,2.4722208976745605
2010-01-22,2.475126266479492
2010-01-25,2.4809365272521973
2010-01-26,2.440264940261841
2010-01-27,2.4257395267486572
2010-01-28,2.3589227199554443
2010-01-29,2.3298726081848145
2010-02-01,2.3966891765594482
2010-02-02,2.434455633163452
2010-02-03,2.3589227199554443
2010-02-04,2.3211567401885986
2010-02-05,2.309537172317505
2010-02-08,2.2688660621643066
2010-02-09,2.295011520385742
2010-02-10,2.295011520385742
2010-02-11,2.2688660621643066
2010-02-12,2.379258632659912
2010-02-16,2.4054038524627686
2010-02-17,2.417024612426758
2010-02-18,2.414119243621826
2010-02-19,2.4112141132354736
2010-02-22,2.4054038524627686
2010-02-23,2.3298726081848145
2010-02-24,2.3443973064422607
2010-02-25,2.3676376342773438
2010-02-26,2.3879733085632324
2010-03-01,2.379258632659912
2010-03-02,2.463505983352661
2010-03-03,2.4925572872161865
2010-03-04,2.501272201538086
2010-03-05,2.5680882930755615
2010-03-08,2.600043535232544
2010-03-09,2.614570140838623
2010-03-10,2.739487886428833
2010-03-11,2.66105055809021
2010-03-12,2.6901018619537354
2010-03-15,2.608759641647339
2010-03-16,2.602949619293213
2010-03-17,2.6407158374786377
2010-03-18,2.6290953159332275
2010-03-19,2.5855190753936768
2010-03-22,2.5390381813049316
2010-03-23,2.5477535724639893
2010-03-24,2.5332274436950684
2010-03-25,2.4925572872161865
2010-03-26,2.5274171829223633
2010-03-29,2.597139596939087
2010-03-30,2.5506577491760254
2010-03-31,2.541942834854126
2010-04-01,2.5942344665527344
2010-04-05,2.655240774154663
2010-04-06,2.672670841217041
2010-04-07,2.5564682483673096
2010-04-08,2.524512529373169
2010-04-09,2.422834634780884
2010-04-12,2.3531134128570557
2010-04-13,2.2979166507720947
2010-04-14,2.4054038524627686
2010-04-15,2.4112141132354736
2010-04-16,2.4054038524627686
2010-04-19,2.3298726081848145
2010-04-20,2.373448133468628
2010-04-21,2.3356833457946777
2010-04-22,2.408308982849121
2010-04-23,2.4925572872161865
2010-04-26,2.4983675479888916
2010-04-27,2.399594306945801
2010-04-28,2.440264940261841
2010-04-29,2.524512529373169
2010-04-30,2.4664108753204346
2010-05-03,2.4606006145477295
2010-05-04,2.361828327178955
2010-05-05,2.254340410232544
2010-05-06,2.2310991287231445
2010-05-07,2.1788084506988525
2010-05-10,2.2804863452911377
2010-05-11,2.2746760845184326
2010-05-12,2.3531134128570557
2010-05-13,2.361828327178955
2010-05-14,2.3414926528930664
2010-05-17,2.417024612426758
2010-05-18,2.318251848220825
2010-05-19,2.3211567401885986
2010-05-20,2.2078592777252197
2010-05-21,2.222384452819824
2010-05-24,2.1671879291534424
2010-05-25,2.0567948818206787
2010-05-26,2.141042947769165
2010-05-27,2.222384452819824
2010-05-28,2.1962385177612305
2010-06-01,2.103275775909424
2010-06-02,2.1904284954071045
2010-06-03,2.2833902835845947
2010-06-04,2.2136693000793457
2010-06-07,2.149756908416748
2010-06-08,2.1904284954071045
2010-06-09,2.149756908416748
2010-06-10,2.2485299110412598
2010-06-11,2.3153469562530518
2010-06-14,2.31244158744812
2010-06-15,2.379258632659912
2010-06-16,2.3473026752471924
2010-06-17,2.356017827987671
2010-06-18,2.356017827987671
2010-06-21,2.361828327178955
2010-06-22,2.2688660621643066
2010-06-23,2.289201021194458
2010-06-24,2.303727149963379
2010-06-25,2.318251848220825
2010-06-28,2.309537172317505
2010-06-29,2.2078592777252197
2010-06-30,2.184617757797241
2010-07-01,2.0771307945251465
2010-07-02,2.033554792404175
2010-07-06,1.958021879196167
2010-07-07,2.03645920753479
2010-07-08,2.0829405784606934
2010-07-09,2.149756908416748
2010-07-12,2.1439473628997803
2010-07-13,2.216574192047119
2010-07-14,2.199143409729004
2010-07-15,2.181713104248047
2010-07-16,2.0887506008148193
2010-07-19,2.0887506008148193
2010-07-20,2.158473253250122
2010-07-21,2.109086036682129
2010-07-22,2.2136693000793457
2010-07-23,2.2804863452911377
2010-07-26,2.350208044052124
2010-07-27,2.385068655014038
2010-07-28,2.31244158744812
2010-07-29,2.332777500152588
2010-07-30,2.3531134128570557
2010-08-02,2.3676376342773438
2010-08-03,2.3531134128570557
2010-08-04,2.379258632659912
2010-08-05,2.324061632156372
2010-08-06,2.3298726081848145
2010-08-09,2.373448133468628
2010-08-10,2.361828327178955
2010-08-11,2.216574192047119
2010-08-12,2.204953193664551
2010-08-13,2.193333625793457
2010-08-16,2.1439473628997803
2010-08-17,2.158473253250122
2010-08-18,2.2572450637817383
2010-08-19,2.1875228881835938
2010-08-20,2.138137102127075
2010-08-23,2.1003708839416504
2010-08-24,2.0655100345611572
2010-08-25,2.085845708847046
2010-08-26,2.062605619430542
2010-08-27,2.1003708839416504
2010-08-30,2.059699296951294
2010-08-31,2.068415403366089
2010-09-01,2.193333625793457
2010-09-02,2.2194788455963135
2010-09-03,2.2630555629730225
2010-09-07,2.254340410232544
2010-09-08,2.2194788455963135
2010-09-09,2.2281947135925293
2010-09-10,2.2804863452911377
2010-09-13,2.385068655014038
2010-09-14,2.373448133468628
2010-09-15,2.295011520385742
2010-09-16,2.2136693000793457
2010-09-17,2.242720127105713
2010-09-20,2.289201021194458
2010-09-21,2.2804863452911377
2010-09-22,2.2252891063690186
2010-09-23,2.1788084506988525
2010-09-24,2.2775802612304688
2010-09-27,2.289201021194458
2010-09-28,2.338587760925293
2010-09-29,2.3531134128570557
2010-09-30,2.3966891765594482
2010-10-01,2.379258632659912
2010-10-04,2.324061632156372
2010-10-05,2.4373602867126465
2010-10-06,2.469316005706787
2010-10-07,2.4780309200286865
2010-10-08,2.565183401107788
2010-10-11,2.591329574584961
2010-10-12,2.600043535232544
2010-10-13,2.7975895404815674
2010-10-14,2.7423930168151855
2010-10-15,2.7307732105255127
2010-10-18,2.7714438438415527
2010-10-19,2.6581451892852783
2010-10-20,2.7075319290161133
2010-10-21,2.6639559268951416
2010-10-22,2.6901018619537354
2010-10-25,2.8004939556121826
2010-10-26,2.817925453186035
2010-10-27,2.7482028007507324
2010-10-28,2.7423930168151855
2010-10-29,2.7656338214874268
2010-11-01,2.7656338214874268
2010-11-02,3.0793817043304443
2010-11-03,3.166534423828125
