Date,COTY
2013-06-13,14.593294143676758
2013-06-14,14.727797508239746
2013-06-17,14.618514060974121
2013-06-18,14.542858123779297
2013-06-19,14.45038890838623
2013-06-20,14.080513000488281
2013-06-21,14.28226375579834
2013-06-24,13.9628267288208
2013-06-25,14.080513000488281
2013-06-26,14.307478904724121
2013-06-27,14.49242115020752
2013-06-28,14.441985130310059
2013-07-01,14.441985130310059
2013-07-02,14.509232521057129
2013-07-03,14.500824928283691
2013-07-05,14.509232521057129
2013-07-08,14.517638206481934
2013-07-09,14.610107421875
2013-07-10,14.618514060974121
2013-07-11,14.668950080871582
2013-07-12,14.710983276367188
2013-07-15,14.441985130310059
2013-07-16,14.559670448303223
2013-07-17,14.542858123779297
2013-07-18,14.416762351989746
2013-07-19,14.357916831970215
2013-07-22,14.248639106750488
2013-07-23,14.341106414794922
2013-07-24,14.399945259094238
2013-07-25,14.584888458251953
2013-07-26,14.383136749267578
2013-07-29,14.475606918334961
2013-07-30,14.399945259094238
2013-07-31,14.45038890838623
2013-08-01,14.517638206481934
2013-08-02,14.509232521057129
2013-08-05,14.694169044494629
2013-08-06,14.719388961791992
2013-08-07,14.526045799255371
2013-08-08,14.130949020385742
2013-08-09,14.240230560302734
2013-08-12,14.257041931152344
2013-08-13,13.946009635925293
2013-08-14,14.088920593261719
2013-08-15,14.28226375579834
2013-08-16,14.198200225830078
2013-08-19,14.28226375579834
2013-08-20,14.28226375579834
2013-08-21,14.156167030334473
2013-08-22,14.105731010437012
2013-08-23,13.937604904174805
2013-08-26,13.895574569702148
2013-08-27,13.374385833740234
2013-08-28,13.139009475708008
2013-08-29,13.45844841003418
2013-08-30,13.702228546142578
2013-09-03,13.567728996276855
2013-09-04,13.626572608947754
2013-09-05,13.45844841003418
2013-09-06,13.2819185256958
2013-09-09,13.080166816711426
2013-09-10,12.979289054870605
2013-09-11,12.970884323120117
2013-09-12,12.954071998596191
2013-09-13,13.34075927734375
2013-09-16,13.660197257995605
2013-09-17,13.147416114807129
2013-09-18,13.080166816711426
2013-09-19,13.231478691101074
2013-09-20,13.323946952819824
2013-09-23,13.223072052001953
2013-09-24,13.147416114807129
2013-09-25,13.038134574890137
2013-09-26,13.13060188293457
2013-09-27,13.433229446411133
2013-09-30,13.626572608947754
2013-10-01,13.475259780883789
2013-10-02,13.500479698181152
2013-10-03,13.466856002807617
2013-10-04,13.450040817260742
2013-10-07,13.450040817260742
2013-10-08,13.382790565490723
2013-10-09,13.45090103149414
2013-10-10,13.612648963928223
2013-10-11,13.927637100219727
2013-10-14,13.876559257507324
2013-10-15,13.621161460876465
2013-10-16,13.757372856140137
2013-10-17,13.748859405517578
2013-10-18,13.868045806884766
2013-10-21,13.885069847106934
2013-10-22,13.697781562805176
2013-10-23,13.714808464050293
2013-10-24,13.587109565734863
2013-10-25,13.578595161437988
2013-10-28,13.493462562561035
2013-10-29,13.382789611816406
2013-10-30,13.408331871032715
2013-10-31,13.093341827392578
2013-11-01,13.204011917114258
2013-11-04,13.118882179260254
2013-11-05,13.008210182189941
2013-11-06,13.110367774963379
2013-11-07,12.863485336303711
2013-11-08,12.76132583618164
2013-11-11,12.957130432128906
2013-11-12,12.991181373596191
2013-11-13,13.144420623779297
2013-11-14,13.306171417236328
2013-11-15,13.391304016113281
2013-11-18,13.186985969543457
2013-11-19,13.22955322265625
2013-11-20,13.118882179260254
2013-11-21,13.536028861999512
2013-11-22,13.697781562805176
2013-11-25,13.782913208007812
2013-11-26,13.782913208007812
2013-11-27,14.063850402832031
2013-11-29,13.978717803955078
2013-12-02,13.723321914672852
2013-12-03,13.791426658630371
2013-12-04,13.672240257263184
2013-12-05,13.663728713989258
2013-12-06,13.25509262084961
2013-12-09,13.357250213623047
2013-12-10,13.221041679382324
2013-12-11,13.238066673278809
2013-12-12,13.306171417236328
2013-12-13,12.982666969299316
2013-12-16,12.914562225341797
2013-12-17,12.820919036865234
2013-12-18,12.846457481384277
2013-12-19,12.923077583312988
2013-12-20,12.863485336303711
2013-12-23,12.820919036865234
2013-12-24,12.786865234375
2013-12-26,12.76132583618164
2013-12-27,13.186985969543457
2013-12-30,13.118882179260254
2013-12-31,12.982666969299316
2014-01-02,13.25509262084961
2014-01-03,13.263606071472168
2014-01-06,12.940101623535156
2014-01-07,12.931589126586914
2014-01-08,12.854971885681152
2014-01-09,12.906050682067871
2014-01-10,12.906050682067871
2014-01-13,12.795379638671875
2014-01-14,12.889025688171387
2014-01-15,13.025238037109375
2014-01-16,13.135909080505371
2014-01-17,12.522954940795898
2014-01-21,12.267559051513672
2014-01-22,12.276071548461914
2014-01-23,12.31863784790039
2014-01-24,11.841897964477539
2014-01-27,11.560961723327637
2014-01-28,11.824872016906738
2014-01-29,11.416236877441406
2014-01-30,11.492854118347168
2014-01-31,11.484339714050293
2014-02-03,11.314077377319336
2014-02-04,11.4247465133667
2014-02-05,11.37367057800293
2014-02-06,11.501368522644043
2014-02-07,11.280023574829102
2014-02-10,11.280023574829102
2014-02-11,11.280023574829102
2014-02-12,11.4247465133667
2014-02-13,11.680145263671875
2014-02-14,12.548493385314941
2014-02-18,12.080265045166016
2014-02-19,12.012161254882812
2014-02-20,12.38674545288086
2014-02-21,12.31863784790039
2014-02-24,12.505928039550781
2014-02-25,12.625113487243652
2014-02-26,12.59957504272461
2014-02-27,12.522954940795898
2014-02-28,12.642142295837402
2014-03-03,12.693220138549805
2014-03-04,12.829432487487793
2014-03-05,12.778350830078125
2014-03-06,12.837944984436035
2014-03-07,13.297658920288086
2014-03-10,13.493462562561035
2014-03-11,12.948615074157715
2014-03-12,13.152935028076172
2014-03-13,12.965641975402832
2014-03-14,12.70173454284668
2014-03-17,12.906050682067871
2014-03-18,12.948615074157715
2014-03-19,12.820919036865234
2014-03-20,12.803890228271484
2014-03-21,12.914562225341797
2014-03-24,12.846457481384277
2014-03-25,12.795379638671875
2014-03-26,12.684708595275879
2014-03-27,12.710247993469238
2014-03-28,12.76132583618164
2014-03-31,12.752811431884766
2014-04-01,12.769838333129883
2014-04-02,12.769838333129883
2014-04-03,12.863485336303711
2014-04-04,12.948615074157715
2014-04-07,12.931589126586914
2014-04-08,12.9996976852417
2014-04-09,13.042262077331543
2014-04-10,13.221041679382324
2014-04-11,13.093341827392578
2014-04-14,13.272120475769043
2014-04-15,13.289146423339844
2014-04-16,13.408331871032715
2014-04-17,13.408331871032715
2014-04-21,13.331711769104004
2014-04-22,13.323197364807129
2014-04-23,13.416844367980957
2014-04-24,13.306171417236328
2014-04-25,13.306171417236328
2014-04-28,13.553055763244629
2014-04-29,13.527515411376953
2014-04-30,13.663728713989258
2014-05-01,13.6552152633667
2014-05-02,13.927637100219727
2014-05-05,13.748859405517578
2014-05-06,13.476436614990234
2014-05-07,13.519001960754395
2014-05-08,13.408331871032715
2014-05-09,13.37427806854248
2014-05-12,13.484951972961426
2014-05-13,13.144420623779297
2014-05-14,13.425358772277832
