Date,CNO
2010-01-04,4.076387882232666
2010-01-05,4.014388084411621
2010-01-06,3.9911391735076904
2010-01-07,4.262379169464111
2010-01-08,4.347628593444824
2010-01-11,4.332126617431641
2010-01-12,4.215879917144775
2010-01-13,4.239130020141602
2010-01-14,4.231380939483643
2010-01-15,4.169382095336914
2010-01-19,4.192632675170898
2010-01-20,4.091884613037109
2010-01-21,3.9136404991149902
2010-01-22,3.758643865585327
2010-01-25,3.8206419944763184
2010-01-26,3.743143320083618
2010-01-27,3.8593926429748535
2010-01-28,3.8206419944763184
2010-01-29,3.688896417617798
2010-02-01,3.727644681930542
2010-02-02,3.8593926429748535
2010-02-03,3.75089430809021
2010-02-04,3.4331533908843994
2010-02-05,3.5029001235961914
2010-02-08,3.409904718399048
2010-02-09,3.409904718399048
2010-02-10,3.487401247024536
2010-02-11,3.5493991374969482
2010-02-12,3.619147300720215
2010-02-16,3.735393762588501
2010-02-17,4.006634712219238
2010-02-18,4.060885429382324
2010-02-19,4.115132808685303
2010-02-22,4.115132808685303
2010-02-23,3.9446380138397217
2010-02-24,4.091884613037109
2010-02-25,4.13063383102417
2010-02-26,3.8593926429748535
2010-03-01,3.8516407012939453
2010-03-02,3.8593926429748535
2010-03-03,3.975640058517456
2010-03-04,4.4561238288879395
2010-03-05,4.642117023468018
2010-03-08,4.587871074676514
2010-03-09,4.673117160797119
2010-03-10,4.828113079071045
2010-03-11,4.890111446380615
2010-03-12,4.890111446380615
2010-03-15,4.828113079071045
2010-03-16,5.014109134674072
2010-03-17,4.983108997344971
2010-03-18,4.9986090660095215
2010-03-19,4.55687141418457
2010-03-22,4.7118659019470215
2010-03-23,4.7118659019470215
2010-03-24,4.766115665435791
2010-03-25,4.719615459442139
2010-03-26,4.742865562438965
2010-03-29,4.9521098136901855
2010-03-30,4.828113079071045
2010-03-31,4.820363521575928
2010-04-01,4.843614101409912
2010-04-05,4.905611515045166
2010-04-06,4.983108997344971
2010-04-07,5.029607772827148
2010-04-08,5.0528564453125
2010-04-09,5.0916056632995605
2010-04-12,5.060606479644775
2010-04-13,4.9986090660095215
2010-04-14,5.114855766296387
2010-04-15,5.037355899810791
2010-04-16,4.781615734100342
2010-04-19,4.812615394592285
2010-04-20,4.897861480712891
2010-04-21,4.773865222930908
2010-04-22,4.890111446380615
2010-04-23,4.967609405517578
2010-04-26,4.859111785888672
2010-04-27,4.564622402191162
2010-04-28,4.611120700836182
2010-04-29,4.735116004943848
2010-04-30,4.572371482849121
2010-05-03,4.704118728637695
2010-05-04,4.502623558044434
2010-05-05,4.773865222930908
2010-05-06,4.4561238288879395
2010-05-07,4.122884273529053
2010-05-10,4.688617706298828
2010-05-11,4.704118728637695
2010-05-12,4.843614101409912
2010-05-13,4.704118728637695
2010-05-14,4.518122673034668
2010-05-17,4.4561238288879395
2010-05-18,4.370876312255859
2010-05-19,4.2468791007995605
2010-05-20,3.867140531539917
2010-05-21,4.022136211395264
2010-05-24,3.936889410018921
2010-05-25,4.029885768890381
2010-05-26,4.022136211395264
2010-05-27,4.463873863220215
2010-05-28,4.347628593444824
2010-06-01,4.177132606506348
2010-06-02,4.363126754760742
2010-06-03,4.370876312255859
2010-06-04,3.983388662338257
2010-06-07,3.758643865585327
2010-06-08,3.92913818359375
2010-06-09,3.8361411094665527
2010-06-10,4.10738468170166
2010-06-11,4.122884273529053
2010-06-14,4.215879917144775
2010-06-15,4.533621311187744
2010-06-16,4.502623558044434
2010-06-17,4.487122535705566
2010-06-18,4.611120700836182
2010-06-21,4.510371685028076
2010-06-22,4.347628593444824
2010-06-23,4.262379169464111
2010-06-24,4.192632675170898
2010-06-25,4.215879917144775
2010-06-28,4.208130359649658
2010-06-29,3.882638692855835
2010-06-30,3.8361411094665527
2010-07-01,3.719896078109741
2010-07-02,3.735393762588501
2010-07-06,3.6656463146209717
2010-07-07,3.882638692855835
2010-07-08,4.006634712219238
2010-07-09,4.091884613037109
2010-07-12,4.084134578704834
2010-07-13,4.169382095336914
2010-07-14,4.115132808685303
2010-07-15,3.9988880157470703
2010-07-16,3.75089430809021
2010-07-19,3.735393762588501
2010-07-20,3.92913818359375
2010-07-21,3.8438918590545654
2010-07-22,4.022136211395264
2010-07-23,4.153881549835205
2010-07-26,4.208130359649658
2010-07-27,4.239130020141602
2010-07-28,4.068635940551758
2010-07-29,4.1616339683532715
2010-07-30,4.1616339683532715
2010-08-02,4.370876312255859
2010-08-03,4.10738468170166
2010-08-04,4.378625869750977
2010-08-05,4.3398756980896
2010-08-06,4.262379169464111
2010-08-09,4.293377876281738
2010-08-10,4.146132946014404
2010-08-11,3.8981406688690186
2010-08-12,3.92913818359375
2010-08-13,3.8516407012939453
2010-08-16,3.882638692855835
2010-08-17,3.8438918590545654
2010-08-18,3.8438918590545654
2010-08-19,3.719896078109741
2010-08-20,3.681145668029785
2010-08-23,3.743143320083618
2010-08-24,3.719896078109741
2010-08-25,3.743143320083618
2010-08-26,3.619147300720215
2010-08-27,3.766392946243286
2010-08-30,3.6036479473114014
2010-08-31,3.6656463146209717
2010-09-01,3.9446380138397217
2010-09-02,4.045385837554932
2010-09-03,4.146132946014404
2010-09-07,4.045385837554932
2010-09-08,4.091884613037109
2010-09-09,4.068635940551758
2010-09-10,4.115132808685303
2010-09-13,4.239130020141602
2010-09-14,4.138382434844971
2010-09-15,4.138382434844971
2010-09-16,4.060885429382324
2010-09-17,4.138382434844971
2010-09-20,4.35537576675415
2010-09-21,4.4251251220703125
2010-09-22,4.254628658294678
2010-09-23,4.053135395050049
2010-09-24,4.324377059936523
2010-09-27,4.293377876281738
2010-09-28,4.2701287269592285
2010-09-29,4.28563117980957
2010-09-30,4.293377876281738
2010-10-01,4.18488073348999
2010-10-04,4.076387882232666
2010-10-05,4.200381278991699
2010-10-06,4.254628658294678
2010-10-07,4.254628658294678
2010-10-08,4.3011274337768555
2010-10-11,4.3011274337768555
2010-10-12,4.254628658294678
2010-10-13,4.3011274337768555
2010-10-14,4.254628658294678
2010-10-15,4.122884273529053
2010-10-18,4.223629951477051
2010-10-19,4.076387882232666
2010-10-20,4.1616339683532715
2010-10-21,4.28563117980957
2010-10-22,4.293377876281738
2010-10-25,4.3011274337768555
2010-10-26,4.3011274337768555
2010-10-27,4.277878761291504
2010-10-28,4.277878761291504
2010-10-29,4.215879917144775
2010-11-01,4.215879917144775
2010-11-02,4.332126617431641
2010-11-03,4.487122535705566
2010-11-04,4.642117023468018
2010-11-05,4.688617706298828
2010-11-08,4.642117023468018
2010-11-09,4.541372299194336
2010-11-10,4.603368759155273
2010-11-11,4.618870258331299
2010-11-12,4.518122673034668
2010-11-15,4.479374885559082
2010-11-16,4.308878421783447
2010-11-17,4.308878421783447
2010-11-18,4.4251251220703125
2010-11-19,4.4561238288879395
2010-11-22,4.502623558044434
2010-11-23,4.43287467956543
2010-11-24,4.549121856689453
2010-11-26,4.502623558044434
2010-11-29,4.487122535705566
2010-11-30,4.533621311187744
2010-12-01,4.673117160797119
2010-12-02,4.789366245269775
2010-12-03,4.843614101409912
2010-12-06,4.882363319396973
2010-12-07,4.874612808227539
2010-12-08,4.983108997344971
2010-12-09,5.184603214263916
2010-12-10,5.269853115081787
2010-12-13,5.161352157592773
2010-12-14,5.184603214263916
2010-12-15,5.207852840423584
2010-12-16,5.331850528717041
2010-12-17,5.1536030769348145
2010-12-20,5.22335147857666
2010-12-21,5.324098587036133
2010-12-22,5.417098045349121
2010-12-23,5.347347736358643
2010-12-27,5.448096752166748
2010-12-28,5.370597839355469
2010-12-29,5.324098587036133
2010-12-30,5.324098587036133
2010-12-31,5.254350662231445
2011-01-03,5.517845153808594
2011-01-04,5.424846172332764
2011-01-05,5.5720930099487305
2011-01-06,5.40159797668457
2011-01-07,5.463594436645508
2011-01-10,5.355099201202393
2011-01-11,5.40159797668457
2011-01-12,5.440345764160156
2011-01-13,5.424846172332764
2011-01-14,5.432596206665039
2011-01-18,5.378346920013428
2011-01-19,5.169103145599365
2011-01-20,5.076104640960693
2011-01-21,5.014109134674072
2011-01-24,5.207852840423584
2011-01-25,5.099355697631836
