Date,OSK
2010-01-04,31.73575210571289
2010-01-05,32.428199768066406
2010-01-06,32.07780456542969
2010-01-07,32.58670425415039
2010-01-08,32.2613525390625
2010-01-11,32.086151123046875
2010-01-12,31.18513298034668
2010-01-13,31.73575210571289
2010-01-14,32.04444885253906
2010-01-15,31.343650817871094
2010-01-19,31.043312072753906
2010-01-20,30.7596492767334
2010-01-21,29.766870498657227
2010-01-22,29.041051864624023
2010-01-25,29.641733169555664
2010-01-26,29.333045959472656
2010-01-27,30.025501251220703
2010-01-28,30.676237106323242
2010-01-29,30.09223175048828
2010-02-01,31.368669509887695
2010-02-02,32.269683837890625
2010-02-03,33.070587158203125
2010-02-04,31.71907615661621
2010-02-05,31.88593101501465
2010-02-08,31.694032669067383
2010-02-09,32.58670425415039
2010-02-10,32.37813949584961
2010-02-11,32.96214294433594
2010-02-12,31.977685928344727
2010-02-16,32.887046813964844
2010-02-17,32.82864761352539
2010-02-18,32.63676071166992
2010-02-19,32.369815826416016
2010-02-22,32.2613525390625
2010-02-23,31.50216293334961
2010-02-24,31.335323333740234
2010-02-25,31.410385131835938
2010-02-26,31.802494049072266
2010-03-01,31.151763916015625
2010-03-02,30.926509857177734
2010-03-03,30.626176834106445
2010-03-04,30.84308624267578
2010-03-05,31.37702178955078
2010-03-08,31.16010856628418
2010-03-09,32.6284294128418
2010-03-10,32.82864761352539
2010-03-11,32.9120979309082
2010-03-12,32.93711471557617
2010-03-15,32.51164245605469
2010-03-16,33.05392074584961
2010-03-17,33.62955856323242
2010-03-18,33.2124137878418
2010-03-19,33.245784759521484
2010-03-22,34.43880081176758
2010-03-23,34.77250289916992
2010-03-24,34.03001022338867
2010-03-25,33.97161102294922
2010-03-26,33.48771286010742
2010-03-29,33.97161102294922
2010-03-30,33.7880744934082
2010-03-31,33.65457534790039
2010-04-01,33.66292190551758
2010-04-05,33.571163177490234
2010-04-06,33.529449462890625
2010-04-07,33.621212005615234
2010-04-08,34.38040542602539
2010-04-09,34.163490295410156
2010-04-12,33.90486526489258
2010-04-13,35.673519134521484
2010-04-14,36.349300384521484
2010-04-15,36.5328254699707
2010-04-16,35.8070068359375
2010-04-19,35.37318801879883
2010-04-20,35.59843826293945
2010-04-21,35.70689010620117
2010-04-22,36.54116439819336
2010-04-23,36.57454299926758
2010-04-26,36.44104766845703
2010-04-27,35.33147430419922
2010-04-28,35.389869689941406
2010-04-29,33.93824005126953
2010-04-30,32.219642639160156
2010-05-03,33.16236877441406
2010-05-04,31.87757110595703
2010-05-05,31.627317428588867
2010-05-06,30.968223571777344
2010-05-07,30.292465209960938
2010-05-10,32.30305862426758
2010-05-11,32.48659896850586
2010-05-12,32.5032958984375
2010-05-13,32.82864761352539
2010-05-14,31.986045837402344
2010-05-17,31.952665328979492
2010-05-18,31.018285751342773
2010-05-19,30.3425235748291
2010-05-20,28.34860610961914
2010-05-21,28.982650756835938
2010-05-24,28.557170867919922
2010-05-25,28.281869888305664
2010-05-26,27.697877883911133
2010-05-27,30.167320251464844
2010-05-28,29.641733169555664
2010-06-01,29.549957275390625
2010-06-02,30.117258071899414
2010-06-03,30.133955001831055
2010-06-04,28.507118225097656
2010-06-07,26.997087478637695
2010-06-08,27.04713249206543
2010-06-09,27.697877883911133
2010-06-10,28.45705795288086
2010-06-11,28.91591453552246
2010-06-14,29.049394607543945
2010-06-15,29.633390426635742
2010-06-16,29.324703216552734
2010-06-17,29.266307830810547
2010-06-18,29.41647720336914
2010-06-21,29.41647720336914
2010-06-22,28.699003219604492
