Date,VPG
2010-06-23,61.040000915527344
2010-06-24,61.040000915527344
2010-06-25,61.040000915527344
2010-06-28,61.040000915527344
2010-06-29,61.040000915527344
2010-06-30,61.040000915527344
2010-07-01,61.040000915527344
2010-07-02,61.040000915527344
2010-07-06,61.040000915527344
2010-07-07,11.699999809265137
2010-07-08,12.0
2010-07-09,12.130000114440918
2010-07-12,12.279999732971191
2010-07-13,11.779999732971191
2010-07-14,11.289999961853027
2010-07-15,11.1899995803833
2010-07-16,11.020000457763672
2010-07-19,11.170000076293945
2010-07-20,11.369999885559082
2010-07-21,11.579999923706055
2010-07-22,12.029999732971191
2010-07-23,12.369999885559082
2010-07-26,12.449999809265137
2010-07-27,12.449999809265137
2010-07-28,12.789999961853027
2010-07-29,12.65999984741211
2010-07-30,12.649999618530273
2010-08-02,12.770000457763672
2010-08-03,14.899999618530273
2010-08-04,14.640000343322754
2010-08-05,14.619999885559082
2010-08-06,14.84000015258789
2010-08-09,14.720000267028809
2010-08-10,14.6899995803833
2010-08-11,14.550000190734863
2010-08-12,14.59000015258789
2010-08-13,14.399999618530273
2010-08-16,14.630000114440918
2010-08-17,14.5
2010-08-18,15.770000457763672
2010-08-19,15.3100004196167
2010-08-20,15.789999961853027
2010-08-23,15.069999694824219
2010-08-24,14.579999923706055
2010-08-25,14.5600004196167
2010-08-26,14.680000305175781
2010-08-27,14.779999732971191
2010-08-30,14.5
2010-08-31,14.489999771118164
2010-09-01,15.210000038146973
2010-09-02,15.09000015258789
2010-09-03,15.75
2010-09-07,15.850000381469727
2010-09-08,15.210000038146973
2010-09-09,15.239999771118164
2010-09-10,15.020000457763672
2010-09-13,15.850000381469727
2010-09-14,15.710000038146973
2010-09-15,15.670000076293945
2010-09-16,15.210000038146973
2010-09-17,15.15999984741211
2010-09-20,15.210000038146973
2010-09-21,15.149999618530273
2010-09-22,14.789999961853027
2010-09-23,14.949999809265137
2010-09-24,14.850000381469727
2010-09-27,15.050000190734863
2010-09-28,15.5600004196167
2010-09-29,15.579999923706055
2010-09-30,15.609999656677246
2010-10-01,15.670000076293945
2010-10-04,15.680000305175781
2010-10-05,15.800000190734863
2010-10-06,15.510000228881836
2010-10-07,15.420000076293945
2010-10-08,15.390000343322754
2010-10-11,15.4399995803833
2010-10-12,15.609999656677246
2010-10-13,16.59000015258789
2010-10-14,16.440000534057617
2010-10-15,16.860000610351562
2010-10-18,17.25
2010-10-19,17.1200008392334
2010-10-20,17.399999618530273
2010-10-21,17.43000030517578
2010-10-22,17.520000457763672
2010-10-25,17.520000457763672
2010-10-26,17.25
2010-10-27,17.329999923706055
2010-10-28,17.030000686645508
2010-10-29,17.0
2010-11-01,16.950000762939453
2010-11-02,16.989999771118164
2010-11-03,17.0
2010-11-04,16.979999542236328
2010-11-05,17.020000457763672
2010-11-08,16.8799991607666
2010-11-09,16.219999313354492
2010-11-10,16.329999923706055
2010-11-11,16.100000381469727
2010-11-12,15.920000076293945
2010-11-15,16.0
2010-11-16,15.649999618530273
2010-11-17,15.699999809265137
2010-11-18,16.149999618530273
2010-11-19,16.270000457763672
2010-11-22,16.139999389648438
2010-11-23,16.1299991607666
2010-11-24,16.93000030517578
2010-11-26,16.8799991607666
2010-11-29,16.8700008392334
2010-11-30,16.75
2010-12-01,17.450000762939453
2010-12-02,17.229999542236328
2010-12-03,16.93000030517578
2010-12-06,16.8799991607666
2010-12-07,17.079999923706055
2010-12-08,16.899999618530273
2010-12-09,17.15999984741211
2010-12-10,17.280000686645508
2010-12-13,17.25
2010-12-14,17.170000076293945
2010-12-15,16.989999771118164
2010-12-16,17.270000457763672
2010-12-17,17.459999084472656
2010-12-20,17.709999084472656
2010-12-21,17.969999313354492
2010-12-22,17.959999084472656
2010-12-23,18.190000534057617
2010-12-27,18.389999389648438
2010-12-28,18.489999771118164
2010-12-29,18.670000076293945
2010-12-30,19.010000228881836
2010-12-31,18.84000015258789
2011-01-03,19.559999465942383
2011-01-04,18.670000076293945
2011-01-05,18.520000457763672
2011-01-06,17.889999389648438
2011-01-07,17.780000686645508
2011-01-10,17.489999771118164
2011-01-11,18.790000915527344
2011-01-12,18.100000381469727
2011-01-13,18.399999618530273
2011-01-14,18.65999984741211
2011-01-18,18.6299991607666
2011-01-19,18.510000228881836
2011-01-20,18.760000228881836
2011-01-21,18.829999923706055
2011-01-24,18.93000030517578
2011-01-25,18.770000457763672
2011-01-26,19.0
2011-01-27,18.84000015258789
2011-01-28,18.610000610351562
