Date,ADM
2010-01-04,20.6144962310791
2010-01-05,20.725854873657227
2010-01-06,20.673444747924805
2010-01-07,20.4572811126709
2010-01-08,20.201814651489258
2010-01-11,20.21490478515625
2010-01-12,19.998737335205078
2010-01-13,20.08390235900879
2010-01-14,20.136306762695312
2010-01-15,20.005294799804688
2010-01-19,20.005294799804688
2010-01-20,20.24111557006836
2010-01-21,19.939788818359375
2010-01-22,19.959444046020508
2010-01-25,19.500904083251953
2010-01-26,19.409194946289062
2010-01-27,19.487804412841797
2010-01-28,19.61881446838379
2010-01-29,19.63191795349121
2010-02-01,19.756376266479492
2010-02-02,20.71929931640625
2010-02-03,20.424535751342773
2010-02-04,19.690868377685547
2010-02-05,20.051151275634766
2010-02-08,19.57950782775879
2010-02-09,19.592613220214844
2010-02-10,19.6450138092041
2010-02-11,19.67122459411621
2010-02-12,19.500904083251953
2010-02-16,19.408733367919922
2010-02-17,19.672082901000977
2010-02-18,19.731334686279297
2010-02-19,19.718168258666992
2010-02-22,19.62599754333496
2010-02-23,19.50090217590332
2010-02-24,19.46798324584961
2010-02-25,19.402151107788086
2010-02-26,19.329730987548828
2010-03-01,19.52723503112793
2010-03-02,19.65232276916504
2010-03-03,19.60624122619629
2010-03-04,19.75108528137207
2010-03-05,20.15927505493164
2010-03-08,20.12636375427246
2010-03-09,20.086851119995117
2010-03-10,19.90909194946289
2010-03-11,19.38239860534668
2010-03-12,18.86886978149414
2010-03-15,18.83595085144043
2010-03-16,18.82278823852539
2010-03-17,19.158550262451172
2010-03-18,19.25071907043457
2010-03-19,19.151973724365234
2010-03-22,19.309982299804688
2010-03-23,19.303396224975586
2010-03-24,18.763534545898438
2010-03-25,18.605520248413086
2010-03-26,18.710857391357422
2010-03-29,19.112464904785156
2010-03-30,19.046627044677734
2010-03-31,19.026878356933594
2010-04-01,19.16513442993164
2010-04-05,18.737199783325195
2010-04-06,18.585777282714844
2010-04-07,18.59893798828125
2010-04-08,18.47384262084961
2010-04-09,18.605520248413086
2010-04-12,18.67794418334961
2010-04-13,18.552846908569336
2010-04-14,18.63844108581543
2010-04-15,18.658193588256836
2010-04-16,18.59893798828125
2010-04-19,18.605520248413086
2010-04-20,19.0400447845459
2010-04-21,18.941293716430664
2010-04-22,18.737199783325195
2010-04-23,18.763534545898438
2010-04-26,18.72402572631836
2010-04-27,18.355337142944336
2010-04-28,18.440927505493164
2010-04-29,18.513341903686523
2010-04-30,18.39484977722168
2010-05-03,18.24999237060547
2010-05-04,17.26244354248047
2010-05-05,17.413877487182617
2010-05-06,16.92009925842285
2010-05-07,17.078100204467773
2010-05-10,17.51921272277832
2010-05-11,17.789142608642578
2010-05-12,18.105159759521484
2010-05-13,17.87472915649414
2010-05-14,17.624555587768555
2010-05-17,17.887895584106445
2010-05-18,17.682676315307617
2010-05-19,17.65619468688965
2010-05-20,16.802175521850586
2010-05-21,16.822040557861328
2010-05-24,16.49765396118164
2010-05-25,16.35200309753418
2010-05-26,16.464542388916016
2010-05-27,16.83527946472168
2010-05-28,16.729358673095703
2010-06-01,16.550613403320312
2010-06-02,16.92135238647461
2010-06-03,16.9014892578125
2010-06-04,16.438066482543945
2010-06-07,16.226219177246094
2010-06-08,16.47779083251953
2010-06-09,16.504276275634766
2010-06-10,16.808801651000977
2010-06-11,16.974306106567383
2010-06-14,16.98093032836914
2010-06-15,17.682676315307617
2010-06-16,17.7290096282959
2010-06-17,18.21228790283203
2010-06-18,18.00044059753418
2010-06-21,17.980588912963867
2010-06-22,17.6429500579834
2010-06-23,17.8680362701416
2010-06-24,17.517168045043945
2010-06-25,17.437721252441406
2010-06-28,17.6429500579834
2010-06-29,17.219261169433594
2010-06-30,17.09347152709961
2010-07-01,17.05375099182129
2010-07-02,16.881622314453125
2010-07-06,17.066991806030273
2010-07-07,17.437721252441406
2010-07-08,17.682676315307617
2010-07-09,17.689285278320312
2010-07-12,17.662811279296875
2010-07-13,17.861417770385742
2010-07-14,17.80845069885254
2010-07-15,17.788597106933594
2010-07-16,17.702533721923828
2010-07-19,17.7290096282959
2010-07-20,18.1262264251709
2010-07-21,17.93423843383789
2010-07-22,18.172574996948242
2010-07-23,18.291736602783203
2010-07-26,18.40427589416504
2010-07-27,18.430757522583008
2010-07-28,18.311595916748047
2010-07-29,17.874656677246094
2010-07-30,18.11298370361328
2010-08-02,18.748533248901367
2010-08-03,18.861072540283203
2010-08-04,18.94051742553711
2010-08-05,20.02623748779297
2010-08-06,19.979896545410156
2010-08-09,20.277807235717773
2010-08-10,20.284427642822266
2010-08-11,19.754810333251953
2010-08-12,20.25794219970703
2010-08-13,19.89383888244629
2010-08-16,19.8872127532959
2010-08-17,20.479368209838867
2010-08-18,20.432798385620117
2010-08-19,20.113433837890625
2010-08-20,20.306381225585938
2010-08-23,20.179964065551758
2010-08-24,19.88055992126465
2010-08-25,20.033586502075195
2010-08-26,19.940441131591797
2010-08-27,20.313030242919922
2010-08-30,20.326339721679688
2010-08-31,20.499330520629883
2010-09-01,20.858617782592773
2010-09-02,20.98503875732422
2010-09-03,21.29109764099121
2010-09-07,20.885231018066406
2010-09-08,21.257827758789062
2010-09-09,21.191287994384766
2010-09-10,21.770139694213867
2010-09-13,21.743532180786133
2010-09-14,21.39754867553711
2010-09-15,21.65037727355957
2010-09-16,22.09616470336914
2010-09-17,21.543926239013672
2010-09-20,21.923175811767578
2010-09-21,21.85663414001465
2010-09-22,22.21592903137207
2010-09-23,21.963092803955078
2010-09-24,21.470739364624023
2010-09-27,21.716917037963867
2010-09-28,21.88325309753418
2010-09-29,21.67034149169922
2010-09-30,21.237869262695312
2010-10-01,21.237869262695312
2010-10-04,21.031612396240234
2010-10-05,21.543926239013672
2010-10-06,21.490697860717773
2010-10-07,21.776792526245117
2010-10-08,21.86329460144043
2010-10-11,21.663694381713867
2010-10-12,21.763490676879883
2010-10-13,22.102815628051758
2010-10-14,22.14273452758789
2010-10-15,22.13608741760254
2010-10-18,22.34234619140625
2010-10-19,21.929819107055664
2010-10-20,22.242536544799805
2010-10-21,22.242536544799805
2010-10-22,22.31572723388672
2010-10-25,22.428844451904297
2010-10-26,22.202625274658203
2010-10-27,22.102815628051758
2010-10-28,22.255849838256836
2010-10-29,22.169355392456055
2010-11-01,22.21592903137207
2010-11-02,20.752168655395508
2010-11-03,20.659021377563477
2010-11-04,20.998340606689453
2010-11-05,20.858617782592773
2010-11-08,20.752168655395508
2010-11-09,20.525943756103516
2010-11-10,20.479368209838867
2010-11-11,20.41283416748047
2010-11-12,20.113433837890625
2010-11-15,20.086814880371094
2010-11-16,19.77923011779785
2010-11-17,19.739107131958008
2010-11-18,19.919649124145508
2010-11-19,19.832719802856445
